,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
141944,137057,Lisboa,0000-00-00,0000-00-00,Francisco Alberto,Alves Reis,Francisco Alberto Alves Reis,,add,,see-aka,False,
137057,141944,Lisboa,1732-10-01,1738-06-22,Francisco Alberto Alves Reis,Francisco Alberto,Francisco Alberto,Domingos Alvares Rei,cut,Cânones,aka-see,False,
142998,188403,Setúbal,0000-00-00,0000-00-00,Francisco de Almeida,Brito,Francisco de Almeida Brito,,add,Cânones,see-aka,False,
188403,142998,Setúbal,1673-10-01,1679-11-04,Francisco de Almeida de Brito,Almeida,Francisco de Almeida,António de Almeida de Brito,cut,Cânones,aka-see,False,
144816,195509,Esposende,0000-00-00,0000-00-00,Francisco Alves,Lago,Francisco Alves Lago,Francisco Martins do Lago,add,,see-aka,False,
195509,144816,Esposende,1670-10-07,1677-07-29,Francisco Alves do Lago,Alves,Francisco Alves,Francisco Martins do Lago,cut,Cânones,aka-see,False,
265987,144814,Coimbra,0000-00-00,0000-00-00,Francisco Alves Moreira,Alves,Francisco Alves,António Alves,cut,Cânones,see-aka,False,
144814,265987,Coimbra,1637-10-06,1659-10-30,Francisco Alves,Moreira,Francisco Alves Moreira,António Alves,add,Cânones,aka-see,False,
265994,145305,Marialva,0000-00-00,0000-00-00,Francisco Xavier da Fonseca Amado,Francisco Amado,Francisco Amado,,rep,Cânones,see-aka,False,
145305,265994,Marialva,1720-10-01,1727-07-14,Francisco Amado,Francisco Xavier da Fonseca Amado,Francisco Xavier da Fonseca Amado,,rep,Cânones,aka-see,False,
265965,146999,Viana,0000-00-00,0000-00-00,Francisco Antunes Alves,Antunes,Francisco Antunes,António Alves,cut,Cânones,see-aka,False,
146999,265965,Viana,1622-11-02,1628-10-13,Francisco Antunes,Alves,Francisco Antunes Alves,António Alves,add,Cânones,aka-see,False,
146793,226438,Porto de Mós,0000-00-00,0000-00-00,Francisco António,Francisco António da Silva,Francisco António da Silva,,rep,,see-aka,False,
226438,146793,Porto de Mós,1756-10-01,1760-10-01,Francisco António da Silva,Francisco António,Francisco António,,cut,Cânones,aka-see,False,
220209,149756,Sardoal,0000-00-00,0000-00-00,Francisco Barbosa de Lima,Soares Bacelar,Francisco Barbosa de Lima Soares Bacelar,,add,,see-aka,False,
149756,220209,Sardoal,1753-10-01,1759-05-25,Francisco Barbosa de Lima Soares Bacelar,Francisco Barbosa de Lima,Francisco Barbosa de Lima,Francisco Pedroso Lima,cut,Cânones,aka-see,False,
149756,220209,Sardoal,1753-10-01,1759-05-25,Francisco Barbosa de Lima Soares Bacelar,Francisco Barbosa de Lima,Francisco Barbosa de Lima,Francisco Pedroso Lima,cut,Leis,aka-see,False,
139187,150677,Arrifana de Sousa,0000-00-00,0000-00-00,Francisco Barbosa Carneiro,Barbosa,Francisco Barbosa,,cut,,see-aka,False,
150677,139187,Arrifana de Sousa,1688-10-01,1690-10-01,Francisco Barbosa,Carneiro,Francisco Barbosa Carneiro,,add,Cânones,aka-see,False,
200953,151253,Serpa,0000-00-00,0000-00-00,Francisco Barreto da Costa,Barreto,Francisco Barreto,,cut,,see-aka,False,
151253,200953,Serpa,1638-10-19,1647-05-05,Francisco Barreto,Costa,Francisco Barreto Costa,Roque da Costa,add,Cânones,aka-see,False,
209553,151259,Travanca,0000-00-00,0000-00-00,Francisco Barreto da Cunha,Barreto,Francisco Barreto,,cut,,see-aka,False,
151259,209553,Travanca,1632-10-01,1644-10-15,Francisco Barreto,da Cunha,Francisco Barreto da Cunha,,add,Leis,aka-see,False,
236519,151248,Ponte da Barca,0000-00-00,0000-00-00,Francisco Barreto de Menezes,Barreto,Francisco Barreto,,cut,,see-aka,False,
151248,236519,Ponte da Barca,1600-03-11,1610-10-22,Francisco Barreto,de Menezes,Francisco Barreto de Menezes,Jerónimo Barreto,add,Cânones,aka-see,False,
151754,185082,Vila Real,0000-00-00,0000-00-00,Francisco de Barros,Beça,Francisco de Barros Beça,Francisco de Barros,add,Cânones,see-aka,False,
185082,151754,Vila Real,1615-10-05,1625-11-08,Francisco de Barros de Beça,Barros,Francisco de Barros,Francisco de Barros,cut,Cânones,aka-see,False,
209554,246705,Caldas da Rainha,0000-00-00,0000-00-00,Francisco de Borja Militão da Cunha,Militão,Francisco de Borja Militão,,cut,,see-aka,False,
246705,209554,Caldas da Rainha,1767-10-01,1770-10-01,Francisco de Borja Militão,Cunha,Francisco de Borja Militão Cunha,,add,Leis,aka-see,False,
153315,187243,Vilarouco,0000-00-00,0000-00-00,Francisco de Braga Pinto da Fonseca,Braga,Francisco de Braga,,cut,,see-aka,False,
187243,153315,Vilarouco,1701-10-01,1701-10-01,Francisco de Braga,Pinto da Fonseca,Francisco de Braga Pinto da Fonseca,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
230469,188040,Lisboa,0000-00-00,0000-00-00,Francisco Bravo da Silveira,Bravo,Francisco Bravo,,cut,Leis,see-aka,False,
188040,230469,Lisboa,1625-10-15,1630-10-09,Francisco Bravo,Silveira,Francisco Bravo Silveira,Manuel Jacome,add,Cânones,aka-see,False,
188040,230469,Lisboa,1625-10-15,1630-10-09,Francisco Bravo,Silveira,Francisco Bravo Silveira,Manuel Jacome,add,Leis,aka-see,False,
188397,236527,Lisboa,0000-00-00,0000-00-00,Francisco de Brito,de Menezes,Francisco de Brito de Menezes,,add,,see-aka,False,
236527,188397,Lisboa,1589-10-10,1604-05-09,Francisco de Brito de Menezes,Brito,Francisco de Brito,Sebastião de Brito,cut,Cânones,aka-see,False,
150703,129133,Arcos de Valdevez,0000-00-00,0000-00-00,Francisco Caldas Barbosa,Caldas,Francisco Caldas,,cut,Cânones,see-aka,False,
129133,150703,Arcos de Valedevez,1653-10-22,1661-10-19,Francisco de Caldas,Barbosa,Francisco de Caldas Barbosa,,add,Cânones,aka-see,False,
131866,241308,Lisboa,0000-00-00,0000-00-00,Francisco de Caminha,Falcão,Francisco de Caminha Falcão,Bartolomeu de Caminha,add,,see-aka,False,
241308,131866,Lisboa,1658-10-13,1663-11-10,Francisco Caminha Falcão,Caminha,Francisco Caminha,Bartolomeu de Caminha,cut,Leis,aka-see,False,
133753,234582,Porto,0000-00-00,0000-00-00,Francisco Cardoso,Pereira,Francisco Cardoso Pereira,,add,,see-aka,False,
234582,133753,Porto,1639-11-12,1647-05-31,Francisco Cardoso Pereira,Cardoso,Francisco Cardoso,Luís Cardoso,cut,Leis,aka-see,False,
203719,133677,Lisboa,0000-00-00,0000-00-00,Francisco Cardoso de Torneo,Cardoso,Francisco Cardoso,,cut,,see-aka,False,
133677,203719,Lisboa,1589-04-29,1612-10-15,Francisco Cardoso,Torneo,Francisco Cardoso Torneo,Manuel Álvares Torneo,add,Cânones,aka-see,False,
200968,139144,Lisboa,0000-00-00,0000-00-00,Francisco Carneiro da Costa,Carneiro,Francisco Carneiro,,cut,,see-aka,False,
139144,200968,Lisboa,1596-10-11,1610-02-15,Francisco Carneiro,Costa,Francisco Carneiro Costa,Sebastião Antunes,add,Leis,aka-see,False,
200978,139173,Vila do Conde,0000-00-00,0000-00-00,Francisco Carneiro da Costa,Carneiro,Francisco Carneiro,,cut,,see-aka,False,
139173,200978,Vila do Conde,1556-10-00,1559-03-31,Francisco Carneiro,da Costa,Francisco Carneiro da Costa,,add,Leis,aka-see,False,
139146,,Porto,0000-00-00,0000-00-00,Francisco Carneiro,da Fonseca,Francisco Carneiro da Fonseca,,add,,,True,E04-Ambiguity in match data
139166,,Porto,1652-10-19,1652-10-19,Francisco Carneiro,da Fonseca,Francisco Carneiro da Fonseca,,add,Cursos jurídicos (Cânones ou Leis),,True,E04-Ambiguity in match data
153316,,Porto,1652-10-19,1668-10-01,Francisco Carneiro da Fonseca,Carneiro,Francisco Carneiro,,cut,Artes,,True,E04-Ambiguity in match data
153316,,Porto,1652-10-19,1668-10-01,Francisco Carneiro da Fonseca,Carneiro,Francisco Carneiro,,cut,Cursos jurídicos (Cânones ou Leis),,True,E04-Ambiguity in match data
133845,154745,Gouveia,0000-00-00,0000-00-00,Francisco de Carvalho Cardoso,Carvalho,Francisco de Carvalho,,cut,,see-aka,False,
154745,133845,Gouveia,1639-10-15,1652-10-21,Francisco de Carvalho,Cardoso,Francisco de Carvalho Cardoso,Manuel da Silva,add,Cânones,aka-see,False,
133845,154745,São Paio,0000-00-00,0000-00-00,Francisco de Carvalho Cardoso,Carvalho,Francisco de Carvalho,,cut,,see-aka,False,
154745,133845,São Paio,1639-10-15,1652-10-21,Francisco de Carvalho,Cardoso,Francisco de Carvalho Cardoso,Manuel da Silva,add,Cânones,aka-see,False,
154695,234587,Braga,0000-00-00,0000-00-00,Francisco de Carvalho,Pereira,Francisco de Carvalho Pereira,,add,,see-aka,False,
234587,154695,Braga,1592-10-16,1598-10-16,Francisco de Carvalho Pereira,Carvalho,Francisco de Carvalho,Pedro de Carvalho,cut,Cânones,aka-see,False,
216420,154713,Évora,0000-00-00,0000-00-00,Francisco de Carvalho Viegas,Carvalho,Francisco de Carvalho,,cut,,see-aka,False,
154713,216420,Évora,1667-10-01,1677-12-09,Francisco de Carvalho,Viegas,Francisco de Carvalho Viegas,,add,Medicina,aka-see,False,
192259,250980,Vila do Conde,0000-00-00,0000-00-00,Francisco Cerveira,de Morais,Francisco Cerveira de Morais,,add,,see-aka,False,
250980,192259,Vila do Conde,1641-10-15,1648-10-01,Francisco Cerveira de Morais,Cerveira,Francisco Cerveira,António Cerveira de Morais,cut,Cânones,aka-see,False,
193737,188413,Lisboa,1573-11-21,1585-12-12,Francisco Coelho,Brito,Francisco Coelho Brito,Francisco Coelho,add,Cânones,aka-aka,False,
193737,188413,Lisboa,1573-11-21,1585-12-12,Francisco Coelho,Brito,Francisco Coelho Brito,Francisco Coelho,add,Leis,aka-aka,False,
188413,193737,Lisboa,1580-05-19,1585-12-12,Francisco Coelho de Brito,Coelho,Francisco Coelho,Francisco Coelho,cut,Leis,aka-aka,False,
165540,193772,Vila Franca,0000-00-00,0000-00-00,Francisco Coelho Encerrabodes,Coelho,Francisco Coelho,,cut,,see-aka,False,
193772,165540,Vila Franca,1614-10-06,1622-03-14,Francisco Coelho,Encerrabodes,Francisco Coelho Encerrabodes,António Coelho,add,Leis,aka-see,False,
195657,217854,,0000-00-00,0000-00-00,Francisco da Conceição,de São Bento,Francisco da Conceição de São Bento,,add,,see-aka,False,
217854,195657,,1617-07-10,1625-02-24,Francisco da Conceição de São Bento,Conceição,Francisco da Conceição,,cut,Teologia,aka-see,False,
197030,183991,Óbidos,0000-00-00,0000-00-00,Francisco Correia,Manuel,Francisco Correia Manuel,,add,Cânones,see-aka,False,
183991,197030,Óbidos,1651-10-14,1659-11-12,Francisco Correia Manuel,Correia,Francisco Correia,,cut,Cânones,aka-see,False,
197001,226495,Lisboa,0000-00-00,0000-00-00,Francisco Correia,Silva,Francisco Correia Silva,,add,,see-aka,False,
226495,197001,Lisboa,1628-10-12,1645-06-18,Francisco Correia da Silva,Correia,Francisco Correia,Pedro de Paiva,cut,Cânones,aka-see,False,
226495,197001,Lisboa,1628-10-12,1645-06-18,Francisco Correia da Silva,Correia,Francisco Correia,Pedro de Paiva,cut,Leis,aka-see,False,
200793,204626,Coimbra,0000-00-00,0000-00-00,Francisco da Costa,Cabral,Francisco da Costa Cabral,,add,,see-aka,False,
204626,200793,Coimbra,1557-01-01,1564-07-23,Francisco da Costa Cabral,Costa,Francisco da Costa,,cut,Cânones,aka-see,False,
200763,234597,Arcos de Valdevez,0000-00-00,0000-00-00,Francisco da Costa,Pereira,Francisco da Costa Pereira,,add,Cânones,see-aka,False,
234597,200763,Arcos de Valdevez,1659-10-24,1668-04-26,Francisco da Costa Pereira,Costa,Francisco da Costa,Mateus da Costa,cut,Cânones,aka-see,False,
200767,206801,Azeitão,0000-00-00,0000-00-00,Francisco da Costa,Vale,Francisco da Costa Vale,Baltasar Francisco,add,Cânones,see-aka,False,
206801,200767,Azeitão,1640-10-23,1648-05-16,Francisco da Costa do Vale,Costa,Francisco da Costa,Baltazar Francisco,cut,Cânones,aka-see,False,
200888,195520,Santarém,0000-00-00,0000-00-00,Francisco da Costa,Xavier,Francisco da Costa Xavier,José da Costa Fernandes,add,,see-aka,False,
195520,200888,Santarém,1741-06-05,1741-06-05,Francisco da Costa Xavier,Costa,Francisco da Costa,José da Costa Fernandes,cut,Cânones,aka-see,False,
187625,206767,Tomar,0000-00-00,0000-00-00,Francisco do Couto Brandão,Couto,Francisco do Couto,,cut,,see-aka,False,
206767,187625,Tomar,1622-10-06,1628-04-12,Francisco do Couto,Brandão,Francisco do Couto Brandão,Simão de Frois,add,Cânones,aka-see,False,
207361,251998,Beco,1567-01-01,1573-05-28,Francisco de Cristo,Francisco Fernandes,Francisco Fernandes,,rep,Leis,aka-aka,False,
251998,207361,Beco,1573-06-03,1573-06-03,Francisco Fernandes,Francisco de Cristo,Francisco de Cristo,,rep,,aka-aka,False,
209708,207397,Ilha da Madeira,0000-00-00,0000-00-00,Francisco Cristóvão de Ornelas e Vasconcelos,Cristóvão,Francisco Cristóvão,,cut,,see-aka,False,
207397,209708,Ilha da Madeira,1732-12-23,1737-07-19,Francisco Cristóvão,de Ornelas e Vasconcelos,Francisco Cristóvão de Ornelas e Vasconcelos,Manuel de Vasconcelos e Abreu,add,Cânones,aka-see,False,
164661,207898,Lisboa,0000-00-00,0000-00-00,Francisco da Cruz Freire,Cruz,Francisco da Cruz,,cut,Leis,see-aka,False,
207898,164661,Lisboa,1616-10-10,1625-01-08,Francisco da Cruz,Freire,Francisco da Cruz Freire,João Lopes,add,Cânones,aka-see,False,
207898,164661,Lisboa,1616-10-10,1625-01-08,Francisco da Cruz,Freire,Francisco da Cruz Freire,João Lopes,add,Leis,aka-see,False,
209514,240181,Baía,0000-00-00,0000-00-00,Francisco da Cunha,Facha,Francisco da Cunha Facha,,add,,see-aka,False,
240181,209514,Baía,1655-10-09,1662-11-10,Francisco da Cunha Facha,Cunha,Francisco da Cunha,,cut,Cânones,aka-see,False,
133053,147753,Braga,0000-00-00,0000-00-00,Francisco Dantas,Araújo,Francisco Dantas Araújo,,add,Cânones,see-aka,False,
147753,133053,Braga,1654-10-13,1662-06-07,Francisco Dantas de Araújo,Dantas,Francisco Dantas,,cut,Cânones,aka-see,False,
171917,133782,Peniche,0000-00-00,0000-00-00,Francisco Delgado de Matos,Delgado,Francisco Delgado,,cut,Cânones,see-aka,False,
133782,171917,Peniche,1653-10-25,1665-01-24,Francisco Delgado,Matos,Francisco Delgado Matos,,add,Cânones,aka-see,False,
207111,207009,Tentúgal,0000-00-00,0000-00-00,Francisco Dias Mendes,Francisco Mendes,Francisco Mendes,,rep,,see-aka,False,
207009,207111,Tentúgal,1610-10-01,1618-05-12,Francisco Mendes,Francisco Dias Mendes,Francisco Dias Mendes,Duarte Fernandes,rep,Leis,aka-see,False,
152949,163405,Borba,0000-00-00,0000-00-00,Francisco Dias,Franco,Francisco Dias Franco,,add,,see-aka,False,
163405,152949,Borba,1649-10-12,1656-05-20,Francisco Dias Franco,Dias,Francisco Dias,,cut,Cânones,aka-see,False,
153701,244539,Viana do Alentejo,0000-00-00,0000-00-00,Francisco Dias,Lopes,Francisco Dias Lopes,,add,Cânones,see-aka,False,
244539,153701,Viana do Alentejo,1579-12-01,1585-10-02,Francisco Dias Lopes,Dias,Francisco Dias,Diogo Lopes,cut,Leis,aka-see,False,
153006,207107,Lisboa,0000-00-00,0000-00-00,Francisco Dias,Mendes,Francisco Dias Mendes,Gomes Dias,add,Cânones,see-aka,False,
207107,153006,Lisboa,1614-10-14,1621-03-02,Francisco Dias Mendes,Dias,Francisco Dias,Gomes Dias,cut,Cânones,aka-see,False,
175573,246943,Alcáçovas,0000-00-00,0000-00-00,Francisco Farto de Oliveira,Farto,Francisco Farto,,cut,,see-aka,False,
246943,175573,Alcáçovas,1690-10-01,1692-10-01,Francisco Farto,de Oliveira,Francisco Farto de Oliveira,,add,Cânones,aka-see,False,
147756,251991,Vila Real,0000-00-00,0000-00-00,Francisco Fernandes de Araújo,Fernandes,Francisco Fernandes,,cut,,see-aka,False,
251991,147756,Vila Real,1676-10-01,1676-10-01,Francisco Fernandes,Araújo,Francisco Fernandes Araújo,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
154876,251988,Abrantes,0000-00-00,0000-00-00,Francisco Fernandes de Carvalho,Fernandes,Francisco Fernandes,,cut,,see-aka,False,
251988,154876,Abrantes,1589-10-13,1597-02-07,Francisco Fernandes,Carvalho,Francisco Fernandes Carvalho,Francisco Fernandes,add,Cânones,aka-see,False,
154878,251994,Vila Viçosa,0000-00-00,0000-00-00,Francisco Fernandes de Carvalho,Fernandes,Francisco Fernandes,,cut,,see-aka,False,
251994,154878,Vila Viçosa,1619-11-08,1627-03-20,Francisco Fernandes,Carvalho,Francisco Fernandes Carvalho,Gonçalo de Azevedo,add,Leis,aka-see,False,
251990,135191, Vila Cova de Alva,0000-00-00,0000-00-00,Francisco Fernandes,Figueiredo,Francisco Fernandes Figueiredo,,add,,see-aka,False,
135190,252126,Santarém,0000-00-00,0000-00-00,Francisco Fernandes de Figueiredo,Fernandes,Francisco Fernandes,,cut,,see-aka,False,
252126,135190,Santarém,1568-10-17,1570-07-16,Francisco Fernandes,Figueiredo,Francisco Fernandes Figueiredo,,add,Cânones,aka-see,False,
135191,251990,Vila Cova de Sub Avô,1586-10-02,1596-11-17,Francisco Fernandes de Figueiredo,Fernandes,Francisco Fernandes,Marcos Fernandes,cut,Cânones,aka-see,False,
251990,135191,Vila Cova de Sub-Avô,0000-00-00,0000-00-00,Francisco Fernandes,Figueiredo,Francisco Fernandes Figueiredo,,add,,see-aka,False,
251992,180510,Vila Real,1607-10-20,1612-10-19,Francisco Fernandes,Guedes,Francisco Fernandes Guedes,João Lourenço,add,Teologia,aka-aka,False,
180510,251992,Vila Real,1607-11-05,1614-05-17,Francisco Fernandes Guedes,Fernandes,Francisco Fernandes,João Lourenço,cut,Teologia,aka-aka,False,
252100,175574,Lisboa,0000-00-00,0000-00-00,Francisco Fernandes,Oliveira,Francisco Fernandes Oliveira,,add,,see-aka,False,
175574,252100,Lisboa,1582-10-20,1592-05-03,Francisco Fernandes de Oliveira,Fernandes,Francisco Fernandes,Rodrigo Fernandes,cut,Leis,aka-see,False,
146206,,Porto,0000-00-00,0000-00-00,Francisco Ferreira de Andrade,Ferreira,Francisco Ferreira,,cut,Cânones,,True,E04-Ambiguity in match data
245531,,Porto,0000-00-00,0000-00-00,Francisco Ferreira,Andrade,Francisco Ferreira Andrade,Bartolomeu Ferreira,add,Cânones,,True,E04-Ambiguity in match data
245530,,Porto,1638-10-20,1651-02-25,Francisco Ferreira,Andrade,Francisco Ferreira Andrade,Baltasar Ferreira,add,Cânones,,True,E04-Ambiguity in match data
165542,245519,Lisboa,0000-00-00,0000-00-00,Francisco Ferreira Encerrabodes,Ferreira,Francisco Ferreira,,cut,,see-aka,False,
245519,165542,Lisboa,1636-10-19,1643-05-20,Francisco Ferreira,Encerrabodes,Francisco Ferreira Encerrabodes,Damião Rodrigues,add,Cânones,aka-see,False,
245519,165542,Lisboa,1636-10-19,1643-05-20,Francisco Ferreira,Encerrabodes,Francisco Ferreira Encerrabodes,Damião Rodrigues,add,Leis,aka-see,False,
164664,153097,Penela,0000-00-00,0000-00-00,Francisco da Fonseca Freire,Fonseca,Francisco da Fonseca,,cut,Matemática,see-aka,False,
153097,164664,Penela,1618-11-14,1626-07-27,Francisco da Fonseca,Freire,Francisco da Fonseca Freire,António Freire,add,Cânones,aka-see,False,
234697,153125,Torres Vedras,0000-00-00,0000-00-00,Francisco da Fonseca Pereira,Fonseca,Francisco da Fonseca,,cut,Leis,see-aka,False,
153125,234697,Torres Vedras,1651-10-16,1660-06-30,Francisco da Fonseca,Pereira,Francisco da Fonseca Pereira,,add,Leis,aka-see,False,
185806,160094,Lisboa,0000-00-00,0000-00-00,Francisco de Fontes Bizarreta,Fontes,Francisco de Fontes,,cut,,see-aka,False,
160094,185806,Lisboa,1621-10-02,1627-07-30,Francisco de Fontes,Bizarreta,Francisco de Fontes Bizarreta,João de Fontes,add,Leis,aka-see,False,
200213,167263,Lalim,0000-00-00,0000-00-00,Francisco de Freitas Teixeira,Freitas,Francisco de Freitas,,cut,Cânones,see-aka,False,
167263,200213,Lalim,1765-10-01,1769-10-01,Francisco de Freitas,Teixeira,Francisco de Freitas Teixeira,,add,Cânones,aka-see,False,
233499,176986,Olivença,0000-00-00,0000-00-00,Francisco da Gama Lobo,Gama,Francisco da Gama,,cut,,see-aka,False,
176986,233499,Olivença,1593-10-05,1604-11-04,Francisco da Gama,Lobo,Francisco da Gama Lobo,Manuel da Gama,add,Cânones,aka-see,False,
177749,204192,Bragança,0000-00-00,0000-00-00,Francisco Gil,Torres,Francisco Gil Torres,,add,Cânones,see-aka,False,
204192,177749,Bragança,1653-10-15,1659-10-17,Francisco Gil de Torres,Gil,Francisco Gil,,cut,Cânones,aka-see,False,
180650,177946,Vila Viçosa,0000-00-00,0000-00-00,Francisco Godinho da Guerra,Godinho,Francisco Godinho,Manuel da Guerra,cut,Cânones,see-aka,False,
177946,180650,Vila Viçosa,1607-10-26,1615-07-30,Francisco Godinho,Guerra,Francisco Godinho Guerra,Manuel da Guerra,add,Cânones,aka-see,False,
201006,178621,Coimbra,0000-00-00,0000-00-00,Francisco Gomes Costa,Gomes,Francisco Gomes,,cut,,see-aka,False,
178621,201006,Coimbra,1598-10-15,1617-12-01,Francisco Gomes,da Costa,Francisco Gomes da Costa,Henrique de Arêde,add,Leis,aka-see,False,
178636,248706,Lisboa,1597-10-01,1608-10-11,Francisco Gomes,Miranda,Francisco Gomes Miranda,Basílio Gomes,add,Cânones,aka-aka,False,
248706,178636,Lisboa,1607-01-18,1607-01-18,Francisco Gomes de Miranda,Gomes,Francisco Gomes,Baílio Gomes,cut,Cânones,aka-aka,False,
149251,179399,Índia,0000-00-00,0000-00-00,Francisco Gonçalves de Azevedo,,Francisco Gonçalves de Azevedo,,novid,,see-aka,False,W01-Single match (asymmetric) data
179399,,Índia,1583-07-09,1586-11-21,Francisco Gonçalves,de Azevedo,Francisco Gonçalves de Azevedo,Gaspar Sentelhas,add,Leis,,False,W01-Single match (asymmetric) data
233986,179393,Estremoz,0000-00-00,0000-00-00,Francisco Gonçalves Souto,Gonçalves,Francisco Gonçalves,António Gonçalves,cut,,see-aka,False,
179393,233986,Estremoz,1623-10-27,1629-03-05,Francisco Gonçalves,Souto,Francisco Gonçalves Souto,António Gonçalves,add,Cânones,aka-see,False,
193419,180004,Guarda,0000-00-00,0000-00-00,Francisco de Gouveia da Horta,Gouveia,Francisco de Gouveia,,cut,,see-aka,False,
180004,193419,Guarda,1593-10-01,1600-10-28,Francisco de Gouveia,Horta,Francisco de Gouveia Horta,Simão de Gouveia,add,Cânones,aka-see,False,
