id,name,name_sp,nome-vide,vide_type,lookup,lookup_sp
128371,João Cabral,João Cabral,,novid,João Cabral,João Cabral
129105,João Caetano,João Caetano,Calado,add,João Caetano Calado,João Caetano Calado
129101,João Caetano,João Caetano,Calado,add,João Caetano Calado,João Caetano Calado
151361,João Caetano Soares Barreto,João Caetano Soares Barreto,Soares,cut,João Caetano Soares,João Caetano Soares
129607,João Calado,João Calado,Frade,add,João Calado Frade,João Calado Frade
129604,João Calado,João Calado,Armido,add,João Calado Armido,João Calado Armido
148034,João Calado de Armido,João Calado Armido,Calado,cut,João Calado,João Calado
129490,João Caldeira,João Caldeira,de Moura,add,João Caldeira de Moura,João Caldeira Moura
130320,João de Campos,João Campos,Coelho,add,João de Campos Coelho,João Campos Coelho
132802,João Cardim,João Cardim,de Andrade,add,João Cardim de Andrade,João Cardim Andrade
146255,João Cardim de Andrade,João Cardim Andrade,Cardim,cut,João Cardim,João Cardim
134750,João Cardoso,João Cardoso,Almeida,add,João Cardoso Almeida,João Cardoso Almeida
134678,João Cardoso,João Cardoso,Amaral,add,João Cardoso Amaral,João Cardoso Amaral
134686,João Cardoso,João Cardoso,Ribeiro,add,João Cardoso Ribeiro,João Cardoso Ribeiro
142947,João Cardoso de Almeida,João Cardoso Almeida,Cardoso,cut,João Cardoso,João Cardoso
145076,João Cardoso de Amaral,João Cardoso Amaral,Cardoso,cut,João Cardoso,João Cardoso
163626,João Cardoso Ribeiro,João Cardoso Ribeiro,Cardoso,cut,João Cardoso,João Cardoso
138335,João Carlos,João Carlos,da Rosa Lemos,add,João Carlos da Rosa Lemos,João Carlos Rosa Lemos
147415,João Carlos de Azevedo de Aranha,João Carlos Azevedo Aranha,João Carlos de Azevedo,cut,João Carlos de Azevedo,João Carlos Azevedo
191715,João Carlos de Melo Araújo Cavalcanti,João Carlos Melo Araújo Cavalcanti,Araújo,cut,João Carlos de Melo Araújo,João Carlos Melo Araújo
273015,João Carlos Mendes Barbosa,João Carlos Mendes Barbosa,João Carlos Barbosa,rep,João Carlos Barbosa,João Carlos Barbosa
233744,João Carlos Moreira,João Carlos Moreira,João Carlos,cut,João Carlos,João Carlos
308935,João Carlos Moreira e Silva,João Carlos Moreira Silva,Carlos,cut,João Carlos,João Carlos
272049,João Carlos Pereira Lobato de Azevedo Arrochela,João Carlos Pereira Lobato Azevedo Arrochela,Azevedo,cut,João Carlos Pereira Lobato de Azevedo,João Carlos Pereira Lobato Azevedo
310910,João Carlos Pereira Soares,João Carlos Pereira Soares,Costa,add,João Carlos Pereira Soares Costa,João Carlos Pereira Soares Costa
285841,João Carlos Pereira Soares de Melo,João Carlos Pereira Soares Melo,João Carlos Pereira Soares da Costa,rep,João Carlos Pereira Soares da Costa,João Carlos Pereira Soares Costa
182857,João Carlos Pinto de Magalhães,João Carlos Pinto Magalhães,Carlos,cut,João Carlos,João Carlos
213238,João Carlos da Rosa Lemos,João Carlos Rosa Lemos,João Carlos,cut,João Carlos,João Carlos
295716,João Carlos de Santa Clara,João Carlos Santa Clara,Monteiro,add,João Carlos de Santa Clara Monteiro,João Carlos Santa Clara Monteiro
200826,João Carlos Teixeira de,João Carlos Teixeira,Freitas,add,João Carlos Teixeira de Freitas,João Carlos Teixeira Freitas
167416,João Carlos Teixeira de Freitas,João Carlos Teixeira Freitas,Teixeira,cut,João Carlos Teixeira,João Carlos Teixeira
139304,João Carneiro,João Carneiro,Morais,add,João Carneiro Morais,João Carneiro Morais
139304,João Carneiro,João Carneiro,Morais,add,João Carneiro Morais,João Carneiro Morais
139299,João Carneiro,João Carneiro,João Mendes Carneiro,rep,João Mendes Carneiro,João Mendes Carneiro
139286,João Carneiro,João Carneiro,da Costa,add,João Carneiro da Costa,João Carneiro Costa
201883,João Carneiro da Costa,João Carneiro Costa,Carneiro,cut,João Carneiro,João Carneiro
251203,João Carneiro de Morais,João Carneiro Morais,Carneiro,cut,João Carneiro,João Carneiro
234043,João Carneiro Rangel Soutomaior,João Carneiro Rangel Soutomaior,Soutomaior,cut,João Carneiro Rangel Soutomaior,João Carneiro Rangel Soutomaior
140202,João Carreiro,João Carreiro,Almada,add,João Carreiro Almada,João Carreiro Almada
143289,João Carreiro de Almeida,João Carreiro Almeida,Carreiro,cut,João Carreiro,João Carreiro
155567,João de Carvalho,João Carvalho,Cardoso,add,João de Carvalho Cardoso,João Carvalho Cardoso
280358,João Carvalho da Fonseca,João Carvalho Fonseca,João Carvalho da Fonseca Anjo,rep,João Carvalho da Fonseca Anjo,João Carvalho Fonseca Anjo
308229,João de Carvalho da Fonseca Pinto,João Carvalho Fonseca Pinto,Fonseca,cut,João de Carvalho da Fonseca,João Carvalho Fonseca
290127,João de Carvalho Martins da Silva Ferrão de Castelo Branco,João Carvalho Martins Silva Ferrão Castelo Branco,Ferrão,cut,João de Carvalho Martins da Silva Ferrão,João Carvalho Martins Silva Ferrão
200828,João de Carvalho Teixeira,João Carvalho Teixeira,Teixeira Carvalho,add,João de Carvalho Teixeira Teixeira Carvalho,João Carvalho Teixeira Teixeira Carvalho
227174,João Carveiro da Silva,João Carveiro Silva,Craveiro,add,João Carveiro da Silva Craveiro,João Carveiro Silva Craveiro
189195,João Castanho,João Castanho,de Figueiredo,add,João Castanho de Figueiredo,João Castanho Figueiredo
189189,João Castanho,João Castanho,,novid,João Castanho,João Castanho
135907,João Castanho de Figueiredo,João Castanho Figueiredo,Castanho,cut,João Castanho,João Castanho
209957,João Castelo Branco e Cunha,João Castelo Branco Cunha,Castelo Branco,cut,João Castelo Branco,João Castelo Branco
190870,João de Castro,João Castro,e Carvalho,add,João de Castro e Carvalho,João Castro Carvalho
225430,João de Castro Perdigão,João Castro Perdigão,Castro,cut,João de Castro,João Castro
191731,João Cavaleiro,João Cavaleiro,Passos,add,João Cavaleiro Passos,João Cavaleiro Passos
192079,João de Cerqueira,João Cerqueira,Silva,add,João de Cerqueira Silva,João Cerqueira Silva
227153,João de Cerqueira da Silva,João Cerqueira Silva,Cerqueira,cut,João de Cerqueira,João Cerqueira
291172,João Cerveira de Albuquerque Cavaleiro,João Cerveira Albuquerque Cavaleiro,Albuquerque,cut,João Cerveira de Albuquerque,João Cerveira Albuquerque
129617,João Claúdio Ferreira Calado,João Claúdio Ferreira Calado,Oliveiro,add,João Claúdio Ferreira Calado Oliveiro,João Claúdio Ferreira Calado Oliveiro
129617,João Claúdio Ferreira Calado,João Claúdio Ferreira Calado,Oliveiro,add,João Claúdio Ferreira Calado Oliveiro,João Claúdio Ferreira Calado Oliveiro
193165,João Clemente,João Clemente,Coutinho,add,João Clemente Coutinho,João Clemente Coutinho
171982,João Clemente Gago,João Clemente Gago,Clemente,cut,João Clemente,João Clemente
193976,João Coelho,João Coelho,Gouveia,add,João Coelho Gouveia,João Coelho Gouveia
193926,João Coelho,João Coelho,Rodarte,add,João Coelho Rodarte,João Coelho Rodarte
193934,João Coelho,João Coelho,Costa,add,João Coelho Costa,João Coelho Costa
193977,João Coelho,João Coelho,Morais,add,João Coelho Morais,João Coelho Morais
193930,João Coelho,João Coelho,Almeida,add,João Coelho Almeida,João Coelho Almeida
193977,João Coelho,João Coelho,Morais,add,João Coelho Morais,João Coelho Morais
201886,João Coelho da Costa,João Coelho Costa,Coelho,cut,João Coelho,João Coelho
180065,João Coelho de Gouveia,João Coelho Gouveia,Coelho,cut,João Coelho,João Coelho
181921,João Coelho Machado,João Coelho Machado,Coelho,cut,João Coelho,João Coelho
198840,João Coelho de Melo,João Coelho Melo,Coelho,cut,João Coelho,João Coelho
287774,João Coelho da Mota,João Coelho Mota,Coelho,cut,João Coelho,João Coelho
235869,João Coelho Pereira,João Coelho Pereira,Coelho,cut,João Coelho,João Coelho
233574,João de Coimbra Soeiro,João Coimbra Soeiro,Coimbra,cut,João de Coimbra,João Coimbra
317859,João da Conceição Viana,João Conceição Viana,Conceição,cut,João da Conceição,João Conceição
197299,João Correia,João Correia,Oliveira,add,João Correia Oliveira,João Correia Oliveira
197255,João Correia,João Correia,Machado,add,João Correia Machado,João Correia Machado
197308,João Correia,João Correia,Mesquita,add,João Correia Mesquita,João Correia Mesquita
197270,João Correia,João Correia,Faria,add,João Correia Faria,João Correia Faria
197304,João Correia,João Correia,Marechal,add,João Correia Marechal,João Correia Marechal
197272,João Correia,João Correia,Cardoso,add,João Correia Cardoso,João Correia Cardoso
197290,João Correia,João Correia,Arnaut,add,João Correia Arnaut,João Correia Arnaut
135116,João Correia Cardoso,João Correia Cardoso,Correia,cut,João Correia,João Correia
279777,João Correia Esteves Leal,João Correia Esteves Leal,João Correia Esteves,cut,João Correia Esteves,João Correia Esteves
181410,João Correia de Macedo,João Correia Macedo,João Alves Correia de Macedo,rep,João Alves Correia de Macedo,João Alves Correia Macedo
181922,João Correia Machado,João Correia Machado,Correia,cut,João Correia,João Correia
243325,João Correia de Mesquita,João Correia Mesquita,Correia,cut,João Correia,João Correia
175779,João Correia de Oliveira,João Correia Oliveira,Correia,cut,João Correia,João Correia
203648,João Correia de Tapia,João Correia Tapia,Correia,cut,João Correia,João Correia
201675,João da Costa,João Costa,do Couto,add,João da Costa do Couto,João Costa Couto
201704,João da Costa,João Costa,João Rodrigues da Costa,rep,João Rodrigues da Costa,João Rodrigues Costa
201667,João da Costa,João Costa,Carvalho,add,João da Costa Carvalho,João Costa Carvalho
201653,João da Costa,João Costa,João Vaia de Costa,rep,João Vaia de Costa,João Vaia Costa
201662,João da Costa,João Costa,Cabreira,add,João da Costa Cabreira,João Costa Cabreira
143294,João da Costa de Almeida,João Costa Almeida,Costa,cut,João da Costa,João Costa
270030,João da Costa de Almeida,João Costa Almeida,Cruz,add,João da Costa de Almeida Cruz,João Costa Almeida Cruz
189623,João da Costa de Brito Brandão Castelo Branco,João Costa Brito Brandão Castelo Branco,Brandão,cut,João da Costa de Brito Brandão,João Costa Brito Brandão
128295,João da Costa Cabreira,João Costa Cabreira,Costa,cut,João da Costa,João Costa
139319,João da Costa Carneiro,João Costa Carneiro,João da Costa Carneiro e Sá,rep,João da Costa Carneiro e Sá,João Costa Carneiro Sá
278737,João da Costa Carneiro,João Costa Carneiro,Oliveira,add,João da Costa Carneiro Oliveira,João Costa Carneiro Oliveira
155747,João da Costa de Carvalho,João Costa Carvalho,Costa,cut,João da Costa,João Costa
205948,João da Costa Coutinho,João Costa Coutinho,João da Costa Rebelo Coutinho,rep,João da Costa Rebelo Coutinho,João Costa Rebelo Coutinho
206809,João da Costa do Couto,João Costa Couto,da Costa,cut,João da Costa,João Costa
278078,João da Costa Fonseca de Lemos Cardoso,João Costa Fonseca Lemos Cardoso,João da Costa Fonseca,cut,João da Costa Fonseca,João Costa Fonseca
283456,João da Costa Lima,João Costa Lima,Costa,cut,João da Costa,João Costa
146267,João da Costa Pontes Andrade,João Costa Pontes Andrade,Pontes,cut,João da Costa Pontes,João Costa Pontes
205949,João da Costa Rebelo Coutinho,João Costa Rebelo Coutinho,João da Costa Coutinho,rep,João da Costa Coutinho,João Costa Coutinho
205928,João Coutinho,João Coutinho,Câmara,add,João Coutinho Câmara,João Coutinho Câmara
130080,João Coutinho da Câmara,João Coutinho Câmara,Coutinho,cut,João Coutinho,João Coutinho
207196,João Craveiro,João Craveiro,da Silva,add,João Craveiro da Silva,João Craveiro Silva
208041,João da Cruz,João Cruz,Matos,add,João da Cruz Matos,João Cruz Matos
208055,João da Cruz,João Cruz,Figueiredo,add,João da Cruz Figueiredo,João Cruz Figueiredo
244142,João da Cruz Dinis Pinheiro,João Cruz Dinis Pinheiro,Cruz,cut,João da Cruz,João Cruz
278322,João da Cruz Ferreira,João Cruz Ferreira,João da Cruz de Carvalho Ferreira,rep,João da Cruz de Carvalho Ferreira,João Cruz Carvalho Ferreira
135910,João da Cruz de Figueiredo,João Cruz Figueiredo,Cruz,cut,João da Cruz,João Cruz
135910,João da Cruz de Figueiredo,João Cruz Figueiredo,Cruz,cut,João da Cruz,João Cruz
209852,João da Cunha,João Cunha,Quadros,add,João da Cunha Quadros,João Cunha Quadros
209859,João da Cunha,João Cunha,Sá,add,João da Cunha Sá,João Cunha Sá
209827,João da Cunha,João Cunha,Cerqueira,add,João da Cunha Cerqueira,João Cunha Cerqueira
167396,João da Cunha de Freitas,João Cunha Freitas,Cunha,cut,João da Cunha,João Cunha
211246,João Curado,João Curado,João Joaquim Curado,rep,João Joaquim Curado,João Joaquim Curado
284330,João Cândido de Sousa Machado,João Cândido Sousa Machado,João Cândido de Sousa,cut,João Cândido de Sousa,João Cândido Sousa
192334,João César,João César,Monteiro,add,João César Monteiro,João César Monteiro
132987,João Danta,João Danta,Puga,add,João Danta Puga,João Danta Puga
187146,João de Deus Boto,João Deus Boto,Deus,cut,João de Deus,João Deus
355146,João Dinis,João Dinis,João Dinis Pinto Guimarães,rep,João Dinis Pinto Guimarães,João Dinis Pinto Guimarães
185800,João Dinis Bitáculo,João Dinis Bitáculo,Dinis,cut,João Dinis,João Dinis
201890,João Diogo da Costa,João Diogo Costa,Diogo,cut,João Diogo,João Diogo
281790,João Diogo Guerreiro Camacho de Brito,João Diogo Guerreiro Camacho Brito,Camacho,cut,João Diogo Guerreiro Camacho,João Diogo Guerreiro Camacho
165681,João Domingues Espinhosa,João Domingues Espinhosa,Domingues,cut,João Domingues,João Domingues
164213,João Duarte,João Duarte,Rolão,add,João Duarte Rolão,João Duarte Rolão
164212,João Duarte,João Duarte,Lopes,add,João Duarte Lopes,João Duarte Lopes
194016,João Duarte Coelho,João Duarte Coelho,Duarte,cut,João Duarte,João Duarte
226439,João Duarte Rolão,João Duarte Rolão,Duarte,cut,João Duarte,João Duarte
226439,João Duarte Rolão,João Duarte Rolão,Duarte,cut,João Duarte,João Duarte
310559,João Duarte Simões,João Duarte Simões,Duarte,cut,João Duarte,João Duarte
294230,João Encas do Couto,João Encas Couto,Pestana,add,João Encas do Couto Pestana,João Encas Couto Pestana
175787,João Escobar de Oliveira,João Escobar Oliveira,Escobar,cut,João Escobar,João Escobar
276521,João Estarte,João Estarte,Pery,add,João Estarte Pery,João Estarte Pery
198023,João Esteves Madeira Leal,João Esteves Madeira Leal,,novid,João Esteves Madeira Leal,João Esteves Madeira Leal
209968,João Fajardo da Cunha,João Fajardo Cunha,Fajardo,cut,João Fajardo,João Fajardo
238362,João Falcão de Sousa,João Falcão Sousa,Falcão,cut,João Falcão,João Falcão
242408,João Fangueiro,João Fangueiro,da Fonseca,add,João Fangueiro da Fonseca,João Fangueiro Fonseca
246421,João de Faro,João Faro,Lobo de Faro,add,João de Faro Lobo de Faro,João Faro Lobo Faro
252365,João Fernandes,João Fernandes,Quaresma,add,João Fernandes Quaresma,João Fernandes Quaresma
252319,João Fernandes,João Fernandes,Pedrosa,add,João Fernandes Pedrosa,João Fernandes Pedrosa
252345,João Fernandes,João Fernandes,Passos,add,João Fernandes Passos,João Fernandes Passos
252341,João Fernandes,João Fernandes,de Miranda,add,João Fernandes de Miranda,João Fernandes Miranda
252306,João Fernandes,João Fernandes,Almeida,add,João Fernandes Almeida,João Fernandes Almeida
252328,João Fernandes,João Fernandes,Quadros,add,João Fernandes Quadros,João Fernandes Quadros
252372,João Fernandes,João Fernandes,Antão,add,João Fernandes Antão,João Fernandes Antão
252345,João Fernandes,João Fernandes,Passos,add,João Fernandes Passos,João Fernandes Passos
252365,João Fernandes,João Fernandes,Quaresma,add,João Fernandes Quaresma,João Fernandes Quaresma
155789,João Fernandes de Carvalho,João Fernandes Carvalho,Fernandes,cut,João Fernandes,João Fernandes
155790,João Fernandes de Carvalho,João Fernandes Carvalho,João Alberto de Carvalho,rep,João Alberto de Carvalho,João Alberto Carvalho
249030,João Fernandes de Miranda,João Fernandes Miranda,Fernandes,cut,João Fernandes,João Fernandes
223100,João Fernandes de Passos,João Fernandes Passos,,novid,João Fernandes de Passos,João Fernandes Passos
223866,João Fernandes Pedrosa,João Fernandes Pedrosa,Fernandes,cut,João Fernandes,João Fernandes
131954,João Fernandes de Quadros,João Fernandes Quadros,Fernandes,cut,João Fernandes,João Fernandes
132254,João Fernandes Quaresma,João Fernandes Quaresma,Fernandes,cut,João Fernandes,João Fernandes
243865,João Ferraz,João Ferraz,Gamboa,add,João Ferraz Gamboa,João Ferraz Gamboa
243860,João Ferraz,João Ferraz,Velho,add,João Ferraz Velho,João Ferraz Velho
243873,João Ferraz,João Ferraz,Velho,add,João Ferraz Velho,João Ferraz Velho
177197,João Ferraz de Gamboa,João Ferraz Gamboa,Ferraz,cut,João Ferraz,João Ferraz
214522,João Ferraz Velho,João Ferraz Velho,Ferraz,cut,João Ferraz,João Ferraz
214514,João Ferraz Velho,João Ferraz Velho,Ferraz,cut,João Ferraz,João Ferraz
246033,João Ferreira,João Ferreira,Machado,add,João Ferreira Machado,João Ferreira Machado
245984,João Ferreira,João Ferreira,Macedo,add,João Ferreira Macedo,João Ferreira Macedo
246011,João Ferreira,João Ferreira,da Rocha,add,João Ferreira da Rocha,João Ferreira Rocha
245976,João Ferreira,João Ferreira,Cirne,add,João Ferreira Cirne,João Ferreira Cirne
245983,João Ferreira,João Ferreira,Batista,add,João Ferreira Batista,João Ferreira Batista
245981,João Ferreira,João Ferreira,Barreto,add,João Ferreira Barreto,João Ferreira Barreto
207783,João Ferreira de Andrade Valente,João Ferreira Andrade Valente,João Ferreira de Andrade,cut,João Ferreira de Andrade,João Ferreira Andrade
190918,João Ferreira de Araújo de Castro,João Ferreira Araújo Castro,João Ferreira de Castro,rep,João Ferreira de Castro,João Ferreira Castro
150287,João Ferreira Batista,João Ferreira Batista,Ferreira,cut,João Ferreira,João Ferreira
150287,João Ferreira Batista,João Ferreira Batista,Ferreira,cut,João Ferreira,João Ferreira
292269,João Ferreira Cabral Pais,João Ferreira Cabral Pais,Amaral,add,João Ferreira Cabral Pais Amaral,João Ferreira Cabral Pais Amaral
190915,João Ferreira de Castro,João Ferreira Castro,José Ferreira de Araújo de Castro,rep,José Ferreira de Araújo de Castro,José Ferreira Araújo Castro
191747,João Ferreira Cavaleiro,João Ferreira Cavaleiro,Ferreira,cut,João Ferreira,João Ferreira
193016,João Ferreira Cirne,João Ferreira Cirne,Ferreira,cut,João Ferreira,João Ferreira
200580,João Ferreira Pacheco Pereira de Melo,João Ferreira Pacheco Pereira Melo,João Ribeiro Pereira de Sousa,rep,João Ribeiro Pereira de Sousa,João Ribeiro Pereira Sousa
184314,João Ferreira da Rocha,João Ferreira Rocha,Ferreira,cut,João Ferreira,João Ferreira
248433,João Ferrão,João Ferrão,Coelho,add,João Ferrão Coelho,João Ferrão Coelho
194022,João Ferrão Coelho,João Ferrão Coelho,Ferrão,cut,João Ferrão,João Ferrão
135599,João de Figueiredo,João Figueiredo,Pimentel,add,João de Figueiredo Pimentel,João Figueiredo Pimentel
135531,João de Figueiredo,João Figueiredo,João Libório de Figueiredo,rep,João Libório de Figueiredo,João Libório Figueiredo
135733,João de Figueiredo,João Figueiredo,Vila Lobos,add,João de Figueiredo Vila Lobos,João Figueiredo Vila Lobos
135613,João de Figueiredo,João Figueiredo,Mendonça,add,João de Figueiredo Mendonça,João Figueiredo Mendonça
135613,João de Figueiredo,João Figueiredo,Mendonça,add,João de Figueiredo Mendonça,João Figueiredo Mendonça
215757,João de Figueiredo de Mendonça,João Figueiredo Mendonça,Figueiredo,cut,João de Figueiredo,João Figueiredo
242398,João de Figueiredo Pimentel,João Figueiredo Pimentel,Figueiredo,cut,João de Figueiredo,João Figueiredo
138278,João de Figueiroa,João Figueiroa,Pinto,add,João de Figueiroa Pinto,João Figueiroa Pinto
247369,João de Figueiroa Pinto,João Figueiroa Pinto,Figueiroa,cut,João de Figueiroa,João Figueiroa
138446,João Filipe,João Filipe,Pereira da Câmara,add,João Filipe Pereira da Câmara,João Filipe Pereira Câmara
130081,João Filipe Pereira da Câmara,João Filipe Pereira Câmara,Filipe,cut,João Filipe,João Filipe
138680,João Fiuza,João Fiuza,Correia,add,João Fiuza Correia,João Fiuza Correia
138674,João Fiuza,João Fiuza,Matos,add,João Fiuza Matos,João Fiuza Matos
139206,João de Fojos,João Fojos,Coutinho,add,João de Fojos Coutinho,João Fojos Coutinho
154147,João da Fonseca,João Fonseca,Ribeiro,add,João da Fonseca Ribeiro,João Fonseca Ribeiro
154149,João da Fonseca,João Fonseca,João Rodrigues da Fonseca,rep,João Rodrigues da Fonseca,João Rodrigues Fonseca
154009,João da Fonseca,João Fonseca,Coutinho,add,João da Fonseca Coutinho,João Fonseca Coutinho
154041,João da Fonseca,João Fonseca,Sequeira,add,João da Fonseca Sequeira,João Fonseca Sequeira
154061,João da Fonseca,João Fonseca,,novid,João da Fonseca,João Fonseca
154002,João da Fonseca,João Fonseca,,novid,João da Fonseca,João Fonseca
154008,João da Fonseca,João Fonseca,Osório,add,João da Fonseca Osório,João Fonseca Osório
131276,João da Fonseca Camelo,João Fonseca Camelo,Fonseca,cut,João da Fonseca,João Fonseca
233788,João da Fonseca Lobo,João Fonseca Lobo,Fonseca,cut,João da Fonseca,João Fonseca
163700,João da Fonseca Ribeiro,João Fonseca Ribeiro,Fonseca,cut,João da Fonseca,João Fonseca
308235,João Fortumato Ramos dos Santos Pinto,João Fortumato Ramos Santos Pinto,João Fortumato Ramos dos Santos,cut,João Fortumato Ramos dos Santos,João Fortumato Ramos Santos
161968,João Francisco,João Francisco,Cruz e Silva,add,João Francisco Cruz e Silva,João Francisco Cruz Silva
270038,João Francisco de Almeida,João Francisco Almeida,João Francisco António de Almeida Lemos,rep,João Francisco António de Almeida Lemos,João Francisco António Almeida Lemos
208113,João Francisco da Cruz,João Francisco Cruz,Francisco,cut,João Francisco,João Francisco
198061,João Francisco Leal,João Francisco Leal,,novid,João Francisco Leal,João Francisco Leal
164824,João Freire,João Freire,de Andrade,add,João Freire de Andrade,João Freire Andrade
164767,João Freire,João Freire,Paz,add,João Freire Paz,João Freire Paz
164823,João Freire,João Freire,de Andrade,add,João Freire de Andrade,João Freire Andrade
166756,João Freire de Andrade,João Freire Andrade,Freire,cut,João Freire,João Freire
283716,João Freire Lobo,João Freire Lobo,Amaral,add,João Freire Lobo Amaral,João Freire Lobo Amaral
167406,João de Freitas,João Freitas,Ferreira,add,João de Freitas Ferreira,João Freitas Ferreira
270040,João de Freitas Faria Salgado de Almeida,João Freitas Faria Salgado Almeida,Salgado,cut,João de Freitas Faria Salgado,João Freitas Faria Salgado
246122,João de Freitas Ferreira,João Freitas Ferreira,Freitas,cut,João de Freitas,João Freitas
243885,João de Gamboa Ferraz,João Gamboa Ferraz,Gamboa,cut,João de Gamboa,João Gamboa
177321,João Garcez,João Garcez,Almeida,add,João Garcez Almeida,João Garcez Almeida
222602,João Garcez Palha,João Garcez Palha,de Almeida,add,João Garcez Palha de Almeida,João Garcez Palha Almeida
177425,João Garcia,João Garcia,Utra,add,João Garcia Utra,João Garcia Utra
196541,João Garcia de Utra,João Garcia Utra,Garcia,cut,João Garcia,João Garcia
196541,João Garcia de Utra,João Garcia Utra,Garcia,cut,João Garcia,João Garcia
143383,João Garcês de Almeida,João Garcês Almeida,Teive,add,João Garcês de Almeida Teive,João Garcês Almeida Teive
143385,João Garcês Palha de Almeida,João Garcês Palha Almeida,Palha,cut,João Garcês Palha,João Garcês Palha
199272,João Garcês de Teive,João Garcês Teive,Almeida,add,João Garcês de Teive Almeida,João Garcês Teive Almeida
142130,João Garro de Albuquerque,João Garro Albuquerque,João de Albuquerque Garro,rep,João de Albuquerque Garro,João Albuquerque Garro
184991,João Gomes,João Gomes,João de Morais,rep,João de Morais,João Morais
185720,João Gomes,João Gomes,Bastos,add,João Gomes Bastos,João Gomes Bastos
180774,João Gomes,João Gomes,Olivares,add,João Gomes Olivares,João Gomes Olivares
185191,João Gomes,João Gomes,,novid,João Gomes,João Gomes
178748,João Gomes,João Gomes,Godinho,add,João Gomes Godinho,João Gomes Godinho
190924,João Gomes de Castro,João Gomes Castro,Câmara,add,João Gomes de Castro Câmara,João Gomes Castro Câmara
210003,João Gomes da Cunha,João Gomes Cunha,,novid,João Gomes da Cunha,João Gomes Cunha
177653,João Gomes Gato,João Gomes Gato,Gomes,cut,João Gomes,João Gomes
177984,João Gomes Godinho,João Gomes Godinho,Gomes,cut,João Gomes,João Gomes
181415,João Gomes de Macedo,João Gomes Macedo,Gomes,cut,João Gomes,João Gomes
251219,João Gomes de Morais,João Gomes Morais,João de Morais,rep,João de Morais,João Morais
287311,João Gomes de Morais,João Gomes Morais,João de Morais,rep,João de Morais,João Morais
174106,João Gomes de Olivares,João Gomes Olivares,João de Olivares,rep,João de Olivares,João Olivares
174106,João Gomes de Olivares,João Gomes Olivares,João de Olivares,rep,João de Olivares,João Olivares
247400,João Gomes Pinto,João Gomes Pinto,Gomes,cut,João Gomes,João Gomes
163712,João Gomes Ribeiro,João Gomes Ribeiro,Gomes,cut,João Gomes,João Gomes
223543,João Gomes de Serpa,João Gomes Serpa,Gomes,cut,João Gomes,João Gomes
227224,João Gomes de Sousa e Silva,João Gomes Sousa Silva,Gomes,cut,João Gomes,João Gomes
179519,João Gonçalves,João Gonçalves,Costa,add,João Gonçalves Costa,João Gonçalves Costa
179480,João Gonçalves,João Gonçalves,Barba,add,João Gonçalves Barba,João Gonçalves Barba
179537,João Gonçalves,João Gonçalves,Taborda,add,João Gonçalves Taborda,João Gonçalves Taborda
179524,João Gonçalves,João Gonçalves,Carvalhais,add,João Gonçalves Carvalhais,João Gonçalves Carvalhais
148696,João Gonçalves Aveiro,João Gonçalves Aveiro,Gonçalves,cut,João Gonçalves,João Gonçalves
150514,João Gonçalves Barba,João Gonçalves Barba,Gonçalves,cut,João Gonçalves,João Gonçalves
152449,João Gonçalves Carvalhais,João Gonçalves Carvalhais,Gonçalves,cut,João Gonçalves,João Gonçalves
189214,João Gonçalves Castão,João Gonçalves Castão,,novid,João Gonçalves Castão,João Gonçalves Castão
201963,João Gonçalves da Costa,João Gonçalves Costa,Gonçalves,cut,João Gonçalves,João Gonçalves
196833,João Gonçalves Taborda,João Gonçalves Taborda,Gonçalves,cut,João Gonçalves,João Gonçalves
180054,João de Gouveia,João Gouveia,Rocha,add,João de Gouveia Rocha,João Gouveia Rocha
180054,João de Gouveia,João Gouveia,Rocha,add,João de Gouveia Rocha,João Gouveia Rocha
184351,João Gouveia da Rocha,João Gouveia Rocha,Gouveia,cut,João Gouveia,João Gouveia
270041,João Gualberto de Araújo de Almeida,João Gualberto Araújo Almeida,Araújo,cut,João Gualberto de Araújo,João Gualberto Araújo
180445,João da Guarda,João Guarda,Fragoso,add,João da Guarda Fragoso,João Guarda Fragoso
180528,João Guedes,João Guedes,Coutinho,add,João Guedes Coutinho,João Guedes Coutinho
269001,João Guerreiro Acabado,João Guerreiro Acabado,Vanzeler,add,João Guerreiro Acabado Vanzeler,João Guerreiro Acabado Vanzeler
180990,João de Guimarães,João Guimarães,Golias,add,João de Guimarães Golias,João Guimarães Golias
178225,João de Guimarães Golias,João Guimarães Golias,Guimarães,cut,João de Guimarães,João Guimarães
178162,João de Góis,João Góis,Silveiro,add,João de Góis Silveiro,João Góis Silveiro
230926,João de Góis Silveiro,João Góis Silveiro,Góis,cut,João de Góis,João Góis
188542,João Henriques,João Henriques,Silva,add,João Henriques Silva,João Henriques Silva
213504,João Henriques Cardoso da Veiga,João Henriques Cardoso Veiga,Henriques,cut,João Henriques,João Henriques
155814,João Henriques de Carvalho,João Henriques Carvalho,Henriques,cut,João Henriques,João Henriques
219760,João Henriques de Vilhena,João Henriques Vilhena,Henriques,cut,João Henriques,João Henriques
276876,João Hilário Dourado,João Hilário Dourado,João Hilário Temudo,rep,João Hilário Temudo,João Hilário Temudo
291786,João Hilário da Lança Colaço,João Hilário Lança Colaço,Lança,cut,João Hilário da Lança,João Hilário Lança
