id,name,name_sp,nome-vide,vide_type,lookup,lookup_sp
253546,António Luís,António Luís,Guadalupe,add,António Luís Guadalupe,António Luís Guadalupe
253487,António Luís,António Luís,Nogueira,add,António Luís Nogueira,António Luís Nogueira
253550,António Luís,António Luís,Cunha,add,António Luís Cunha,António Luís Cunha
140596,António Luís de Abreu,António Luís Abreu,António Luís Coutinho,rep,António Luís Coutinho,António Luís Coutinho
173045,António Luís de Araújo Pereira e Rocha,António Luís Araújo Pereira Rocha,Pereira,cut,António Luís de Araújo Pereira,António Luís Araújo Pereira
311586,António Luís de Brito Aragão e Vasconcelos,António Luís Brito Aragão Vasconcelos,António Luís de Brito Aragão,cut,António Luís de Brito Aragão,António Luís Brito Aragão
311586,António Luís de Brito Aragão e Vasconcelos,António Luís Brito Aragão Vasconcelos,António Luís de Brito Aragão,cut,António Luís de Brito Aragão,António Luís Brito Aragão
132645,António Luís Cabral de Queirós,António Luís Cabral Queirós,António Luís de Mendonça Cabral,rep,António Luís de Mendonça Cabral,António Luís Mendonça Cabral
205489,António Luís Coutinho,António Luís Coutinho,António Luís de Abreu,rep,António Luís de Abreu,António Luís Abreu
133485,António Luís Delgado,António Luís Delgado,,novid,António Luís Delgado,António Luís Delgado
311542,António Luís Henriques de Sousa,António Luís Henriques Sousa,António Luís Henriques,cut,António Luís Henriques,António Luís Henriques
133728,António Luís Ramos,António Luís Ramos,Luís,cut,António Luís,António Luís
311543,António Luís de Seabra e Sousa,António Luís Seabra Sousa,Seabra,cut,António Luís de Seabra,António Luís Seabra
311543,António Luís de Seabra e Sousa,António Luís Seabra Sousa,Seabra,cut,António Luís de Seabra,António Luís Seabra
296944,António Luís de Sousa Henriques Seco,António Luís Sousa Henriques Seco,Henriques,cut,António Luís de Sousa Henriques,António Luís Sousa Henriques
310308,António Luís de Távora e Silveira,António Luís Távora Silveira,António Luís de Távora,cut,António Luís de Távora,António Luís Távora
181217,António de Macedo,António Macedo,Pereira,add,António de Macedo Pereira,António Macedo Pereira
181217,António de Macedo,António Macedo,Pereira,add,António de Macedo Pereira,António Macedo Pereira
226272,António de Macedo Pereira,António Macedo Pereira,Macedo,cut,António de Macedo,António Macedo
226270,António de Macedo Pereira,António Macedo Pereira,António de Macedo Pereira Forjás Horta Sampaio e Menezes,rep,António de Macedo Pereira Forjás Horta Sampaio e Menezes,António Macedo Pereira Forjás Horta Sampaio Menezes
235459,António de Macedo Pereira Forjás Horta Sampaio e Menezes,António Macedo Pereira Forjás Horta Sampaio Menezes,António de Macedo Pereira,cut,António de Macedo Pereira,António Macedo Pereira
181667,António Machado,António Machado,Vilas Boas,add,António Machado Vilas Boas,António Machado Vilas Boas
181667,António Machado,António Machado,Vilas Boas,add,António Machado Vilas Boas,António Machado Vilas Boas
219120,António Machado Vilas Boas,António Machado Vilas Boas,Machado,cut,António Machado,António Machado
182613,António de Magalhães,António Magalhães,Correia,add,António de Magalhães Correia,António Magalhães Correia
182613,António de Magalhães,António Magalhães,Correia,add,António de Magalhães Correia,António Magalhães Correia
182576,António de Magalhães,António Magalhães,Azevedo,add,António de Magalhães Azevedo,António Magalhães Azevedo
182572,António de Magalhães,António Magalhães,Ferraz e,add,António de Magalhães Ferraz e,António Magalhães Ferraz
182617,António de Magalhães,António Magalhães,Castelo Branco,add,António de Magalhães Castelo Branco,António Magalhães Castelo Branco
189339,António de Magalhães Castelo Branco,António Magalhães Castelo Branco,Magalhães,cut,António de Magalhães,António Magalhães
196659,António de Magalhães Correia,António Magalhães Correia,de Magalhães,cut,António de Magalhães,António Magalhães
196659,António de Magalhães Correia,António Magalhães Correia,de Magalhães,cut,António de Magalhães,António Magalhães
235460,António de Magalhães Ferraz de Menezes,António Magalhães Ferraz Menezes,Ferraz,cut,António de Magalhães Ferraz,António Magalhães Ferraz
183251,António da Maia,António Maia,Machado e,add,António da Maia Machado e,António Maia Machado
147377,António da Maia Machado Aranha,António Maia Machado Aranha,Maia e vide Machado,add,António da Maia Machado Aranha Maia e vide Machado,António Maia Machado Aranha Maia vide Machado
183812,António Manso,António Manso,,novid,António Manso,António Manso
134433,António Manso de Figueiredo,António Manso Figueiredo,Manso,cut,António Manso,António Manso
183931,António Manuel,António Manuel,Macedo,add,António Manuel Macedo,António Manuel Macedo
189130,António Manuel Castanheira,António Manuel Castanheira,António Manuel Castanheira do Vale,rep,António Manuel Castanheira do Vale,António Manuel Castanheira Vale
284590,António Manuel da Cruz e Magalhães,António Manuel Cruz Magalhães,Cruz,cut,António Manuel da Cruz,António Manuel Cruz
247103,António Manuel Feijó,António Manuel Feijó,Soares,add,António Manuel Feijó Soares,António Manuel Feijó Soares
231857,António Manuel Feijó Soares,António Manuel Feijó Soares,Feijó,cut,António Manuel Feijó,António Manuel Feijó
289199,António Manuel Fernandes Vaz Cascalheiro,António Manuel Fernandes Vaz Cascalheiro,António Manuel Fernandes,cut,António Manuel Fernandes,António Manuel Fernandes
283364,António Manuel de Lima,António Manuel Lima,Vasconcelos,add,António Manuel de Lima Vasconcelos,António Manuel Lima Vasconcelos
181244,António Manuel de Macedo,António Manuel Macedo,Manuel,cut,António Manuel,António Manuel
140598,António Manuel Nogueira de Abreu,António Manuel Nogueira Abreu,Nogueira,cut,António Manuel Nogueira,António Manuel Nogueira
311256,António Manuel de Povoas,António Manuel Povoas,Brito,add,António Manuel de Povoas Brito,António Manuel Povoas Brito
288268,António Manuel Ribeiro de Carvalho,António Manuel Ribeiro Carvalho,Camissão,add,António Manuel Ribeiro de Carvalho Camissão,António Manuel Ribeiro Carvalho Camissão
202552,António Marachão Temudo,António Marachão Temudo,Marachão,cut,António Marachão,António Marachão
184100,António Marchão,António Marchão,Temudo,add,António Marchão Temudo,António Marchão Temudo
278103,António Marciano de Azevedo Hipólito,António Marciano Azevedo Hipólito,Azevedo,cut,António Marciano de Azevedo,António Marciano Azevedo
293478,António Maria Barroso Pereira,António Maria Barroso Pereira,Barroso,cut,António Maria Barroso,António Maria Barroso
293038,António Maria Cardoso da Costa,António Maria Cardoso Costa,Costa Cabral e Melo,add,António Maria Cardoso da Costa Costa Cabral e Melo,António Maria Cardoso Costa Costa Cabral Melo
284252,António Maria da Horta Machado,António Maria Horta Machado,António Maria da Horta Teles Machado da França,rep,António Maria da Horta Teles Machado da França,António Maria Horta Teles Machado França
285656,António Maria Rangel de Quadros e Meireles,António Maria Rangel Quadros Meireles,António Maria e Meireles Leite Pereira Rangel,rep,António Maria e Meireles Leite Pereira Rangel,António Maria Meireles Leite Pereira Rangel
280239,António Maria da Silva Laboreiro Fonseca,António Maria Silva Laboreiro Fonseca,Laboreiro,cut,António Maria da Silva Laboreiro,António Maria Silva Laboreiro
184210,António de Mariz,António Mariz,Ferreira,add,António de Mariz Ferreira,António Mariz Ferreira
244967,António de Mariz Ferreira,António Mariz Ferreira,Mariz,cut,António de Mariz,António Mariz
184340,António Marques,António Marques,Costa,add,António Marques Costa,António Marques Costa
184341,António Marques,António Marques,Costa,add,António Marques Costa,António Marques Costa
142697,António Marques de Almeida,António Marques Almeida,Marques,cut,António Marques,António Marques
199614,António Marques da Costa,António Marques Costa,Marques,cut,António Marques,António Marques
317737,António Marques da Luz Veloso,António Marques Luz Veloso,Luz,cut,António Marques da Luz,António Marques Luz
184889,António Martins,António Martins,Sengo,add,António Martins Sengo,António Martins Sengo
184857,António Martins,António Martins,Pereira,add,António Martins Pereira,António Martins Pereira
184872,António Martins,António Martins,Rebelo e,add,António Martins Rebelo e,António Martins Rebelo
184886,António Martins,António Martins,Nogueira,add,António Martins Nogueira,António Martins Nogueira
184885,António Martins,António Martins,de Figueiredo,add,António Martins de Figueiredo,António Martins Figueiredo
184889,António Martins,António Martins,Sengo,add,António Martins Sengo,António Martins Sengo
184897,António Martins,António Martins,Vinagre,add,António Martins Vinagre,António Martins Vinagre
177892,António Martins Gobet,António Martins Gobet,Martins,cut,António Martins,António Martins
171109,António Martins Nogueira,António Martins Nogueira,Martins,cut,António Martins,António Martins
235661,António Martins Rebelo e Sousa,António Martins Rebelo Sousa,Rebelo e,cut,António Martins Rebelo e,António Martins Rebelo
222289,António Martins Sengo,António Martins Sengo,Martins,cut,António Martins,António Martins
171405,António de Matos,António Matos,Soares,add,António de Matos Soares,António Matos Soares
171422,António de Matos,António Matos,António Fernandes de Matos,rep,António Fernandes de Matos,António Fernandes Matos
171409,António de Matos,António Matos,Tavares,add,António de Matos Tavares,António Matos Tavares
171428,António de Matos,António Matos,Bernardes,add,António de Matos Bernardes,António Matos Bernardes
171389,António de Matos,António Matos,Silva,add,António de Matos Silva,António Matos Silva
128061,António de Matos Cabral,António Matos Cabral,Matos,cut,António de Matos,António Matos
311270,António de Matos Soeiro,António Matos Soeiro,Avelar,add,António de Matos Soeiro Avelar,António Matos Soeiro Avelar
141762,António de Matos Soeiro de Avelar Salgado e Aiala,António Matos Soeiro Avelar Salgado Aiala,Avelar,cut,António de Matos Soeiro de Avelar,António Matos Soeiro Avelar
197314,António de Matos Tavares,António Matos Tavares,Matos,cut,António de Matos,António Matos
172928,António Matoso,António Matoso,Mourão,add,António Matoso Mourão,António Matoso Mourão
246835,António Matoso Mourão,António Matoso Mourão,Matoso,cut,António Matoso,António Matoso
173340,António de Medela,António Medela,,novid,António de Medela,António Medela
173592,António Meira,António Meira,Peixoto,add,António Meira Peixoto,António Meira Peixoto
293492,António de Meireles Rebelo Pereira,António Meireles Rebelo Pereira,,novid,António de Meireles Rebelo Pereira,António Meireles Rebelo Pereira
293492,António de Meireles Rebelo Pereira,António Meireles Rebelo Pereira,,novid,António de Meireles Rebelo Pereira,António Meireles Rebelo Pereira
174278,António de Melo,António Melo,Azambuja,add,António de Melo Azambuja,António Melo Azambuja
174292,António de Melo,António Melo,Azambuja,add,António de Melo Azambuja,António Melo Azambuja
174299,António de Melo,António Melo,Castro,add,António de Melo Castro,António Melo Castro
148775,António de Melo e Azambuja,António Melo Azambuja,Melo,cut,António de Melo,António Melo
148776,António de Melo e Azambuja,António Melo Azambuja,Melo,cut,António de Melo,António Melo
190362,António de Melo e Castro,António Melo Castro,Melo,cut,António de Melo,António Melo
286312,António de Melo de Menezes,António Melo Menezes,António de Melo de Azambuja,rep,António de Melo de Azambuja,António Melo Azambuja
293495,António de Melo Sampaio Pereira,António Melo Sampaio Pereira,Sampaio,cut,António de Melo Sampaio,António Melo Sampaio
205263,António Mendes,António Mendes,Carvalho,add,António Mendes Carvalho,António Mendes Carvalho
205416,António Mendes,António Mendes,Silva,add,António Mendes Silva,António Mendes Silva
205263,António Mendes,António Mendes,Carvalho,add,António Mendes Carvalho,António Mendes Carvalho
205204,António Mendes,António Mendes,Vasconcelos,add,António Mendes Vasconcelos,António Mendes Vasconcelos
205096,António Mendes,António Mendes,Caldeira,add,António Mendes Caldeira,António Mendes Caldeira
205186,António Mendes,António Mendes,,novid,António Mendes,António Mendes
205306,António Mendes,António Mendes,Neto,add,António Mendes Neto,António Mendes Neto
205065,António Mendes,António Mendes,Oliva,add,António Mendes Oliva,António Mendes Oliva
129336,António Mendes Caldeira,António Mendes Caldeira,Mendes,cut,António Mendes,António Mendes
153449,António Mendes de Carvalho,António Mendes Carvalho,Mendes,cut,António Mendes,António Mendes
168704,António Mendes Neto,António Mendes Neto,Mendes,cut,António Mendes,António Mendes
168704,António Mendes Neto,António Mendes Neto,Mendes,cut,António Mendes,António Mendes
174082,António Mendes Oliva,António Mendes Oliva,Mendes,cut,António Mendes,António Mendes
241744,António Mendes Pimentel,António Mendes Pimentel,Mendes,cut,António Mendes,António Mendes
209155,António Mendes de Vasconcelos,António Mendes Vasconcelos,Mendes,cut,António Mendes,António Mendes
209160,António Mendes de Vasconcelos,António Mendes Vasconcelos,Mendes,cut,António Mendes,António Mendes
209155,António Mendes de Vasconcelos,António Mendes Vasconcelos,Mendes,cut,António Mendes,António Mendes
214226,António de Mendonça,António Mendonça,Cabral,add,António de Mendonça Cabral,António Mendonça Cabral
128066,António de Mendonça Cabral,António Mendonça Cabral,Mendonça,cut,António de Mendonça,António Mendonça
255783,António de Menezes Cabral de Brito e Alarcão,António Menezes Cabral Brito Alarcão,António Henriques de Menezes de Alarcão,rep,António Henriques de Menezes de Alarcão,António Henriques Menezes Alarcão
255783,António de Menezes Cabral de Brito e Alarcão,António Menezes Cabral Brito Alarcão,António Henriques de Menezes de Alarcão,rep,António Henriques de Menezes de Alarcão,António Henriques Menezes Alarcão
235670,António Menezes Sousa,António Menezes Sousa,António de Almeida Menezes Sousa,rep,António de Almeida Menezes Sousa,António Almeida Menezes Sousa
240878,António Mergulhão,António Mergulhão,Borges,add,António Mergulhão Borges,António Mergulhão Borges
185995,António Mergulhão Borges,António Mergulhão Borges,Mergulhão,cut,António Mergulhão,António Mergulhão
271097,António Mesquita e Andrade,António Mesquita Andrade,António de Andrade Mesquita,rep,António de Andrade Mesquita,António Andrade Mesquita
145999,António de Mesquita de Andrade,António Mesquita Andrade,Mesquita,cut,António de Mesquita,António Mesquita
211522,António de Mesquita de Sá,António Mesquita Sá,Mesquita,cut,António de Mesquita,António Mesquita
244045,António Metela,António Metela,Távora,add,António Metela Távora,António Metela Távora
244047,António Metela,António Metela,Monteiro,add,António Metela Monteiro,António Metela Monteiro
198861,António Metelo de Távora,António Metelo Távora,Metelo,cut,António Metelo,António Metelo
246005,António Miguel,António Miguel,Homem,add,António Miguel Homem,António Miguel Homem
190396,António Miguel Homem,António Miguel Homem,Miguel,cut,António Miguel,António Miguel
269289,António Militã de Sousa Aimbere,António Militã Sousa Aimbere,António Militão de Sousa,rep,António Militão de Sousa,António Militão Sousa
269289,António Militã de Sousa Aimbere,António Militã Sousa Aimbere,António Militão de Sousa,rep,António Militão de Sousa,António Militão Sousa
141782,António Militão de Sousa Aimbare,António Militão Sousa Aimbare,Sousa,cut,António Militão de Sousa,António Militão Sousa
141782,António Militão de Sousa Aimbare,António Militão Sousa Aimbare,Sousa,cut,António Militão de Sousa,António Militão Sousa
247802,António Miranda,António Miranda,Lemos,add,António Miranda Lemos,António Miranda Lemos
286703,António de Miranda,António Miranda,Henriques,add,António de Miranda Henriques,António Miranda Henriques
247821,António de Miranda,António Miranda,Henriques,add,António de Miranda Henriques,António Miranda Henriques
153450,António Moniz de Carvalho,António Moniz Carvalho,Moniz,cut,António Moniz,António Moniz
251041,António Monteiro,António Monteiro,,novid,António Monteiro,António Monteiro
251111,António Monteiro,António Monteiro,Fonseca,add,António Monteiro Fonseca,António Monteiro Fonseca
251098,António Monteiro,António Monteiro,Mesquita,add,António Monteiro Mesquita,António Monteiro Mesquita
251098,António Monteiro,António Monteiro,Mesquita,add,António Monteiro Mesquita,António Monteiro Mesquita
282747,António Monteiro do Couto Ribeiro dos Guimarães,António Monteiro Couto Ribeiro Guimarães,Couto,cut,António Monteiro do Couto,António Monteiro Couto
241366,António Monteiro de Mesquita,António Monteiro Mesquita,Monteito,add,António Monteiro de Mesquita Monteito,António Monteiro Mesquita Monteito
248013,António Monteiro de Miranda,António Monteiro Miranda,Monteiro,cut,António Monteiro,António Monteiro
250199,António de Morais,António Morais,Antas,add,António de Morais Antas,António Morais Antas
146746,António de Morais e Antas,António Morais Antas,Morais,cut,António de Morais,António Morais
280961,António de Morais Borges,António Morais Borges,Carvalho Monteiro,add,António de Morais Borges Carvalho Monteiro,António Morais Borges Carvalho Monteiro
134826,António de Morais Pimentel Rebelo,António Morais Pimentel Rebelo,Borges de Carvalho Monteiro,add,António de Morais Pimentel Rebelo Borges de Carvalho Monteiro,António Morais Pimentel Rebelo Borges Carvalho Monteiro
230698,António Moreira,António Moreira,Pegas,add,António Moreira Pegas,António Moreira Pegas
230698,António Moreira,António Moreira,Pegas,add,António Moreira Pegas,António Moreira Pegas
230685,António Moreira,António Moreira,de Ala,add,António Moreira de Ala,António Moreira Ala
141903,António Moreira de Ala,António Moreira Ala,Moreira,cut,António Moreira,António Moreira
224362,António Moreira Pegas,António Moreira Pegas,Moreira,cut,António Moreira,António Moreira
239882,António de Moura,António Moura,Cunha,add,António de Moura Cunha,António Moura Cunha
239890,António de Moura,António Moura,Gouveia,add,António de Moura Gouveia,António Moura Gouveia
179951,António de Moura Gouveia,António Moura Gouveia,Moura,cut,António de Moura,António Moura
246620,António Mourão,António Mourão,António Rodrigues Morão,rep,António Rodrigues Morão,António Rodrigues Morão
284593,António Mourão da Rocha Botelho e Magalhães,António Mourão Rocha Botelho Magalhães,António Mourão da Rocha,cut,António Mourão da Rocha,António Mourão Rocha
167759,António Nabo,António Nabo,Pessanha,add,António Nabo Pessanha,António Nabo Pessanha
239981,António Nabo Pessanha,António Nabo Pessanha,Nabo,cut,António Nabo,António Nabo
168129,António da Natavidade,António Natavidade,António da Natavidade Coimbra,rep,António da Natavidade Coimbra,António Natavidade Coimbra
195075,António da Natividade Coimbra,António Natividade Coimbra,Natividade,cut,António da Natividade,António Natividade
168387,António de Nazaré,António Nazaré,de São Bernardo,add,António de Nazaré de São Bernardo,António Nazaré São Bernardo
150562,António Nazoni Barberim,António Nazoni Barberim,Mascarenhas e vide Malafaia,add,António Nazoni Barberim Mascarenhas e vide Malafaia,António Nazoni Barberim Mascarenhas vide Malafaia
183510,António Nazoni Barberim Mascarenhas Malafaia,António Nazoni Barberim Mascarenhas Malafaia,Barberim,cut,António Nazoni Barberim,António Nazoni Barberim
170682,António Nazoni Mascarenhas,António Nazoni Mascarenhas,Bouberim,add,António Nazoni Mascarenhas Bouberim,António Nazoni Mascarenhas Bouberim
168689,António Neto,António Neto,Andrade,add,António Neto Andrade,António Neto Andrade
168684,António Neto,António Neto,Lobo,add,António Neto Lobo,António Neto Lobo
227850,António das Neves Pereira,António Neves Pereira,Neves,cut,António das Neves,António Neves
221737,António das Neves Seco,António Neves Seco,Neves,cut,António das Neves,António Neves
278571,António Nobre Pereira de Almeida Carneiro,António Nobre Pereira Almeida Carneiro,António Nobre Pereira Almeida,rep,António Nobre Pereira Almeida,António Nobre Pereira Almeida
145944,António de Noronha de Andrade,António Noronha Andrade,Noronha,cut,António de Noronha,António Noronha
172480,António de Novais,António Novais,Magalhães,add,António de Novais Magalhães,António Novais Magalhães
172754,António Nunes,António Nunes,Alves,add,António Nunes Alves,António Nunes Alves
172739,António Nunes,António Nunes,Leitão,add,António Nunes Leitão,António Nunes Leitão
172750,António Nunes,António Nunes,Ferreira,add,António Nunes Ferreira,António Nunes Ferreira
172733,António Nunes,António Nunes,Pereira,add,António Nunes Pereira,António Nunes Pereira
144756,António Nunes Alves,António Nunes Alves,Nunes,cut,António Nunes,António Nunes
199628,António Nunes da Costa,António Nunes Costa,Nunes,cut,António Nunes,António Nunes
244988,António Nunes Ferreira,António Nunes Ferreira,Nunes,cut,António Nunes,António Nunes
202256,António Nunes Leitão,António Nunes Leitão,Nunes,cut,António Nunes,António Nunes
227853,António Nunes Pereira,António Nunes Pereira,Nunes,cut,António Nunes,António Nunes
198865,António de Nápoles Távora,António Nápoles Távora,,novid,António de Nápoles Távora,António Nápoles Távora
174357,António de Oliveira,António Oliveira,Silva,add,António de Oliveira Silva,António Oliveira Silva
284255,António de Oliveira e Amaral Machado,António Oliveira Amaral Machado,Amaral,cut,António de Oliveira e Amaral,António Oliveira Amaral
196669,António de Oliveira Correia,António Oliveira Correia,Oliveira,cut,António de Oliveira,António Oliveira
209068,António de Oliveira da Cunha,António Oliveira Cunha,Oliveira,cut,António de Oliveira,António Oliveira
209067,António de Oliveira da Cunha,António Oliveira Cunha,Oliveira,cut,António de Oliveira,António Oliveira
139980,António Osório da Fonseca,António Osório Fonseca,Osório,cut,António Osório,António Osório
139980,António Osório da Fonseca,António Osório Fonseca,Osório,cut,António Osório,António Osório
290592,António Osório de Sousa e Castro,António Osório Sousa Castro,Albuquerque,add,António Osório de Sousa e Castro Albuquerque,António Osório Sousa Castro Albuquerque
290592,António Osório de Sousa e Castro,António Osório Sousa Castro,Albuquerque,add,António Osório de Sousa e Castro Albuquerque,António Osório Sousa Castro Albuquerque
273841,António Osório de Sousa e Castro Cabral,António Osório Sousa Castro Cabral,Albuquerque,add,António Osório de Sousa e Castro Cabral Albuquerque,António Osório Sousa Castro Cabral Albuquerque
273841,António Osório de Sousa e Castro Cabral,António Osório Sousa Castro Cabral,Albuquerque,add,António Osório de Sousa e Castro Cabral Albuquerque,António Osório Sousa Castro Cabral Albuquerque
176936,António Ousel,António Ousel,Freitas,add,António Ousel Freitas,António Ousel Freitas
240128,António Pacheco Fabião,António Pacheco Fabião,Pacheco,cut,António Pacheco,António Pacheco
176689,António Pacheco Osório,António Pacheco Osório,Pacheco,cut,António Pacheco,António Pacheco
243068,António Pais de Faria,António Pais Faria,António Miranda de Lemos,rep,António Miranda de Lemos,António Miranda Lemos
280242,António Pais da Fonseca,António Pais Fonseca,Pais,cut,António Pais,António Pais
165778,António de Paiva Espírito Santo,António Paiva Espírito Santo,Pimentel,add,António de Paiva Espírito Santo Pimentel,António Paiva Espírito Santo Pimentel
249547,António de Paiva e Pona,António Paiva Pona,António Fernandes de Paiva,rep,António Fernandes de Paiva,António Fernandes Paiva
223241,António Paulo,António Paulo,Ribeiro,add,António Paulo Ribeiro,António Paulo Ribeiro
140140,António Paulo e Ribeira,António Paulo Ribeira,Paulo,cut,António Paulo,António Paulo
283800,António Pedro de Alcântara de Sá Lopes,António Pedro Alcântara Sá Lopes,Sá,cut,António Pedro de Alcântara de Sá,António Pedro Alcântara Sá
284257,António Pedro Batista Machado,António Pedro Batista Machado,António Pedro Batista,cut,António Pedro Batista,António Pedro Batista
133037,António Pedro de Carvalho Quintão,António Pedro Carvalho Quintão,de Carvalho,cut,António Pedro de Carvalho,António Pedro Carvalho
145285,António Pedro Duarte Amado,António Pedro Duarte Amado,António Pedro,cut,António Pedro,António Pedro
235687,António Pedro Freire de Sousa,António Pedro Freire Sousa,António Pedro de Sousa,rep,António Pedro de Sousa,António Pedro Sousa
183288,António Pedro da Maia,António Pedro Maia,Pereira,add,António Pedro da Maia Pereira,António Pedro Maia Pereira
235684,António Pedro de Sousa,António Pedro Sousa,António Pedro Freire de Sousa,rep,António Pedro Freire de Sousa,António Pedro Freire Sousa
277653,António Pedro de Sousa Cardoso,António Pedro Sousa Cardoso,e Silva de Queirós,add,António Pedro de Sousa Cardoso e Silva de Queirós,António Pedro Sousa Cardoso Silva Queirós
294892,António Pedro de Sousa Sá,António Pedro Sousa Sá,Sousa,cut,António Pedro de Sousa,António Pedro Sousa
287737,António Pedro Xavier de Oliveira,António Pedro Xavier Oliveira,Xavier,cut,António Pedro Xavier,António Pedro Xavier
287735,António Pedro Xavier de Oliveira,António Pedro Xavier Oliveira,Leite,add,António Pedro Xavier de Oliveira Leite,António Pedro Xavier Oliveira Leite
225808,António Pereira,António Pereira,Matos,add,António Pereira Matos,António Pereira Matos
225799,António Pereira,António Pereira,Botelho,add,António Pereira Botelho,António Pereira Botelho
225799,António Pereira,António Pereira,Botelho,add,António Pereira Botelho,António Pereira Botelho
225746,António Pereira,António Pereira,Cruz,add,António Pereira Cruz,António Pereira Cruz
225746,António Pereira,António Pereira,Cruz,add,António Pereira Cruz,António Pereira Cruz
225739,António Pereira,António Pereira,Saxinho,add,António Pereira Saxinho,António Pereira Saxinho
225722,António Pereira,António Pereira,Botelho,add,António Pereira Botelho,António Pereira Botelho
225892,António Pereira,António Pereira,Maia,add,António Pereira Maia,António Pereira Maia
225757,António Pereira,António Pereira,Barroso,add,António Pereira Barroso,António Pereira Barroso
225892,António Pereira,António Pereira,Maia,add,António Pereira Maia,António Pereira Maia
225817,António Pereira,António Pereira,Sousa,add,António Pereira Sousa,António Pereira Sousa
273334,António Pereira Barreto,António Pereira Barreto,Pedroso,add,António Pereira Barreto Pedroso,António Pereira Barreto Pedroso
273334,António Pereira Barreto,António Pereira Barreto,Pedroso,add,António Pereira Barreto Pedroso,António Pereira Barreto Pedroso
152224,António Pereira Barroso,António Pereira Barroso,António José Pereira Barroso,rep,António José Pereira Barroso,António José Pereira Barroso
278577,António Pereira Carneiro,António Pereira Carneiro,Canavarro,add,António Pereira Carneiro Canavarro,António Pereira Carneiro Canavarro
196672,António Pereira Correia,António Pereira Correia,Pereira,cut,António Pereira,António Pereira
199640,António Pereira da Costa,António Pereira Costa,Pereira,cut,António Pereira,António Pereira
162752,António Pereira Dinis,António Pereira Dinis,Cabral,add,António Pereira Dinis Cabral,António Pereira Dinis Cabral
182651,António Pereira de Magalhães,António Pereira Magalhães,Vilarinho,add,António Pereira de Magalhães Vilarinho,António Pereira Magalhães Vilarinho
171542,António Pereira de Matos,António Pereira Matos,Pereira,cut,António Pereira,António Pereira
144238,António Pereira de Quadros Almendra,António Pereira Quadros Almendra,Quadros,cut,António Pereira de Quadros,António Pereira Quadros
172141,António Pereira da Rocha Faria Gaio,António Pereira Rocha Faria Gaio,António Pereira da Rocha Rego,rep,António Pereira da Rocha Rego,António Pereira Rocha Rego
136500,António Pereira da Rocha Rego,António Pereira Rocha Rego,Faria Gaio,add,António Pereira da Rocha Rego Faria Gaio,António Pereira Rocha Rego Faria Gaio
136500,António Pereira da Rocha Rego,António Pereira Rocha Rego,Faria Gaio,add,António Pereira da Rocha Rego Faria Gaio,António Pereira Rocha Rego Faria Gaio
221628,António Pereira Saxinho,António Pereira Saxinho,Pereira,cut,António Pereira,António Pereira
235696,António Pereira de Sousa,António Pereira Sousa,Pereira,cut,António Pereira,António Pereira
214235,António Pereira Velho,António Pereira Velho,Pereira,cut,António Pereira,António Pereira
219830,António Pereira Vinagre,António Pereira Vinagre,Pereira,cut,António Pereira,António Pereira
239824,António Perestrelo,António Perestrelo,Brandão,add,António Perestrelo Brandão,António Perestrelo Brandão
187520,António Perestrelo Brandão,António Perestrelo Brandão,Perestrelo,cut,António Perestrelo,António Perestrelo
298106,António Perfeito Pereira Pinto,António Perfeito Pereira Pinto,António Perfeito Pinto de Moura Coutinho,rep,António Perfeito Pinto de Moura Coutinho,António Perfeito Pinto Moura Coutinho
133488,António Pessoa Delgado,António Pessoa Delgado,Homem de Lemos,add,António Pessoa Delgado Homem de Lemos,António Pessoa Delgado Homem Lemos
134509,António Pessoa de Sá de Figueiredo,António Pessoa Sá Figueiredo,Cunha,add,António Pessoa de Sá de Figueiredo Cunha,António Pessoa Sá Figueiredo Cunha
140351,António Pestana Guerreiro Camacho Aboim,António Pestana Guerreiro Camacho Aboim,António José Pestana da Silva,rep,António José Pestana da Silva,António José Pestana Silva
240998,António da Piedade,António Piedade,Gaio,add,António da Piedade Gaio,António Piedade Gaio
227985,António da Piedade Antunes Pereira,António Piedade Antunes Pereira,Piedade,cut,António da Piedade,António Piedade
241652,António Pimentel,António Pimentel,Costa,add,António Pimentel Costa,António Pimentel Costa
241634,António Pimentel,António Pimentel,Morais,add,António Pimentel Morais,António Pimentel Morais
250486,António Pimentel Morais,António Pimentel Morais,Pimentel,cut,António Pimentel,António Pimentel
243431,António Pinheiro,António Pinheiro,Seabra,add,António Pinheiro Seabra,António Pinheiro Seabra
243431,António Pinheiro,António Pinheiro,Seabra,add,António Pinheiro Seabra,António Pinheiro Seabra
243400,António Pinheiro,António Pinheiro,Silva,add,António Pinheiro Silva,António Pinheiro Silva
243433,António Pinheiro,António Pinheiro,Ponte,add,António Pinheiro Ponte,António Pinheiro Ponte
243398,António Pinheiro,António Pinheiro,Fonseca,add,António Pinheiro Fonseca,António Pinheiro Fonseca
140001,António Pinheiro da Fonseca,António Pinheiro Fonseca,Pinheiro,cut,António Pinheiro,António Pinheiro
169965,António Pinheiro Furtado,António Pinheiro Furtado,Pinheiro,cut,António Pinheiro,António Pinheiro
221656,António Pinheiro Seabra,António Pinheiro Seabra,Pinheiro,cut,António Pinheiro,António Pinheiro
245653,António Pinto,António Pinto,Almeida,add,António Pinto Almeida,António Pinto Almeida
