place_name,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
"Vila Nova, Mortágua",osm,5301501818,"Vila Nova, Sobral, Mortágua, Viseu, Portugal",Mortágua,Portugal,0.56,place,neighbourhood,40.4135124,-8.2158852,29.029633227527853
"Vila Nova, Porto",osm,5189594425,"Vila Nova, Baltar, Paredes, Porto, PT-13, Portugal",Baltar,Portugal,0.56,place,hamlet,41.185243,-8.3909369,108.6255503580552
Vila Pouca,osm,8515110938,"Vila Pouca, Cernache, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.45,place,hamlet,40.1358182,-8.4898835,9.634413232584592
Vila Pouca da Beira,osm,1121986415,"Vila Pouca da Beira, Santa Ovaia e Vila Pouca da Beira, Oliveira do Hospital, Coimbra, Portugal",Santa Ovaia e Vila Pouca da Beira,Portugal,0.6825825467552771,place,village,40.3074438,-7.9199282,44.46239174945455
Vila Pouca de Aguiar,osm,4195186,"Vila Pouca de Aguiar, Vila Real, Portugal",Vila Pouca de Aguiar,Portugal,0.8261714559332853,boundary,administrative,41.5007614,-7.6442868,158.02772943937373
Vila Pouca do Campo,osm,3374949806,"Vila Pouca do Campo, Taveiro, Ameal e Arzila, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.65,place,hamlet,40.1909408,-8.5237482,8.52134151430117
Vila Real,osm,4202166,"Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.6781910284929986,boundary,administrative,41.3006242,-7.764228163106368,133.64348378782475
Vila Real de Santo António,osm,2686983151,"Vila Real de Santo António, Vila Real de Santo António, Faro, PT-08, Portugal",Vila Real de Santo António,Portugal,0.9608975411656646,place,city,37.1946052,-7.4155628,345.8021334259748
Vila Rica,osm,333617,"Vila Rica, Região Geográfica Imediata de Confresa - Vila Rica, Região Geográfica Intermediária de Barra do Garças, Mato Grosso, Região Centro-Oeste, Brasil",Vila Rica,Brasil,0.591742165798516,boundary,administrative,-10.013666,-51.118599,7086.04946374785
"Vila Rica, Minas Gerais",osm,6738749327,"Vila Rica, Congonhas, Região Geográfica Imediata de Conselheiro Lafaiete, Minas Gerais, Região Sudeste, Brasil",Congonhas,Brasil,0.675,place,suburb,-20.5106647,-43.8681293,7660.923595536891
"Vila Rica, Minas Gerais, Brasil",osm,6738749327,"Vila Rica, Congonhas, Região Geográfica Imediata de Conselheiro Lafaiete, Minas Gerais, Região Sudeste, Brasil",Congonhas,Brasil,0.785,place,suburb,-20.5106647,-43.8681293,7660.923595536891
Vila Ruiva,osm,6431997,"Vila Ruiva, Cuba, Beja, Portugal",Cuba,Portugal,0.55,boundary,administrative,38.2465581,-7.9356121,221.77369578650365
Vila Seca,osm,4058997,"Vila Seca, Barcelos, Braga, Portugal",Barcelos,Portugal,0.5833898976961371,boundary,administrative,41.4989,-8.6846599,145.0687033410599
Vila Seca de Poiares,osm,5163752318,"Vila Seca, Poiares e Canelas, Peso da Régua, Vila Real, Portugal",Peso da Régua,Portugal,0.55,place,hamlet,41.1993635,-7.7136362,125.53023862426888
Vila Verde,osm,3864604,"Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.6511000090268491,boundary,administrative,41.6488247,-8.4362569,160.07374249976763
Vila Verde dos Francos,osm,6519137,"Vila Verde dos Francos, Alenquer, Lisboa, Portugal",Alenquer,Portugal,0.7075723342298069,boundary,administrative,39.1566625,-9.1177912,130.89065502758336
Vila Viçosa,osm,5402663,"Vila Viçosa, Évora, Portugal",Vila Viçosa,Portugal,0.6506079313679999,boundary,administrative,38.7774063,-7.4166909,180.9535451372388
Vila da Barca,osm,7566539972,"Vila, Azias, Ponte da Barca, Viana do Castelo, Portugal",Azias,Portugal,0.56,place,hamlet,41.7776766,-8.3476265,174.50733782534394
Vila da Feira,osm,6022221,"Canedo, Vale e Vila Maior, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.65,boundary,administrative,41.00623575,-8.448727804894842,88.72617222416056
Vila da Ponte,osm,6427352,"Vila da Ponte, Sernancelhe, Viseu, Portugal",Sernancelhe,Portugal,0.65,boundary,administrative,40.9171383,-7.5099311,110.58811650389607
Vila de Frades,osm,6437559,"Vila de Frades, Vidigueira, Beja, Portugal",Vidigueira,Portugal,0.582582546755277,boundary,administrative,38.213921,-7.8231166,227.35869956871977
Vila de Matos,osm,2716134350,"Matos, Calhandriz, Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa, Portugal","Alhandra, São João dos Montes e Calhandriz",Portugal,0.56,place,hamlet,38.9343935,-9.0642307,151.60475465492513
Vila de Rei,osm,5396192,"Vila de Rei, Castelo Branco, Portugal",Vila de Rei,Portugal,0.7078464231471899,boundary,administrative,39.6759822,-8.1442213,63.73282507639388
Vila do Cano,osm,3171488205,"Ajude, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.3210731310973491,place,village,41.6444336,-8.299712,159.93778738071754
Vila do Conde,osm,3892769,"Vila do Conde, Vila do Conde, Porto, PT-13, Portugal",Vila do Conde,Portugal,0.7846556953180728,boundary,administrative,41.3580981,-8.7475631,130.63297095965
Vilar,osm,6364370,"Vilar, Moimenta da Beira, Viseu, Portugal",Vilar,Portugal,0.4599999999999999,boundary,administrative,40.978021350000006,-7.550990958394822,113.1755965184078
Vilar Seco,osm,5726622,"Vilar Seco, Vimioso, Bragança, Portugal",Vimioso,Portugal,0.55,boundary,administrative,41.5251801,-6.4029545,224.71744031089315
Vilar Torpim,osm,439451644,"Vilar Torpim, Figueira de Castelo Rodrigo, Guarda, Portugal",Figueira de Castelo Rodrigo,Portugal,0.475,place,village,40.8257495,-6.9532152,142.45068792247636
Vilar de Besteiros,osm,4196026983,"Vilar de Besteiros, Tondela, Viseu, Portugal",Tondela,Portugal,0.5750000000000001,place,village,40.5781355,-8.0785334,50.64432279563826
Vilar de Frades,osm,1598954393,"Vilar de Frades, Ouselle, Becerreá, Os Ancares, Lugo, Galicia, España",Becerreá,España,0.55,place,hamlet,42.8848071,-7.145384,315.9657456440918
Vilar de Maçada,osm,4204536,"Vilar de Maçada, Vila Real, Portugal",Vilar de Maçada,Portugal,0.5995218989809716,boundary,administrative,41.3250359,-7.5588105,144.0963196482272
Vilar de Ossos,osm,5739343,"Vilar de Ossos, Vinhais, Bragança, Portugal",Vinhais,Portugal,0.6393067919005158,boundary,administrative,41.8755411,-7.0356494,219.04714940141727
Vilar de Perdizes,osm,1889474304,"Vilar de Perdizes, Montalegre, Vila Real, Portugal",Montalegre,Portugal,0.4876412227802594,place,village,41.8558666,-7.6343095,194.79511739034407
Vilares,osm,8860606348,"Vilares, Vilares e Carnicães, Trancoso, Guarda, Portugal",Vilares e Carnicães,Portugal,0.385,place,village,40.7183593,-7.2934628,111.55896467897932
Vilarinho,osm,3169471096,"Vilarinho, Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.4577242698185009,place,village,41.7044539,-8.4083742,166.25660590523478
Vilarinho da Castanheira,osm,5716880,"Vilarinho da Castanheira, Carrazeda de Ansiães, Bragança, Portugal",Carrazeda de Ansiães,Portugal,0.6004701084431998,boundary,administrative,41.2043374,-7.213925,150.82015149701488
Vilarinho da Lousã,osm,25269216,"Lousã, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.51,place,town,40.1111532,-8.2461629,18.681901845398983
Vilarinho de Agrochão,osm,5728043,"Vilarinho de Agrochão, Macedo de Cavaleiros, Bragança, Portugal",Macedo de Cavaleiros,Portugal,0.65,boundary,administrative,41.6747513,-7.0595884,199.47569294268777
Vilarinho de São Romão,osm,4203948,"Vilarinho de São Romão, Sabrosa, Vila Real, Portugal",Sabrosa,Portugal,0.6191246316339034,boundary,administrative,41.2462297,-7.5742517,135.95906947304024
Vilarinho do Bairro,osm,6018449,"Vilarinho do Bairro, Anadia, Aveiro, Portugal",Anadia,Portugal,0.5975805605530676,boundary,administrative,40.4203666,-8.5220296,25.01468552466183
Vilarinho dos Freires,osm,4203798,"Vilarinho dos Freires, Peso da Régua, Vila Real, Portugal",Peso da Régua,Portugal,0.5660971516994238,boundary,administrative,41.176677,-7.7458529,122.02407027513348
"Vilarinho, Lousã",osm,25269216,"Lousã, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.51,place,town,40.1111532,-8.2461629,18.681901845398983
Vilarouco,osm,1198282093,"Vilarouco, São João da Pesqueira, Viseu, Portugal",São João da Pesqueira,Portugal,0.385,place,village,41.0989859,-7.3673522,133.48418810810912
Vilas Boas,osm,4193788,"Vilas Boas, Chaves, Vila Real, Portugal",Chaves,Portugal,0.528369791841981,boundary,administrative,41.6519113,-7.5233715,177.51419324431146
Vilela,osm,5928417,"Vilela, Paredes, Porto, PT-13, Portugal",Vilela,Portugal,0.4196338106604421,boundary,administrative,41.2434728,-8.3802017,115.11704644514498
Vimieiro,osm,3149504123,"Vimieiro, Braga, Braga, Portugal",Braga,Portugal,0.4488036674790013,place,village,41.506399,-8.4614331,144.28381481424833
Vimioso,osm,5245347,"Vimioso, Bragança, Portugal",Vimioso,Portugal,0.5349974699735265,boundary,administrative,41.5849534,-6.5291002,221.2419267683726
Vinha da Rainha,osm,6553750,"Vinha da Rainha, Soure, Coimbra, Portugal",Soure,Portugal,0.65,boundary,administrative,40.0632224,-8.7276842,30.28879156792102
Vinhais,osm,5245348,"Vinhais, Bragança, Portugal",Vinhais,Portugal,0.542781255290952,boundary,administrative,41.8336062,-7.007716,216.42860135752665
Vinhó,osm,2190109527,"Vinhó, Moimenta da Serra e Vinhó, Gouveia, Guarda, Portugal",Moimenta da Serra e Vinhó,Portugal,0.385,place,village,40.4953012,-7.6262769,75.08458296955347
Viseu,osm,5330332,"Viseu, Viseu, Portugal",Viseu,Portugal,0.6219021390014705,boundary,administrative,40.6574713,-7.9138664,66.22603374008608
Vizela,osm,3924925,"Vizela, Braga, Portugal",Vizela,Portugal,0.5345592489342289,boundary,administrative,41.3734032,-8.291896053472893,129.97578028688451
Vouzela,osm,5330333,"Vouzela, Viseu, Portugal",Vouzela,Portugal,0.5334818427942373,boundary,administrative,40.6754515,-8.148433712602198,57.057836198161816
Válega,osm,6022120,"Válega, Ovar, Aveiro, Portugal",Ovar,Portugal,0.4599999999999999,boundary,administrative,40.834947,-8.5793345,70.88432333326965
Várzea,osm,4058995,"Várzea, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4937563947089433,boundary,administrative,41.5142052,-8.5796158,145.69657749000766
Várzea de Góis,osm,6553368,"Vila Nova do Ceira, Góis, Coimbra, Portugal",Góis,Portugal,0.361308416199056,boundary,administrative,40.1815792,-8.147207,23.91259427832509
Várzea de Meruge,osm,1325049698,"Várzea de Meruge, Seia, Guarda, Portugal",Seia,Portugal,0.5750000000000001,place,village,40.3954899,-7.7843288,58.41362145264379
Várzea do Douro,osm,3969676605,"Várzea do Douro, Alpendorada, Várzea e Torrão, Marco de Canaveses, Porto, PT-13, Portugal","Alpendorada, Várzea e Torrão",Portugal,0.5750000000000001,place,village,41.0775343,-8.2707186,97.5120456744362
Várzeas,osm,1583335035,"Várzeas, Eiras e São Paulo de Frades, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.36,place,hamlet,40.250821,-8.3796048,6.230264104425945
Zambujal,osm,6774942910,"Zambujal, Atouguia, Ourém, Santarém, Portugal",Ourém,Portugal,0.36,place,hamlet,39.6361192,-8.6160991,65.482203277734
Água Levada,osm,9684912427,"Água Levada, Espinho, Mortágua, Viseu, Portugal",Mortágua,Portugal,0.45,place,hamlet,40.4487206,-8.3172444,28.34338769102617
Águas Belas,osm,6458526,"Águas Belas, Ferreira do Zêzere, Santarém, Portugal",Ferreira do Zêzere,Portugal,0.55,boundary,administrative,39.7120234,-8.3030732,55.99987863840015
Águas Santas,osm,3171488233,"Águas Santas, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.5256165221757778,place,village,41.6151385,-8.3247764,156.56242096803024
Álvares,osm,6553366,"Alvares, Góis, Coimbra, Portugal",Góis,Portugal,0.2635811942299699,boundary,administrative,40.0176126,-8.0994536,34.91741730570172
Álvaro,osm,5525022,"Álvaro, Oleiros, Castelo Branco, Portugal",Oleiros,Portugal,0.4599999999999999,boundary,administrative,39.9755368,-7.9653493,46.970246369039806
Ázere,osm,4648495,"Ázere, Arcos de Valdevez, Viana do Castelo, Portugal",Ázere,Portugal,0.4412913055606818,boundary,administrative,41.8610807,-8.397011162466779,183.66255300954327
Évora,osm,5402589,"Évora, Évora, Portugal",Évora,Portugal,0.6333240641211082,boundary,administrative,38.5707742,-7.9092808,187.07777268937207
Évora Monte,osm,6439074,"Évora Monte, Estremoz, Évora, Portugal",Estremoz,Portugal,0.492582546755277,boundary,administrative,38.7654683,-7.7162182,171.3408991526381
Évora de Alcobaça,osm,6544465,"Évora de Alcobaça, Alcobaça, Leiria, Portugal",Alcobaça,Portugal,0.66,boundary,administrative,39.51283735,-8.964949436072875,89.85712136755207
Ílhavo,osm,5325848,"Ílhavo, Aveiro, Portugal",Ílhavo,Portugal,0.5397961884202652,boundary,administrative,40.6001108,-8.6666667,48.15360173667988
Índia,osm,5372853521,"Índia, Baependi, Região Geográfica Imediata de Caxambu - Baependi, Região Geográfica Intermediária de Pouso Alegre, Minas Gerais, Região Sudeste, Brasil",Baependi,Brasil,0.385,place,suburb,-21.9750191,-44.8495361,7852.043291214675
Ínsua,osm,6813239600,"Ínsua, Milagres, Leiria, Leiria, Portugal",Leiria,Portugal,0.36,place,hamlet,39.8076623,-8.7556303,52.55813543866015
Óbidos,osm,3991130,"Óbidos, Leiria, Portugal",Óbidos,Portugal,0.5548283560306343,boundary,administrative,39.3619514,-9.157153,112.84763869648653
Óvoa,osm,1427264226,"Ovoa, Santa Comba Dão, Viseu, Portugal",Santa Comba Dão,Portugal,0.2469815592908572,place,village,40.3809769,-8.1313787,31.605945960002536
Abadia,osm,6901268196,"Abadia, Leiria, Pousos, Barreira e Cortes, Leiria, Leiria, Portugal",Leiria,Portugal,0.36,place,hamlet,39.6968913,-8.7673267,63.74971632661368
Abambres,osm,5735850,"Abambres, Mirandela, Bragança, Portugal",Mirandela,Portugal,0.4395550668207972,boundary,administrative,41.5570399,-7.1835535,182.8320477620259
Abaças,osm,4202128,"Abaças, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.4415759822763769,boundary,administrative,41.2239731,-7.6939715,128.72004234960286
Aboim,osm,3596863917,"Aboim, Fafe, Braga, Portugal",Fafe,Portugal,0.385,place,village,41.542812,-8.0875789,151.0155385540277
Aboim da Nobrega,osm,3167700672,"Aboim da Nóbrega, Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.5483764706069638,place,village,41.7493198,-8.3919997,171.25705570299155
"Abragão, Penafiel",osm,5928123,"Abragão, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.5430614454416833,boundary,administrative,41.1583743,-8.2247687,106.96252745529834
Abrigada,osm,1933544852,"Abrigada, Alenquer, Lisboa, Portugal",Alenquer,Portugal,0.385,place,village,39.1450732,-9.0206761,128.51171949466118
Adega,osm,8306585289,"Adega, Graça, Pedrógão Grande, Leiria, Portugal",Pedrógão Grande,Portugal,0.36,place,hamlet,39.9252277,-8.2195177,35.945870156658835
Adeganha,osm,1243903930,"Adeganha, Torre de Moncorvo, Bragança, Portugal",Torre de Moncorvo,Portugal,0.3974189406975713,place,village,41.2746383,-7.0511914,165.91585783870786
Adorigo,osm,6425103,"Adorigo, Tabuaço, Viseu, Portugal",Tabuaço,Portugal,0.4002596462240582,boundary,administrative,41.1456943,-7.6066893,125.1158892658478
Adoufe,osm,3191001763,"Adoufe, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.3985709817044999,place,village,41.3397463,-7.7369299,138.54721440542116
Adões,osm,1474174203,"Adões, Barcouço, Mealhada, Aveiro, Portugal",Mealhada,Portugal,0.36,place,hamlet,40.2814684,-8.4542064,8.56511368527107
Agrela,osm,5937374,"Agrela, Santo Tirso, Porto, PT-13, Portugal",Santo Tirso,Portugal,0.4261679663385328,boundary,administrative,41.2596039,-8.4725002,116.90949256179992
Agrobom,osm,1495851597,"Agrobom, Alfândega da Fé, Bragança, Portugal",Alfândega da Fé,Portugal,0.37691348680426,place,village,41.3981559,-6.9150768,183.68200693826955
Agrochão,osm,5739328,"Agrochão, Vinhais, Bragança, Portugal",Vinhais,Portugal,0.4599999999999999,boundary,administrative,41.6930056,-7.0302959,202.54673045206525
"Aguada de Cima, Aveiro",osm,6017810,"Aguada de Cima, Águeda, Aveiro, Portugal",Águeda,Portugal,0.7362390769577178,boundary,administrative,40.5169467,-8.4158179,34.38100527424064
Aguas Belas,osm,6458526,"Águas Belas, Ferreira do Zêzere, Santarém, Portugal",Ferreira do Zêzere,Portugal,0.4499999999999999,boundary,administrative,39.7120234,-8.3030732,55.99987863840015
Aguas Santas,osm,3171488233,"Águas Santas, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.4256165221757778,place,village,41.6151385,-8.3247764,156.56242096803024
Aguiar de Sousa,osm,5928402,"Aguiar de Sousa, Paredes, Porto, PT-13, Portugal",Paredes,Portugal,0.6362245296868723,boundary,administrative,41.1271547,-8.4477733,102.15059064107916
"Aguieira, Aveiro",osm,1421415609,"Aguieira, Valongo do Vouga, Águeda, Aveiro, Portugal",Águeda,Portugal,0.47,place,hamlet,40.6117944,-8.438016,44.91410392182538
Aguieiras,osm,2197204,"Aguieiras, Mirandela, Bragança, Portugal",Mirandela,Portugal,0.4599999999999999,boundary,administrative,41.7106655,-7.1936676,196.5455702063392
Airão,osm,3102162001,"Airão (Santa Maria), Airão (Santa Maria), Airão (São João) e Vermil, Braga, Portugal","Airão (Santa Maria), Airão (São João) e Vermil",Portugal,0.2932480317462598,place,village,41.4528812,-8.4151083,138.3120853136884
"Ajuda, Lisboa",osm,6427486,"Ajuda, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.6329062805609389,boundary,administrative,38.71232685,-9.201234134047771,178.8962682294885
Ala,osm,5339649032,"Ala, Anagé, Anagé, Região Geográfica Imediata de Vitória da Conquista, Região Geográfica Intermediária de Vitória da Conquista, Bahia, Região Nordeste, Brasil",Anagé,Brasil,0.36,place,hamlet,-14.4839642,-40.9480605,6926.519189762277
Alagôa,osm,8295372655,"Alagôa, Vila Facaia, Pedrógão Grande, Leiria, Portugal",Pedrógão Grande,Portugal,0.36,place,hamlet,39.9542531,-8.2325483,32.59576651553216
Albergaria à Velha,osm,1325870037,"Albergaria-a-Velha, Albergaria-a-Velha, Aveiro, Portugal",Albergaria-a-Velha,Portugal,0.628924428492114,place,city,40.6906888,-8.4792205,53.85308465331634
Alcabideque,osm,3439900786,"Alcabideque, Condeixa-a-Velha e Condeixa-a-Nova, Condeixa-a-Nova, Coimbra, Portugal",Condeixa-a-Nova,Portugal,0.36,place,neighbourhood,40.1046724,-8.4646273,11.874166974741769
Alcaidaria,osm,6601432755,"Alcaidaria, Milagres, Leiria, Leiria, Portugal",Leiria,Portugal,0.36,place,hamlet,39.7958605,-8.7798414,54.78316685000184
"Alcaide, Fundão",osm,5328390,"Alcaide, Fundão, Castelo Branco, Portugal",Fundão,Portugal,0.539018527529768,boundary,administrative,40.1324137,-7.4400816,84.39413705095224
"Alcains, Castelo Branco",osm,5452750,"Alcains, Castelo Branco, Castelo Branco, Portugal",Alcains,Portugal,0.6407179767809985,boundary,administrative,39.9151369,-7.4614654,88.45970955343039
Alcalamouque,osm,8089447622,"Ribeira de Alcalamouque, Alvorge, Ansião, Leiria, Portugal",Ansião,Portugal,0.35,place,hamlet,40.0063679,-8.4516,22.43080039801798
"Alcantarilha, Silves",osm,1069590029,"Alcantarilha, Alcantarilha e Pêra, Silves, Faro, PT-08, Portugal",Alcantarilha e Pêra,Portugal,0.52,place,town,37.1300756,-8.3478593,341.6814926697285
Alcaria,osm,5332732,"Alcaria, Fundão, Castelo Branco, Portugal",Fundão,Portugal,0.4297110336847337,boundary,administrative,40.1996983,-7.5193298,77.19838084622204
Alcântara,osm,6427487,"Alcântara, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.5317309888303401,boundary,administrative,38.71105735,-9.1828759210045,178.44457207292663
Aldeia,osm,4196031285,"Aldeia, Vilar de Besteiros e Mosteiro de Fráguas, Tondela, Viseu, Portugal",Tondela,Portugal,0.36,place,hamlet,40.5680537,-8.0919289,49.07382538035585
Aldeia Galega do Ribatejo,osm,254916545,"Montijo, Montijo, Setúbal, Portugal",Montijo,Portugal,0.35,place,city,38.7060845,-8.9746372,173.24284425602656
Aldeia Nova de Ferreira,osm,1346949980,"Aldeia Nova, Ferreira de Aves, Sátão, Viseu, Portugal",Sátão,Portugal,0.65,place,hamlet,40.8252897,-7.6428188,95.46002152713427
"Aldeia Nova do Cabo, Fundão",osm,3334754029,"Aldeia Nova do Cabo, União do Grande Fundão, Fundão, Castelo Branco, Portugal",União do Grande Fundão,Portugal,0.785,place,village,40.1331959,-7.529372,76.81932031631733
"Aldeia Nova, Viseu",osm,1514341131,"Aldeia Nova, Santiago de Cassurrães e Póvoa de Cervães, Mangualde, Viseu, Portugal",Mangualde,Portugal,0.56,place,hamlet,40.5917185,-7.6756565,76.67211861172439
Aldeia da Serra,osm,8636927722,"Aldeia da Serra, Pelmá, Alvaiázere, Leiria, Portugal",Alvaiázere,Portugal,0.55,place,hamlet,39.7811229,-8.4575159,47.41035994706248
Aldeia de Joanes,osm,1504416395,"Aldeia de Joanes, União do Grande Fundão, Fundão, Castelo Branco, Portugal",União do Grande Fundão,Portugal,0.5750000000000001,place,village,40.1363822,-7.5147068,78.02304371951698
Aldeia de Paio Pires,osm,1684754630,"Aldeia de Paio Pires, Seixal, Setúbal, Portugal",Seixal,Portugal,0.675,place,village,38.6267448,-9.0817127,184.35130145367904
Aldeia de Santa Margarida,osm,1489171886,"Aldeia de Santa Margarida, Aldeia de Sta Margarida, Idanha-a-Nova, Castelo Branco, Portugal",Aldeia de Sta Margarida,Portugal,0.675,place,village,40.0639671,-7.2762116,99.27598141260098
Aldeia de Santa Maria,osm,8138524425,"Cimo de Aldeia, Lobão, Gião, Louredo e Guisande, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.65,place,hamlet,40.9681356,-8.4619154,84.52885368577317
Aldeia do Bispo,osm,2384080,"Aldeia do Bispo, Guarda, Guarda, Portugal",Guarda,Portugal,0.6367490639114202,boundary,administrative,40.488086,-7.278292,102.36694880413329
Aldeia do Carvalho,osm,4398336980,"Aldeia, Marques Ribeiro, Cachoeira do Sul, Cachoeira do Sul, Região Geográfica Imediata de Cachoeira do Sul, Região Geográfica Intermediária de Santa Maria, Rio Grande do Sul, Região Sul, Brasil",Cachoeira do Sul,Brasil,0.46,place,quarter,-30.0539702,-52.8951618,9032.546662978611
Alegrete,osm,6441271,"Alegrete, Portalegre, Portalegre, Portugal",Portalegre,Portugal,0.4599999999999999,boundary,administrative,39.2412869,-7.302017075429656,144.1956504661744
Alentejo,osm,1763537517,"Região do Alentejo, Beja, Beja, Portugal",Beja,Portugal,0.5989887416011458,place,region,38.0551003,-7.8605799,243.89506416164133
Alentém,osm,5904426,"Vilar do Torno e Alentém, Senhora da Aparecida, Porto, PT-13, Portugal",Senhora da Aparecida,Portugal,0.4050039459623188,boundary,administrative,41.2820939,-8.2173313,120.63544377361812
Alfafar,osm,9120586362,"Alfafar, Podentes, Penela, Coimbra, Portugal",Penela,Portugal,0.36,place,hamlet,40.0647581,-8.431948,15.849106537466966
Alfaiates,osm,6364281,"Alfaiates, Sabugal, Guarda, Portugal",Sabugal,Portugal,0.4585923461319497,boundary,administrative,40.3905568,-6.9128994,130.24008382671303
Alfarela,osm,2559506066,"Alfarela, Caçarilhe e Infesta, Celorico de Basto, Braga, Portugal",Celorico de Basto,Portugal,0.36,place,hamlet,41.4132698,-8.0553201,137.5133545273142
Alfena,osm,5987080,"Alfena, Porto, PT-13, Portugal",Alfena,Portugal,0.4599999999999999,boundary,administrative,41.237635,-8.5277489,114.72613508256028
"Alfena, Porto",osm,5987080,"Alfena, Porto, PT-13, Portugal",Alfena,Portugal,0.5700000000000001,boundary,administrative,41.237635,-8.5277489,114.72613508256028
Alfândega,osm,5246326,"Alfândega da Fé, Bragança, Portugal",Alfândega da Fé,Portugal,0.5210696906472229,boundary,administrative,41.3419743,-6.9611439,176.5358623156567
Alganhafres,osm,5167192619,"Alganhafres, Lavandeira, Beira Grande e Selores, Carrazeda de Ansiães, Bragança, Portugal",Carrazeda de Ansiães,Portugal,0.36,place,hamlet,41.2000013,-7.2919608,146.06018667733855
Algaça,osm,1601597986,"Algaça, Arrifana, Vila Nova de Poiares, Coimbra, Portugal",Vila Nova de Poiares,Portugal,0.36,place,hamlet,40.2037379,-8.2898687,11.59733732314565
Alge,osm,5185638739,"Alge, Campelo, Figueiró dos Vinhos, Leiria, Portugal",Figueiró dos Vinhos,Portugal,0.36,place,hamlet,40.0217861,-8.2613403,24.93847742869398
Algeriz,osm,4197846,"Algeriz, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.4599999999999999,boundary,administrative,41.5860661,-7.3841711,176.48219982315797
Alguber,osm,2898705,"Alguber, Cadaval, Lisboa, Portugal",Cadaval,Portugal,0.3838112565126803,boundary,administrative,39.2767815,-9.0216348,115.25259321995156
Algés,osm,1148841917,"Algés, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa, Portugal","Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Portugal,0.41,place,town,38.7027915,-9.2287735,180.7729692736821
"Alhandra, Lisboa",osm,1536421679,"Alhandra, Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa, Portugal","Alhandra, São João dos Montes e Calhandriz",Portugal,0.5320198789366734,place,town,38.9287073,-9.0077932,150.51490736806556
Aljazede,osm,8089493351,"Aljazede, Alvorge, Ansião, Leiria, Portugal",Ansião,Portugal,0.36,place,hamlet,39.9804353,-8.413051,25.2279854638025
"Almacave, Lamego",osm,25256107,"Lamego, Lamego, Viseu, Portugal",Lamego,Portugal,0.56,place,city,41.098527,-7.8105708,111.80817861907528
"Almada, Lisboa",osm,3716948725,"Almada, Mafra, Mafra, Lisboa, Portugal",Mafra,Portugal,0.47,place,neighbourhood,38.9298385,-9.3433733,162.27513663190908
Almagreira,osm,6548140,"Almagreira, Pombal, Leiria, Portugal",Pombal,Portugal,0.4599999999999999,boundary,administrative,39.9925084,-8.6614761,31.1865840303321
Almodovar,osm,5403266,"Almodôvar, Beja, Portugal",Almodôvar,Portugal,0.4311093878774799,boundary,administrative,37.47508055,-8.070988093407168,304.8851670301117
"Alpalhão, Nisa",osm,6440332,"Alpalhão, Nisa, Portalegre, Portugal",Nisa,Portugal,0.5079976529248165,boundary,administrative,39.4175854,-7.6195614,111.6186737180974
Alpendurada,osm,431481497,"Vila de Alpendurada, Alpendorada, Várzea e Torrão, Marco de Canaveses, Porto, PT-13, Portugal","Alpendorada, Várzea e Torrão",Portugal,0.4,place,town,41.0866803,-8.2483748,98.78817535937914
Alpiarça,osm,5400565,"Alpiarça, Santarém, Portugal",Alpiarça,Portugal,0.5277927780742978,boundary,administrative,39.2388178,-8.561385912553156,108.16801384346444
Alportel,osm,1201790889,"Alportel, São Brás de Alportel, São Brás de Alportel, Faro, PT-08, Portugal",São Brás de Alportel,Portugal,0.36,place,hamlet,37.176168,-7.9085293,339.4947911740497
"Alqueidão, Tomar",osm,3147213775,"Alqueidão, Olalhas, Tomar, Santarém, Portugal",Tomar,Portugal,0.47,place,hamlet,39.6321108,-8.2768355,65.13912534112538
