place_name,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
"Santa Luzia, Angra do Heroísmo",osm,3450883973,"Santa Luzia, Angra do Heroísmo, Açores, Portugal",Angra do Heroísmo,Portugal,0.775,place,village,38.6611854,-27.2243961,1624.43608447858
"Santa Luzia, Brasil",osm,368834,"Santa Luzia, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil",Santa Luzia,Brasil,0.8269862982586538,boundary,administrative,-19.7702097,-43.8505291,7588.004532819318
"Santa Luzia, Minas Gerais, Brasil",osm,368834,"Santa Luzia, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil",Santa Luzia,Brasil,1.0269862982586535,boundary,administrative,-19.7702097,-43.8505291,7588.004532819318
Santa Maior,osm,4801718754,"Rio Maior, Urussanga, Região Geográfica Imediata de Criciúma, Região Geográfica Intermediária de Criciúma, Santa Catarina, Brasil",Urussanga,Brasil,0.475,place,suburb,-28.4662439,-49.3111575,8699.247309111757
"Santa Margarida, Castelo Branco",osm,1489171886,"Aldeia de Santa Margarida, Aldeia de Sta Margarida, Idanha-a-Nova, Castelo Branco, Portugal",Aldeia de Sta Margarida,Portugal,0.675,place,village,40.0639671,-7.2762116,99.27598141260098
"Santa Margarida, Lousada",osm,5904440,"Santa Margarida, Lousada, Santa Margarida, Porto, PT-13, Portugal",Lousada,Portugal,0.561308416199056,boundary,historic,41.306324450000005,-8.264864167553377,122.78846914862986
Santa Maria Madalena,osm,2215556,"Santa Maria Madalena, Região Geográfica Imediata de Nova Friburgo, Região Geográfica Intermediária de Petrópolis, Rio de Janeiro, Região Sudeste, Brasil",Santa Maria Madalena,Brasil,0.6773439219911541,boundary,administrative,-21.9557957,-42.008283,7712.926256623417
Santa Maria Maior,osm,6427496,"Santa Maria Maior, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.675561325671519,boundary,administrative,38.71244015,-9.13281443966602,176.77322770892047
Santa Maria Ovaia de Cima,osm,4242769430,"Santa Ovaia de Cima, Canas de Santa Maria, Tondela, Viseu, Portugal",Tondela,Portugal,0.75,place,hamlet,40.5515027,-8.0591086,49.300278013362096
Santa Maria da Graça,osm,6445194,"Santa Maria da Graça, Setúbal, Setúbal, Setúbal, Portugal",Setúbal,Portugal,0.6553513341109714,boundary,historic,38.53293925,-8.886376306692195,190.09029767434475
Santa Maria de Bouro,osm,12545755,"Santa Maria do Bouro, Santa Maria do Bouro, Braga, Portugal",Santa Maria do Bouro,Portugal,0.425,boundary,census,41.66074855,-8.270479064719499,161.92627770514147
Santa Maria de Campanhã,osm,6558259906,"Granja Santa Maria, Campanha, Região Geográfica Imediata de Três Corações, Região Geográfica Intermediária de Varginha, Minas Gerais, Região Sudeste, Brasil",Campanha,Brasil,0.5,place,farm,-21.8434947,-45.4119016,7867.502147126868
Santa Maria de Covas,osm,3451314020,"Covas, Oliveira (Santa Maria), Vila Nova de Famalicão, Braga, Portugal",Vila Nova de Famalicão,Portugal,0.6599999999999999,place,neighbourhood,41.3985148,-8.4048301,132.28304892389002
Santa Maria de Duas Igrejas,osm,1224881754,"Duas Igrejas, Romariz, Aveiro, Portugal",Romariz,Portugal,0.45,place,hamlet,40.9556613,-8.4689201,83.1682625789282
Santa Maria de Emeres,osm,4197855,"Santa Maria de Emeres, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.7071516336244854,boundary,administrative,41.5447948,-7.3809587,172.67280480636077
Santa Maria de Ferreira,osm,751052805,"Lemos Carvalho & Ferreira, Zona Industrial de Rio Meão, Rio Meão, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.6,place,plot,40.96309015,-8.599669997589558,85.19209677938247
Santa Maria de Fiães,osm,6022191,"Fiães, Aveiro, Portugal",Fiães,Portugal,0.655950553181826,boundary,administrative,40.9945859,-8.5247192,87.8099667831973
Santa Maria de Louredo,osm,6022210,"Louredo, Lobão, Gião, Louredo e Guisande, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.7297110336847337,boundary,historic,40.97342205,-8.45598187256273,85.09909076592282
Santa Maria de Moura,osm,1241954086,"Santa María, Vilasuxá, Moura, Nogueira de Ramuín, Ourense, Ourense, ES-OR, Galicia, España",Nogueira de Ramuín,España,0.435,place,locality,42.4414269,-7.7301696,254.85372251662383
"Santa Maria de Oliveira, Vila Nova de Famalicão",osm,3713603,"Oliveira (Santa Maria), Vila Nova de Famalicão, Braga, Portugal",Vila Nova de Famalicão,Portugal,1.0766454293771894,boundary,administrative,41.4048174,-8.4036651,132.9843184876426
Santa Maria de Telhado,osm,5166973799,"Telhado, Santa Maria Maior, Chaves, Vila Real, Portugal",Chaves,Portugal,0.56,place,hamlet,41.7485029,-7.4731064,188.99801968422395
Santa Maria de Toris,osm,7677740382,"Santa María de Toris, Municipio de La Paz, Baja California Sur, México",,México,0.55,place,hamlet,24.899205,-111.0267592,9254.14526127846
Santa Maria de Torroso,osm,2686656431,"Dornelas, Dornelas, Vigo, Vigo, Pontevedra, Galicia, España",Vigo,España,0.275,place,suburb,42.20881,-8.6359898,222.96644613147583
Santa Maria de Viana,osm,3874021570,"Geraz do Lima (Santa Maria), Viana do Castelo, Viana do Castelo, Portugal",Viana do Castelo,Portugal,0.5750000000000001,place,village,41.7071247,-8.680829,167.9224520204892
Santa Maria de duas Igrejas,osm,1224881754,"Duas Igrejas, Romariz, Aveiro, Portugal",Romariz,Portugal,0.45,place,hamlet,40.9556613,-8.4689201,83.1682625789282
Santa Maria do Louredo,osm,6022218,"Lobão, Gião, Louredo e Guisande, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.75,boundary,administrative,40.98062745,-8.478287378003797,85.97541311909973
Santa Maria do Porto,osm,4800957,"Ilha de Santa Maria, Almagreira, Vila do Porto, Açores, Portugal",Vila do Porto,Portugal,0.8430391246300328,place,island,36.9725989,-25.10263361635285,1494.1596386438025
Santa Maria do Prado,osm,4872668,"Vila Prado, Sede, Santa Maria, Região Geográfica Imediata de Santa Maria, Região Geográfica Intermediária de Santa Maria, Rio Grande do Sul, Região Sul, Brasil",Santa Maria,Brasil,0.65,place,neighbourhood,-29.6922249,-53.85550048901348,9049.79857492765
Santa Maria do Sobral,osm,9420406057,"Santa Maria, Ibiapina, Ibiapina, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil",Ibiapina,Brasil,0.65,place,hamlet,-3.9727204,-40.8614386,5906.98811313814
"Santa Maria, Braga",osm,4056790,"Galegos (Santa Maria), Barcelos, Braga, Portugal",Barcelos,Portugal,0.6655154633214481,boundary,administrative,41.5587663,-8.5774627,150.61091094050988
"Santa Maria, Duas Igrejas",osm,1224881754,"Duas Igrejas, Romariz, Aveiro, Portugal",Romariz,Portugal,0.45,place,hamlet,40.9556613,-8.4689201,83.1682625789282
"Santa Maria, Feira",osm,7057968084,"Santa Maria, Distrito de Tapiraípe, Ruy Barbosa, Região Geográfica Imediata de Itaberaba, Região Geográfica Intermediária de Feira de Santana, Bahia, Região Nordeste, Brasil",Ruy Barbosa,Brasil,0.55,place,hamlet,-12.2464949,-40.9344579,6707.252265233408
"Santa Maria, Guimarães",osm,7010962058,"Sítio Damiao Guimaraes, Conceição do Castelo, Região Geográfica Imediata de Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, Brasil",Conceição do Castelo,Brasil,0.3999999999999999,place,farm,-20.3591183,-41.320595,7522.937825068145
"Santa Maria, Trancoso",osm,25277735,"Trancoso, Trancoso, Guarda, Portugal",Trancoso,Portugal,0.66,place,city,40.77847,-7.34908,111.1575980194721
"Santa Maria, Viseu",osm,9032863764,"Santa Maria, Cárquere, Resende, Viseu, Portugal",Resende,Portugal,0.56,place,hamlet,41.0813532,-7.951976,105.00378245518344
"Santa Maria, Óbidos",osm,6547964,"Santa Maria, São Pedro e Sobral da Lagoa, Óbidos, Leiria, Portugal",Óbidos,Portugal,0.4769036315150678,boundary,administrative,39.3683622,-9.171214474762314,112.93102924841372
Santa Marinha de Oriz,osm,3169471083,"Oriz (Santa Marinha), Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.5781405465176059,place,village,41.7024478,-8.3643501,166.10827713514402
Santa Marinha de Zêzere,osm,5832264,"Santa Marinha do Zêzere, Baião, Porto, PT-13, Portugal",Santa Marinha do Zêzere,Portugal,0.5600583840406885,boundary,administrative,41.1418377,-7.9500623,111.29336037119506
"Santa Marinha de Zêzere, Baião",osm,5832264,"Santa Marinha do Zêzere, Baião, Porto, PT-13, Portugal",Santa Marinha do Zêzere,Portugal,0.6700583840406884,boundary,administrative,41.1418377,-7.9500623,111.29336037119506
"Santa Marinha, Granja",osm,5163550281,"Granja Nova, Santa Marinha, Ribeira de Pena, Vila Real, Portugal",Ribeira de Pena,Portugal,0.55,place,hamlet,41.5331096,-7.7803803,156.9564212001003
"Santa Marinha, Landim",osm,3448837148,"Santa Marinha, Landim, Vila Nova de Famalicão, Braga, Portugal",Landim,Portugal,0.56,place,neighbourhood,41.3954736,-8.4505858,131.9495288916772
"Santa Marinha, Porto",osm,4015684788,"Santa Marinha, Valbom, Porto, PT-13, Portugal",Valbom,Portugal,0.6188174755556057,place,suburb,41.1300808,-8.6227932,103.8012314744563
"Santa Marinha, Ribeira de Pena",osm,3185054607,"Santa Marinha, Ribeira de Pena, Vila Real, Portugal",Ribeira de Pena,Portugal,0.775,place,village,41.5331933,-7.766916,157.36223108288573
"Santa Marinha, Seia",osm,1424200042,"Santa Marinha, Seia, Guarda, Portugal",Seia,Portugal,0.6100000000000001,place,town,40.4511109,-7.664593,70.13618654647705
"Santa Marinha, Vila Nova de Gaia",osm,4015684788,"Santa Marinha, Valbom, Porto, PT-13, Portugal",Valbom,Portugal,0.9088174755556058,place,suburb,41.1300808,-8.6227932,103.8012314744563
"Santa Marinha, Vila Verde",osm,4167462,"Oriz (Santa Marinha) e Oriz (São Miguel), Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.6303615466364415,boundary,administrative,41.7122797,-8.366671967566013,167.19378819526045
"Santa Marta, Penafiel",osm,1222380305,"Santa Marta, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.5744313097683034,place,suburb,41.2095739,-8.257567,112.1937252300068
"Santa Marta, Porto",osm,1222380305,"Santa Marta, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.5744313097683034,place,suburb,41.2095739,-8.257567,112.1937252300068
"Santa Marta, Viana do Castelo",osm,3874021579,"Santa Marta de Portuzelo, Santa Marta de Portuzelo, Viana do Castelo, Viana do Castelo, Portugal",Santa Marta de Portuzelo,Portugal,0.8230614454416834,place,village,41.7088049,-8.7701948,169.23202260954756
"Santa Marta, Vila Real",osm,8063473125,"Santa Marta, Constantim e Vale de Nogueiras, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.65,place,hamlet,41.2981751,-7.6773824,136.63148329832103
Santa Senhorinha,osm,4175395,"Basto, Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.2844409508461066,boundary,administrative,41.4881971,-7.9822378,147.0712954663566
Santa Senhorinha de Basto,osm,4175395,"Basto, Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.4944409508461066,boundary,administrative,41.4881971,-7.9822378,147.0712954663566
"Santa Senhorinha, Cabeceiras de Basto",osm,4175395,"Basto, Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.5944409508461066,boundary,administrative,41.4881971,-7.9822378,147.0712954663566
"Santa Tecla, Basto",osm,4175617,"Basto (Santa Tecla), Carvalho e Basto (Santa Tecla), Celorico de Basto, Braga, Portugal",Celorico de Basto,Portugal,0.5660971516994238,boundary,historic,41.3857262,-8.047076446852284,134.70125284119604
"Santana, Rio de Janeiro, Brasil",osm,8316910,"Santana, Região Norte, Niterói, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",Niterói,Brasil,0.776321943137092,boundary,administrative,-22.87728195,-43.10686929458578,7855.40376595244
"Santar, viseu",osm,4271692973,"Santar, Viseu, Portugal",Santar,Portugal,0.4535246308816305,place,town,40.5708793,-7.8958696,60.45592371680544
"Santarém, Pará, Brasil",osm,185639,"Santarém, Região Geográfica Imediata de Santarém, Região Geográfica Intermediária de Santarém, Pará, Região Norte, Brasil",Santarém,Brasil,0.8043920550452253,boundary,administrative,-2.438489,-54.699611,6663.164340209692
"Santarém, Pontevel",osm,6458242,"Pontével, Cartaxo, Santarém, Portugal",Pontével,Portugal,0.3727191885788625,boundary,administrative,39.1490107,-8.8379672,122.71331682246284
Santiago Novo,osm,371590014,"Escoural, Santiago do Escoural, Montemor-o-Novo, Évora, Portugal",Santiago do Escoural,Portugal,0.5,place,town,38.5417601,-8.1679722,186.25773973247084
Santiago da Carreira,osm,6046653046,"Carreira, San Román, San Román, Val do Dubra, Santiago, A Coruña, ES-C, Galicia, España",Val do Dubra,España,0.47,place,hamlet,42.9796739,-8.6739146,308.5938976685567
"Santiago da Guarda, Leiria",osm,6545003,"Santiago da Guarda, Ansião, Leiria, Portugal",Ansião,Portugal,0.6769134868042601,boundary,administrative,39.9472868,-8.48073,29.25917444943488
Santiago de,osm,6520065,"Santiago, Alfama, Santa Maria Maior, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.4877480703204602,boundary,historic,38.7123611,-9.13132901642144,176.73753826940955
Santiago de Bougado,osm,3299601136,"Santiago, Trofa, Trofa, Porto, PT-13, Portugal",Trofa,Portugal,0.385,place,suburb,41.3302367,-8.5724918,125.29976863286878
Santiago de Ceia,osm,2142506320,"Ceia, Município de Ícolo e Bengo, Luanda, Angola",,Angola,0.485,place,village,-9.2650652,13.8582467,5938.469249175998
Santiago de Cepões,osm,5713328,"Bárrio e Cepões, Ponte de Lima, Viana do Castelo, Portugal",Bárrio e Cepões,Portugal,0.4879976529248165,boundary,administrative,41.83211215,-8.575256875044523,180.8649321534056
"Santiago de Figueiró, Porto",osm,2587095722,"Santiago, Figueiró (Santiago e Santa Cristina), Amarante, Porto, PT-13, Portugal",Figueiró (Santiago e Santa Cristina),Portugal,0.5938112565126804,place,village,41.3022153,-8.1624431,123.59614788524088
Santiago de Gaiolo,osm,3969676590,"Paços de Gaiolo, Penhalonga e Paços de Gaiolo, Marco de Canaveses, Porto, PT-13, Portugal",Penhalonga e Paços de Gaiolo,Portugal,0.4832082617679252,place,village,41.1018315,-8.1145488,102.75496181377808
Santiago de Litem,osm,4379003101,"Santiago de Litém, Pombal, Leiria, Portugal",Pombal,Portugal,0.475,place,village,39.8446856,-8.601581,42.97463997988184
Santiago de Oliveira,osm,2399711606,"Santiago de Oliveira, Oliveira, Ponteareas, O Condado, Pontevedra, Galicia, España",Ponteareas,España,0.56,place,hamlet,42.1822609,-8.4523004,219.33213955535112
"Santiago de Piães, Viseu",osm,3920371,"Santiago de Piães, Cinfães, Viseu, Portugal",Santiago de Piães,Portugal,0.6752698587495282,boundary,administrative,41.05545385,-8.163181049995492,96.76051970002248
"Santiago de Riba, UL",osm,6022003,"Ul, Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Oliveira de Azeméis, Aveiro, Portugal",Oliveira de Azeméis,Portugal,0.6759490106750474,boundary,historic,40.81915085,-8.500445479802044,68.2214777188956
Santiago de Seia,osm,6334599,"Santiago, Seia, Guarda, Portugal",Seia,Portugal,0.5331791431958073,boundary,administrative,40.4238127,-7.7283789,63.9807310562876
Santiago de Sernadelo,osm,1474174325,"Sernadelo, Mealhada, Ventosa do Bairro e Antes, Mealhada, Aveiro, Portugal",Mealhada,Portugal,0.46,place,hamlet,40.3945436,-8.4470149,20.85470950550165
Santiago de Vilela,osm,6718237495,"Vilela, Pazos, Brión, Santiago, A Coruña, ES-C, Galicia, España",Brión,España,0.345,place,locality,42.8992017,-8.7325958,300.0530868018295
"Santiago, Armamar",osm,4253686347,"Santiago, Armamar, Viseu, Portugal",Armamar,Portugal,0.495,place,village,41.0785273,-7.690629,115.0061367913028
"Santiago, Braga",osm,5206900037,"Santiago, Vila de Prado, Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.47,place,hamlet,41.6105012,-8.4649659,155.84954054168267
"Santiago, Crato",osm,5397065,"Crato, Portalegre, Portugal",Crato,Portugal,0.523885190805925,boundary,administrative,39.2851221,-7.6454266,122.31901392096646
"Santiago, Lanhoso",osm,4170504,"Lanhoso, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.4534252226761787,boundary,administrative,41.5774163,-8.2873121,152.5885937379297
"Santiago, Mogadouro",osm,1382231240,"Santiago, Vila de Ala, Mogadouro, Bragança, Portugal",Mogadouro,Portugal,0.47,place,hamlet,41.3414237,-6.6373746,196.6108062010992
"Santiago, Ronfe",osm,4112835,"Guimarães, Braga, Portugal",Guimarães,Portugal,0.4377684953714004,boundary,administrative,41.43670225,-8.389595790352617,136.54670032125347
"Santiago, Seia",osm,6334599,"Santiago, Seia, Guarda, Portugal",Seia,Portugal,0.5331791431958073,boundary,administrative,40.4238127,-7.7283789,63.9807310562876
"Santo Adrião, Vizela",osm,2197244,"Vizela (Santo Adrião), Vizela, Braga, Portugal",Vizela (Santo Adrião),Portugal,0.5682184742933953,boundary,administrative,41.36458885,-8.28517559437223,129.05166926522736
"Santo Aleixo, Beja",osm,6435455,"Santo Aleixo da Restauração, Beja, PT-02, Portugal",,Portugal,0.5852446327297394,boundary,historic,38.0608893,-7.098492377943167,264.4964416873099
"Santo Aleixo, Monforte",osm,6440308,"Santo Aleixo, Monforte, Portalegre, Portugal",Monforte,Portugal,0.5373544917529021,boundary,administrative,38.9213853,-7.4186985,166.9704363515466
"Santo Aleixo, Moura",osm,1269585148,"Santo Aleixo da Restauração, Safara e Santo Aleixo da Restauração, Moura, Beja, PT-02, Portugal",Safara e Santo Aleixo da Restauração,Portugal,0.5850000000000001,place,village,38.0682095,-7.152159,261.77716133880085
Santo Amaro da Baía,osm,7054596567,"Santo Amaro, Barra da Estiva, Barra da Estiva, Região Geográfica Imediata de Vitória da Conquista, Região Geográfica Intermediária de Vitória da Conquista, Bahia, Região Nordeste, Brasil",Barra da Estiva,Brasil,0.55,place,hamlet,-13.6306809,-41.1491633,6853.242111993272
"Santo Amaro da Purificação, Baía",osm,362158,"Santo Amaro, Região Geográfica Imediata de Salvador, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, Brasil",Santo Amaro,Brasil,0.6548628722233885,boundary,administrative,-12.5519686,-38.7060448,6625.554314160447
"Santo Amaro, Baia",osm,362158,"Santo Amaro, Região Geográfica Imediata de Salvador, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, Brasil",Santo Amaro,Brasil,0.6548628722233885,boundary,administrative,-12.5519686,-38.7060448,6625.554314160447
"Santo Amaro, Coimbra",osm,1910742363,"Casal de Santo Amaro, Penacova, Penacova, Coimbra, Portugal",Penacova,Portugal,0.56,place,hamlet,40.2850716,-8.3042583,13.477650727074376
"Santo Amaro, Maiorca",osm,1412284681,"Santo Amaro da Bouça, Maiorca, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.56,place,hamlet,40.1935203,-8.7330819,26.19129522150116
Santo André da Portela,osm,1241706617,"A Portela, Santo André da Ribeira, San Fiz de Monfero, Monfero, O Eume, A Coruña, ES-C, Galicia, España",Monfero,España,0.525,place,locality,43.3747983,-8.0316717,353.3204759725106
Santo André da Várzea,osm,4147086959,"Rio Bonito, Paranapiacaba, Santo André, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil",Santo André,Brasil,0.475,place,suburb,-23.7598772,-46.318769,8098.1146149089955
Santo André de Gião,osm,582565365,"Bairro Vale de Gião, Santo André, Vila Nova de Poiares, Coimbra, Portugal",Vila Nova de Poiares,Portugal,0.65,place,quarter,40.21448505,-8.26436708660057,13.782501316832477
"Santo André, Chaves",osm,9598479648,"Santo André, Alfredo Chaves, Alfredo Chaves, Região Geográfica Imediata de Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, Brasil",Alfredo Chaves,Brasil,0.425,place,locality,-20.5700096,-40.8067485,7519.874665460631
Santo Antão do Tojal,osm,3089483530,"Santo Antão do Tojal, Loures, Lisboa, Portugal",Loures,Portugal,0.6970855185391935,place,village,38.8540632,-9.1432255,162.41661945351154
"Santo Antão, Évora",osm,6439497,"Santo Antão, Évora, Évora, Évora, Portugal",Évora,Portugal,0.435,boundary,historic,38.57159285,-7.912279610398424,186.92812531022813
Santo António,osm,6427497,"Santo António, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.5481598362912266,boundary,administrative,38.7217012,-9.148989723959597,176.2932728950136
"Santo António da Encruzilhada, Brasil",osm,416766915,"Santo Antônio, Coronel Prestes, Encruzilhada do Sul, Região Geográfica Imediata de Santa Cruz do Sul, Região Geográfica Intermediária de Santa Cruz do Sul - Lajeado, Rio Grande do Sul, Região Sul, Brasil",Encruzilhada do Sul,Brasil,0.6599999999999999,place,hamlet,-30.686109,-52.682463,9080.371902794624
"Santo António das Minas, Minas, Brasil",osm,3729821465,"Santo Antônio, Ribeirão das Neves, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil",Ribeirão das Neves,Brasil,0.76,place,neighbourhood,-19.7646635,-44.0829292,7599.138760718394
Santo António de Jacobina,osm,416761811,"Santo Antônio, Várzea Nova, Região Geográfica Imediata de Jacobina, Região Geográfica Intermediária de Feira de Santana, Bahia, Região Nordeste, Brasil",Várzea Nova,Brasil,0.55,place,hamlet,-11.181228,-40.859194,6599.69039781696
Santo António de Lomba,osm,2510608762,"Lomba, Vagos e Santo António, Vagos, Aveiro, Portugal",Vagos,Portugal,0.56,place,hamlet,40.5262215,-8.6986761,42.302724950775165
"Santo António do Mato Grosso, Brasil",osm,416763494,"Santo Antônio, Barra do Bugres, Região Geográfica Imediata de Tangará da Serra, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil",Barra do Bugres,Brasil,0.76,place,hamlet,-15.045972,-56.955126,7910.222866248601
"Santo António do Recife, Pernambuco, Brasil",osm,6095370567,"Santo Antonio, Igarassu, Igarassu, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, Brasil",Igarassu,Brasil,0.7949999999999999,place,suburb,-7.8576999,-34.9160199,5977.335053579986
"Santo António do Tojal, Lisboa",osm,3089483530,"Santo Antão do Tojal, Loures, Lisboa, Portugal",Loures,Portugal,0.7070855185391934,place,village,38.8540632,-9.1432255,162.41661945351154
"Santo António dos Olivais, Coimbra",osm,6386153,"Santo António dos Olivais, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.8330614454416834,boundary,administrative,40.2081754,-8.392190630655808,2.879838136141515
"Santo António, Alcântara",osm,5116286012,"São Pedro de Alcântara, Santo Antônio de Pádua, Região Geográfica Imediata de Santo Antônio de Pádua, Região Geográfica Intermediária de Campos dos Goytacazes, Rio de Janeiro, Região Sudeste, Brasil",Santo Antônio de Pádua,Brasil,0.475,place,village,-21.6555923,-42.2983962,7696.963008794908
Santo Estevão do Penso,osm,4136022,"Penso (Santo Estêvão), Escudeiros e Penso (Santo Estêvão e São Vicente), Braga, Braga, Portugal",Braga,Portugal,0.5172524353626238,boundary,historic,41.48746655,-8.42018307180422,142.15103273733317
"Santo Estevão, Chaves",osm,4193780,"Santo Estêvão, Chaves, Vila Real, Portugal",Chaves,Portugal,0.5265315803688624,boundary,administrative,41.7589782,-7.419785,191.98564048457584
"Santo Estevão, Tavira",osm,928458756,"Santo Estêvão, Tavira, Faro, PT-08, Portugal",Tavira,Portugal,0.485,place,village,37.1267106,-7.7150578,347.535633301778
Santo Ildefonso,osm,2335487966,"Santo Ildefonso, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, São Mamede de Infesta, Porto, PT-13, Portugal",São Mamede de Infesta,Portugal,0.5207354184749959,place,neighbourhood,41.1459797,-8.6068074,105.33956293771958
Santo Isidoro,osm,6522366,"Santo Isidoro, Mafra, Lisboa, Portugal",Mafra,Portugal,0.4902596462240581,boundary,administrative,38.9938312,-9.3972208,158.47012395524533
Santo João de,osm,4059339,"Sequeade e Bastuço (São João e Santo Estêvão), Barcelos, Braga, Portugal",Barcelos,Portugal,0.608405217166498,boundary,administrative,41.5052987,-8.530552784976017,144.3999813534831
Santo Novo,osm,6421660162,"São João Novo, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, São Mamede de Infesta, Porto, PT-13, Portugal",São Mamede de Infesta,Portugal,0.45,place,neighbourhood,41.1421602,-8.6176974,105.0580388776578
Santo Tirso de Prazins,osm,4112737,"Prazins (Santo Tirso), Guimarães, Braga, Portugal",Guimarães,Portugal,0.4932480317462598,boundary,historic,41.48338955,-8.307207931573364,142.05104085388885
"Santo Tirso, Santa Cristina",osm,3973149,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Santo Tirso, Porto, PT-13, Portugal",Santo Tirso,Portugal,0.85162869665792,boundary,administrative,41.3440057,-8.4772021,126.29111859980569
Santo Varao,osm,6553458,"Santo Varão, Montemor-o-Velho, Coimbra, Portugal",Montemor-o-Velho,Portugal,0.3759490106750474,boundary,administrative,40.1843287,-8.6044736,15.411452680801975
Santo Zacarias,osm,416645291,"Conselheiro Zacarias, Santo Antônio da Platina, Região Geográfica Imediata de Santo Antônio da Platina, Região Geográfica Intermediária de Londrina, Paraná, Região Sul, Brasil",Santo Antônio da Platina,Brasil,0.475,place,village,-23.4128532,-49.9799938,8255.840064683403
Santo de André de Poiares,osm,6553860,"Santo André, Vila Nova de Poiares, Coimbra, Portugal",Vila Nova de Poiares,Portugal,0.7423278476590364,boundary,administrative,40.2150566,-8.263837179610949,13.831226511528715
"Santos, Rio de Janeiro, Brasil",osm,5520367,"Todos os Santos, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",Rio de Janeiro,Brasil,0.8467490639114201,boundary,administrative,-22.894563,-43.28506,7865.564483869188
Santos-o-Velho,osm,6520068,"Santos-o-Velho, Estrela, Estrela, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.6888954033313951,boundary,historic,38.70754925,-9.15702442279236,178.00943062044297
Santárem,osm,5400573,"Santarém, Santarém, Portugal",Santarém,Portugal,0.5026345352272938,boundary,administrative,39.3260467,-8.691539948696757,100.46919827211786
"Santão, Porto",osm,3933505580,"Santão, Porto, PT-13, Portugal",,Portugal,0.495,place,village,41.3095202,-8.1770057,124.17994395743946
Sapardos,osm,5630061,"Sapardos, Vila Nova de Cerveira, Viana do Castelo, Portugal",Sapardos,Portugal,0.4599999999999999,boundary,administrative,41.91909945,-8.654976455854461,191.06218430696583
Sapataria,osm,6528531,"Sapataria, Sobral de Monte Agraço, Lisboa, Portugal",Sobral de Monte Agraço,Portugal,0.4599999999999999,boundary,administrative,38.9687636,-9.1958697,152.59822727781437
