pop,date_in,date_max,name,name_normalized,id_ine_inspire,geonamesid,context_0,context_1,context_2,context_3,country,gaz_id_explicit,latitude,longitude,code,dsg,level,inside,address,geonames_name,gazetteer,total_score,date,wikidata_id
174,1540-10-11,1906-10-02,Monção,Monção,,8013257,Monção,,,,Portugal,,42.07035,-8.48268,PRT.18.4.18_1,Monção,3.0,PRT.18.4_1,"Monção, Monção, Monção, Viana do Castelo",Monção,geonames-pt,20.0,2024-11-10 14:52:29.531633,Q425738
170,1577-02-01,1910-10-13,Campo Maior,Campo Maior,,2270336,Campo Maior,,,,Portugal,,39.01774,-7.06497,PRT.14.4.3_1,São João Baptista,3.0,PRT.14.4_1,"Campo Maior, São João Baptista, Campo Maior, Portalegre",Campo Maior,geonames-pt,15.0,2024-11-10 14:52:30.382085,Q49281716
166,1586-11-04,1913-07-23,Ansião,Ansião,,2271650,Ansião,,,,Portugal,,39.91177,-8.43568,PRT.11.3.2_1,Ansião,3.0,PRT.11.3_1,"Ansião, Ansião, Ansião, Leiria",Ansião,geonames-pt,20.0,2024-11-10 14:52:29.280900,*notfound*
162,1603-10-20,1908-10-06,Miranda do Corvo,Miranda do Corvo,,2737641,Miranda do Corvo,,,,Portugal,,40.09318,-8.33261,PRT.7.9.2_1,Miranda do Corvo,3.0,PRT.7.9_1,"Miranda do Corvo, Miranda do Corvo, Miranda do Corvo, Coimbra",Miranda do Corvo,geonames-pt,20.0,2024-11-10 14:52:29.282747,Q370187
162,1537-04-23,1906-10-15,Nisa,Nisa,,2265525,Nisa,,,,Portugal,,39.51499,-7.64908,PRT.14.12.4_1,Espírito Santo,3.0,PRT.14.12_1,"Nisa, Espírito Santo, Nisa, Portalegre",Nisa,geonames-pt,15.0,2024-11-10 14:52:30.383083,*notfound*
161,1537-12-18,1905-10-07,Pereira,Pereira,,8011005,Pereira,,,,Portugal,,41.48851,-8.63248,PRT.4.2.65_1,Pereira,3.0,PRT.4.2_1,"Pereira, Pereira, Barcelos, Braga",Pereira,geonames-pt,15.0,2024-11-10 14:52:30.524953,Q1238547
160,1537-00-00,1909-10-18,Buarcos,Buarcos,,8011823,Buarcos,,,,Portugal,,40.17808,-8.87996,PRT.7.5.6_1,Buarcos,3.0,PRT.7.5_1,"Buarcos, Buarcos, Figueira da Foz, Coimbra",Buarcos,geonames-pt,15.0,2024-11-10 14:52:30.525895,Q997360
160,1568-11-18,1911-06-26,Fundão,Fundão,,2739187,Fundão,,,,Portugal,,40.14025,-7.50135,PRT.6.4.18_1,Fundão,3.0,PRT.6.4_1,"Fundão, Fundão, Fundão, Castelo Branco",Fundão,geonames-pt,20.0,2024-11-10 14:52:29.283662,Q49283095
159,1540-01-31,1908-10-02,Arganil,Arganil,,2742757,Arganil,,,,Portugal,,40.21826,-8.05403,PRT.7.1.2_1,Arganil,3.0,PRT.7.1_1,"Arganil, Arganil, Arganil, Coimbra",Arganil,geonames-pt,20.0,2024-11-10 14:52:29.284569,Q31887734
159,1549-10-01,1909-10-02,Góis,Góis,,2738974,Góis,,,,Portugal,,40.15735,-8.11007,PRT.7.6.4_1,Góis,3.0,PRT.7.6_1,"Góis, Góis, Góis, Coimbra",Góis,geonames-pt,20.0,2024-11-10 14:52:29.285463,Q33678050
158,1550-00-00,1910-10-15,Penamacor,Penamacor,,2736461,Penamacor,,,,Portugal,,40.16895,-7.16987,PRT.6.7.10_1,Penamacor,3.0,PRT.6.7_1,"Penamacor, Penamacor, Penamacor, Castelo Branco",Penamacor,geonames-pt,20.0,2024-11-10 14:52:29.286361,*notfound*
157,1566-03-02,1907-10-03,Eiras,Eiras,,8011799,Eiras,,,,Portugal,,40.24213,-8.42401,PRT.7.3.16_1,Eiras,3.0,PRT.7.3_1,"Eiras, Eiras, Coimbra, Coimbra",Eiras,geonames-pt,15.0,2024-11-10 14:52:30.526837,Q1310546
155,1579-10-02,1913-07-21,Condeixa-a-Nova,Condeixa-a-Nova,,2740593,Condeixa-a-Nova,,,,Portugal,,40.11283,-8.49804,PRT.7.4.4_1,Condeixa-a-Nova,3.0,PRT.7.4_1,"Condeixa-a-Nova, Condeixa-a-Nova, Condeixa-a-Nova, Coimbra",Condeixa-a-Nova,geonames-pt,20.0,2024-11-10 14:52:29.288153,Q49282120
153,1682-10-01,1913-07-11,Figueira da Foz,Figueira da Foz,,2739590,Figueira da Foz,,,,Portugal,,40.15085,-8.86179,PRT.7.5.15_1,São Julião da Figueira da Foz,3.0,PRT.7.5_1,"Figueira da Foz, São Julião da Figueira da Foz, Figueira da Foz, Coimbra",Figueira da Foz,geonames-pt,15.0,2024-11-10 14:52:30.384098,Q428459
151,1552-02-00,1907-10-01,Caminha,Caminha,,8010628,Caminha,,,,Portugal,,41.84647,-8.80133,PRT.18.2.16_1,Venade,3.0,PRT.18.2_1,"Caminha, Venade, Caminha, Viana do Castelo",Caminha,geonames-pt,15.0,2024-11-10 14:52:30.487968,Q1029544
150,1537-02-07,1910-10-31,Lagos,Lagos,,8010518,Lagos,,,,Portugal,,37.09567,-8.67661,PRT.9.7.3_1,Lagos (Santa Maria),3.0,PRT.9.7_1,"Lagos, Lagos (Santa Maria), Lagos, Faro",Lagos,geonames-pt,15.0,2024-11-10 14:52:30.488928,Q732548
148,1540-10-11,1900-10-11,Alenquer,Alenquer,,2272036,Alenquer,,,,Portugal,,39.05315,-9.00928,PRT.12.1.4_1,Alenquer (Santo Estêvão),3.0,PRT.12.1_1,"Alenquer, Alenquer (Santo Estêvão), Alenquer, Lisboa",Alenquer,geonames-pt,15.0,2024-11-10 14:52:30.385080,Q31878333
146,1567-11-03,1908-10-12,Alpedrinha,Alpedrinha,,8011686,Alpedrinha,,,,Portugal,,40.09073,-7.44958,PRT.6.4.6_1,Alpedrinha,3.0,PRT.6.4_1,"Alpedrinha, Alpedrinha, Fundão, Castelo Branco",Alpedrinha,geonames-pt,15.0,2024-11-10 14:52:30.527785,Q1024623
143,1537-00-00,1901-10-10,Arouca,Arouca,,2742700,Arouca,,,,Portugal,,40.93057,-8.24488,PRT.1.4.3_1,Arouca,3.0,PRT.1.4_1,"Arouca, Arouca, Arouca, Aveiro",Arouca,geonames-pt,20.0,2024-11-10 14:52:29.289943,*notfound*
141,1573-07-03,1907-10-03,Tondela,Tondela,,2733533,Tondela,,,,Portugal,,40.51682,-8.08087,PRT.20.21.23_1,Tondela,3.0,PRT.20.21_1,"Tondela, Tondela, Tondela, Viseu",Tondela,geonames-pt,20.0,2024-11-10 14:52:29.290893,Q49291646
140,1538-05-06,1909-10-02,Seia,Seia,,2734215,Seia,,,,Portugal,,40.4151,-7.70859,PRT.10.12.21_1,Seia,3.0,PRT.10.12_1,"Seia, Seia, Seia, Guarda",Seia,geonames-pt,20.0,2024-11-10 14:52:29.291826,Q49289399
137,1588-10-07,1905-10-12,Ançã,Ançã,,8011769,Ançã,,,,Portugal,,40.26858,-8.52768,PRT.7.2.1_1,Ançã,3.0,PRT.7.2_1,"Ançã, Ançã, Cantanhede, Coimbra",Ançã,geonames-pt,15.0,2024-11-10 14:52:30.528721,Q3645
136,1563-10-01,1912-08-13,Figueiró dos Vinhos,Figueiró dos Vinhos,,2268188,Figueiró dos Vinhos,,,,Portugal,,39.90413,-8.27511,PRT.11.8.5_1,Figueiró dos Vinhos,3.0,PRT.11.8_1,"Figueiró dos Vinhos, Figueiró dos Vinhos, Figueiró dos Vinhos, Leiria",Figueiró dos Vinhos,geonames-pt,20.0,2024-11-10 14:52:29.292801,*notfound*
136,1611-02-09,1858-10-13,Pernambuco,"Recife, Pernambuco, Brasil",,3390760,Recife,Pernambuco,,,Brasil,,-8.05389,-34.88111,2611606,Recife,3.0,BRA.17_1,"Recife, Recife, Pernambuco, Brasil",Recife,geonames-br,20.0,2024-11-10 14:52:29.221483,Q22061296
136,1537-05-22,1909-10-02,Santa Comba Dão,Santa Comba Dão,,2734747,Santa Comba Dão,,,,Portugal,,40.39856,-8.1316,PRT.20.14.5_1,Santa Comba Dão,3.0,PRT.20.14_1,"Santa Comba Dão, Santa Comba Dão, Santa Comba Dão, Viseu",Santa Comba Dão,geonames-pt,20.0,2024-11-10 14:52:29.293708,*notfound*
136,1536-10-00,1903-10-07,Vouzela,Vouzela,,2732233,Vouzela,,,,Portugal,,40.72361,-8.11283,PRT.20.24.12_1,Vouzela,3.0,PRT.20.24_1,"Vouzela, Vouzela, Vouzela, Viseu",Vouzela,geonames-pt,20.0,2024-11-10 14:52:29.294626,*notfound*
135,1537-05-23,1838-10-23,Condeixa,Condeixa-a-Nova,,2740593,Condeixa-a-Nova,,,,Portugal,,40.11283,-8.49804,PRT.7.4.4_1,Condeixa-a-Nova,3.0,PRT.7.4_1,"Condeixa-a-Nova, Condeixa-a-Nova, Condeixa-a-Nova, Coimbra",Condeixa-a-Nova,geonames-pt,20.0,2024-11-10 14:52:29.289044,Q49282120
135,1545-04-30,1909-10-12,Poiares,Poiares,,8011474,Poiares,,,,Portugal,,41.05898,-6.87608,PRT.5.4.6_1,Poiares,3.0,PRT.5.4_1,"Poiares, Poiares, Freixo de Espada à Cinta, Bragança",Poiares,geonames-pt,15.0,2024-11-10 14:52:30.529793,Q1024805
135,1550-10-10,1894-10-15,Redinha,Redinha,,8012410,Redinha,,,,Portugal,,39.97416,-8.57288,PRT.11.15.13_1,Redinha,3.0,PRT.11.15_1,"Redinha, Redinha, Pombal, Leiria",Redinha,geonames-pt,15.0,2024-11-10 14:52:30.530739,Q1887727
134,1537-00-00,1829-06-30,Olivença,"Olivenza, Espanha",,9883562,Olivenza,,,,Espanha,,38.68269,-7.10046,ESP.11.1.8_1,Olivenza,3.0,ESP.11.1_1,"Olivenza, Olivenza, Badajoz, Extremadura",Olivenza,geonames-es,15.0,2024-11-10 14:52:30.518284,Q120170977
133,1540-10-09,1909-10-06,Chamusca,Chamusca,,8012991,Chamusca,,,,Portugal,,39.33366,-8.4675,PRT.16.7.2_1,Chamusca,3.0,PRT.16.7_1,"Chamusca, Chamusca, Chamusca, Santarém",Chamusca,geonames-pt,20.0,2024-11-10 14:52:29.532580,Q2450955
132,1588-10-07,1861-10-03,Mortágua,Mortágua,,2737375,Mortágua,,,,Portugal,,40.39675,-8.23234,PRT.20.8.6_1,Mortágua,3.0,PRT.20.8_1,"Mortágua, Mortágua, Mortágua, Viseu",Mortágua,geonames-pt,20.0,2024-11-10 14:52:29.295530,*notfound*
132,1558-10-00,1907-10-04,Penacova,Penacova,,2736473,Penacova,,,,Portugal,,40.26884,-8.28237,PRT.7.13.7_1,Penacova,3.0,PRT.7.13_1,"Penacova, Penacova, Penacova, Coimbra",Penacova,geonames-pt,20.0,2024-11-10 14:52:29.296573,Q1005038
131,1540-01-22,1898-10-12,Fronteira,Fronteira,,2267832,Fronteira,,,,Portugal,,39.05629,-7.64868,PRT.14.8.2_1,Fronteira,3.0,PRT.14.8_1,"Fronteira, Fronteira, Fronteira, Portalegre",Fronteira,geonames-pt,20.0,2024-11-10 14:52:29.297522,*notfound*
127,1550-07-09,1905-10-03,Porto de Mós,Porto de Mós,,2264427,Porto de Mós,,,,Portugal,,39.60191,-8.81839,PRT.11.16.10_1,Porto de Mós (São João Baptista),3.0,PRT.11.16_1,"Porto de Mós, Porto de Mós (São João Baptista), Porto de Mós, Leiria",Porto de Mós,geonames-pt,15.0,2024-11-10 14:52:30.386084,Q1012710
126,1551-02-05,1907-10-08,Borba,Borba,,2270755,Borba,,,,Portugal,,38.80553,-7.45465,PRT.8.3.1_1,Borba (Matriz),3.0,PRT.8.3_1,"Borba, Borba (Matriz), Borba, Évora",Borba,geonames-pt,15.0,2024-11-10 14:52:30.388000,Q31924457
125,1556-10-01,1896-10-12,Linhares,Linhares,,8011462,Linhares,,,,Portugal,,41.18682,-7.36075,PRT.5.3.8_1,Linhares,3.0,PRT.5.3_1,"Linhares, Linhares, Carrazeda de Ansiães, Bragança",Linhares,geonames-pt,15.0,2024-11-10 14:52:30.531678,Q1024342
125,1574-10-12,1912-08-12,"Pernambuco, Brasil","Pernambuco, Brasil",,3390760,Pernambuco,,,,Brasil,,-8.05389,-34.88111,2611606,Recife,3.0,BRA.17_1,"Pernambuco, Recife, Pernambuco, Brasil",Pernambuco,geonames-br,15.0,2024-11-10 14:52:30.336102,Q22061296
125,1581-11-17,1886-10-15,Verride,Verride,,8011860,Verride,,,,Portugal,,40.13379,-8.71408,PRT.7.10.13_1,Verride,3.0,PRT.7.10_1,"Verride, Verride, Montemor-o-Velho, Coimbra",Verride,geonames-pt,15.0,2024-11-10 14:52:30.532663,Q925878
124,1538-10-01,1820-11-24,Celorico,Celorico da Beira,,2740886,Celorico da Beira,,,,Portugal,,40.63723,-7.39037,PRT.10.3.7_1,Celorico (São Pedro),3.0,PRT.10.3_1,"Celorico da Beira, Celorico (São Pedro), Celorico da Beira, Guarda",Celorico da Beira,geonames-pt,15.0,2024-11-10 14:52:30.388925,*notfound*
124,1564-02-26,1888-10-29,Maiorca,Maiorca,,8011826,Maiorca,,,,Portugal,,40.1687,-8.7501,PRT.7.5.9_1,Maiorca,3.0,PRT.7.5_1,"Maiorca, Maiorca, Figueira da Foz, Coimbra",Maiorca,geonames-pt,15.0,2024-11-10 14:52:30.533653,Q1009683
123,1553-07-12,1910-10-13,Idanha-a-Nova,Idanha-a-Nova,,2267427,Idanha-a-Nova,,,,Portugal,,39.92316,-7.24082,PRT.6.5.3_1,Idanha-a-Nova,3.0,PRT.6.5_1,"Idanha-a-Nova, Idanha-a-Nova, Idanha-a-Nova, Castelo Branco",Idanha-a-Nova,geonames-pt,20.0,2024-11-10 14:52:29.298439,*notfound*
116,1556-10-01,1912-10-16,Loulé,Loulé,,2266988,Loulé,,,,Portugal,,37.13772,-8.01968,PRT.9.8.6_1,Loulé (São Clemente),3.0,PRT.9.8_1,"Loulé, Loulé (São Clemente), Loulé, Faro",Loulé,geonames-pt,15.0,2024-11-10 14:52:30.390789,Q49286086
113,1538-04-22,1858-06-26,Ilha Terceira,Angra do Heroísmo,,8010691,Angra do Heroísmo,,,,Portugal,,38.69526,-27.24913,PRT.2.1.18_1,Terra Chã,3.0,PRT.2.1_1,"Angra do Heroísmo, Terra Chã, Angra do Heroísmo, Azores",Angra do Heroísmo,geonames-pt,15.0,2024-11-10 14:52:30.489918,Q193677
111,1538-10-16,1885-10-09,Besteiros,Besteiros,PT.GN.101359,8010929,Besteiros,,,,Portugal,,41.63874,-8.37134,PRT.4.1.3_1,Besteiros,3.0,PRT.4.1_1,"Besteiros, Besteiros, Amares, Braga",Besteiros,geonames-pt,15.0,2024-11-10 14:52:30.534614,Q830485
110,1671-05-20,1908-10-15,Peso da Régua,Peso da Régua,,2736316,Peso da Régua,,,,Portugal,,41.16318,-7.78901,PRT.19.8.8_1,Peso da Régua,3.0,PRT.19.8_1,"Peso da Régua, Peso da Régua, Peso da Régua, Vila Real",Peso da Régua,geonames-pt,20.0,2024-11-10 14:52:29.300247,Q49287912
109,1551-02-12,1827-10-10,"Punhete, hoje Constância",Constância,,2269088,Constância,,,,Portugal,,39.47796,-8.33636,PRT.16.8.1_1,Constância,3.0,PRT.16.8_1,"Constância, Constância, Constância, Santarém",Constância,geonames-pt,20.0,2024-11-10 14:52:29.301168,*notfound*
108,1566-10-00,1891-11-03,Beco,Beco,,8013008,Beco,,,,Portugal,,39.77766,-8.30525,PRT.16.11.3_1,Beco,3.0,PRT.16.11_1,"Beco, Beco, Ferreira do Zêzere, Santarém",Beco,geonames-pt,15.0,2024-11-10 14:52:30.535603,Q813770
108,1537-02-01,1910-08-05,"Ilha de São Miguel, Açores",Ponta Delgada,INE-A26-02719,6941014,Ponta Delgada,,,,Portugal,,37.73952,-25.66874,PRT.2.10.15_1,Ponta Delgada (São Sebastião),3.0,PRT.2.10_1,"Ponta Delgada, Ponta Delgada (São Sebastião), Ponta Delgada, Azores",Ponta Delgada,geonames-pt,15.0,2024-11-10 14:52:30.346472,Q49278070
107,1588-10-18,1910-10-12,Manteigas,Manteigas,,2737936,Manteigas,,,,Portugal,,40.4028,-7.53977,PRT.10.8.1_1,Manteigas (Santa Maria),3.0,PRT.10.8_1,"Manteigas, Manteigas (Santa Maria), Manteigas, Guarda",Manteigas,geonames-pt,15.0,2024-11-10 14:52:30.392648,Q49286486
107,1537-03-17,1900-10-03,São João da Pesqueira,São João da Pesqueira,,2734483,São João da Pesqueira,,,,Portugal,,41.14805,-7.40489,PRT.20.15.8_1,São João da Pesqueira,3.0,PRT.20.15_1,"São João da Pesqueira, São João da Pesqueira, São João da Pesqueira, Viseu",São João da Pesqueira,geonames-pt,20.0,2024-11-10 14:52:29.302967,Q1010466
104,1547-00-00,1904-10-15,Arraiolos,Arraiolos,,2271488,Arraiolos,,,,Portugal,,38.72363,-7.98478,PRT.8.2.1_1,Arraiolos,3.0,PRT.8.2_1,"Arraiolos, Arraiolos, Arraiolos, Évora",Arraiolos,geonames-pt,20.0,2024-11-10 14:52:29.304788,*notfound*
104,1537-11-30,1909-10-07,Melo,Melo,,8012119,Melo,,,,Portugal,,40.5177,-7.536,PRT.10.6.11_1,Melo,3.0,PRT.10.6_1,"Melo, Melo, Gouveia, Guarda",Melo,geonames-pt,15.0,2024-11-10 14:52:30.536553,Q32580
103,1697-12-21,1912-10-24,Funchal,Funchal,,2267827,Funchal,,,,Portugal,,32.66568,-16.92547,PRT.13.3.10_1,São Roque,3.0,PRT.13.3_1,"Funchal, São Roque, Funchal, Madeira",Funchal,geonames-pt,15.0,2024-11-10 14:52:30.350317,Q25444
103,1550-01-04,1872-10-02,Taveiro,Taveiro,,8011808,Taveiro,,,,Portugal,,40.19835,-8.50061,PRT.7.3.27_1,Taveiro,3.0,PRT.7.3_1,"Taveiro, Taveiro, Coimbra, Coimbra",Taveiro,geonames-pt,15.0,2024-11-10 14:52:30.537569,Q979492
103,1540-01-12,1916-10-09,Valença do Minho,Valença,,2733018,Valença,,,,Portugal,,42.03104,-8.64595,PRT.18.8.15_1,Valença,3.0,PRT.18.8_1,"Valença, Valença, Valença, Viana do Castelo",Valença,geonames-pt,20.0,2024-11-10 14:52:29.305681,*notfound*
101,1570-10-01,1905-10-13,Ponte da Barca,Ponte da Barca,,2736057,Ponte da Barca,,,,Portugal,,41.80451,-8.41554,PRT.18.6.16_1,Ponte da Barca,3.0,PRT.18.6_1,"Ponte da Barca, Ponte da Barca, Ponte da Barca, Viana do Castelo",Ponte da Barca,geonames-pt,20.0,2024-11-10 14:52:29.308373,*notfound*
100,1537-12-20,1899-10-02,Alvaiázere,Alvaiázere,,2271814,Alvaiázere,,,,Portugal,,39.82256,-8.37999,PRT.11.2.2_1,Alvaiázere,3.0,PRT.11.2_1,"Alvaiázere, Alvaiázere, Alvaiázere, Leiria",Alvaiázere,geonames-pt,20.0,2024-11-10 14:52:29.309325,*notfound*
100,1595-10-01,1909-10-04,São Martinho do Bispo,São Martinho do Bispo,,8014792,São Martinho do Bispo,,,,Portugal,,40.20916,-8.47654,PRT.7.3.23_1,São Martinho do Bispo,3.0,PRT.7.3_1,"São Martinho do Bispo, São Martinho do Bispo, Coimbra, Coimbra",São Martinho do Bispo,geonames-pt,15.0,2024-11-10 14:52:30.538553,Q2119234
100,1600-10-05,1910-10-10,Vila Nova de Cerveira,Vila Nova de Cerveira,,2732555,Vila Nova de Cerveira,,,,Portugal,,41.94118,-8.7423,PRT.18.10.15_1,Vila Nova de Cerveira,3.0,PRT.18.10_1,"Vila Nova de Cerveira, Vila Nova de Cerveira, Vila Nova de Cerveira, Viana do Castelo",Vila Nova de Cerveira,geonames-pt,20.0,2024-11-10 14:52:29.310230,*notfound*
100,1587-10-20,1912-06-17,Vila Nova de Gaia,Vila Nova de Gaia,,2732544,Vila Nova de Gaia,,,,Portugal,,41.12401,-8.61241,PRT.15.18.10_1,Mafamude,3.0,PRT.15.18_1,"Vila Nova de Gaia, Mafamude, Vila Nova de Gaia, Porto",Vila Nova de Gaia,geonames-pt,15.0,2024-11-10 14:52:30.393682,Q1982979
99,1542-06-17,1912-07-24,Mirandela,Mirandela,,2737639,Mirandela,,,,Portugal,,41.48739,-7.18695,PRT.5.7.21_1,Mirandela,3.0,PRT.5.7_1,"Mirandela, Mirandela, Mirandela, Bragança",Mirandela,geonames-pt,20.0,2024-11-10 14:52:29.312026,Q49286835
99,1552-05-00,1901-10-14,Pedrogão Grande,Pedrógão Grande,,2265000,Pedrógão Grande,,,,Portugal,,39.91835,-8.1459,PRT.11.13.2_1,Pedrógão Grande,3.0,PRT.11.13_1,"Pedrógão Grande, Pedrógão Grande, Pedrógão Grande, Leiria",Pedrógão Grande,geonames-pt,20.0,2024-11-10 14:52:29.313052,*notfound*
99,1585-10-02,1769-10-01,Terra da Feira,Santa Maria da Feira,,2739723,Santa Maria da Feira,,,,Portugal,,40.92535,-8.54277,PRT.1.15.7_1,Feira,3.0,PRT.1.15_1,"Santa Maria da Feira, Feira, Santa Maria da Feira, Aveiro",Santa Maria da Feira,geonames-pt,15.0,2024-11-10 14:52:30.394688,Q2015920
98,1540-00-00,1908-10-07,Cernache,Cernache,,8011798,Cernache,,,,Portugal,,40.13581,-8.46187,PRT.7.3.11_1,Cernache,3.0,PRT.7.3_1,"Cernache, Cernache, Coimbra, Coimbra",Cernache,geonames-pt,15.0,2024-11-10 14:52:30.550154,Q1055349
98,1537-07-11,1907-10-12,Crato,Crato,,2268835,Crato,,,,Portugal,,39.28657,-7.64408,PRT.14.6.2_1,Crato e Mártires,3.0,PRT.14.6_1,"Crato, Crato e Mártires, Crato, Portalegre",Crato,geonames-pt,15.0,2024-11-10 14:52:30.495701,Q1005138
97,1538-00-00,1913-07-07,Mesão Frio,Mesão Frio,,2737711,Mesão Frio,,,,Portugal,,41.1598,-7.88954,PRT.19.4.4_1,Mesão Frio (São Nicolau),3.0,PRT.19.4_1,"Mesão Frio, Mesão Frio (São Nicolau), Mesão Frio, Vila Real",Mesão Frio,geonames-pt,15.0,2024-11-10 14:52:30.397684,*notfound*
96,1537-00-00,1906-10-08,Golegã,Golegã,,2267624,Golegã,,,,Portugal,,39.40474,-8.48625,PRT.16.12.2_1,Golegã,3.0,PRT.16.12_1,"Golegã, Golegã, Golegã, Santarém",Golegã,geonames-pt,20.0,2024-11-10 14:52:29.315834,Q49283388
96,1579-01-00,1820-11-14,Vila Nova de Anços,Vila Nova de Anços,,8014266,Vila Nova de Anços,,,,Portugal,,40.11538,-8.62443,PRT.7.15.11_1,Vila Nova de Anços,3.0,PRT.7.15_1,"Vila Nova de Anços, Vila Nova de Anços, Soure, Coimbra",Vila Nova de Anços,geonames-pt,15.0,2024-11-10 14:52:30.553126,Q595254
95,1540-02-07,1903-10-14,Almeida,Almeida,,8010529,Almeida,,,,Portugal,,40.7307,-6.90594,PRT.10.2.3_1,Almeida,3.0,PRT.10.2_1,"Almeida, Almeida, Almeida, Guarda",Almeida,geonames-pt,20.0,2024-11-10 14:52:29.508420,Q617889
95,1586-03-20,1908-10-08,Resende,Resende,,2735243,Resende,,,,Portugal,,41.10582,-7.9665,PRT.20.13.11_1,Resende,3.0,PRT.20.13_1,"Resende, Resende, Resende, Viseu",Resende,geonames-pt,20.0,2024-11-10 14:52:29.316741,Q2450194
94,1580-03-11,1847-10-23,Lorvão,Lorvão,,8011879,Lorvão,,,,Portugal,,40.24963,-8.32594,PRT.7.13.4_1,Lorvão,3.0,PRT.7.13_1,"Lorvão, Lorvão, Penacova, Coimbra",Lorvão,geonames-pt,15.0,2024-11-10 14:52:30.554097,Q33822221
94,1571-12-10,1910-10-13,Monforte,Monforte,,6930694,Monforte,,,,Portugal,,39.0496,-7.44428,PRT.14.11.2_1,Monforte,3.0,PRT.14.11_1,"Monforte, Monforte, Monforte, Portalegre",Monforte,geonames-pt,20.0,2024-11-10 14:52:29.509326,Q769062
93,1552-07-00,1908-10-02,Avis,Avis,,2271340,Avis,,,,Portugal,,39.05391,-7.89156,PRT.14.3.3_1,Avis,3.0,PRT.14.3_1,"Avis, Avis, Avis, Portalegre",Avis,geonames-pt,20.0,2024-11-10 14:52:29.317656,*notfound*
93,1540-10-06,1905-10-07,Fonte Arcada,Fonte Arcada,,8011245,Fonte Arcada,,,,Portugal,,41.57591,-8.24385,PRT.4.9.9_1,Fonte Arcada,3.0,PRT.4.9_1,"Fonte Arcada, Fonte Arcada, Póvoa de Lanhoso, Braga",Fonte Arcada,geonames-pt,15.0,2024-11-10 14:52:30.555123,Q963921
93,1567-03-03,1913-10-09,Lobão,Lobão,,8010787,Lobão,,,,Portugal,,40.98286,-8.49203,PRT.1.15.12_1,Lobão,3.0,PRT.1.15_1,"Lobão, Lobão, Santa Maria da Feira, Aveiro",Lobão,geonames-pt,15.0,2024-11-10 14:52:30.556162,Q4264583
91,1556-02-01,1908-10-02,Esgueira,Esgueira,,8010749,Esgueira,,,,Portugal,,40.65709,-8.618,PRT.1.5.5_1,Esgueira,3.0,PRT.1.5_1,"Esgueira, Esgueira, Aveiro, Aveiro",Esgueira,geonames-pt,15.0,2024-11-10 14:52:30.557139,Q2258588
91,1540-01-21,1907-10-15,Vila Nova de Foz Côa,Vila Nova de Foz Côa,,2732546,Vila Nova de Foz Côa,,,,Portugal,,41.08194,-7.14146,PRT.10.14.17_1,Vila Nova de Foz Côa,3.0,PRT.10.14_1,"Vila Nova de Foz Côa, Vila Nova de Foz Côa, Vila Nova de Foz Côa, Guarda",Vila Nova de Foz Côa,geonames-pt,20.0,2024-11-10 14:52:29.318572,*notfound*
91,1575-00-00,1907-10-01,Ílhavo,Ílhavo,,2738707,Ílhavo,,,,Portugal,,40.60188,-8.67021,PRT.1.9.4_1,Ílhavo (São Salvador),3.0,PRT.1.9_1,"Ílhavo, Ílhavo (São Salvador), Ílhavo, Aveiro",Ílhavo,geonames-pt,15.0,2024-11-10 14:52:30.398616,Q291745
89,1537-07-03,1819-07-19,Bemposta,Bemposta,,8011553,Bemposta,,,,Portugal,,41.30684,-6.49779,PRT.5.8.2_1,Bemposta,3.0,PRT.5.8_1,"Bemposta, Bemposta, Mogadouro, Bragança",Bemposta,geonames-pt,15.0,2024-11-10 14:52:30.558126,Q816392
89,1585-10-02,1899-10-15,Matosinhos,Matosinhos,,2737824,Matosinhos,,,,Portugal,,41.18207,-8.68908,PRT.15.8.6_1,Matosinhos,3.0,PRT.15.8_1,"Matosinhos, Matosinhos, Matosinhos, Porto",Matosinhos,geonames-pt,20.0,2024-11-10 14:52:29.319474,Q3349324
88,1706-11-23,1909-10-04,Penafiel,Penafiel,,2736469,Penafiel,,,,Portugal,,41.20835,-8.28285,PRT.15.11.24_1,Penafiel,3.0,PRT.15.11_1,"Penafiel, Penafiel, Penafiel, Porto",Penafiel,geonames-pt,20.0,2024-11-10 14:52:29.277106,Q49287885
86,1540-00-00,1799-10-03,Tancos,Tancos,,8013091,Tancos,,,,Portugal,,39.46624,-8.39801,PRT.16.21.4_1,Tancos,3.0,PRT.16.21_1,"Tancos, Tancos, Vila Nova da Barquinha, Santarém",Tancos,geonames-pt,15.0,2024-11-10 14:52:30.559134,Q2296675
85,1552-10-00,1739-01-16,Penalva,Penalva,,2736465,Penalva,,,,Portugal,,41.11156,-8.06702,PRT.15.2.1_1,Ancede,3.0,PRT.15.2_1,"Penalva, Ancede, Baião, Porto",Penalva,geonames-pt,10.0,2024-11-10 14:52:32.945493,*notfound*
84,1693-03-01,1909-10-07,Mangualde,Mangualde,,2737949,Mangualde,,,,Portugal,,40.60425,-7.76115,PRT.20.6.10_1,Mangualde,3.0,PRT.20.6_1,"Mangualde, Mangualde, Mangualde, Viseu",Mangualde,geonames-pt,20.0,2024-11-10 14:52:29.320373,Q597789
