gml_id,text,sourceOfNa
PT.GN.115728,Várzea de Meruge,DGT
PT.GN.115729,Santa Comba Dão,DGT
PT.GN.115730,Alfaiates,DGT
PT.GN.115731,Catraia de  São Romão,DGT
PT.GN.115732,Febres,DGT
PT.GN.115733,Povoinha,DGT
PT.GN.115734,Lentisqueira,DGT
PT.GN.115735,São Romão,DGT
PT.GN.115736,Mortágua,DGT
PT.GN.115737,Barril,DGT
PT.GN.115738,Vila do Mato,DGT
PT.GN.115739,Baraçal,DGT
PT.GN.115740,Manteigas,DGT
PT.GN.115741,Ventosa do Bairro,DGT
PT.GN.115742,Grada,DGT
PT.GN.115743,Alpalhão,DGT
PT.GN.115744,Sabugueiro,DGT
PT.GN.115745,Parada,DGT
PT.GN.115746,Vale de Remigio,DGT
PT.GN.115747,Póvoa de Santo Amaro,DGT
PT.GN.115748,Casas Novas,DGT
PT.GN.115749,Nave,DGT
PT.GN.115750,Gândara,DGT
PT.GN.115751,Ramalheiro,DGT
PT.GN.115752,Venda Nova,DGT
PT.GN.115753,Cabeços,DGT
PT.GN.115754,Casal do Bolho,DGT
PT.GN.115755,Carromeu,DGT
PT.GN.115756,Quartelas,DGT
PT.GN.115757,Carragozela,DGT
PT.GN.115758,Póvoa do Garção,DGT
PT.GN.115759,Monte de Lobos,DGT
PT.GN.115760,Arinhos,DGT
PT.GN.115761,Bolho,DGT
PT.GN.115762,Vilamar,DGT
PT.GN.115763,Vila Nova de Monsarros,DGT
PT.GN.115764,Sameiro,DGT
PT.GN.115765,Valhelhas,DGT
PT.GN.115766,Cruz de Vila Nova,DGT
PT.GN.115767,Vale de Amoreira,DGT
PT.GN.115768,Castelejo,DGT
PT.GN.115769,Chorosa,DGT
PT.GN.115770,Moutinhal,DGT
PT.GN.115771,Poutena,DGT
PT.GN.115772,Leitões,DGT
PT.GN.115773,Balsas,DGT
PT.GN.115774,Torres,DGT
PT.GN.115775,Ribeira,DGT
PT.GN.115776,Aguim,DGT
PT.GN.115777,Pedreira de Vilarinho,DGT
PT.GN.115778,Póvoa das Forcadas,DGT
PT.GN.115779,Santa Eulália,DGT
PT.GN.115780,Camarneira,DGT
PT.GN.115781,Vila Meã,DGT
PT.GN.115782,Horta,DGT
PT.GN.115783,Gestosa,DGT
PT.GN.115784,Santiago,DGT
PT.GN.115785,Póvoa de Arnosa,DGT
PT.GN.115786,Tamengos,DGT
PT.GN.115787,Seia,DGT
PT.GN.115788,Vila do Touro,DGT
PT.GN.115789,Aldeia da Ponte,DGT
PT.GN.115790,Folgosa da Madalena,DGT
PT.GN.115791,Casal da Torre,DGT
PT.GN.115792,Ervedal da Beira,DGT
PT.GN.115793,Sanguinheira,DGT
PT.GN.115794,Casal Mendo,DGT
PT.GN.115795,Fiais da Beira,DGT
PT.GN.115796,Vila de Barba,DGT
PT.GN.115797,Carregal do Sal,DGT
PT.GN.115798,Vilarinho do Bairro,DGT
PT.GN.115799,Monsarros,DGT
PT.GN.115800,Santarinho,DGT
PT.GN.115801,Serém de Cima,DGT
PT.GN.115802,Figueiró,DGT
PT.GN.115803,Vil de Moinhos,DGT
PT.GN.115804,Mataduços,DGT
PT.GN.115805,Gouveias,DGT
PT.GN.115806,Corga,DGT
PT.GN.115807,Frossos,DGT
PT.GN.115808,Viseu,DGT
PT.GN.115809,Frias,DGT
PT.GN.115810,Carregoso,DGT
PT.GN.115811,Santos Evos,DGT
PT.GN.115812,Campia,DGT
PT.GN.115813,Povolide,DGT
PT.GN.115814,Poives,DGT
PT.GN.115815,Travassos,DGT
PT.GN.115816,Monte Salvado,DGT
PT.GN.115817,São Jacinto,DGT
PT.GN.115818,Paço,DGT
PT.GN.115819,Talhadas,DGT
PT.GN.115820,Jafafe de Baixo,DGT
PT.GN.115821,Orgens,DGT
PT.GN.115822,Sereia/Calvário,DGT
PT.GN.115823,Bairro de São João da Carreira,DGT
PT.GN.115824,Jafafe de Cima,DGT
PT.GN.115825,Quinta do Loureiro,DGT
PT.GN.115826,Celorico Gare,DGT
PT.GN.115827,São Martinho,DGT
PT.GN.115828,Couto de Cima,DGT
PT.GN.115829,Angeja,DGT
PT.GN.115830,Roriz,DGT
PT.GN.115831,Santo Estêvão,DGT
PT.GN.115832,Travassos de Cima,DGT
PT.GN.115833,Corvos,DGT
PT.GN.115834,Cacia,DGT
PT.GN.115835,Nespereira,DGT
PT.GN.115836,Fontão,DGT
PT.GN.115837,Dade,DGT
PT.GN.115838,Serrazola,DGT
PT.GN.115839,Silveira,DGT
PT.GN.115840,Vasconha,DGT
PT.GN.115841,Quintela,DGT
PT.GN.115842,Tourelhe,DGT
PT.GN.115843,Insua,DGT
PT.GN.115844,Penalva do Castelo,DGT
PT.GN.115845,Maceira,DGT
PT.GN.115846,Sobreira,DGT
PT.GN.115847,Travassos de Baixo,DGT
PT.GN.115848,Portela,DGT
PT.GN.115849,Póvoa de Abravezes,DGT
PT.GN.115850,Póvoa do paço,DGT
PT.GN.115851,Baraçal,DGT
PT.GN.115852,São Cosmado,DGT
PT.GN.115853,Soutelo,DGT
PT.GN.115854,Cercosa,DGT
PT.GN.115855,São Marcos,DGT
PT.GN.115856,Cabril,DGT
PT.GN.115857,Vale da Carriça,DGT
PT.GN.115858,Assilho,DGT
PT.GN.115859,Abravezes,DGT
PT.GN.115860,Igarei,DGT
PT.GN.115861,Brita Montes,DGT
PT.GN.115862,Moura de Carvalhal,DGT
PT.GN.115863,Cabeço,DGT
PT.GN.115864,Açores,DGT
PT.GN.115865,Travancela,DGT
PT.GN.115866,Cambra de Baixo,DGT
PT.GN.115867,Quinta do Catavejo,DGT
PT.GN.115868,Freixedas,DGT
PT.GN.115869,Vilarinho,DGT
PT.GN.115870,Vermum,DGT
PT.GN.115871,Pascoal,DGT
PT.GN.115872,Póvoa,DGT
PT.GN.115873,Sequeiros,DGT
PT.GN.115874,Paredes Velhas,DGT
PT.GN.115875,Queirã,DGT
PT.GN.115876,Carrazedo,DGT
PT.GN.115877,Sobreiro,DGT
PT.GN.115878,Mundão,DGT
PT.GN.115879,Maçal do Chão,DGT
PT.GN.115880,Albergaria-a-Velha,DGT
PT.GN.115881,Penouços,DGT
PT.GN.115882,Mozelos,DGT
PT.GN.115883,Póvoa,DGT
PT.GN.115884,Moure da Madalena,DGT
PT.GN.115885,Sacorelhe,DGT
PT.GN.115886,Mouquim,DGT
PT.GN.115887,Ladário,DGT
PT.GN.115888,Santo António,DGT
PT.GN.115889,Canfinho,DGT
PT.GN.115890,Valmaior,DGT
PT.GN.115891,Bairro de Nossa Sra de Fatima,DGT
PT.GN.115892,Loumão,DGT
PT.GN.115893,Paradela,DGT
PT.GN.115894,Nespereira,DGT
PT.GN.115895,Vila Boa,DGT
PT.GN.115896,Alverca da Beira,DGT
PT.GN.115897,Rua da Oliveira,DGT
PT.GN.115898,Sóligo,DGT
PT.GN.115899,Bassar,DGT
PT.GN.115900,Vila Nova do Campo,DGT
PT.GN.115901,Abrunhosa,DGT
PT.GN.115902,Casal de Cima,DGT
PT.GN.115903,Queirela,DGT
PT.GN.115904,Roxico do Sul,DGT
PT.GN.115905,Vale,DGT
PT.GN.115906,Vendas da Moita,DGT
PT.GN.115907,Cedrim,DGT
PT.GN.115908,Vale da Mula,DGT
PT.GN.115909,Vilarinho,DGT
PT.GN.115910,Vilharigues,DGT
PT.GN.115911,Touça,DGT
PT.GN.115912,Campo,DGT
PT.GN.115913,Carvalhal do Estanho,DGT
PT.GN.115914,Cavernães,DGT
PT.GN.115915,Travanca Pequena,DGT
PT.GN.115916,Junçal,DGT
PT.GN.115917,Vila Franca das Naves,DGT
PT.GN.115918,Bairro de São João,DGT
PT.GN.115919,Estação,DGT
PT.GN.115920,Oliveira de Baixo,DGT
PT.GN.115921,Cristelo,DGT
PT.GN.115922,Paredes,DGT
PT.GN.115923,Bodiosa Nova,DGT
PT.GN.115924,Travanca Grande,DGT
PT.GN.115925,Vouzela,DGT
PT.GN.115926,Nespereira,DGT
PT.GN.115927,Mosteiro,DGT
PT.GN.115928,Casal do Esporão,DGT
PT.GN.115929,Vila,DGT
PT.GN.115930,Travassos,DGT
PT.GN.115931,Moçâmedes,DGT
PT.GN.115932,Fataunços,DGT
PT.GN.115933,Pinheiro de Lafões,DGT
PT.GN.115934,Ferreiros,DGT
PT.GN.115935,Bodiosa Velha,DGT
PT.GN.115936,Oliveira de Frades,DGT
PT.GN.115937,Vale da Rama,DGT
PT.GN.115938,Calvos,DGT
PT.GN.115939,Travanca,DGT
PT.GN.115940,Almeida,DGT
PT.GN.115941,Souto de Lafões,DGT
PT.GN.115942,Folgosa,DGT
PT.GN.115943,Arcozelo das Maias,DGT
PT.GN.115944,Sever do Vouga,DGT
PT.GN.115945,Freches,DGT
PT.GN.115946,Cerejo,DGT
PT.GN.115947,Casal,DGT
PT.GN.115948,Santa Cruz,DGT
PT.GN.115949,Contige,DGT
PT.GN.115950,Vila Chã,DGT
PT.GN.115951,Rua de Salreu,DGT
PT.GN.115952,Murtosa,DGT
PT.GN.115953,Casal Goso,DGT
PT.GN.115954,Paçô,DGT
PT.GN.115955,Albergaria-a-Nova,DGT
PT.GN.115956,Boavista,DGT
PT.GN.115957,Termas,DGT
PT.GN.115958,Moreira,DGT
PT.GN.115959,Casaldelo,DGT
PT.GN.115960,Ervas Tenras,DGT
PT.GN.115961,Porcelhe,DGT
PT.GN.115962,Porto de Baixo,DGT
PT.GN.115963,Quinta do Porto,DGT
PT.GN.115964,Couto,DGT
PT.GN.115965,Adou,DGT
PT.GN.115966,Casal,DGT
PT.GN.115967,Pedrosas,DGT
PT.GN.115968,Ribeiro da Ladeira,DGT
PT.GN.115969,Fráguas,DGT
PT.GN.115970,Gomiei,DGT
PT.GN.115971,Sátão,DGT
PT.GN.115972,Soutelo,DGT
PT.GN.115973,Bertelhe,DGT
PT.GN.115974,Lages,DGT
PT.GN.115975,Campinos,DGT
PT.GN.115976,Malta,DGT
PT.GN.115977,Bigas,DGT
PT.GN.115978,Muxós,DGT
PT.GN.115979,Cabeças,DGT
PT.GN.115980,Drizes,DGT
PT.GN.115981,Galifonge,DGT
PT.GN.115982,Agra,DGT
PT.GN.115983,Souropires,DGT
PT.GN.115984,Nespereira de Cima,DGT
PT.GN.115985,Nelas,DGT
PT.GN.115986,Igreja,DGT
PT.GN.115987,Meã,DGT
PT.GN.115988,Mioma,DGT
PT.GN.115989,Santa Luzia,DGT
PT.GN.115990,Mundo Novo,DGT
PT.GN.115991,Monte,DGT
PT.GN.115992,Arcozelo,DGT
PT.GN.115993,Olas,DGT
PT.GN.115994,Casaldima,DGT
PT.GN.115995,Santa Luzia,DGT
PT.GN.115996,Castelões,DGT
PT.GN.115997,Tojal,DGT
PT.GN.115998,Avelal,DGT
PT.GN.115999,Laginhas,DGT
PT.GN.116000,Decermilo,DGT
PT.GN.116001,Valadares,DGT
PT.GN.116002,Nespereira de Baixo,DGT
PT.GN.116003,Ansiães,DGT
PT.GN.116004,Feiteira,DGT
PT.GN.116005,Rocas,DGT
PT.GN.116006,Póvoa de Baixo,DGT
PT.GN.116007,Douro Calvo,DGT
PT.GN.116008,São Pedro do Sul,DGT
PT.GN.116009,Póvoa,DGT
PT.GN.116010,Torreira,DGT
PT.GN.116011,Rãs,DGT
PT.GN.116012,Sanfins,DGT
PT.GN.116013,Telhadela,DGT
PT.GN.116014,Póvoa do Concelho,DGT
PT.GN.116015,Tamanhos,DGT
PT.GN.116016,Bunheiro,DGT
PT.GN.116017,Almargem,DGT
PT.GN.116018,Afonsim,DGT
PT.GN.116019,Barroca,DGT
PT.GN.116020,Malpartida,DGT
PT.GN.116021,Estarreja,DGT
PT.GN.116022,Estrada,DGT
PT.GN.116023,Covelo,DGT
PT.GN.116024,Barreiro de Além,DGT
PT.GN.116025,Eiras,DGT
PT.GN.116026,Campo,DGT
PT.GN.116027,Póvoa de Cima,DGT
PT.GN.116028,Bordonhos,DGT
PT.GN.116029,Pala,DGT
PT.GN.116030,Fundo de Vila,DGT
PT.GN.116031,Pouves,DGT
PT.GN.116032,Calvário,DGT
PT.GN.116033,Santo Amaro,DGT
PT.GN.116034,Barreiro de Cima,DGT
PT.GN.116035,Parada,DGT
PT.GN.116036,Vilar do Monte,DGT
PT.GN.116037,Ribeira de Lourosa,DGT
PT.GN.116038,Pinhel,DGT
PT.GN.116039,Trancoso,DGT
PT.GN.116040,Lousadela,DGT
PT.GN.116041,Lourosa da Trapa,DGT
PT.GN.116042,Pinheiro da Bemposta,DGT
PT.GN.116043,Beduído,DGT
PT.GN.116044,Calde,DGT
PT.GN.116045,São Joane,DGT
PT.GN.116046,Conlela,DGT
PT.GN.116047,Canedo de Além,DGT
PT.GN.116048,Carvalhais,DGT
PT.GN.116049,Graciosa,DGT
PT.GN.116050,Alviães,DGT
PT.GN.116051,Valbom,DGT
PT.GN.116052,Souto Mau,DGT
PT.GN.116053,Vale Madeiros de Além,DGT
PT.GN.116054,Quinta das Lameiras,DGT
PT.GN.116055,Bolfeta,DGT
PT.GN.116056,Falcão,DGT
PT.GN.116057,Dornelas,DGT
PT.GN.116058,Estrada,DGT
PT.GN.116059,Canedo,DGT
PT.GN.116060,Nogueira,DGT
PT.GN.116061,Figueiredo de Baixo,DGT
PT.GN.116062,Formiga,DGT
PT.GN.116063,Campo de Arca,DGT
PT.GN.116064,Togilde,DGT
PT.GN.116065,Sardinha,DGT
PT.GN.116066,Arrota,DGT
PT.GN.116067,Lamas,DGT
PT.GN.116068,Cobertinha,DGT
PT.GN.116069,Monte de Cima,DGT
PT.GN.116070,Nespereira de Baixo,DGT
PT.GN.116071,Casal,DGT
PT.GN.116072,Rio de Mel,DGT
PT.GN.116073,Ervedoso,DGT
PT.GN.116074,Figueiredo de Cima,DGT
PT.GN.116075,Palmaz,DGT
PT.GN.116076,Sanguinhedo,DGT
PT.GN.116077,Bandeira,DGT
PT.GN.116078,Janardo e Vale do Lobo,DGT
PT.GN.116079,Igreja,DGT
PT.GN.116080,Tonce,DGT
PT.GN.116081,Agueiros,DGT
PT.GN.116082,Sá,DGT
PT.GN.116083,Areia,DGT
PT.GN.116084,Caniços,DGT
PT.GN.116085,Santa Eufémia,DGT
PT.GN.116086,Monte de Baixo,DGT
PT.GN.116087,Nespereira,DGT
PT.GN.116088,Quinta Nova,DGT
PT.GN.116089,Feital,DGT
PT.GN.116090,Lugar,DGT
PT.GN.116091,Vidigueira,DGT
PT.GN.116092,Rocomil,DGT
PT.GN.116093,Chão do Ferreiro,DGT
PT.GN.116094,Junqueira,DGT
PT.GN.116095,Congosta,DGT
PT.GN.116096,Ferreiros,DGT
PT.GN.116097,Clavel,DGT
PT.GN.116098,Areias de Gonde,DGT
PT.GN.116099,Besteiros,DGT
PT.GN.116100,Vila de Um Santo,DGT
PT.GN.116101,Castelo,DGT
PT.GN.116102,Chão de Além,DGT
PT.GN.116103,Damonde,DGT
PT.GN.116104,Queiriga,DGT
PT.GN.116105,Outeiro de Paredes,DGT
PT.GN.116106,Saltadouro,DGT
PT.GN.116107,Aldeia,DGT
PT.GN.116108,Mato,DGT
PT.GN.116109,Outeiro do Loureiro,DGT
PT.GN.116110,Reigada,DGT
PT.GN.116111,Casal,DGT
PT.GN.116112,Valada,DGT
PT.GN.116113,Loureiro,DGT
PT.GN.116114,Rio de Mel,DGT
PT.GN.116115,Santo André,DGT
PT.GN.116116,Merlães,DGT
PT.GN.116117,Rego de Arada,DGT
PT.GN.116118,Aguiar da Beira,DGT
PT.GN.116119,Adães,DGT
PT.GN.116120,Estrada,DGT
PT.GN.116121,Cartim,DGT
PT.GN.116122,Ladreda,DGT
PT.GN.116123,Póvoa,DGT
PT.GN.116124,Rua Nova,DGT
PT.GN.116125,Seixo,DGT
PT.GN.116126,Sobral,DGT
PT.GN.116127,Oliveira,DGT
PT.GN.116128,Póvoa,DGT
PT.GN.116129,Alvão,DGT
PT.GN.116130,Cabril,DGT
PT.GN.116131,São João de Válega,DGT
PT.GN.116132,Aldeia Nova,DGT
PT.GN.116133,Arcas,DGT
PT.GN.116134,Seisco,DGT
PT.GN.116135,Serrado,DGT
PT.GN.116136,Marinha,DGT
PT.GN.116137,Macieira do Loureiro,DGT
PT.GN.116138,Cótimos,DGT
PT.GN.116139,Água Levada e Macieira,DGT
PT.GN.116140,Sargaçal,DGT
PT.GN.116141,Irijó,DGT
PT.GN.116142,São Pedro de Castelões,DGT
PT.GN.116143,Ouriçosa,DGT
PT.GN.116144,Vermiosa,DGT
PT.GN.116145,Regedoura,DGT
PT.GN.116146,Moita,DGT
PT.GN.116147,Vilar Torpim,DGT
PT.GN.116148,Reboleiro,DGT
PT.GN.116149,Mamouros,DGT
PT.GN.116150,Lomba,DGT
PT.GN.116151,Cunha,DGT
PT.GN.116152,Casal,DGT
PT.GN.116153,Quinta da Alagôa,DGT
PT.GN.116154,Pinheiro de Baixo,DGT
PT.GN.116155,Muna,DGT
PT.GN.116156,Varzielas,DGT
PT.GN.116157,Gafanha da Boavista,DGT
PT.GN.116158,Costa do Valado,DGT
PT.GN.116159,Gafanha do Carmo,DGT
PT.GN.116160,Requeixo,DGT
PT.GN.116161,Cubos,DGT
PT.GN.116162,Giesteira,DGT
PT.GN.116163,Abóboda,DGT
PT.GN.116164,Travassô,DGT
PT.GN.116165,Freineda,DGT
PT.GN.116166,Cortiçô da Serra,DGT
PT.GN.116167,Póvoa da Catarina,DGT
PT.GN.116168,Oliveira de Barreiros,DGT
PT.GN.116169,Rapoula,DGT
PT.GN.116170,Taipa,DGT
PT.GN.116171,Quinta do Picado,DGT
PT.GN.116172,Granja de Baixo,DGT
PT.GN.116173,Gândara,DGT
PT.GN.116174,Ançada,DGT
PT.GN.116175,Guimarães de Tavares,DGT
PT.GN.116176,Mangualde,DGT
PT.GN.116177,Carcavelos,DGT
PT.GN.116178,Eirol,DGT
PT.GN.116179,Fontinha,DGT
PT.GN.116180,Paranho,DGT
PT.GN.116181,Maçoida,DGT
PT.GN.116182,Pínzio,DGT
PT.GN.116183,Oliveirinha,DGT
PT.GN.116184,Fail,DGT
PT.GN.116185,Picoto,DGT
PT.GN.116186,Real de Farminhão,DGT
PT.GN.116187,Gafanha d'Aquém,DGT
PT.GN.116188,Verdugal,DGT
PT.GN.116189,Porto da Carne,DGT
PT.GN.116190,Segadães,DGT
PT.GN.116191,Aradas,DGT
PT.GN.116192,Bom Sucesso,DGT
PT.GN.116193,Torre de Tavares,DGT
PT.GN.116194,Fetais da Serra,DGT
PT.GN.116195,Vila Cortês do Mondego,DGT
PT.GN.116196,Vila Chã de Sá,DGT
PT.GN.116197,São Bernardo,DGT
PT.GN.116198,Vilela,DGT
PT.GN.116199,Rebordinho,DGT
PT.GN.116200,São Sebastião,DGT
PT.GN.116201,Mourisca,DGT
PT.GN.116202,Tragos,DGT
PT.GN.116203,São Cosmado,DGT
PT.GN.116204,Trofa do Vouga,DGT
PT.GN.116205,Freixiosa,DGT
PT.GN.116206,Paranho,DGT
PT.GN.116207,São João de Lourosa,DGT
PT.GN.116208,Lourosa de Baixo,DGT
PT.GN.116209,Gafanha da Encarnação,DGT
PT.GN.116210,Moita,DGT
PT.GN.116211,Crastovães,DGT
PT.GN.116212,Vilar Formoso,DGT
PT.GN.116213,Costa Nova do Prado,DGT
PT.GN.116214,Teivas,DGT
PT.GN.116215,Pêra do Moço,DGT
PT.GN.116216,Farminhão,DGT
PT.GN.116217,Calvães,DGT
PT.GN.116218,Gorgolão,DGT
PT.GN.116219,Casas do Soeiro,DGT
PT.GN.116220,Tabosa,DGT
PT.GN.116221,Horta,DGT
PT.GN.116222,Colónia Agrícola,DGT
PT.GN.116223,Pinheiro,DGT
PT.GN.116224,Curvaceira,DGT
PT.GN.116225,Fornos de Algodres,DGT
PT.GN.116226,Vila Cova de Tavares,DGT
PT.GN.116227,Fontes,DGT
PT.GN.116228,Roda,DGT
PT.GN.116229,Verdemilho,DGT
PT.GN.116230,Vila Garcia,DGT
PT.GN.116231,Caparrosa,DGT
PT.GN.116232,Lourosa de Cima,DGT
PT.GN.116233,Santo André,DGT
PT.GN.116234,Celorico da Beira,DGT
PT.GN.116235,Ameal,DGT
PT.GN.116236,Chãs de Tavares,DGT
PT.GN.116237,Cumieira,DGT
PT.GN.116238,Coimbrões,DGT
PT.GN.116239,Canedo do Chão,DGT
PT.GN.116240,Fragosela de Cima,DGT
PT.GN.116241,Espadanal,DGT
PT.GN.116242,São João de Loure,DGT
PT.GN.116243,Sol Posto,DGT
PT.GN.116244,A-dos-Ferreiros-de-Cima,DGT
PT.GN.116245,Eixo,DGT
PT.GN.116246,Pedaçães,DGT
PT.GN.116247,Fagilde,DGT
PT.GN.116248,Azurva,DGT
PT.GN.116249,Cabanões de Baixo,DGT
PT.GN.116250,Salgueiral,DGT
PT.GN.116251,Beduido,DGT
PT.GN.116252,Azenhas de Baixo,DGT
PT.GN.116253,Lajeosa do Mondego,DGT
PT.GN.116254,Várzea,DGT
PT.GN.116255,Oliveira,DGT
PT.GN.116256,Fragosela de Baixo,DGT
PT.GN.116257,Praia da Barra,DGT
PT.GN.116258,Aveiro,DGT
PT.GN.116259,Figueiró da Granja,DGT
PT.GN.116260,Paus,DGT
PT.GN.116261,Travanca de Tavares,DGT
PT.GN.116262,Alagoas,DGT
PT.GN.116263,Prime,DGT
PT.GN.116264,Repeses,DGT
PT.GN.116265,Carqueijal,DGT
PT.GN.116266,Lamas do Vouga,DGT
PT.GN.116267,Germil,DGT
PT.GN.116268,Caçador,DGT
PT.GN.116269,Lages de Ranhados,DGT
PT.GN.116270,Ratoeira,DGT
PT.GN.116271,Fial,DGT
PT.GN.116272,Gafanha da Nazaré,DGT
PT.GN.116273,Paradinha,DGT
PT.GN.116274,Routar,DGT
PT.GN.116275,Torre,DGT
PT.GN.116276,Loure,DGT
PT.GN.116277,Alto Caçador,DGT
PT.GN.116278,Ranhados,DGT
PT.GN.116279,Açores,DGT
PT.GN.116280,Chãos,DGT
PT.GN.116281,Portela,DGT
PT.GN.116282,Pinheiro,DGT
PT.GN.116283,Tarva,DGT
PT.GN.116284,Viso Sul,DGT
PT.GN.116285,Aldeia Rica,DGT
PT.GN.116286,Póvoa de Medronhosa,DGT
PT.GN.116287,Esgueira,DGT
PT.GN.116288,Mosteirinho,DGT
PT.GN.116289,Barbeita,DGT
PT.GN.116290,Póvoa de Sobrinhos,DGT
PT.GN.116291,Redonda,DGT
PT.GN.116292,Taboeira,DGT
PT.GN.116293,Tondelinha,DGT
PT.GN.116294,São Salvador,DGT
PT.GN.116295,Vila Chã do Monte,DGT
PT.GN.116296,Encoberta,DGT
PT.GN.116297,Viso Norte,DGT
PT.GN.116298,Vilar de Ordem,DGT
PT.GN.116299,Canelas,DGT
PT.GN.116300,Sá,DGT
PT.GN.116301,Roligo,DGT
PT.GN.116302,Costa,DGT
PT.GN.116303,Seixal,DGT
PT.GN.116304,Comprido,DGT
PT.GN.116305,Pedras,DGT
PT.GN.116306,Palhaça,DGT
PT.GN.116307,Garrola,DGT
PT.GN.116308,Vila da Ponte,DGT
PT.GN.116309,Barreiros,DGT
PT.GN.116310,Vila Pouca,DGT
PT.GN.116311,Pêra Velha,DGT
PT.GN.116312,Romariz,DGT
PT.GN.116313,Penso,DGT
PT.GN.116314,Baganha,DGT
PT.GN.116315,Monte,DGT
PT.GN.116316,Santa Maria da Feira,DGT
PT.GN.116317,Areeiro,DGT
PT.GN.116318,Naia,DGT
PT.GN.116319,Lourido,DGT
PT.GN.116320,Urrô,DGT
PT.GN.116321,Burgo,DGT
PT.GN.116322,Barracão,DGT
PT.GN.116323,Alagoas,DGT
PT.GN.116324,Aldeia,DGT
PT.GN.116325,Espargo de Baixo,DGT
PT.GN.116326,Carvalhal,DGT
PT.GN.116327,Mamoa,DGT
PT.GN.116328,Estrada,DGT
PT.GN.116329,Arouca,DGT
PT.GN.116330,Parada de Ester,DGT
PT.GN.116331,Vila,DGT
PT.GN.116332,Godinha,DGT
PT.GN.116333,Gândara,DGT
PT.GN.116334,Caria,DGT
PT.GN.116335,Gestosa,DGT
PT.GN.116336,Monte,DGT
PT.GN.116337,Gandara,DGT
PT.GN.116338,Nadais,DGT
PT.GN.116339,Carvalhosa,DGT
PT.GN.116340,Aveloso,DGT
PT.GN.116341,Parada,DGT
PT.GN.116342,Meia Légua,DGT
PT.GN.116343,Ordem,DGT
PT.GN.116344,Freixinho,DGT
PT.GN.116345,Boavista,DGT
PT.GN.116346,Fafião,DGT
PT.GN.116347,Beselga,DGT
PT.GN.116348,Antas,DGT
PT.GN.116349,Cortegaça,DGT
PT.GN.116350,Seixo,DGT
PT.GN.116351,Inha,DGT
PT.GN.116352,Praia de Cortegaça,DGT
PT.GN.116353,Rua,DGT
PT.GN.116354,Malaposta,DGT
PT.GN.116355,Monte,DGT
PT.GN.116356,Rodelo,DGT
PT.GN.116357,Picão,DGT
PT.GN.116358,Vilar de Amargo,DGT
PT.GN.116359,Ferreirim,DGT
PT.GN.116360,Gavinho,DGT
PT.GN.116361,Cabeçais,DGT
PT.GN.116362,Ver,DGT
PT.GN.116363,Monte Mourão,DGT
PT.GN.116364,Vide,DGT
PT.GN.116365,Outeiro de Gatos,DGT
PT.GN.116366,Camboa,DGT
PT.GN.116367,Oliveira,DGT
PT.GN.116368,Matosinhos de Baixo,DGT
PT.GN.116369,Cavadas,DGT
PT.GN.116370,Duas Igrejas,DGT
PT.GN.116371,Santa Comba,DGT
PT.GN.116372,São João de Ver,DGT
PT.GN.116373,Escalhão,DGT
PT.GN.116374,Porto da Nave,DGT
PT.GN.116375,Quintãs,DGT
PT.GN.116376,Rio Meão,DGT
PT.GN.116377,Praia,DGT
PT.GN.116378,Campo Grande,DGT
PT.GN.116379,Algodres,DGT
PT.GN.116380,Parameira,DGT
PT.GN.116381,Vinha,DGT
PT.GN.116382,Turquia,DGT
PT.GN.116383,Caldas de  São Jorge,DGT
PT.GN.116384,Colo de Pito,DGT
PT.GN.116385,Torre,DGT
PT.GN.116386,Mosteirô,DGT
PT.GN.116387,Agueiro de Baixo,DGT
PT.GN.116388,Belece,DGT
PT.GN.116389,Agueiro de Cima,DGT
PT.GN.116390,Longroiva,DGT
PT.GN.116391,Meda,DGT
PT.GN.116392,Fonte Arcada,DGT
PT.GN.116393,Canelas de Cima,DGT
PT.GN.116394,Chosendo,DGT
PT.GN.116395,Gondesende,DGT
PT.GN.116396,Cedofeita,DGT
PT.GN.116397,Arcozelo da Torre,DGT
PT.GN.116398,Gândara,DGT
PT.GN.116399,Casaldaça,DGT
PT.GN.116400,Paços de Brandão,DGT
PT.GN.116401,Pade,DGT
PT.GN.116402,Convento,DGT
PT.GN.116403,Pena,DGT
PT.GN.116404,Arcozelo do Cabo,DGT
PT.GN.116405,Paramos,DGT
PT.GN.116406,Parada,DGT
PT.GN.116407,Vila Chã do Monte,DGT
PT.GN.116408,Louredinho,DGT
PT.GN.116409,Fornos,DGT
PT.GN.116410,Santa Maria de Lamas,DGT
PT.GN.116411,São Vicente,DGT
PT.GN.116412,Vilar,DGT
PT.GN.116413,Moimenta da Beira,DGT
PT.GN.116414,Eido,DGT
PT.GN.116415,Lobão,DGT
PT.GN.116416,Leomil,DGT
PT.GN.116417,Lourosa,DGT
PT.GN.116418,Fiães,DGT
PT.GN.116419,Silvalde,DGT
PT.GN.116420,Baldos,DGT
PT.GN.116421,São Paio de Oleiros,DGT
PT.GN.116422,Azevedo,DGT
PT.GN.116423,Casal,DGT
PT.GN.116424,Penedono,DGT
PT.GN.116425,Outeiro,DGT
PT.GN.116426,Chãs,DGT
PT.GN.116427,Alto de Fornos,DGT
PT.GN.116428,São João de Tarouca,DGT
PT.GN.116429,Beira,DGT
PT.GN.116430,Ranhados,DGT
PT.GN.116431,Castainço,DGT
