gml_id,text,sourceOfNa
PT.GN.113863,Atouguia da Baleia,DGT
PT.GN.113864,Pombalinho,DGT
PT.GN.113865,Sancheira Grande,DGT
PT.GN.113866,Coimbra,DGT
PT.GN.113867,Casal Centeio,DGT
PT.GN.113868,Azinhaga,DGT
PT.GN.113869,Casais Brancos,DGT
PT.GN.113870,A-da-Gorda,DGT
PT.GN.113871,Sancheira Pequena,DGT
PT.GN.113872,Bemposta,DGT
PT.GN.113873,Vale de Arco,DGT
PT.GN.113874,Amoreira,DGT
PT.GN.113875,Rabaceira,DGT
PT.GN.113876,Casais da Capeleira,DGT
PT.GN.113877,Foros do Colão,DGT
PT.GN.113878,Casal do Rei,DGT
PT.GN.113879,Sobral da Lagoa,DGT
PT.GN.113880,São Gregório da Fanadia,DGT
PT.GN.113881,Chamusca,DGT
PT.GN.113882,Tremês,DGT
PT.GN.113883,Ribeirinha,DGT
PT.GN.113884,Pinhal,DGT
PT.GN.113885,Comeiras de Baixo,DGT
PT.GN.113886,Póvoas,DGT
PT.GN.113887,Alagoa,DGT
PT.GN.113888,Óbidos,DGT
PT.GN.113889,Alto da Serra,DGT
PT.GN.113890,Casais de Ameia,DGT
PT.GN.113891,Repolho,DGT
PT.GN.113892,Sobral,DGT
PT.GN.113893,Fonte da Bica,DGT
PT.GN.113894,Peniche,DGT
PT.GN.113895,Ribeira de Fráguas,DGT
PT.GN.113896,Fanadia,DGT
PT.GN.113897,Ferrel,DGT
PT.GN.113898,São Sebastião,DGT
PT.GN.113899,Outeiro de Fora,DGT
PT.GN.113900,São Bartolomeu,DGT
PT.GN.113901,Gaeiras,DGT
PT.GN.113902,Fráguas,DGT
PT.GN.113903,Carregal,DGT
PT.GN.113904,Portagem,DGT
PT.GN.113905,Arelho,DGT
PT.GN.113906,Pernes,DGT
PT.GN.113907,Trás do Outeiro,DGT
PT.GN.113908,Aldeia da Ribeira,DGT
PT.GN.113909,Bairro,DGT
PT.GN.113910,Pinheiro Grande,DGT
PT.GN.113911,Marvão,DGT
PT.GN.113912,Lagoa Parceira,DGT
PT.GN.113913,Ninho D'Águia,DGT
PT.GN.113914,Várzeas,DGT
PT.GN.113915,Golegã,DGT
PT.GN.113916,Vale do Carro,DGT
PT.GN.113917,Alcanede,DGT
PT.GN.113918,Póvoa das Mós,DGT
PT.GN.113919,Frei Domingos,DGT
PT.GN.113920,Imaginário,DGT
PT.GN.113921,Moita do Gavião,DGT
PT.GN.113922,Gáfete,DGT
PT.GN.113923,Castelo de Vide,DGT
PT.GN.113924,Aldeia de Além,DGT
PT.GN.113925,Santo António das Areias,DGT
PT.GN.113926,Casal Novo,DGT
PT.GN.113927,Nadadouro,DGT
PT.GN.113928,Alpalhão,DGT
PT.GN.113929,Caldas da Rainha,DGT
PT.GN.113930,Carregueira,DGT
PT.GN.113931,Casais da Serralheira,DGT
PT.GN.113932,Tolosa,DGT
PT.GN.113933,Benedita,DGT
PT.GN.113934,Casais da Ponte,DGT
PT.GN.113935,Malhou,DGT
PT.GN.113936,Casais de S. Jacinto,DGT
PT.GN.113937,Coto,DGT
PT.GN.113938,Candeeiros,DGT
PT.GN.113939,Mosteiros,DGT
PT.GN.113940,Alqueidão do Mato,DGT
PT.GN.113941,Portela,DGT
PT.GN.113942,Trabalhias,DGT
PT.GN.113943,Salir de Matos,DGT
PT.GN.113944,Relvas,DGT
PT.GN.113945,Casal do Carvalho,DGT
PT.GN.113946,Foz do Arelho,DGT
PT.GN.113947,Casal da Marinha,DGT
PT.GN.113948,Campo,DGT
PT.GN.113949,Malpique,DGT
PT.GN.113950,Crucifixo,DGT
PT.GN.113951,Lagoa do Frei João,DGT
PT.GN.113952,Freires,DGT
PT.GN.113953,Casal da Estrada,DGT
PT.GN.113954,Riachos,DGT
PT.GN.113955,Moita do Poço,DGT
PT.GN.113956,Aldeia de Santa Margarida,DGT
PT.GN.113957,Tornada,DGT
PT.GN.113958,Santa Catarina,DGT
PT.GN.113959,Beirã,DGT
PT.GN.113960,Parceiros de São João,DGT
PT.GN.113961,Amiais de Cima,DGT
PT.GN.113962,Coalhos,DGT
PT.GN.113963,Concavada,DGT
PT.GN.113964,Tramagal,DGT
PT.GN.113965,Orjo,DGT
PT.GN.113966,Charneca do Rio Seco,DGT
PT.GN.113967,Parceiros de Igreja,DGT
PT.GN.113968,Vila Nova da Barquinha,DGT
PT.GN.113969,Areias,DGT
PT.GN.113970,Costa Brava,DGT
PT.GN.113971,Ribeira do Fernando,DGT
PT.GN.113972,Arrepiado,DGT
PT.GN.113973,Alcanena,DGT
PT.GN.113974,Casais Castelos,DGT
PT.GN.113975,Pego,DGT
PT.GN.113976,Portela,DGT
PT.GN.113977,Botequim,DGT
PT.GN.113978,Reguengo da Parada,DGT
PT.GN.113979,Tancos,DGT
PT.GN.113980,Valverde,DGT
PT.GN.113981,Casa Branca,DGT
PT.GN.113982,Casais Romeiros,DGT
PT.GN.113983,Chão da Parada,DGT
PT.GN.113984,Entroncamento,DGT
PT.GN.113985,Monsanto,DGT
PT.GN.113986,Praia do Ribatejo,DGT
PT.GN.113987,Gavião,DGT
PT.GN.113988,Turquel,DGT
PT.GN.113989,Alvega,DGT
PT.GN.113990,Cardal,DGT
PT.GN.113991,Mouraria,DGT
PT.GN.113992,Marruas,DGT
PT.GN.113993,Moita do Norte,DGT
PT.GN.113994,Liteiros,DGT
PT.GN.113995,Carvalhal,DGT
PT.GN.113996,Vila Moreira,DGT
PT.GN.113997,Abrantes,DGT
PT.GN.113998,Casal Garcia Mogo,DGT
PT.GN.113999,Constância-Sul,DGT
PT.GN.114000,Meia Via,DGT
PT.GN.114001,Madeiras,DGT
PT.GN.114002,Alferrarede Velha,DGT
PT.GN.114003,Rio de Moinhos,DGT
PT.GN.114004,Gouxaria,DGT
PT.GN.114005,Atalaia,DGT
PT.GN.114006,Torres Novas,DGT
PT.GN.114007,Cabeça Veada,DGT
PT.GN.114008,Vale do Paraíso,DGT
PT.GN.114009,Feitosa,DGT
PT.GN.114010,Zibreira,DGT
PT.GN.114011,Arez,DGT
PT.GN.114012,Montalvo,DGT
PT.GN.114013,Ortiga,DGT
PT.GN.114014,Redondas,DGT
PT.GN.114015,Constância,DGT
PT.GN.114016,Abrançalha de Cima,DGT
PT.GN.114017,Amoreira,DGT
PT.GN.114018,Roda Grande,DGT
PT.GN.114019,Roda Pequena,DGT
PT.GN.114020,Ardido,DGT
PT.GN.114021,Belver,DGT
PT.GN.114022,Moitas Venda,DGT
PT.GN.114023,Cadarroeira,DGT
PT.GN.114024,Casal da Agreireira,DGT
PT.GN.114025,Mouriscas,DGT
PT.GN.114026,Casal da Ponte,DGT
PT.GN.114027,Casais da Charneca,DGT
PT.GN.114028,Mendiga,DGT
PT.GN.114029,Casais de Revelhos,DGT
PT.GN.114030,Salir do Porto,DGT
PT.GN.114031,Casal da Macalhona,DGT
PT.GN.114032,Gateiras,DGT
PT.GN.114033,Casais Robustos,DGT
PT.GN.114034,Casal do Pardo,DGT
PT.GN.114035,Alfeizerão,DGT
PT.GN.114036,Junqueira,DGT
PT.GN.114037,Argea,DGT
PT.GN.114038,Amieira do Tejo,DGT
PT.GN.114039,Minde,DGT
PT.GN.114040,Casal do Jorge Dias,DGT
PT.GN.114041,Nossa Senhora da Graça de Póvoa e Meadas,DGT
PT.GN.114042,Nicho do Rodrigo,DGT
PT.GN.114043,São Martinho do Porto,DGT
PT.GN.114044,Nisa,DGT
PT.GN.114045,Marinha,DGT
PT.GN.114046,Molianos,DGT
PT.GN.114047,Genrinhas,DGT
PT.GN.114048,Linhaceira,DGT
PT.GN.114049,Évora de Alcobaça,DGT
PT.GN.114050,Charneca da Peralva,DGT
PT.GN.114051,Lamarosa,DGT
PT.GN.114052,Casal Marques,DGT
PT.GN.114053,Casal do Abegão,DGT
PT.GN.114054,Sentieiras,DGT
PT.GN.114055,Zambujeira,DGT
PT.GN.114056,Feteira,DGT
PT.GN.114057,Alcorriol,DGT
PT.GN.114058,Murteira,DGT
PT.GN.114059,Asseiceira,DGT
PT.GN.114060,Covas de Mendalvo,DGT
PT.GN.114061,Cabeça das Mós,DGT
PT.GN.114062,Mendalvo,DGT
PT.GN.114063,Casais do Chão,DGT
PT.GN.114064,Bica,DGT
PT.GN.114065,São José das Matas,DGT
PT.GN.114066,Casal da Carreira,DGT
PT.GN.114067,Covão do Coelho,DGT
PT.GN.114068,Capuchos,DGT
PT.GN.114069,Carrazede,DGT
PT.GN.114070,Casal do Pereiro,DGT
PT.GN.114071,Martinchel,DGT
PT.GN.114072,Famalicão,DGT
PT.GN.114073,Curvaceiras,DGT
PT.GN.114074,Sardoal,DGT
PT.GN.114075,Penhascoso,DGT
PT.GN.114076,Pé de Cão,DGT
PT.GN.114077,Cela Nova,DGT
PT.GN.114078,Vargos,DGT
PT.GN.114079,Vale Alto,DGT
PT.GN.114080,Casal de Deus,DGT
PT.GN.114081,Mira de Aire,DGT
PT.GN.114082,Ataíja de Baixo,DGT
PT.GN.114083,Santa Cita,DGT
PT.GN.114084,Chiqueda,DGT
PT.GN.114085,Quinta do Falcão,DGT
PT.GN.114086,Castelo do Bode,DGT
PT.GN.114087,Delongo,DGT
PT.GN.114088,Mação,DGT
PT.GN.114089,Carvalhal,DGT
PT.GN.114090,Rendufas,DGT
PT.GN.114091,Alvados,DGT
PT.GN.114092,Andreu,DGT
PT.GN.114093,Serro Ventoso,DGT
PT.GN.114094,Ganilhos,DGT
PT.GN.114095,Lameira,DGT
PT.GN.114096,Alcobaça,DGT
PT.GN.114097,Quinta Nova,DGT
PT.GN.114098,Vestiaria,DGT
PT.GN.114099,Casais de Baixo,DGT
PT.GN.114100,Cela Velha,DGT
PT.GN.114101,Ataíja de Cima,DGT
PT.GN.114102,Charneca do Maxial,DGT
PT.GN.114103,Vila do Paço,DGT
PT.GN.114104,Bemposta,DGT
PT.GN.114105,Quinta Nova,DGT
PT.GN.114106,Cadoiço,DGT
PT.GN.114107,Outeiro Grande,DGT
PT.GN.114108,Bemposta,DGT
PT.GN.114109,Boavista,DGT
PT.GN.114110,Carvalhos de Figueiredo,DGT
PT.GN.114111,Casais de Santa Teresa,DGT
PT.GN.114112,Envendos,DGT
PT.GN.114113,Vale Florido,DGT
PT.GN.114114,Carvalhal,DGT
PT.GN.114115,Aljubarrota,DGT
PT.GN.114116,Fervença,DGT
PT.GN.114117,Alcaria,DGT
PT.GN.114118,Vale de São Domingos,DGT
PT.GN.114119,Casal da Mota,DGT
PT.GN.114120,Carvalhal do Pombo,DGT
PT.GN.114121,Vales de Cima,DGT
PT.GN.114122,Cabeças,DGT
PT.GN.114123,Maxieira,DGT
PT.GN.114124,Casais da Igreja,DGT
PT.GN.114125,Cumieira de Baixo,DGT
PT.GN.114126,Porto da Lage,DGT
PT.GN.114127,Moreiras Grandes,DGT
PT.GN.114128,Ribeira de Cima,DGT
PT.GN.114129,Boleiros,DGT
PT.GN.114130,Juncais de Cima,DGT
PT.GN.114131,Maiorga,DGT
PT.GN.114132,Coito,DGT
PT.GN.114133,Cumeira de Cima,DGT
PT.GN.114134,Pereiro,DGT
PT.GN.114135,Cem Soldos,DGT
PT.GN.114136,Pedreiras,DGT
PT.GN.114137,Assentiz,DGT
PT.GN.114138,Valado de Frades,DGT
PT.GN.114139,Murteira,DGT
PT.GN.114140,Valdonas,DGT
PT.GN.114141,Casal da Luisa,DGT
PT.GN.114142,Valinho de Fátima,DGT
PT.GN.114143,Rio Alcaide,DGT
PT.GN.114144,Montalvão,DGT
PT.GN.114145,Bairro de São Miguel,DGT
PT.GN.114146,Cruz da Légua,DGT
PT.GN.114147,Corredoura,DGT
PT.GN.114148,Casais de Baixo,DGT
PT.GN.114149,Tremoceira,DGT
PT.GN.114150,Montelo,DGT
PT.GN.114151,Tomar,DGT
PT.GN.114152,Juncal,DGT
PT.GN.114153,Tourões,DGT
PT.GN.114154,Nazaré,DGT
PT.GN.114155,Porto de Mós,DGT
PT.GN.114156,Casais da Areia,DGT
PT.GN.114157,Chão de Codes,DGT
PT.GN.114158,Moitalina,DGT
PT.GN.114159,Carvalheiros,DGT
PT.GN.114160,Fonte dos Marcos,DGT
PT.GN.114161,Montes,DGT
PT.GN.114162,Carregueiros,DGT
PT.GN.114163,Alvito,DGT
PT.GN.114164,Lagoa do Furadouro,DGT
PT.GN.114165,Ribeira de Baixo,DGT
PT.GN.114166,Moita do Martinho,DGT
PT.GN.114167,Algaz,DGT
PT.GN.114168,Castanheiro,DGT
PT.GN.114169,Chão da Feira,DGT
PT.GN.114170,Calçadas,DGT
PT.GN.114171,Cabeceiras,DGT
PT.GN.114172,Casal da Estrada,DGT
PT.GN.114173,Alcanadas,DGT
PT.GN.114174,Vale da Perra,DGT
PT.GN.114175,Fonte de Oleiro,DGT
PT.GN.114176,Chão de Lopes,DGT
PT.GN.114177,Fátima,DGT
PT.GN.114178,Fratel,DGT
PT.GN.114179,Lapa Furada,DGT
PT.GN.114180,Fanhais,DGT
PT.GN.114181,Milreu,DGT
PT.GN.114182,Vilar de Prazeres,DGT
PT.GN.114183,Tojal de Cima,DGT
PT.GN.114184,Casal Novo,DGT
PT.GN.114185,Alpedriz,DGT
PT.GN.114186,Zambujal,DGT
PT.GN.114187,Toucinhos,DGT
PT.GN.114188,São Jorge,DGT
PT.GN.114189,Casal Novo,DGT
PT.GN.114190,Venda Nova,DGT
PT.GN.114191,São Simão,DGT
PT.GN.114192,Tojal de Baixo,DGT
PT.GN.114193,Vale de Ourém,DGT
PT.GN.114194,Calvaria de Cima,DGT
PT.GN.114195,Cela,DGT
PT.GN.114196,São Sebastião,DGT
PT.GN.114197,Reguengo do Fetal,DGT
PT.GN.114198,Quinta do Sobrado,DGT
PT.GN.114199,Alburitel,DGT
PT.GN.114200,Atouguia,DGT
PT.GN.114201,Brancas,DGT
PT.GN.114202,Perulheira,DGT
PT.GN.114203,Calvaria de Baixo,DGT
PT.GN.114204,Golfeiros,DGT
PT.GN.114205,Casal da Amieira,DGT
PT.GN.114206,Pataias-Gare,DGT
PT.GN.114207,Pêras Ruivas,DGT
PT.GN.114208,Melroeira,DGT
PT.GN.114209,Pinhel,DGT
PT.GN.114210,Casal do Relvas,DGT
PT.GN.114211,Casal do Quinta,DGT
PT.GN.114212,Póvoa,DGT
PT.GN.114213,Vila Velha de Ródão,DGT
PT.GN.114214,Loureira,DGT
PT.GN.114215,Ourém,DGT
PT.GN.114216,Torre,DGT
PT.GN.114217,Amêndoa,DGT
PT.GN.114218,Casal do Meio,DGT
PT.GN.114219,Valada,DGT
PT.GN.114220,Vila da Batalha,DGT
PT.GN.114221,Garruchas,DGT
PT.GN.114222,Torre,DGT
PT.GN.114223,Alva de Pataias,DGT
PT.GN.114224,Alcaidaria,DGT
PT.GN.114225,Casal dos Lobos,DGT
PT.GN.114226,Pinheiros,DGT
PT.GN.114227,Fontaínhas,DGT
PT.GN.114228,Perais,DGT
PT.GN.114229,Chainça,DGT
PT.GN.114230,Jardoeira,DGT
PT.GN.114231,Coroados,DGT
PT.GN.114232,Rio Seco,DGT
PT.GN.114233,Vale do Grou,DGT
PT.GN.114234,Pataias,DGT
PT.GN.114235,Suimo,DGT
PT.GN.114236,Casal do Arqueiro,DGT
PT.GN.114237,Vale Travesso,DGT
PT.GN.114238,Ulmeiro,DGT
PT.GN.114239,Casal do Marra,DGT
PT.GN.114240,Vale Salgueiro,DGT
PT.GN.114241,Maceirinha,DGT
PT.GN.114242,Casais dos Ledos,DGT
PT.GN.114243,A-do-Barbas,DGT
PT.GN.114244,Vila de Rei,DGT
PT.GN.114245,Seiça,DGT
PT.GN.114246,Faniqueira,DGT
PT.GN.114247,Pinheiro,DGT
PT.GN.114248,Vale Galego,DGT
PT.GN.114249,Malpica,DGT
PT.GN.114250,Areias,DGT
PT.GN.114251,Santo Antão,DGT
PT.GN.114252,Alviobeira,DGT
PT.GN.114253,Cristovãos,DGT
PT.GN.114254,Ferragia,DGT
PT.GN.114255,Arneiro,DGT
PT.GN.114256,Quinta da Sardinha,DGT
PT.GN.114257,Santa Catarina da Serra,DGT
PT.GN.114258,Reixida,DGT
PT.GN.114259,Cabiçalva,DGT
PT.GN.114260,Campos,DGT
PT.GN.114261,Maceira,DGT
PT.GN.114262,Gândara,DGT
PT.GN.114263,Martingança-Gare,DGT
PT.GN.114264,Fontes,DGT
PT.GN.114265,Cerca,DGT
PT.GN.114266,Arnal,DGT
PT.GN.114267,Cova Alta,DGT
PT.GN.114268,Bairro da Pocariça,DGT
PT.GN.114269,Martingança,DGT
PT.GN.114270,Jamprestes,DGT
PT.GN.114271,Ferreira do Zêzere,DGT
PT.GN.114272,Cardigos,DGT
PT.GN.114273,Soutaria,DGT
PT.GN.114274,Sobral,DGT
PT.GN.114275,Vale do Horto,DGT
PT.GN.114276,Barreira,DGT
PT.GN.114277,Chão da Serra,DGT
PT.GN.114278,Vale da Mua,DGT
PT.GN.114279,Venda,DGT
PT.GN.114280,Lameirinha,DGT
PT.GN.114281,Pocariça,DGT
PT.GN.114282,Cercal,DGT
PT.GN.114283,Cortes,DGT
PT.GN.114284,Alcogulhe de Cima,DGT
PT.GN.114285,Casais da Abadia,DGT
PT.GN.114286,Pinhal Verde,DGT
PT.GN.114287,Venda da Serra,DGT
PT.GN.114288,A-dos-Pretos,DGT
PT.GN.114289,Caxarias,DGT
PT.GN.114290,Casal dos Ferreiros,DGT
PT.GN.114291,Várzea,DGT
PT.GN.114292,Porto Velho,DGT
PT.GN.114293,Telheiro,DGT
PT.GN.114294,Alcogulhe,DGT
PT.GN.114295,Pedra do Altar,DGT
PT.GN.114296,Marta,DGT
PT.GN.114297,Vale Sumo,DGT
PT.GN.114298,Freixial,DGT
PT.GN.114299,Moita,DGT
PT.GN.114300,Codiceira,DGT
PT.GN.114301,Azóia,DGT
PT.GN.114302,Vale do Clérigo,DGT
PT.GN.114303,Calçadas,DGT
PT.GN.114304,Olival,DGT
PT.GN.114305,Mourã,DGT
PT.GN.114306,Cavalinhos,DGT
PT.GN.114307,Cardosos,DGT
PT.GN.114308,Zambujo,DGT
PT.GN.114309,Ponte Cavaleiro,DGT
PT.GN.114310,Pontes,DGT
PT.GN.114311,Canais,DGT
PT.GN.114312,Pisões,DGT
PT.GN.114313,Almogadel,DGT
PT.GN.114314,Parracheira,DGT
PT.GN.114315,Carvoeira,DGT
PT.GN.114316,Alfrivida,DGT
PT.GN.114317,Cavadinha,DGT
PT.GN.114318,Outeiro das Pereiras,DGT
PT.GN.114319,Fundada Silveira,DGT
PT.GN.114320,Sandoeira,DGT
PT.GN.114321,Chaveira,DGT
PT.GN.114322,Casal Vermelho,DGT
PT.GN.114323,Aldeia Nova,DGT
PT.GN.114324,Martinela,DGT
PT.GN.114325,Brogal,DGT
PT.GN.114326,Mata,DGT
PT.GN.114327,Vidigal,DGT
PT.GN.114328,Rio de Couros,DGT
PT.GN.114329,Óbidos,DGT
PT.GN.114330,Padrão,DGT
PT.GN.114331,Touria,DGT
PT.GN.114332,Rosmaninhal,DGT
PT.GN.114333,Casal do Ralha,DGT
PT.GN.114334,Amieirinha,DGT
PT.GN.114335,Vales de Cardigos,DGT
PT.GN.114336,Moitas,DGT
PT.GN.114337,Urqueira,DGT
PT.GN.114338,Ramalheira,DGT
PT.GN.114339,Ramalharia,DGT
PT.GN.114340,Caldelas,DGT
PT.GN.114341,Comeira,DGT
PT.GN.114342,Areias,DGT
PT.GN.114343,Freiria,DGT
PT.GN.114344,Tubaral,DGT
PT.GN.114345,Opeia,DGT
PT.GN.114346,Estação,DGT
PT.GN.114347,Casal da Cruz,DGT
PT.GN.114348,Ordem,DGT
PT.GN.114349,Casal de Malta,DGT
PT.GN.114350,Proença-a-Nova,DGT
PT.GN.114351,Vale de Santa Catarina,DGT
PT.GN.114352,Pereiro,DGT
PT.GN.114353,Pedra de Cima,DGT
PT.GN.114354,Leiria,DGT
PT.GN.114355,Cebolais de Cima,DGT
PT.GN.114356,Picheleiro,DGT
PT.GN.114357,Vale Sobreiro,DGT
PT.GN.114358,Albergaria,DGT
PT.GN.114359,Caranguejeira,DGT
PT.GN.114360,Aventeira,DGT
PT.GN.114361,Casal do Pinheiro,DGT
PT.GN.114362,Guarda Nova,DGT
PT.GN.114363,Vale Frade,DGT
PT.GN.114364,Sarnadas de Ródão,DGT
PT.GN.114365,Apariços,DGT
PT.GN.114366,Vale do Porco,DGT
PT.GN.114367,Embra,DGT
PT.GN.114368,Souto do Meio,DGT
PT.GN.114369,Carril,DGT
PT.GN.114370,Campo Amarelo,DGT
PT.GN.114371,Retaxo,DGT
PT.GN.114372,Moinhos da Barosa,DGT
PT.GN.114373,Marinha Grande,DGT
PT.GN.114374,Portela,DGT
PT.GN.114375,Carreira D'Água,DGT
PT.GN.114376,Valinho da Cruz,DGT
PT.GN.114377,Quinta dos Frades,DGT
PT.GN.114378,Várzea,DGT
PT.GN.114379,Sobreiro,DGT
PT.GN.114380,Pero Neto,DGT
PT.GN.114381,Palmeiria,DGT
PT.GN.114382,Barosa,DGT
PT.GN.114383,Gaeiras,DGT
PT.GN.114384,Casal Galego,DGT
PT.GN.114385,Cabeças Redondas,DGT
PT.GN.114386,S. Pedro de Moel,DGT
PT.GN.114387,Caxieira,DGT
PT.GN.114388,Freixianda,DGT
PT.GN.114389,Espite,DGT
PT.GN.114390,Boavista,DGT
PT.GN.114391,Sarzedinha,DGT
PT.GN.114392,Santa Eufémia,DGT
PT.GN.114393,Engenho,DGT
PT.GN.114394,Forno da Telha,DGT
PT.GN.114395,Bregieira,DGT
PT.GN.114396,Quintas do Sirol,DGT
PT.GN.114397,Cumieira,DGT
PT.GN.114398,Cova das Faias,DGT
PT.GN.114399,Abades,DGT
PT.GN.114400,Roda do Cabeço,DGT
PT.GN.114401,Cabaços,DGT
PT.GN.114402,Figueiras,DGT
PT.GN.114403,Santana,DGT
PT.GN.114404,Chao da Forca,DGT
PT.GN.114405,Ramal da Quintã,DGT
PT.GN.114406,Corgas,DGT
PT.GN.114407,Barreiro,DGT
PT.GN.114408,Sertã,DGT
PT.GN.114409,Cartaria,DGT
PT.GN.114410,Amor,DGT
PT.GN.114411,Agodim,DGT
PT.GN.114412,Vila Verde,DGT
PT.GN.114413,Riba D'Aves,DGT
PT.GN.114414,Crasto,DGT
PT.GN.114415,Lameiro da Lagoa,DGT
PT.GN.114416,Casal da Quinta,DGT
PT.GN.114417,Cernache do Bomjardim,DGT
PT.GN.114418,Santiais,DGT
PT.GN.114419,Piquete,DGT
PT.GN.114420,Canavieira,DGT
PT.GN.114421,Aveleira,DGT
PT.GN.114422,Alvaiázere,DGT
PT.GN.114423,Castelo Branco,DGT
PT.GN.114424,Arneiro,DGT
PT.GN.114425,Arneiros da Gafaria,DGT
PT.GN.114426,Estrada da Bouça,DGT
PT.GN.114427,Cabeçudo,DGT
PT.GN.114428,Carriço,DGT
PT.GN.114429,Gamanhos,DGT
PT.GN.114430,Barracão,DGT
PT.GN.114431,Codeceira Grande,DGT
PT.GN.114432,Confraria,DGT
PT.GN.114433,Ortigosa de Cima,DGT
PT.GN.114434,Texugueira,DGT
PT.GN.114435,Segura,DGT
PT.GN.114436,Carvalhal,DGT
PT.GN.114437,Carvalhos,DGT
PT.GN.114438,Lagoa,DGT
PT.GN.114439,Serra Porto d'Urso,DGT
PT.GN.114440,Rouba,DGT
PT.GN.114441,Conqueiros,DGT
PT.GN.114442,Ladoeiro,DGT
PT.GN.114443,Vermoil,DGT
PT.GN.114444,Bidoeira de Cima,DGT
PT.GN.114445,Casal,DGT
PT.GN.114446,Arega,DGT
PT.GN.114447,Santiago de Litém,DGT
PT.GN.114448,Barqueiro,DGT
PT.GN.114449,Covão,DGT
PT.GN.114450,Souto da Carpalhosa,DGT
PT.GN.114451,Zebreira,DGT
PT.GN.114452,Meirinhas,DGT
PT.GN.114453,Várzeas,DGT
PT.GN.114454,Chã de Cima,DGT
PT.GN.114455,Alto da Cruz,DGT
PT.GN.114456,Gândara de Aquém,DGT
PT.GN.114457,Monte Real,DGT
PT.GN.114458,Carvalhal,DGT
PT.GN.114459,Granja,DGT
PT.GN.114460,Arroteia,DGT
PT.GN.114461,Picoto,DGT
PT.GN.114462,Carvide,DGT
PT.GN.114463,Cabeça de S. Lourenço,DGT
PT.GN.114464,Outeiro da Ranha,DGT
PT.GN.114465,Casais da Bidoeira,DGT
PT.GN.114466,Lameiro,DGT
PT.GN.114467,Talhões,DGT
PT.GN.114468,Carnide de Cima,DGT
PT.GN.114469,Sourão,DGT
PT.GN.114470,Estremadouro,DGT
PT.GN.114471,Carreira,DGT
PT.GN.114472,Valeirão,DGT
PT.GN.114473,Boco,DGT
PT.GN.114474,Outeiro da Cruz,DGT
PT.GN.114475,Valdeira,DGT
PT.GN.114476,Vieira de Leiria,DGT
PT.GN.114477,Ranha de Baixo,DGT
PT.GN.114478,Sesmo,DGT
PT.GN.114479,Lavegadas,DGT
PT.GN.114480,Matos da Ranha,DGT
PT.GN.114481,Martim Godim,DGT
PT.GN.114482,Vila,DGT
PT.GN.114483,Passagem,DGT
PT.GN.114484,Carvalhais,DGT
PT.GN.114485,Praia da Vieira,DGT
PT.GN.114486,Montijos,DGT
PT.GN.114487,Escalos de Baixo,DGT
PT.GN.114488,Sismaria,DGT
PT.GN.114489,Ponte da Assamassa,DGT
PT.GN.114490,Matos,DGT
PT.GN.114491,Marinha do Engenho,DGT
PT.GN.114492,Vale Perneto,DGT
PT.GN.114493,Castelo,DGT
PT.GN.114494,Outeiro das Galegas,DGT
PT.GN.114495,Salvaterra do Extremo,DGT
PT.GN.114496,Loural,DGT
PT.GN.114497,Travasso,DGT
PT.GN.114498,Casalinho,DGT
PT.GN.114499,Salgueiro do Campo,DGT
PT.GN.114500,Prazo,DGT
PT.GN.114501,Olival das Lobas,DGT
PT.GN.114502,Chão de Couce,DGT
PT.GN.114503,Lezíria,DGT
PT.GN.114504,Aroeira,DGT
PT.GN.114505,Vale da Bajouca,DGT
PT.GN.114506,Coimbrão,DGT
PT.GN.114507,Mosteiro,DGT
PT.GN.114508,Bajouca de Cima,DGT
PT.GN.114509,Serôdio,DGT
PT.GN.114510,Ramalhais de Baixo,DGT
PT.GN.114511,Mata,DGT
PT.GN.114512,Chão do Ulmeiro,DGT
PT.GN.114513,Monte Redondo,DGT
PT.GN.114514,Mancos,DGT
PT.GN.114515,Almofala de Baixo,DGT
PT.GN.114516,Paço,DGT
PT.GN.114517,Flandes,DGT
PT.GN.114518,Bajouca,DGT
PT.GN.114519,Moital,DGT
PT.GN.114520,Chavelho,DGT
PT.GN.114521,Mogadouro de Baixo,DGT
PT.GN.114522,Figueiró dos Vinhos,DGT
PT.GN.114523,Mendes,DGT
PT.GN.114524,Pedrógão Pequeno,DGT
PT.GN.114525,Feteira,DGT
PT.GN.114526,Ribeira da Bajouca,DGT
PT.GN.114527,Charneca,DGT
PT.GN.114528,Aguda,DGT
PT.GN.114529,Ramalhais de Cima,DGT
PT.GN.114530,Helenos,DGT
PT.GN.114531,Ansião,DGT
PT.GN.114532,Alto dos Crespos,DGT
PT.GN.114533,Vale de Avessada de Baixo,DGT
PT.GN.114534,Castanheira de Figueiró,DGT
PT.GN.114535,Alcains,DGT
PT.GN.114536,Pedrógão Grande,DGT
PT.GN.114537,Roussa,DGT
PT.GN.114538,Cancinos,DGT
PT.GN.114539,Pombal,DGT
PT.GN.114540,Santo Velho,DGT
PT.GN.114541,Água Formosa,DGT
PT.GN.114542,Moitas Brancas,DGT
PT.GN.114543,Santorum,DGT
PT.GN.114544,Aldeia de Ana de Aviz,DGT
PT.GN.114545,Oleiros,DGT
PT.GN.114546,Ilha,DGT
PT.GN.114547,Cavadinha,DGT
PT.GN.114548,Avelar,DGT
PT.GN.114549,Vinagres,DGT
