count,date_in,date_max,naturalidade,normalizada,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
48,1587-10-19,1916-10-11,Avanca,Avanca,osm,6021238.0,"Avanca, Estarreja, Aveiro, Portugal",Estarreja,Portugal,0.4099978272098044,boundary,administrative,40.8062105,-8.5729444,67.64844791853697
48,1552-10-01,1892-12-07,Sameice,Sameice,osm,1325069496.0,"Sameice, Seia, Guarda, Portugal",Seia,Portugal,0.385,place,village,40.4340703,-7.776015,60.70675337909258
48,1563-10-06,1907-10-02,Santo Tirso,Santo Tirso,osm,3973149.0,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Santo Tirso, Porto, PT-13, Portugal",Santo Tirso,Portugal,0.6516286966579199,boundary,administrative,41.3440057,-8.4772021,126.29111859980569
47,1553-07-10,1909-10-07,Ceira,Ceira,osm,6386148.0,"Ceira, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.4599999999999999,boundary,administrative,40.1719847,-8.3914739,4.91217862403132
47,1686-10-01,1907-10-11,Estarreja,Estarreja,osm,5321485.0,"Estarreja, Aveiro, Portugal",Estarreja,Portugal,0.5398538696592649,boundary,administrative,40.7523494,-8.5703455,61.73619271733081
47,1553-10-00,1885-07-18,Ferreira,Ferreira,osm,5728028.0,"Ferreira, Macedo de Cavaleiros, Bragança, Portugal",Macedo de Cavaleiros,Portugal,0.4297110336847337,boundary,administrative,41.6364777,-6.9825567,199.91616441555988
47,1558-10-01,1908-10-07,Rio de Moinhos,Rio de Moinhos,osm,5928143.0,"Rio de Moinhos, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.606301518086152,boundary,administrative,41.1113744,-8.2649364,101.30134831405876
47,1594-10-01,1909-10-08,Teixoso,Teixoso,osm,2007054946.0,"Teixoso, Covilhã, Castelo Branco, Portugal",Covilhã,Portugal,0.4040287400552381,place,town,40.3134342,-7.4580288,83.18090846901819
46,1591-10-10,1895-10-04,Chão de Couce,Chão de Couce,osm,6545001.0,"Chão de Couce, Ansião, Leiria, Portugal",Ansião,Portugal,0.5652698587495282,boundary,administrative,39.8923985,-8.3696454,35.30786451553313
46,1537-12-18,1912-06-19,São Vicente da Beira,São Vicente da Beira,osm,5446210.0,"São Vicente da Beira, Castelo Branco, Castelo Branco, Portugal",Castelo Branco,Portugal,0.7131791431958073,boundary,administrative,40.037489,-7.5602246,76.17355294233803
46,1579-11-28,1907-10-11,Vila Verde,Vila Verde,osm,3864604.0,"Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.6511000090268491,boundary,administrative,41.6488247,-8.4362569,160.07374249976763
45,1705-10-01,1906-10-02,Albergaria-a-Velha,Albergaria-a-Velha,osm,1325870037.0,"Albergaria-a-Velha, Albergaria-a-Velha, Aveiro, Portugal",Albergaria-a-Velha,Portugal,0.7289244284921141,place,city,40.6906888,-8.4792205,53.85308465331634
45,1580-04-10,1867-10-15,Angeja,Angeja,osm,5392371.0,"Angeja, Albergaria-a-Velha, Aveiro, Portugal",Angeja,Portugal,0.4175723342298069,boundary,administrative,40.6786703,-8.5563816,53.48515790440158
45,1704-11-14,1909-10-07,"Angra do Heroísmo, Açores","Angra do Heroísmo, Açores",osm,7448382.0,"Angra do Heroísmo, Açores, Portugal",Angra do Heroísmo,Portugal,0.9161937186047012,boundary,administrative,38.6593167,-27.2195578,1624.0673308235075
45,1562-12-31,1793-10-31,Arrifana de Santa Maria,Arrifana de Santa Maria,osm,6022189.0,"Arrifana, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.6505469222584372,boundary,administrative,40.9116856,-8.4952939,78.42509865239084
45,1553-00-00,1805-10-11,Arronches,Arronches,osm,5397420.0,"Arronches, Portalegre, Portugal",Arronches,Portugal,0.530199256633795,boundary,administrative,39.1070925,-7.252990258054288,158.29609967403553
45,1663-10-01,1856-01-05,São Gião,São Gião,osm,6553530.0,"São Gião, Oliveira do Hospital, Coimbra, Portugal",Oliveira do Hospital,Portugal,0.55,boundary,administrative,40.3368183,-7.7993566,55.20131864553877
45,1550-11-01,1888-10-15,Vila Nova de Monsarros,Vila Nova de Monsarros,osm,6018448.0,"Vila Nova de Monsarros, Anadia, Aveiro, Portugal",Anadia,Portugal,0.75,boundary,administrative,40.4078225,-8.3974904,22.38420200923116
44,1592-10-28,1902-06-14,Almendra,Almendra,osm,6393399.0,"Almendra, Vila Nova de Foz Coa, Guarda, Portugal",Almendra,Portugal,0.4179901826057103,boundary,administrative,41.0007794,-7.0561126,145.61350028220934
44,1556-00-00,1892-10-27,Arruda,Arruda,osm,6362719133.0,"Arruda, Salvada e Quintos, Beja, Beja, Portugal",Beja,Portugal,0.3099999999999999,place,farm,37.9786041,-7.7553902,254.1453846867963
44,1549-07-31,1895-10-14,Caria,Caria,osm,6364362.0,"Caria, Moimenta da Beira, Viseu, Portugal",Caria,Portugal,0.4599999999999999,boundary,administrative,40.91924275,-7.616927873696419,104.60713646421492
44,1586-10-14,1906-10-08,Eixo,Eixo,osm,2467748427.0,"Eixo, Aveiro, Aveiro, Portugal",Aveiro,Portugal,0.41,place,town,40.6294024,-8.5655405,48.33116338234639
44,1722-10-01,1845-10-02,"São Paulo, Brasil","São Paulo, Brasil",osm,30674098.0,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil",São Paulo,Brasil,0.9961749119420276,place,city,-23.5506507,-46.6333824,8093.835493341935
43,1615-11-18,1909-10-11,Alvares,Alvares,osm,6553366.0,"Alvares, Góis, Coimbra, Portugal",Góis,Portugal,0.3735811942299699,boundary,administrative,40.0176126,-8.0994536,34.91741730570172
43,1624-10-19,1859-10-08,Bobadela,Bobadela,osm,3186575641.0,"Bobadela, Chaves, Vila Real, Portugal",Chaves,Portugal,0.4109387981495773,place,village,41.7614957,-7.3168634,196.20442360967743
43,1540-10-17,1798-10-02,Canavezes,Canavezes,osm,3920309.0,"Marco de Canaveses, Porto, PT-13, Portugal",Marco de Canaveses,Portugal,0.4365661887350441,boundary,administrative,41.1616546,-8.12779201865893,108.9226219226434
43,1550-06-09,1871-10-10,Celorico de Basto,Celorico de Basto,osm,25264996.0,"Celorico de Basto, Britelo, Gémeos e Ourilhe, Celorico de Basto, Braga, Portugal","Britelo, Gémeos e Ourilhe",Portugal,0.7290413780516312,place,town,41.3879363,-8.0002089,135.93110907752387
43,1604-10-01,1846-11-30,Ega,Ega,osm,4081479.0,"Ega, Condeixa-a-Nova, Coimbra, Portugal",Condeixa-a-Nova,Portugal,0.3403615466364414,boundary,administrative,40.0964905,-8.5426873,15.8292481420043
43,1782-10-31,1898-10-14,Maranhão,Maranhão,osm,4322515308.0,"Maranhão, Alcórrego e Maranhão, Avis, Portalegre, Portugal",Alcórrego e Maranhão,Portugal,0.385,place,village,39.0030991,-7.9923589,138.80162608252232
43,1537-12-18,1912-07-20,Sabugal,Sabugal,osm,4104645.0,"Sabugal, Guarda, Portugal",Sabugal,Portugal,0.5510042425468967,boundary,administrative,40.40349495,-7.050143753400468,118.97251890059408
43,1580-05-28,1888-10-02,Torrozelo,Torrozelo,osm,1325049651.0,"Torrozelo, Seia, Guarda, Portugal",Seia,Portugal,0.385,place,village,40.3866892,-7.7595355,60.059378868426535
42,1568-10-06,1835-10-12,Azeitão,Azeitão,osm,6445199.0,"Azeitão, Setúbal, Setúbal, Portugal",Setúbal,Portugal,0.4599999999999999,boundary,administrative,38.5172773,-9.008736345352716,194.2470090419504
42,1573-10-29,1894-10-02,Sandomil,Sandomil,osm,6334597.0,"Sandomil, Seia, Guarda, Portugal",Seia,Portugal,0.4599999999999999,boundary,administrative,40.35574615,-7.776757640504915,57.61714633303331
42,1600-01-17,1893-11-10,Sesimbra,Sesimbra,osm,5401850.0,"Sesimbra, Setúbal, Portugal",Sesimbra,Portugal,0.5625929781171869,boundary,administrative,38.4436932,-9.0996273,204.24372210781587
41,1591-10-26,1909-10-11,Abrunheira,Abrunheira,osm,1426387562.0,"Abrunheira, Montemor-o-Velho, Coimbra, Portugal",Montemor-o-Velho,Portugal,0.385,place,village,40.1193315,-8.7263414,27.39174059541152
41,1667-11-08,1910-10-11,Albufeira,Albufeira,osm,5404101.0,"Albufeira, Faro, PT-08, Portugal",Albufeira,Portugal,0.5675323351255528,boundary,administrative,37.144524,-8.214588148218034,340.5073806365312
41,1537-01-29,1861-10-11,Pernes,Pernes,osm,6482771.0,"Pernes, Santarém, Santarém, Portugal",Santarém,Portugal,0.4432569700942533,boundary,administrative,39.384712,-8.6603857,93.52571893358996
41,1564-02-26,1875-10-09,Pias,Pias,osm,4640198.0,"Pias, Monção, Viana do Castelo, Portugal",Pias,Portugal,0.4254342386327728,boundary,administrative,42.0132153,-8.511912475924792,200.6740216483429
40,1587-11-16,1892-10-14,Alverca,Alverca,osm,1297322484.0,"Alverca do Ribatejo, Vila Franca de Xira, Lisboa, Portugal",Alverca do Ribatejo,Portugal,0.4499999999999999,place,city,38.8935253,-9.0396136,155.1167202305281
40,1582-10-02,1907-10-04,Cadaval,Cadaval,osm,2898704.0,"Cadaval, Lisboa, Portugal",Cadaval,Portugal,0.4477849269397959,boundary,administrative,39.2395742,-9.062203105766496,120.5096816349532
40,1586-10-01,1908-10-08,Cerdeira,Cerdeira,osm,6364286.0,"Cerdeira, Sabugal, Guarda, Portugal",Sabugal,Portugal,0.4327344823439709,boundary,administrative,40.513652,-7.0480087,121.88872532317365
40,1540-10-11,1835-06-17,Ilha do Faial,Ilha do Faial,osm,1751492.0,"Faial, Açores, Portugal",,Portugal,0.235,boundary,statistical,38.57965385,-28.709645587628927,1752.786558069953
40,1540-10-17,1904-10-03,Monsanto,Monsanto,osm,371426674.0,"Monsanto, Monsanto e Idanha-a-Velha, Idanha-a-Nova, Castelo Branco, Portugal",Monsanto e Idanha-a-Velha,Portugal,0.4401392645537533,place,town,40.038751,-7.1151133,113.29825625972286
40,1616-10-25,1900-06-19,Paredes,Paredes,osm,5268095.0,"Paredes, Porto, PT-13, Portugal",Paredes,Portugal,0.5545110130745723,boundary,administrative,41.1640427,-8.407557258618555,106.24210748477988
40,1587-10-16,1847-10-04,Prado,Prado,osm,3164882725.0,"Prado (São Miguel), Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.4452720245005684,place,village,41.6971512,-8.4333672,165.44005113262193
40,1608-10-15,1909-10-15,Sendim,Sendim,osm,5837284.0,"Sendim, Lixa, Porto, PT-13, Portugal",Lixa,Portugal,0.4599999999999999,boundary,administrative,41.38328,-8.1805182,132.2121194673696
40,1581-10-21,1876-06-06,Vieira,Vieira,osm,2959276412.0,"Vieira, Teresópolis, Região Geográfica Imediata de Petrópolis, Região Geográfica Intermediária de Petrópolis, Rio de Janeiro, Região Sudeste, Brasil",Teresópolis,Brasil,0.385,place,suburb,-22.2610772,-42.7336981,7777.157903338859
40,1578-11-08,1906-10-02,"Vila Cova de Sub-Avô, hoje Vila Cova de Alva",Vila Cova de Alva,osm,6549083.0,"Vila Cova de Alva, Vila Cova de Alva e Anseriz, Arganil, Coimbra, Portugal",Vila Cova de Alva e Anseriz,Portugal,0.7023238541764917,boundary,historic,40.271972950000006,-7.950611049554171,41.08331660862139
40,1614-10-31,1893-10-13,Vilela,Vilela,osm,5928417.0,"Vilela, Paredes, Porto, PT-13, Portugal",Vilela,Portugal,0.4196338106604421,boundary,administrative,41.2434728,-8.3802017,115.11704644514498
39,1593-11-29,1909-10-12,Aldeia Nova do Cabo,Aldeia Nova do Cabo,osm,3334754029.0,"Aldeia Nova do Cabo, União do Grande Fundão, Fundão, Castelo Branco, Portugal",União do Grande Fundão,Portugal,0.675,place,village,40.1331959,-7.529372,76.81932031631733
39,1555-00-00,1814-10-15,Alhandra,Alhandra,osm,1536421679.0,"Alhandra, Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa, Portugal","Alhandra, São João dos Montes e Calhandriz",Portugal,0.4220198789366733,place,town,38.9287073,-9.0077932,150.51490736806556
39,1607-10-27,1912-07-08,Arcozelo,Arcozelo,osm,4055523.0,"Arcozelo, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4932672461146192,boundary,administrative,41.5423601,-8.6127013,149.07974264571035
39,1714-10-22,1903-10-03,Fataunços,Fataunços,osm,4340954317.0,"Fataunços, Fataunços e Figueiredo das Donas, Vouzela, Viseu, Portugal",Fataunços e Figueiredo das Donas,Portugal,0.385,place,village,40.7255146,-8.0802739,64.57181993884501
39,1618-05-23,1898-10-12,Favaios,Favaios,osm,4204528.0,"Favaios, Vila Real, Portugal",Favaios,Portugal,0.3950481715152184,boundary,administrative,41.2674081,-7.5005228,141.30180952492375
39,1558-00-00,1908-10-13,Mértola,Mértola,osm,5403218.0,"Mértola, Beja, Portugal",Mértola,Portugal,0.5569614854313956,boundary,administrative,37.642043,-7.6606447,292.4209318238217
39,1613-06-19,1909-10-14,Paião,Paião,osm,6552951.0,"Paião, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.4075805605530676,boundary,administrative,40.0678744,-8.8045831,35.79130146728654
39,1540-01-24,1909-10-13,Penedono,Penedono,osm,3981771.0,"Penedono, Viseu, Portugal",Penedono,Portugal,0.5278628547155854,boundary,administrative,40.9899414,-7.3941885,123.19920753769492
39,1564-06-11,1905-10-03,Ranhados,Ranhados,osm,6410306.0,"Ranhados, Mêda, Guarda, Portugal",Ranhados,Portugal,0.392582546755277,boundary,administrative,40.9966628,-7.336957159418754,127.18895275577124
39,1573-11-14,1910-10-13,Vimioso,Vimioso,osm,5245347.0,"Vimioso, Bragança, Portugal",Vimioso,Portugal,0.5349974699735265,boundary,administrative,41.5849534,-6.5291002,221.2419267683726
38,1574-10-01,1764-10-01,Abiul,Abiul,osm,6548139.0,"Abiul, Pombal, Leiria, Portugal",Pombal,Portugal,0.4145652793462674,boundary,administrative,39.8727636,-8.5389924,38.38973007869095
38,1564-10-01,1798-10-17,Carvalhal,Carvalhal,osm,4056465.0,"Carvalhal, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4930212082654317,boundary,administrative,41.5104,-8.6350483,145.76662936220194
38,1540-03-07,1880-10-14,Castanheira,Castanheira,osm,6372236.0,"Castanheira, Trancoso, Guarda, Portugal",Trancoso,Portugal,0.4599999999999999,boundary,administrative,40.8443776,-7.3649414,114.39459568291676
38,1564-10-18,1871-10-14,Castelo Novo,Castelo Novo,osm,5315988.0,"Castelo Novo, Fundão, Castelo Branco, Portugal",Fundão,Portugal,0.5370096664112032,boundary,administrative,40.0779933,-7.4953765,80.59539048515916
38,1589-03-23,1903-10-15,Lagares,Lagares,osm,5329995859.0,"Lagares, Oliveira do Mondego e Travanca do Mondego, Penacova, Coimbra, Portugal",Penacova,Portugal,0.36,place,hamlet,40.3198167,-8.1976891,23.08569510464465
38,1642-10-13,1869-10-15,Lavos,Lavos,osm,6552937.0,"Lavos, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.4141234681398241,boundary,administrative,40.0941074,-8.8285333,36.53288918291868
38,1603-10-11,1898-10-11,Sangalhos,Sangalhos,osm,6018446.0,"Sangalhos, Anadia, Aveiro, Portugal",Anadia,Portugal,0.4599999999999999,boundary,administrative,40.4923703,-8.4730124,31.892093815988023
38,1538-10-08,1903-10-03,Trevões,Trevões,osm,1198282089.0,"Trevões, Viseu, Portugal",Trevões,Portugal,0.3906663592762519,place,town,41.0817236,-7.4359839,128.2119077814426
38,1592-01-11,1898-10-15,Vila Chã,Vila Chã,osm,5989555.0,"Vila Chã, Vila do Conde, Porto, PT-13, Portugal",Vila do Conde,Portugal,0.55,boundary,administrative,41.2965412,-8.7253665,123.55947494365137
37,1537-02-07,1801-10-16,Algarve,Algarve,osm,7635285.0,"Algarve, Alvorada, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, Brasil",Alvorada,Brasil,0.36,boundary,administrative,-30.0344297,-51.0790679,8937.030599139265
37,1572-03-15,1910-10-18,Angra do Heroísmo,Angra do Heroísmo,osm,7448382.0,"Angra do Heroísmo, Açores, Portugal",Angra do Heroísmo,Portugal,0.8061937186047013,boundary,administrative,38.6593167,-27.2195578,1624.0673308235075
37,1586-10-01,1801-10-08,Belver,Belver,osm,6440257.0,"Belver, Gavião, Portalegre, Portugal",Gavião,Portugal,0.4599999999999999,boundary,administrative,39.4946508,-7.958696,88.6704682581048
37,1591-10-19,1901-10-14,Canelas,Canelas,osm,5991741.0,"Perosinho, Vila Nova de Gaia, Porto, PT-13, Portugal",Vila Nova de Gaia,Portugal,0.4346707378969909,boundary,administrative,41.0805427,-8.6006594,98.07646550172645
37,1540-09-30,1909-10-02,"Funchal, Ilha da Madeira","Funchal, Madeira",osm,8421413.0,"Funchal, Madeira, Portugal",Funchal,Portugal,0.7607914914932807,boundary,administrative,32.6496497,-16.9086783,1131.1024485741154
37,1579-11-06,1895-10-15,Mourão,Mourão,osm,5402660.0,"Mourão, Évora, Portugal",Mourão,Portugal,0.5302666512817051,boundary,administrative,38.29755475,-7.222334537236207,236.11450973532297
37,1591-12-07,1900-10-04,Parada,Parada,osm,1374461536.0,"Parada, Bragança, Bragança, Portugal",Bragança,Portugal,0.433710213530857,place,village,41.6778346,-6.6960689,218.8179910347084
37,1702-10-01,1872-10-09,Póvoa de Lanhoso,Póvoa de Lanhoso,osm,4169617.0,"Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.7334918806285773,boundary,administrative,41.5759516,-8.2699521,152.54554015856942
37,1579-10-02,1853-10-31,Unhão,Unhão,osm,3933505585.0,"Unhão, Porto, PT-13, Portugal",,Portugal,0.385,place,village,41.3188019,-8.2352079,124.46488201961998
36,1564-11-10,1907-10-04,Aguiar da Beira,Aguiar da Beira,osm,5331731.0,"Aguiar da Beira, Guarda, Portugal",Aguiar da Beira,Portugal,0.7198611735075304,boundary,administrative,40.81718,-7.54312,100.91308544743222
36,1676-10-17,1910-11-07,Fafe,Fafe,osm,1346179416.0,"Fafe, Fafe, Braga, Portugal",Fafe,Portugal,0.5562144168981282,place,city,41.451406,-8.1708502,139.81150700921802
36,1711-01-18,1910-10-01,"Funchal, Madeira","Funchal, Madeira",osm,8421413.0,"Funchal, Madeira, Portugal",Funchal,Portugal,0.7607914914932807,boundary,administrative,32.6496497,-16.9086783,1131.1024485741154
36,1711-01-18,1910-10-01,"Funchal, Madeira","Funchal, Madeira",osm,8421413.0,"Funchal, Madeira, Portugal",Funchal,Portugal,0.7607914914932807,boundary,administrative,32.6496497,-16.9086783,1131.1024485741154
36,1585-10-02,1839-10-18,Minde,Minde,osm,6457904.0,"Minde, Alcanena, Santarém, Portugal",Minde,Portugal,0.4171516336244855,boundary,administrative,39.5134274,-8.687879,80.24750955135075
36,1573-01-26,1772-01-07,Miranda,Miranda,osm,4648461.0,"Miranda, Arcos de Valdevez, Viana do Castelo, Portugal",Miranda,Portugal,0.4392608781983973,boundary,administrative,41.83146655,-8.512213138794893,180.50279531728847
36,1603-03-09,1907-10-14,Nogueira,Nogueira,osm,5803681.0,"Nogueira, Bragança, Bragança, Portugal",Bragança,Portugal,0.4643488846568574,boundary,administrative,41.772505,-6.8153638,220.3950831589103
36,1556-02-01,1898-10-08,Paranhos,Paranhos,osm,3384814.0,"Paranhos, São Mamede de Infesta, Porto, PT-13, Portugal",São Mamede de Infesta,Portugal,0.4599999999999999,boundary,administrative,41.1735125,-8.605900317429892,108.35458426467343
36,1559-10-01,1887-10-09,Vila Cova,Vila Cova,osm,3191001790.0,"Vila Cova, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.5274656328485748,place,village,41.3159721,-7.8568941,132.14948666840945
35,1570-00-00,1893-10-12,Almodôvar,Almodôvar,osm,5403266.0,"Almodôvar, Beja, Portugal",Almodôvar,Portugal,0.5411093878774799,boundary,administrative,37.47508055,-8.070988093407168,304.8851670301117
35,1592-10-12,1824-10-30,Arazede,Arazede,osm,6553452.0,"Arazede, Coimbra, Portugal",Arazede,Portugal,0.3968347429646153,boundary,administrative,40.2817583,-8.6520337,20.92901991288479
35,1537-05-28,1908-10-15,Cabeço de Vide,Cabeço de Vide,osm,6440248.0,"Cabeço de Vide, Fronteira, Portalegre, Portugal",Fronteira,Portugal,0.5563219431370923,boundary,administrative,39.1341,-7.5885536,139.15448614594072
35,1613-10-14,1908-10-15,Oliveira do Bairro,Oliveira do Bairro,osm,5325846.0,"Oliveira do Bairro, Aveiro, Portugal",Oliveira do Bairro,Portugal,0.7252464901077396,boundary,administrative,40.5138208,-8.4928163,34.49309373431556
35,1537-12-18,1899-10-02,Pederneira,Pederneira,osm,5399255.0,"Nazaré, Leiria, Portugal",Nazaré,Portugal,0.4427591889510233,boundary,administrative,39.6029108,-9.0701572,86.8284921312036
35,1700-10-01,1910-10-27,Póvoa de Varzim,Póvoa de Varzim,osm,3892763.0,"Póvoa de Varzim, Porto, PT-13, Portugal",Póvoa de Varzim,Portugal,0.7192479107424996,boundary,administrative,41.4183007,-8.748717683888236,137.19712426287578
35,1706-03-17,1908-10-07,Tortosendo,Tortosendo,osm,5397909.0,"Tortosendo, Covilhã, Castelo Branco, Portugal",Covilhã,Portugal,0.3880150946188139,boundary,administrative,40.2397543,-7.5232125,76.92424576224998
35,1578-11-08,1784-10-12,Vila Cova à Coelheira,Vila Cova à Coelheira,osm,6334608.0,"Vila Cova-à-Coelheira, Seia, Guarda, Portugal",Seia,Portugal,0.7233866831324339,boundary,administrative,40.37743865,-7.731901902351305,61.96408847436631
34,1617-11-18,1899-10-03,Belmonte,Belmonte,osm,5380921.0,"Belmonte, Castelo Branco, Portugal",Belmonte,Portugal,0.5366591530329307,boundary,administrative,40.32961285,-7.332043174506963,94.03389452701654
34,1620-11-20,1862-06-01,Cumieira,Cumieira,osm,5160990548.0,"Cumieira, Cabeceiras de Basto, Braga, Portugal",Cabeceiras de Basto,Portugal,0.385,place,village,41.5437321,-8.0184183,152.32380699063367
34,1537-12-18,1908-10-02,Odemira,Odemira,osm,5403270.0,"Odemira, Beja, Portugal",Odemira,Portugal,0.5479466485876491,boundary,administrative,37.5976,-8.6422,290.3319334013245
34,1564-10-18,1880-10-15,Oliveirinha,Oliveirinha,osm,6021065.0,"Oliveirinha, Aveiro, Aveiro, Portugal",Aveiro,Portugal,0.4118656186130232,boundary,administrative,40.6059884,-8.5954063,46.53523202858406
34,1581-10-06,1814-10-08,Outeiro,Outeiro,osm,5803682.0,"Outeiro, Bragança, Bragança, Portugal",Bragança,Portugal,0.4692519042250443,boundary,administrative,41.6824433,-6.6009037,224.60071181130647
34,1609-10-10,1758-10-01,Paiva,Paiva,osm,314799.0,"Paiva, Região Geográfica Imediata de Juiz de Fora, Minas Gerais, Região Sudeste, Brasil",Região Geográfica Imediata de Juiz de Fora,Brasil,0.5659294669399465,boundary,administrative,-21.289441,-43.4175347,7714.738728082354
34,1540-10-22,1907-10-08,Silves,Silves,osm,5404107.0,"Silves, Faro, PT-08, Portugal",Silves,Portugal,0.5792883271568877,boundary,administrative,37.26398255,-8.34873166552471,326.82170108209533
34,1540-01-12,1907-10-10,Sobral,Sobral,osm,6365970.0,"Sobral, Mortágua, Viseu, Portugal",Mortágua,Portugal,0.4599999999999999,boundary,administrative,40.4412435,-8.2326586,30.726659793350688
34,1637-11-12,1908-10-08,Valdigem,Valdigem,osm,2638935117.0,"Valdigem, Parada do Bispo e Valdigem, Lamego, Viseu, Portugal",Parada do Bispo e Valdigem,Portugal,0.3893549821575414,place,town,41.1293214,-7.7634395,116.70026824447164
33,1608-10-31,1898-10-03,Cartaxo,Cartaxo,osm,25615637.0,"Cartaxo, Cartaxo, Santarém, Portugal",Cartaxo,Portugal,0.5424504902786093,place,city,39.1619462,-8.7863222,120.1223645907948
33,1621-10-13,1900-10-04,Cortiça,Cortiça,osm,5329868305.0,"Cortiça, Friúmes e Paradela, Penacova, Coimbra, Portugal",Penacova,Portugal,0.36,place,hamlet,40.2765217,-8.1634212,23.62425205559176
33,1600-11-02,1882-10-02,Farminhão,Farminhão,osm,1740451320.0,"Farminhão, Viseu, Viseu, Portugal",Viseu,Portugal,0.385,place,village,40.6136207,-8.0142784,57.05951456279988
33,1665-10-29,1908-10-02,Gavião,Gavião,osm,5397066.0,"Gavião, Portalegre, Portugal",Gavião,Portugal,0.5231335668641502,boundary,administrative,39.44956775,-7.913052599788992,94.91400953362296
33,1585-10-14,1909-10-09,Mesquitela,Mesquitela,osm,6371565.0,"Mesquitela, Celorico da Beira, Guarda, Portugal",Celorico da Beira,Portugal,0.3979976529248165,boundary,administrative,40.5885164,-7.4906905,89.97610477335651
33,1581-10-03,1912-08-12,Mira,Mira,osm,5377897.0,"Mira, Coimbra, Portugal",Mira,Portugal,0.520507227685364,boundary,administrative,40.4457827,-8.748207344206268,38.0834954685891
33,1537-12-18,1898-10-08,Mogofores,Mogofores,osm,1523885303.0,"Mogofores, Anadia, Aveiro, Portugal",Anadia,Portugal,0.385,place,village,40.4514042,-8.4636258,27.2800264466557
33,1592-10-01,1877-10-02,Muxagata,Muxagata,osm,6393405.0,"Muxagata, Vila Nova de Foz Coa, Guarda, Portugal",Vila Nova de Foz Coa,Portugal,0.4599999999999999,boundary,administrative,41.0359136,-7.1681092,140.68408095397984
33,1585-10-02,1897-10-12,Passos,Passos,osm,5735865.0,"Passos, Mirandela, Bragança, Portugal",Mirandela,Portugal,0.4404292999095744,boundary,administrative,41.4647439,-7.2630155,170.6337107865651
33,1659-10-10,1904-10-12,Penajóia,Penajóia,osm,6354516.0,"Penajoia, Lamego, Viseu, Portugal",Lamego,Portugal,0.35,boundary,administrative,41.1456323,-7.8517173,114.94329795719
33,1677-01-08,1896-10-13,Sande,Sande,osm,6354519.0,"Sande, Lamego, Viseu, Portugal",Lamego,Portugal,0.4599999999999999,boundary,administrative,41.1251725,-7.7856169,115.40549420533776
33,1653-10-14,1888-10-15,Santa Eulália,Santa Eulália,osm,6020701.0,"Santa Eulália, Arouca, Aveiro, Portugal",Santa Eulália,Portugal,0.4838276880810758,boundary,administrative,40.92341865,-8.27831599850917,80.48586458241252
33,1612-10-22,1900-10-04,Silva Escura,Silva Escura,osm,2787440060.0,"Silva Escura, Sever do Vouga, Aveiro, Portugal",Sever do Vouga,Portugal,0.475,place,village,40.7581987,-8.3907248,61.23350987433773
33,1601-10-29,1837-10-18,São Silvestre,São Silvestre,osm,6386158.0,"São Silvestre, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.55,boundary,administrative,40.2300813,-8.5264094,8.909300784388046
33,1594-10-11,1861-10-11,Vila de Rei,Vila de Rei,osm,5396192.0,"Vila de Rei, Castelo Branco, Portugal",Vila de Rei,Portugal,0.7078464231471899,boundary,administrative,39.6759822,-8.1442213,63.73282507639388
32,1540-00-00,1771-05-24,,,,,,,,,,,,,
32,1561-10-01,1695-10-01,Ilha,Ilha,osm,3380501782.0,"Ilha, Pombal, Leiria, Portugal",Pombal,Portugal,0.385,place,village,39.9137002,-8.7654465,43.6161308028881
32,1654-01-04,1890-10-15,Lageosa,Lageosa,osm,3351184295.0,"Lageosa, São Martinho das Moitas e Covas do Rio, São Pedro do Sul, Viseu, Portugal",São Martinho das Moitas e Covas do Rio,Portugal,0.36,place,hamlet,40.8772474,-8.0340251,81.45622200598241
32,1609-10-09,1879-07-24,Loureiro,Loureiro,osm,6021987.0,"Loureiro, Oliveira de Azeméis, Aveiro, Portugal",Oliveira de Azeméis,Portugal,0.4599999999999999,boundary,administrative,40.8035491,-8.5295254,66.7755612954324
