count,date_min,date_max,naturalidade,normalizada
82,1585-10-03,1889-10-02,Formoselha,Formoselha
81,1592-10-08,1878-10-15,Peniche,Peniche
80,1622-10-02,1910-10-31,Celorico da Beira,Celorico da Beira
80,1538-12-01,1904-10-07,Miranda do Douro,Miranda do Douro
80,1540-10-17,1912-07-12,Mogadouro,Mogadouro
80,1601-10-04,1912-07-23,Oliveira de Azeméis,Oliveira de Azeméis
79,1568-10-26,1882-06-14,Feira,Feira
79,1540-10-13,1869-07-21,Portel,Portel
78,1557-00-00,1907-10-09,Moimenta da Beira,Moimenta da Beira
78,1590-10-09,1909-10-08,Pocariça,Pocariça
77,1538-11-26,1915-10-28,Alcácer do Sal,Alcácer do Sal
77,1538-12-05,1910-10-14,Vila Nova de Portimão,Portimão
77,1581-01-28,1909-10-02,Vila da Feira,Vila da Feira
76,1583-10-29,1907-10-09,Mação,Mação
76,1574-05-15,1904-10-07,Santa Marinha,Santa Marinha
75,1540-00-00,1879-10-15,Alvito,Alvito
75,1620-10-01,1909-10-02,Benavente,Benavente
75,1549-06-19,1848-10-31,Coura,Coura
75,1649-11-15,1912-08-12,Ponta Delgada,Ponta Delgada
74,1591-10-07,1891-10-22,Celas,Celas
74,1555-02-01,1900-10-06,Midões,Midões
73,1551-10-00,1910-10-10,Marvão,Marvão
73,1537-09-26,1906-10-15,Oliveira do Hospital,Oliveira do Hospital
72,1540-10-13,1887-10-14,Pedrogão,Pedrogão
72,1566-03-03,1907-10-01,Vila Franca de Xira,Vila Franca de Xira
71,1540-12-10,1904-10-03,Batalha,Batalha
71,1648-10-08,1908-10-07,Caldas da Rainha,Caldas da Rainha
71,1554-02-12,1914-07-21,Coruche,Coruche
70,1540-10-16,1900-10-03,Aljubarrota,Aljubarrota
70,1578-10-04,1909-10-09,Anadia,Anadia
70,1563-10-01,1896-10-10,Coja,Coja
70,1673-10-01,1909-10-02,Mondim de Basto,Mondim de Basto
69,1592-10-08,1869-10-02,Barca,Barca
69,1575-11-15,1908-10-02,Melgaço,Melgaço
69,1569-11-11,1912-08-08,São João de Areias,São João de Areias
68,1669-01-03,1888-10-31,Carapinheira,Carapinheira
68,1568-10-04,1897-10-11,Folques,Folques
68,1549-00-00,1905-10-12,Louriçal,Louriçal
68,1540-10-21,1770-10-01,Penaguião,Penaguião
68,1555-02-06,1900-10-12,Vidigueira,Vidigueira
67,1555-02-06,1907-10-15,Botão,Botão
67,1590-00-00,1907-10-15,Cabeceiras de Basto,Cabeceiras de Basto
67,1590-10-16,1765-10-01,Entre Ambos-os-Rios,Entre Ambos-os-Rios
67,1589-11-13,1898-10-16,Travanca,Travanca
67,1571-05-04,1897-10-08,Vila Flor,Vila Flor
66,1540-10-11,1909-10-07,Alter do Chão,Alter do Chão
66,1583-10-24,1761-10-01,São Miguel do Outeiro,São Miguel do Outeiro
65,1585-10-02,1884-10-13,Felgueiras,Felgueiras
65,1570-10-10,1901-10-09,Palmela,Palmela
65,1574-03-13,1910-10-31,Sabugosa,Sabugosa
65,1593-10-01,1881-10-15,São Romão,São Romão
65,1625-10-15,1895-11-03,Valongo,Valongo
64,1565-11-01,1897-10-12,Arcos,Arcos
64,1581-12-11,1808-11-29,Irlanda,Irlanda
64,1539-12-07,1883-10-03,Lourosa,Lourosa
64,1538-00-00,1908-10-08,Sernancelhe,Sernancelhe
64,1587-10-08,1883-10-02,Valezim,Valezim
63,1566-10-01,1908-10-02,Baião,Baião
63,1589-11-04,1908-10-05,Freixo de Espada à Cinta,Freixo de Espada à Cinta
63,1540-06-13,1847-10-04,Oliveira do Conde,Oliveira do Conde
63,1548-01-01,1905-10-03,Pombeiro,Pombeiro
63,1577-11-13,1835-10-13,São Martinho de Salreu,São Martinho de Salreu
63,1567-00-00,1902-10-25,Veiros,Veiros
61,1538-05-09,1817-10-31,Azurara,Azurara
61,1620-10-07,1909-10-12,Moimenta da Serra,Moimenta da Serra
61,1591-10-31,1871-10-11,Provesende,Provesende
60,1544-01-28,1900-10-05,Alvorge,Alvorge
60,1537-12-18,1903-10-03,Canas de Senhorim,Canas de Senhorim
60,1537-11-26,1910-10-02,Sintra,Sintra
60,1571-03-24,1854-10-14,São Martinho de Mouros,São Martinho de Mouros
59,1601-11-06,1909-10-04,Cabanas,Cabanas
59,1559-10-15,1910-10-12,Cernache do Bonjardim,Cernache do Bonjardim
59,1540-10-06,1909-10-15,Redondo,Redondo
59,1551-00-00,1913-07-09,Vila Pouca de Aguiar,Vila Pouca de Aguiar
58,1576-10-25,1908-10-02,Castro Daire,Castro Daire
58,1604-11-29,1909-10-09,Fornos de Algodres,Fornos de Algodres
58,1564-10-01,1899-10-12,Freixo de Numão,Freixo de Numão
58,1580-03-19,1906-10-02,Semide,Semide
57,1571-03-24,1907-10-12,Pampilhosa,Pampilhosa
57,1573-03-07,1908-10-02,"Ponta Delgada, Açores","Ponta Delgada, Açores"
57,1572-10-27,1910-10-15,Proença-a-Nova,Proença-a-Nova
57,1538-10-22,1905-10-07,Santar,Santar
56,1575-10-25,1870-10-03,Figueira,Figueira
56,1577-12-12,1903-10-23,Mealhada,Mealhada
55,1593-12-24,1906-10-02,Moncorvo,Moncorvo
55,1598-12-09,1842-10-14,Santo Varão,Santo Varão
55,1585-10-29,1908-10-09,Vacariça,Vacariça
54,1589-11-10,1900-10-03,Almalaguês,Almalaguês
54,1580-04-12,1906-10-04,Alpalhão,Alpalhão
54,1624-10-22,1891-10-23,Murça,Murça
54,1540-03-17,1825-10-12,Vila Franca,Vila Franca
53,1552-10-00,1866-10-13,"Ilha Terceira, Açores","Ilha Terceira, Açores"
53,1540-01-11,1910-10-11,Leomil,Leomil
53,1582-10-02,1893-10-03,Tavarede,Tavarede
52,1604-10-11,1905-10-03,Alcains,Alcains
52,1605-10-19,1886-10-15,Avô,Avô
52,1577-11-01,1909-10-18,Cascais,Cascais
52,1587-10-22,1888-11-12,Lobrigos,Lobrigos
52,1596-10-05,1913-07-28,Vimieiro,Vimieiro
52,1593-10-05,1897-10-13,Vinhais,Vinhais
51,1565-10-01,1896-10-05,Avelãs de Caminho,Avelãs de Caminho
51,1590-10-04,1909-10-09,Esposende,Esposende
51,1623-11-21,1878-10-08,Quiaios,Quiaios
50,1599-01-13,1879-07-28,Rabaçal,Rabaçal
50,1555-03-04,1847-10-05,Valadares,Valadares
49,1556-02-01,1806-10-29,Alcáçovas,Alcáçovas
49,1558-11-15,1903-10-06,Aldeia Galega,Aldeia Galega
49,1537-02-19,1898-10-06,Almada,Almada
49,1540-01-12,1908-07-04,Castelo Viegas,Castelo Viegas
49,1566-10-01,1809-11-07,Torrão,Torrão
49,1577-05-06,1887-10-05,Turcifal,Turcifal
48,1585-01-15,1870-10-14,Amieira,Amieira
48,1587-10-19,1916-10-11,Avanca,Avanca
48,1552-10-01,1892-12-07,Sameice,Sameice
48,1563-10-06,1907-10-02,Santo Tirso,Santo Tirso
47,1553-07-10,1909-10-07,Ceira,Ceira
47,1686-10-01,1907-10-11,Estarreja,Estarreja
47,1553-10-00,1885-07-18,Ferreira,Ferreira
47,1558-10-01,1908-10-07,Rio de Moinhos,Rio de Moinhos
47,1594-10-01,1909-10-08,Teixoso,Teixoso
46,1591-10-10,1895-10-04,Chão de Couce,Chão de Couce
46,1537-12-18,1912-06-19,São Vicente da Beira,São Vicente da Beira
46,1579-11-28,1907-10-11,Vila Verde,Vila Verde
45,1705-10-01,1906-10-02,Albergaria-a-Velha,Albergaria-a-Velha
45,1580-04-10,1867-10-15,Angeja,Angeja
45,1704-11-14,1909-10-07,"Angra do Heroísmo, Açores","Angra do Heroísmo, Açores"
45,1562-12-31,1793-10-31,Arrifana de Santa Maria,Arrifana de Santa Maria
45,1553-00-00,1805-10-11,Arronches,Arronches
45,1663-10-01,1856-01-05,São Gião,São Gião
45,1550-11-01,1888-10-15,Vila Nova de Monsarros,Vila Nova de Monsarros
44,1592-10-28,1902-06-14,Almendra,Almendra
44,1556-00-00,1892-10-27,Arruda,Arruda
44,1549-07-31,1895-10-14,Caria,Caria
44,1586-10-14,1906-10-08,Eixo,Eixo
44,1722-10-01,1845-10-02,"São Paulo, Brasil","São Paulo, Brasil"
43,1615-11-18,1909-10-11,Alvares,Alvares
43,1624-10-19,1859-10-08,Bobadela,Bobadela
43,1540-10-17,1798-10-02,Canavezes,Canavezes
43,1550-06-09,1871-10-10,Celorico de Basto,Celorico de Basto
43,1604-10-01,1846-11-30,Ega,Ega
43,1782-10-31,1898-10-14,Maranhão,Maranhão
43,1537-12-18,1912-07-20,Sabugal,Sabugal
43,1580-05-28,1888-10-02,Torrozelo,Torrozelo
42,1568-10-06,1835-10-12,Azeitão,Azeitão
42,1573-10-29,1894-10-02,Sandomil,Sandomil
42,1600-01-17,1893-11-10,Sesimbra,Sesimbra
41,1591-10-26,1909-10-11,Abrunheira,Abrunheira
41,1667-11-08,1910-10-11,Albufeira,Albufeira
41,1537-01-29,1861-10-11,Pernes,Pernes
41,1564-02-26,1875-10-09,Pias,Pias
40,1587-11-16,1892-10-14,Alverca,Alverca
40,1582-10-02,1907-10-04,Cadaval,Cadaval
40,1586-10-01,1908-10-08,Cerdeira,Cerdeira
40,1540-10-11,1835-06-17,Ilha do Faial,Ilha do Faial
40,1540-10-17,1904-10-03,Monsanto,Monsanto
40,1616-10-25,1900-06-19,Paredes,Paredes
40,1587-10-16,1847-10-04,Prado,Prado
40,1608-10-15,1909-10-15,Sendim,Sendim
40,1581-10-21,1876-06-06,Vieira,Vieira
40,1578-11-08,1906-10-02,"Vila Cova de Sub-Avô, hoje Vila Cova de Alva",Vila Cova de Alva
40,1614-10-31,1893-10-13,Vilela,Vilela
39,1593-11-29,1909-10-12,Aldeia Nova do Cabo,Aldeia Nova do Cabo
39,1555-00-00,1814-10-15,Alhandra,Alhandra
39,1607-10-27,1912-07-08,Arcozelo,Arcozelo
39,1714-10-22,1903-10-03,Fataunços,Fataunços
39,1618-05-23,1898-10-12,Favaios,Favaios
39,1558-00-00,1908-10-13,Mértola,Mértola
39,1613-06-19,1909-10-14,Paião,Paião
39,1540-01-24,1909-10-13,Penedono,Penedono
39,1564-06-11,1905-10-03,Ranhados,Ranhados
39,1573-11-14,1910-10-13,Vimioso,Vimioso
38,1574-10-01,1764-10-01,Abiul,Abiul
38,1564-10-01,1798-10-17,Carvalhal,Carvalhal
38,1540-03-07,1880-10-14,Castanheira,Castanheira
38,1564-10-18,1871-10-14,Castelo Novo,Castelo Novo
38,1589-03-23,1903-10-15,Lagares,Lagares
38,1642-10-13,1869-10-15,Lavos,Lavos
38,1603-10-11,1898-10-11,Sangalhos,Sangalhos
38,1538-10-08,1903-10-03,Trevões,Trevões
38,1592-01-11,1898-10-15,Vila Chã,Vila Chã
37,1537-02-07,1801-10-16,Algarve,Algarve
37,1572-03-15,1910-10-18,Angra do Heroísmo,Angra do Heroísmo
37,1586-10-01,1801-10-08,Belver,Belver
37,1591-10-19,1901-10-14,Canelas,Canelas
37,1540-09-30,1909-10-02,"Funchal, Ilha da Madeira","Funchal, Madeira"
37,1579-11-06,1895-10-15,Mourão,Mourão
37,1591-12-07,1900-10-04,Parada,Parada
37,1702-10-01,1872-10-09,Póvoa de Lanhoso,Póvoa de Lanhoso
37,1579-10-02,1853-10-31,Unhão,Unhão
36,1564-11-10,1907-10-04,Aguiar da Beira,Aguiar da Beira
36,1676-10-17,1910-11-07,Fafe,Fafe
36,1711-01-18,1910-10-01,"Funchal, Madeira","Funchal, Madeira"
36,1585-10-02,1839-10-18,Minde,Minde
36,1573-01-26,1772-01-07,Miranda,Miranda
36,1603-03-09,1907-10-14,Nogueira,Nogueira
36,1556-02-01,1898-10-08,Paranhos,Paranhos
36,1559-10-01,1887-10-09,Vila Cova,Vila Cova
35,1570-00-00,1893-10-12,Almodôvar,Almodôvar
35,1592-10-12,1824-10-30,Arazede,Arazede
35,1537-05-28,1908-10-15,Cabeço de Vide,Cabeço de Vide
35,1613-10-14,1908-10-15,Oliveira do Bairro,Oliveira do Bairro
35,1537-12-18,1899-10-02,Pederneira,Pederneira
35,1700-10-01,1910-10-27,Póvoa de Varzim,Póvoa de Varzim
35,1706-03-17,1908-10-07,Tortosendo,Tortosendo
35,1578-11-08,1784-10-12,Vila Cova à Coelheira,Vila Cova à Coelheira
34,1617-11-18,1899-10-03,Belmonte,Belmonte
34,1620-11-20,1862-06-01,Cumieira,Cumieira
34,1537-12-18,1908-10-02,Odemira,Odemira
34,1564-10-18,1880-10-15,Oliveirinha,Oliveirinha
34,1581-10-06,1814-10-08,Outeiro,Outeiro
34,1609-10-10,1758-10-01,Paiva,Paiva
34,1540-10-22,1907-10-08,Silves,Silves
34,1540-01-12,1907-10-10,Sobral,Sobral
34,1637-11-12,1908-10-08,Valdigem,Valdigem
33,1608-10-31,1898-10-03,Cartaxo,Cartaxo
33,1621-10-13,1900-10-04,Cortiça,Cortiça
33,1600-11-02,1882-10-02,Farminhão,Farminhão
33,1665-10-29,1908-10-02,Gavião,Gavião
33,1585-10-14,1909-10-09,Mesquitela,Mesquitela
33,1581-10-03,1912-08-12,Mira,Mira
33,1537-12-18,1898-10-08,Mogofores,Mogofores
33,1592-10-01,1877-10-02,Muxagata,Muxagata
33,1585-10-02,1897-10-12,Passos,Passos
33,1659-10-10,1904-10-12,Penajóia,Penajóia
33,1677-01-08,1896-10-13,Sande,Sande
33,1653-10-14,1888-10-15,Santa Eulália,Santa Eulália
33,1612-10-22,1900-10-04,Silva Escura,Silva Escura
33,1601-10-29,1837-10-18,São Silvestre,São Silvestre
33,1594-10-11,1861-10-11,Vila de Rei,Vila de Rei
32,1540-00-00,1771-05-24,,
32,1561-10-01,1695-10-01,Ilha,Ilha
32,1654-01-04,1890-10-15,Lageosa,Lageosa
32,1609-10-09,1879-07-24,Loureiro,Loureiro
32,1537-00-00,1884-10-15,Oleiros,Oleiros
32,1574-03-13,1902-10-10,Oliveira de Frades,Oliveira de Frades
32,1578-11-03,1898-10-12,Quintela,Quintela
32,1682-10-01,1910-06-09,Salreu,Salreu
32,1668-10-17,1857-07-02,Vila Seca,Vila Seca
31,1646-10-29,1907-10-15,Barrô,Barrô
31,1599-01-21,1830-10-12,Carvalho,Carvalho
31,1607-02-13,1902-10-04,Gafete,Gafete
31,1656-11-04,1821-11-29,Podentes,Podentes
31,1629-02-04,1847-10-15,Pomares,Pomares
31,1604-11-16,1765-10-01,São Joaninho,São Joaninho
31,1557-00-00,1895-10-28,Tarouca,Tarouca
31,1590-11-10,1909-10-07,Valença,Valença
31,1609-10-09,1795-00-00,Vilarouco,Vilarouco
30,1629-03-10,1893-10-14,Alcaide,Alcaide
30,1602-10-18,1909-10-09,Famalicão,Famalicão
30,1610-10-08,1837-10-27,Figueiró do Campo,Figueiró do Campo
30,1732-10-01,1822-10-21,"Minas Gerais, Brasil","Minas Gerais, Brasil"
30,1540-10-12,1887-10-14,Montalegre,Montalegre
30,1573-11-13,1853-10-18,Rio Maior,Rio Maior
30,1557-08-31,1885-07-02,Sinde,Sinde
30,1594-10-01,1879-10-03,São João,São João
30,1578-11-14,1843-05-29,Álvaro,Álvaro
29,1556-02-01,1887-06-23,Aguieira,Aguieira
29,1576-11-26,1910-06-17,Atalaia,Atalaia
29,1583-10-08,1840-10-03,Benviver,Bem-Viver
29,1604-10-01,1906-10-06,Cadima,Cadima
29,1540-10-18,1782-10-30,Caldas,Caldas
29,1588-10-18,1780-05-27,Carapito,Carapito
29,1540-02-03,1902-10-08,Ferreiros,Ferreiros
29,1566-10-21,1802-10-15,Fornos,Fornos
29,1721-11-04,1909-10-02,Nelas,Nelas
29,1582-10-28,1804-10-15,Sanfins,Sanfins
29,1604-10-20,1907-06-28,Sarzedo,Sarzedo
29,1622-10-10,1877-10-03,Soutelo,Soutelo
29,1608-01-17,1909-10-18,Vagos,Vagos
29,1622-10-03,1902-06-14,Vila Nova de Famalicão,Vila Nova de Famalicão
29,1577-11-18,1881-11-12,Ázere,Ázere
28,1677-01-08,1908-10-08,Alijó,Alijó
28,1666-10-01,1798-10-02,Angola,Angola
28,1540-10-03,1896-10-15,Barreiro,Barreiro
28,1676-10-01,1908-10-08,Cuba,Cuba
28,1591-10-17,1859-10-11,Granja,Granja
28,1578-10-03,1850-07-06,"Ilha do Faial, Açores","Ilha do Faial, Açores"
28,1659-03-20,1883-10-08,Lamarosa,Lamarosa
28,1746-02-01,1804-10-17,"Mariana, Brasil","Mariana, Brasil"
28,1538-00-00,1823-10-18,Sarzedas,Sarzedas
28,1560-10-01,1903-10-06,Tábua,Tábua
28,1587-10-01,1875-10-02,Vilarinho,Vilarinho
27,1568-10-06,1900-10-15,Algodres,Algodres
27,1573-10-31,1909-10-02,Alvarelhos,Alvarelhos
27,1589-10-01,1830-07-05,Cambra,Cambra
27,1582-10-20,1876-10-15,Casal Comba,Casal Comba
27,1623-11-08,1894-10-05,Castelões,Castelões
27,1625-10-14,1873-10-15,"Lavarrabos, hoje São João do Campo",São João do Campo
27,1554-03-00,1913-07-25,Messejana,Messejana
27,1593-10-01,1903-10-06,Meãs,Meãs
27,1560-10-01,1826-10-30,Mondim,Mondim de Basto
27,1672-10-01,1911-10-01,Murtosa,Murtosa
27,1587-10-18,1805-10-16,Regalados,Regalados
27,1675-10-01,1892-10-13,Reveles,Reveles
27,1639-11-08,1889-10-15,Ribeira da Pena,Ribeira de Pena
27,1702-03-31,1906-10-06,Sabrosa,Sabrosa
27,1693-10-01,1888-10-08,Sebal Grande,"Sebal, Condeixa-a-Nova"
27,1586-10-04,1899-10-02,Souto,Souto
27,1540-07-06,1860-10-06,Vila de Frades,Vila de Frades
26,1580-04-21,1897-10-14,Carvalhais,Carvalhais
26,1591-10-12,1902-07-09,Ferreirim,Ferreirim
26,1673-10-01,1909-10-02,Freixedas,Freixedas
26,1609-10-01,1890-10-02,Goa,Goa
26,1731-01-15,1891-10-26,"Maranhão, Brasil","Maranhão, Brasil"
26,1587-01-18,1904-10-03,Mêda,Mêda
26,1656-10-16,1763-10-01,Panascoso,Penhascoso
26,1582-10-02,1909-10-07,Pombalinho,Pombalinho
26,1540-10-19,1895-10-12,Sebal,Sebal
26,1592-10-09,1867-10-03,Serpins,Serpins
26,1660-01-31,1881-10-12,São Tiago de Besteiros,Santiago de Besteiros
26,1573-12-10,1889-10-02,Tourais,Tourais
26,1554-00-00,1866-10-15,Vila Pouca,Vila Pouca
25,1631-01-12,1907-10-12,Alhadas,Alhadas
25,1615-11-13,1709-10-01,Bera,Bera
25,1588-03-12,1857-10-15,Carregal,Carregal
25,1587-10-03,1897-10-11,Freixo,Freixo
25,1538-12-17,1909-10-02,Lourinhã,Lourinhã
25,1629-10-15,1909-10-18,Lousada,Lousada
25,1616-10-06,1897-10-14,Rio de Galinhas,Rio de Galinhas
25,1646-01-18,1902-10-04,Sobreira Formosa,Sobreira Formosa
24,1705-12-01,1888-10-02,Alfândega da Fé,Alfândega da Fé
24,1585-11-19,1906-10-04,Armamar,Armamar
24,1577-02-13,1765-10-01,Arrifana do Sousa,Penafiel
24,1586-10-09,1899-10-11,Cambres,Cambres
24,1682-10-01,1795-10-29,Envendos,Envendos
24,1577-10-23,1899-10-02,Idanha a Nova,Idanha a Nova
24,1686-03-23,1902-10-07,Lamas,Lamas
24,1577-10-19,1879-10-11,Loriga,Loriga
24,1538-06-30,1878-06-11,Marialva,Marialva
24,1559-10-28,1907-10-01,Ourique,Ourique
24,1680-10-01,1908-10-02,Pardilhó,Pardilhó
24,1687-10-01,1904-10-03,Pinhanços,Pinhanços
24,1657-10-31,1908-10-09,Salvaterra de Magos,Salvaterra de Magos
24,1538-10-27,1899-10-02,Silvares,Silvares
24,1659-11-06,1910-10-14,São Miguel de Acha,São Miguel de Acha
24,1562-10-01,1900-10-13,São Tiago de Cacém,Santiago do Cacém
24,1580-03-11,1870-06-01,Tamengos,Tamengos
24,1708-10-01,1906-10-02,Vila Marim,Vila Marim
24,1723-10-01,1830-10-30,Vila Meã,Vila Meã
24,1575-10-20,1873-10-03,Vinhó,Vinhó
23,1629-10-15,1901-10-10,Aguada de Cima,Aguada de Cima
23,1538-07-07,1909-10-08,Azambuja,Azambuja
23,1585-10-02,1844-10-31,Barcouço,Barcouço
23,1635-10-10,1896-10-08,Grijó,Grijó
23,1569-00-00,1872-10-10,Mafra,Mafra
23,1732-10-01,1883-06-11,Minas Gerais,Minas Gerais
23,1596-10-19,1826-10-06,Pinheiro de Ázere,Pinheiro de Ázere
23,1659-12-10,1862-10-02,Ribeira de Frades,Ribeira de Frades
23,1618-11-17,1875-10-14,Soalhães,Soalhães
23,1586-10-21,1850-10-31,Vila Boa do Bispo,Vila Boa do Bispo
23,1640-11-10,1890-10-15,Vila Pouca do Campo,Vila Pouca do Campo
23,1629-02-07,1892-10-14,Vinha da Rainha,Vinha da Rainha
22,1583-11-18,1902-10-04,Alvarenga,Alvarenga
22,1573-10-07,1766-10-01,"Arrifana de Sousa, Penafiel",Penafiel
22,1650-02-12,1856-10-31,Ericeira,Ericeira
22,1731-10-01,1892-10-14,Ervedosa do Douro,Ervedosa do Douro
22,1560-12-01,1912-07-05,Espinho,Espinho
22,1571-11-10,1874-10-02,Galizes,Galizes
22,1616-12-02,1757-12-30,Moita,Moita
22,1651-10-19,1764-10-01,Mourisca,Mourisca
22,1688-10-01,1907-10-04,"Pará, Brasil","Pará, Brasil"
22,1586-00-00,1901-10-03,Póvoa,Póvoa
22,1621-10-16,1863-10-12,Santa Ovaia,Santa Ovaia
22,1590-10-16,1878-10-02,Souselas,Souselas
22,1578-10-02,1906-10-02,São Miguel de Poiares,São Miguel de Poiares
22,1537-12-18,1838-10-20,Tojal,Tojal
22,1570-01-05,1765-10-01,Trofa,Trofa
22,1636-10-15,1850-07-10,Óvoa,Óvoa
21,1627-10-05,1809-11-15,Amial,Amial
21,1663-11-28,1770-10-01,Degracias,Degracias
21,1646-10-10,1909-10-13,Escalhão,Escalhão
21,1540-00-00,1796-10-05,Fala,Fala
21,1594-10-07,1787-10-31,Lanhoso,Lanhoso
21,1629-10-16,1888-10-15,Montalvão,Montalvão
21,1719-10-01,1905-10-09,Nazaré,Nazaré
21,1692-10-01,1909-10-02,Paradela,Paradela
21,1649-10-10,1905-10-09,Pico de Regalados,Pico de Regalados
21,1587-10-02,1900-10-03,Pinheiro da Bemposta,Pinheiro da Bemposta
21,1658-10-01,1843-10-06,Povolide,Povolide
21,1550-00-00,1889-10-15,Santa Comba,Santa Comba
21,1595-10-24,1842-10-27,Sever,Sever
21,1646-10-07,1908-10-02,São João da Madeira,São João da Madeira
21,1585-11-08,1894-10-03,São Martinho,São Martinho
21,1690-03-03,1891-10-02,Tuias,Tuias
21,1640-11-06,1775-12-16,Vila Nova da Barca,Vila Nova da Barca
21,1590-10-10,1839-10-19,Vila Nova da Rainha,Vila Nova da Rainha
21,1595-01-16,1753-10-01,Vilar,Vilar
21,1556-00-00,1885-06-20,Vilarinho da Lousã,Vilarinho da Lousã
20,1540-03-21,1899-10-02,Alcochete,Alcochete
20,1669-10-30,1907-10-14,Bunheiro,Bunheiro
20,1641-10-15,1873-10-10,Capinha,Capinha
20,1697-10-01,1849-10-23,Casais do Campo,"Casais, S. Martinho do Bispo, Coimbra"
20,1639-10-12,1786-10-31,Fermelã,Fermelã
20,1677-11-07,1872-10-15,Fontelas,Fontelas
20,1658-10-01,1884-10-09,Gesteira,Gesteira
20,1696-11-29,1900-10-13,Macieira de Cambra,Macieira de Cambra
20,1676-11-16,1879-10-07,Maçãs de Dona Maria,Maçãs de Dona Maria
20,1559-10-01,1848-10-03,Monsaraz,Monsaraz
20,1619-10-15,1838-10-31,Moreira,Moreira
20,1588-10-13,1759-10-01,Mós,Mós
20,1609-06-24,1893-10-12,Nespereira,Nespereira
20,1630-11-16,1822-07-03,Reguengo,Reguengo
20,1588-10-10,1903-10-14,Riodades,Riodades
20,1598-10-20,1902-10-09,Sinfães,Sinfães
20,1575-10-12,1788-10-08,Sousel,Sousel
20,1721-10-01,1905-10-03,Telhado,Telhado
20,1668-10-20,1836-10-22,Vila Nova do Casal,Vila Nova do Casal
19,1702-10-01,1911-10-31,Aldeia das Dez,Aldeia das Dez
19,1642-10-15,1903-10-06,Alfarelos,Alfarelos
19,1566-11-14,1776-10-19,Atouguia,Atouguia
19,1566-12-12,1891-10-03,Avelar,Avelar
19,1540-01-19,1886-10-15,Castelo Rodrigo,Castelo Rodrigo
19,1686-10-01,1869-10-02,Celavisa,Celavisa
19,1709-10-01,1908-10-02,Cristelo,Cristelo
19,1642-10-15,1860-10-05,"Farinha Podre, hoje São Pedro de Alva",São Pedro de Alva
19,1681-10-01,1908-10-10,Ferreira do Zêzere,Ferreira do Zêzere
19,1708-10-24,1910-10-18,Horta,Horta
19,1664-11-03,1787-10-24,Junqueira,Junqueira
19,1718-12-15,1905-10-04,Macau,Macau
19,1555-00-00,1909-10-13,Mancelos,Mancelos
19,1575-10-01,1906-10-03,Nogueira do Cravo,Nogueira do Cravo
19,1586-10-01,1845-10-13,Pala,Pala
19,1607-10-31,1871-10-04,Tonda,Tonda
19,1735-10-01,1816-10-19,Vila Rica,Vila Rica
19,1655-02-01,1904-10-01,Águas Santas,Águas Santas
18,1537-00-00,1901-10-08,Azinhaga,Azinhaga
18,1562-11-29,1895-11-03,Barcos,Barcos
18,1609-11-20,1830-06-16,Bombarral,Bombarral
18,1574-10-12,1664-10-01,Brasil,Brasil
18,1745-10-01,1824-10-30,"Cachoeira, Baía, Brasil","Cachoeira, Baía, Brasil"
18,1731-10-30,1912-06-17,Castro Marim,Castro Marim
18,1650-10-20,1848-10-06,Cidadelhe,Cidadelhe
18,1559-10-01,1764-10-01,Landroal,Alandroal
18,1674-10-17,1869-10-16,Lixa,Lixa
18,1660-01-21,1879-10-02,Maçãs de D Maria,Maçãs de D Maria
18,1661-10-31,1812-06-15,Ourentã,Ourentã
18,1577-10-29,1907-10-12,Pedrogão Pequeno,Pedrogão Pequeno
18,1607-11-09,1878-10-12,Pinheiro,Pinheiro
18,1593-10-07,1886-10-09,Ruivães,Ruivães
18,1589-10-07,1814-01-14,Serrazes,Serrazes
18,1609-11-06,1892-10-03,São João da Foz,São João da Foz
18,1614-10-15,1904-10-07,Torres,Torres
18,1779-10-20,1848-06-05,"Viana, Minho","Viana, Minho"
18,1669-10-22,1804-10-31,Vila Pouca da Beira,Vila Pouca da Beira
17,1582-10-09,1820-11-25,Aljustrel,Aljustrel
17,1589-02-01,1780-10-27,Aregos,Aregos
17,1636-10-15,1901-10-10,Branca,Branca
17,1537-12-18,1738-10-01,Cabeça de Vide,Cabeça de Vide
17,1693-10-01,1880-10-12,Carviçais,Carviçais
17,1559-10-01,1907-10-09,Castendo,Castendo
17,1673-10-17,1890-10-13,Escalos de Baixo,Escalos de Baixo
17,1578-11-14,1899-10-02,Frechas,Frechas
17,1573-10-10,1724-10-01,Grajal,Grajal
17,1620-10-19,1892-10-15,Lalim,Lalim
17,1658-12-12,1896-10-10,Lanhelas,Lanhelas
17,1569-03-02,1803-10-10,Louredo,Louredo
17,1699-10-01,1750-10-01,Manigoto,Manigoto
17,1598-10-01,1769-04-13,Merciana,Merceana
17,1604-10-01,1850-10-30,Olalhas,Olalhas
17,1578-10-07,1902-10-09,Oliveira,Oliveira
17,1573-10-03,1893-10-20,Paços,Paços
17,1590-10-12,1870-10-15,Pena,Pena
17,1572-10-01,1907-10-04,Penaverde,Penaverde
17,1540-00-00,1910-10-11,Reguengos,Reguengos
17,1726-10-01,1851-10-24,Salgueiro,Salgueiro
17,1589-12-22,1799-10-30,Sines,Sines
17,1538-10-27,1907-10-03,Souzel,Sousel
17,1610-10-11,1895-10-03,São Martinho de Árvore,São Martinho de Árvore
17,1675-10-26,1888-10-23,Tinalhas,Tinalhas
