value,count,date_in,date_max
"Santa Leucádia, Baião",1,1607-10-01,1607-10-01
Santa Lucrecia da Ponte,1,1755-10-01,1755-10-01
Santa Lucrécia de Louro,1,1743-10-01,1743-10-01
"Santa Lusia, Sergipe de Rei",1,1768-10-01,1768-10-01
Santa Luzia,1,1696-10-01,1696-10-01
Santa Luzia de Penela,1,1706-10-01,1706-10-01
Santa Luzia do Sabará,1,1767-10-01,1767-10-01
"Santa Luzia, Angra do Heroismo",1,1909-10-18,1909-10-18
"Santa Luzia, Angra do Heroísmo",1,1910-11-02,1910-11-02
"Santa Luzia, Brasil",1,1772-10-00,1772-10-00
"Santa Luzia, Minas Gerais, Brasil",1,1778-10-17,1778-10-17
"Santa Luzia, Pias",1,1910-10-13,1910-10-13
Santa Maior,1,1800-10-15,1800-10-15
"Santa Margarida, Castelo Branco",1,1792-06-23,1792-06-23
"Santa Margarida, Lousada",1,1589-12-20,1589-12-20
Santa Maria Madalena,1,1764-10-01,1764-10-01
"Santa Maria Madalena, Chaves",1,1762-01-01,1762-01-01
"Santa Maria Madalena, Lordelo",1,1765-10-01,1765-10-01
"Santa Maria Madalena, Penafiel",1,1772-10-31,1772-10-31
Santa Maria Maior,1,1910-10-12,1910-10-12
Santa Maria Maior de Outeiro,1,1886-10-02,1886-10-02
Santa Maria Ovaia de Cima,1,1839-10-04,1839-10-04
Santa Maria da Bobadela,1,1707-11-29,1707-11-29
"Santa Maria da Feira, Braga",1,1909-10-18,1909-10-18
Santa Maria da Graça,1,1906-10-10,1906-10-10
Santa Maria da Murtosa,1,1677-11-29,1677-11-29
"Santa Maria da Piedade, Bragança",1,1910-10-08,1910-10-08
"Santa Maria da Porta, Viana do Castelo",1,1906-10-08,1906-10-08
Santa Maria da Ventosa,1,1727-10-27,1727-10-27
"Santa Maria de Abade, Vermoim",1,1764-10-01,1764-10-01
Santa Maria de Adoufe,1,1895-10-01,1895-10-01
Santa Maria de Alcáçova,1,1909-10-07,1909-10-07
Santa Maria de Amonde,1,1742-01-11,1742-01-11
"Santa Maria de Antime, Braga",1,1873-10-03,1873-10-03
Santa Maria de Azias,1,1861-10-09,1861-10-09
Santa Maria de Bouro,1,1889-10-15,1889-10-15
Santa Maria de Cabração,1,1893-10-13,1893-10-13
Santa Maria de Campanhã,1,1763-10-01,1763-10-01
Santa Maria de Cepelos,1,1753-10-01,1753-10-01
Santa Maria de Correlho,1,1712-03-12,1712-03-12
Santa Maria de Covas,1,1707-10-21,1707-10-21
Santa Maria de Duas Igrejas,1,1680-10-01,1680-10-01
Santa Maria de Emeres,1,1789-10-31,1789-10-31
Santa Maria de Faria,1,1730-10-01,1730-10-01
Santa Maria de Fermedo,1,1762-10-01,1762-10-01
Santa Maria de Ferreira,1,1835-10-05,1835-10-05
"Santa Maria de Ferreiros, Braga",1,1820-11-15,1820-11-15
Santa Maria de Fiães,1,1899-10-02,1899-10-02
Santa Maria de Goães,1,1770-10-01,1770-10-01
Santa Maria de Gralhas,1,1764-10-01,1764-10-01
Santa Maria de Idães,1,1756-10-01,1756-10-01
Santa Maria de Lamosa,1,1764-10-01,1764-10-01
Santa Maria de Lobelhe,1,1738-10-01,1738-10-01
Santa Maria de Louredo,1,1762-10-01,1762-10-01
"Santa Maria de Marciá, Rio de Janeiro",1,1825-10-17,1825-10-17
Santa Maria de Midões,1,1585-10-27,1585-10-27
"Santa Maria de Moreira, Viana",1,1788-10-25,1788-10-25
Santa Maria de Moura,1,1750-10-01,1750-10-01
"Santa Maria de Moure, Guimarães",1,1779-11-20,1779-11-20
Santa Maria de Mós,1,1875-10-14,1875-10-14
"Santa Maria de Oliveira, Barcelos",1,1784-10-30,1784-10-30
"Santa Maria de Oliveira, Mesão Frio",1,1733-10-01,1733-10-01
"Santa Maria de Oliveira, Vila Nova de Famalicão",1,1905-06-17,1905-06-17
Santa Maria de Paços,1,1805-10-18,1805-10-18
Santa Maria de Prozelo,1,1659-10-25,1659-10-25
Santa Maria de Samoso,1,1761-10-01,1761-10-01
Santa Maria de Sedielos,1,1822-10-11,1822-10-11
"Santa Maria de Sequeira, Braga",1,1888-10-02,1888-10-02
Santa Maria de Silvares,1,1899-10-12,1899-10-12
"Santa Maria de Soalhães, Vila Real",1,1878-10-15,1878-10-15
Santa Maria de Sousela,1,1904-10-13,1904-10-13
Santa Maria de Souselas,1,1763-10-01,1763-10-01
Santa Maria de Soutelo,1,1816-10-31,1816-10-31
Santa Maria de Souto de Sobradelo,1,1757-12-16,1757-12-16
Santa Maria de Souzela,1,1707-10-20,1707-10-20
"Santa Maria de Sá, Ponte de Lima",1,1781-10-01,1781-10-01
Santa Maria de Teixeiro,1,1826-10-26,1826-10-26
Santa Maria de Telhado,1,1754-10-01,1754-10-01
Santa Maria de Toris,1,1814-10-04,1814-10-04
Santa Maria de Torroso,1,1677-10-01,1677-10-01
Santa Maria de Turis,1,1764-10-01,1764-10-01
Santa Maria de Ul,1,1818-11-09,1818-11-09
Santa Maria de Valbom,1,1761-10-01,1761-10-01
Santa Maria de Vermoim,1,1762-12-15,1762-12-15
Santa Maria de Viades,1,1818-12-23,1818-12-23
Santa Maria de Viana,1,1591-11-13,1591-11-13
Santa Maria de Vila Cova,1,1703-10-01,1703-10-01
Santa Maria de Vila Fria,1,1720-10-01,1720-10-01
Santa Maria de Vila Nova da Muhia,1,1757-10-01,1757-10-01
Santa Maria de Vilar de Prado,1,1883-10-13,1883-10-13
Santa Maria de Vinha de Areosa,1,1737-10-01,1737-10-01
Santa Maria de duas Igrejas,1,1768-10-01,1768-10-01
Santa Maria de Álvaro,1,1761-10-01,1761-10-01
Santa Maria do Coussourado de Coura,1,1737-10-01,1737-10-01
Santa Maria do Loredo,1,1760-10-01,1760-10-01
Santa Maria do Louredo,1,1760-10-01,1760-10-01
Santa Maria do Loureto,1,1701-10-01,1701-10-01
Santa Maria do Olival,1,1758-10-01,1758-10-01
Santa Maria do Porto,1,1907-10-11,1907-10-11
Santa Maria do Prado,1,1903-10-09,1903-10-09
"Santa Maria do Salto, Montalegre",1,1766-10-01,1766-10-01
Santa Maria do Sobrado,1,1720-10-01,1720-10-01
Santa Maria do Sobral,1,1760-10-01,1760-10-01
Santa Maria do Vilar,1,1745-12-24,1745-12-24
Santa Maria do Zêzere,1,1763-10-01,1763-10-01
"Santa Maria dos Anjos, Viana do Castelo",1,1881-10-04,1881-10-04
"Santa Maria, Alvarega, Lousada",1,1895-06-25,1895-06-25
"Santa Maria, Braga",1,1794-10-15,1794-10-15
"Santa Maria, Celorico de Basto",1,1764-10-01,1764-10-01
"Santa Maria, Duas Igrejas",1,1764-10-01,1764-10-01
"Santa Maria, Feira",1,1789-10-16,1789-10-16
"Santa Maria, Fregim",1,1788-10-25,1788-10-25
"Santa Maria, Guimarães",1,1804-10-30,1804-10-30
"Santa Maria, Oliveira, Lamego",1,1795-11-02,1795-11-02
"Santa Maria, Paneira",1,1769-07-06,1769-07-06
"Santa Maria, Sobre Tamega",1,1794-10-29,1794-10-29
"Santa Maria, Trancoso",1,1910-10-14,1910-10-14
"Santa Maria, Vale de Passos",1,1899-10-02,1899-10-02
"Santa Maria, Viade",1,1793-10-31,1793-10-31
"Santa Maria, Viseu",1,1811-10-31,1811-10-31
"Santa Maria, Águas Santas",1,1802-10-15,1802-10-15
"Santa Maria, Óbidos",1,1892-10-13,1892-10-13
Santa Marinha da Beira,1,1753-00-00,1753-00-00
Santa Marinha da Lousada,1,1703-10-01,1703-10-01
Santa Marinha da Retorta,1,1898-10-11,1898-10-11
"Santa Marinha de Alheira, Barcelos",1,1760-10-01,1760-10-01
Santa Marinha de Argela,1,1735-10-01,1735-10-01
Santa Marinha de Ariosa,1,1737-10-01,1737-10-01
"Santa Marinha de Arosa, Braga",1,1872-10-14,1872-10-14
Santa Marinha de Avis,1,1727-01-03,1727-01-03
Santa Marinha de Bouças,1,1759-10-01,1759-10-01
Santa Marinha de Covede,1,1878-10-31,1878-10-31
"Santa Marinha de Cristina, Vila Nova de Gaia",1,1905-10-31,1905-10-31
Santa Marinha de Linhares,1,1705-10-20,1705-10-20
Santa Marinha de Loivo,1,1782-11-02,1782-11-02
Santa Marinha de Moreira,1,1749-11-04,1749-11-04
"Santa Marinha de Oleiros, Viana",1,1788-10-17,1788-10-17
Santa Marinha de Oriz,1,1732-04-02,1732-04-02
Santa Marinha de Paradela,1,1728-10-01,1728-10-01
Santa Marinha de Zêzere,1,1736-10-01,1736-10-01
"Santa Marinha de Zêzere, Baião",1,1892-10-15,1892-10-15
Santa Marinha do Prado,1,1766-05-31,1766-05-31
Santa Marinha do Tropeço,1,1905-11-30,1905-11-30
Santa Marinha do Vale,1,1694-10-26,1694-10-26
"Santa Marinha, Granja",1,1625-10-14,1625-10-14
"Santa Marinha, Landim",1,1751-10-01,1751-10-01
"Santa Marinha, Oleiros",1,1765-10-01,1765-10-01
"Santa Marinha, Porto",1,1784-10-31,1784-10-31
"Santa Marinha, Ribeira de Pena",1,1892-10-15,1892-10-15
"Santa Marinha, Rio Tinto",1,1727-10-01,1727-10-01
"Santa Marinha, Seia",1,1537-00-00,1537-00-00
"Santa Marinha, Vila Nova de Gaia",1,1760-10-01,1760-10-01
"Santa Marinha, Vila Verde",1,1751-10-01,1751-10-01
Santa Marta de Salreu,1,1725-10-01,1725-10-01
"Santa Marta, Lamego",1,1776-10-00,1776-10-00
"Santa Marta, Penafiel",1,1764-10-01,1764-10-01
"Santa Marta, Porto",1,1765-12-01,1765-12-01
"Santa Marta, Viana do Castelo",1,1849-10-24,1849-10-24
"Santa Marta, Vila Real",1,1789-10-06,1789-10-06
"Santa Mª, Fiães",1,1797-10-15,1797-10-15
Santa Olaia de Besteiros,1,1637-10-25,1637-10-25
Santa Ovaia de Barrosas,1,1590-10-09,1590-10-09
"Santa Ovaia, Avô",1,1799-10-14,1799-10-14
Santa Senhorinha,1,1908-10-07,1908-10-07
Santa Senhorinha de Basto,1,1746-10-01,1746-10-01
"Santa Senhorinha, Cabeceiras de Basto",1,1893-10-13,1893-10-13
"Santa Tecla, Basto",1,1761-10-01,1761-10-01
"Santa Valha, Chaves",1,1746-11-26,1746-11-26
"Santa Valha, Torre de Moncorvo",1,1751-11-26,1751-11-26
"Santa Velha, Vale de Passos",1,1897-10-07,1897-10-07
"Santa do Torral, Bragança",1,1816-10-31,1816-10-31
Santa Águeda de Carlão,1,1863-10-05,1863-10-05
"Santana, Rio de Janeiro, Brasil",1,1915-11-29,1915-11-29
"Santar, viseu",1,1799-10-03,1799-10-03
"Santarém, Coimbrão",1,1626-10-23,1626-10-23
"Santarém, Pará, Brasil",1,1857-10-10,1857-10-10
"Santarém, Pontevel",1,1754-11-27,1754-11-27
Santiago Dantas,1,1814-10-04,1814-10-04
Santiago Novo,1,1634-10-07,1634-10-07
Santiago da Carreira,1,1765-10-01,1765-10-01
"Santiago da Guarda, Leiria",1,1845-10-25,1845-10-25
Santiago de,1,1540-01-20,1540-01-20
"Santiago de Amorim, Barcelos",1,1764-10-01,1764-10-01
Santiago de Anha,1,1771-05-03,1771-05-03
Santiago de Bougado,1,1801-10-09,1801-10-09
Santiago de Ceia,1,1840-10-07,1840-10-07
Santiago de Cepões,1,1844-10-25,1844-10-25
Santiago de Coussorado,1,1761-10-01,1761-10-01
Santiago de Custoias,1,1764-10-01,1764-10-01
"Santiago de Figueiró, Porto",1,1840-10-27,1840-10-27
Santiago de Gaiolo,1,1722-11-08,1722-11-08
Santiago de Goães,1,1751-10-01,1751-10-01
Santiago de Labruge,1,1835-10-17,1835-10-17
Santiago de Litem,1,1708-10-01,1708-10-01
Santiago de Lustosa,1,1868-10-15,1868-10-15
Santiago de Oliveira,1,1747-10-01,1747-10-01
"Santiago de Piães, Viseu",1,1838-10-31,1838-10-31
"Santiago de Pris, Viana",1,1814-10-31,1814-10-31
"Santiago de Rande, Unhão",1,1759-10-01,1759-10-01
"Santiago de Riba, UL",1,1815-10-31,1815-10-31
"Santiago de Sandufe, Viana",1,1844-10-04,1844-10-04
Santiago de Seia,1,1753-10-01,1753-10-01
Santiago de Sernadelo,1,1852-10-09,1852-10-09
Santiago de Vilela,1,1745-10-01,1745-10-01
"Santiago, Armamar",1,1761-10-01,1761-10-01
"Santiago, Barcelos",1,1769-11-15,1769-11-15
"Santiago, Braga",1,1770-10-10,1770-10-10
"Santiago, Crato",1,1816-11-08,1816-11-08
"Santiago, Gimieira, Ponte de Lima",1,1737-10-01,1737-10-01
"Santiago, Lanhoso",1,1756-11-15,1756-11-15
"Santiago, Mogadouro",1,1768-10-01,1768-10-01
"Santiago, Ronfe",1,1744-10-01,1744-10-01
"Santiago, Seia",1,1843-07-15,1843-07-15
"Santiago, freg São  Bartolomeu, Coimbra",1,1852-10-12,1852-10-12
Santiaguinho,1,1735-10-01,1735-10-01
Santo Adrião da Graça,1,1746-10-01,1746-10-01
Santo Adrião de Oleiros,1,1870-10-14,1870-10-14
Santo Adrião de Padim,1,1749-10-30,1749-10-30
Santo Adrião de Padim da Graça,1,1728-11-01,1728-11-01
Santo Adrião de Soutelo,1,1825-10-31,1825-10-31
"Santo Adrião, Canas",1,1758-10-01,1758-10-01
"Santo Adrião, Mossamêdes",1,1911-11-15,1911-11-15
"Santo Adrião, Vila Nova de Famalicão",1,1891-11-03,1891-11-03
"Santo Adrião, Vizela",1,1847-10-04,1847-10-04
"Santo Adrão, Santão",1,1796-10-05,1796-10-05
"Santo Aleixo, Beco",1,1729-10-01,1729-10-01
"Santo Aleixo, Beja",1,1820-11-25,1820-11-25
"Santo Aleixo, Monforte",1,1894-10-13,1894-10-13
"Santo Aleixo, Moura",1,1600-10-05,1600-10-05
"Santo Aleixo, Ribeira da Pena",1,1860-10-02,1860-10-02
Santo Amaro da Baía,1,1735-10-01,1735-10-01
"Santo Amaro da Purificação, Baí, Brasil",1,1748-12-04,1748-12-04
"Santo Amaro da Purificação, Baía",1,1730-10-15,1730-10-15
Santo Amaro das Caldas,1,1583-10-05,1583-10-05
"Santo Amaro, Baia",1,1817-10-31,1817-10-31
"Santo Amaro, Coimbra",1,1805-10-07,1805-10-07
"Santo Amaro, Ilha do Pico",1,1907-10-14,1907-10-14
"Santo Amaro, Maiorca",1,1787-10-23,1787-10-23
Santo André da Portela,1,1705-10-01,1705-10-01
Santo André da Várzea,1,1802-10-02,1802-10-02
Santo André de Ancêde,1,1707-10-29,1707-10-29
Santo André de Canadelo,1,1756-10-01,1756-10-01
Santo André de Covelas,1,1788-06-10,1788-06-10
Santo André de Cristelo,1,1738-10-01,1738-10-01
Santo André de Cristelos,1,1838-10-31,1838-10-31
Santo André de Gião,1,1756-10-01,1756-10-01
Santo André de Jou,1,1743-12-16,1743-12-16
"Santo André de Molares, Celorico de Bastos",1,1666-10-15,1666-10-15
Santo André de Mosteiro,1,1765-10-01,1765-10-01
Santo André de Padornela,1,1898-10-10,1898-10-10
"Santo André de Paisela, Cabeceiras de Basto",1,1734-10-01,1734-10-01
Santo André de Palme,1,1747-10-01,1747-10-01
Santo André de Rendufe,1,1721-12-04,1721-12-04
Santo André de Souselas,1,1745-10-01,1745-10-01
Santo André de Souselo,1,1747-10-01,1747-10-01
Santo André de Vizela,1,1827-10-29,1827-10-29
Santo André do Mosteiro,1,1717-10-24,1717-10-24
"Santo André do Mosteiro, Feira",1,1816-10-31,1816-10-31
"Santo André, Ancêde",1,1761-10-01,1761-10-01
"Santo André, Chaves",1,1794-11-06,1794-11-06
"Santo André, Pereira, Coimbra",1,1869-10-15,1869-10-15
"Santo André, Rondufe",1,1740-10-01,1740-10-01
"Santo André, Souzelo",1,1748-10-01,1748-10-01
"Santo André, Telões",1,1752-10-01,1752-10-01
"Santo André, Vila da Feira",1,1812-06-16,1812-06-16
Santo Antrónio do Tojal,1,1681-10-01,1681-10-01
Santo Antão do Tojal,1,1790-10-18,1790-10-18
"Santo Antão, Penafiel",1,1820-10-20,1820-10-20
"Santo Antão, Évora",1,1909-10-15,1909-10-15
Santo António,1,1627-10-05,1627-10-05
"Santo António da Casa Branca, Brasil",1,1759-12-06,1759-12-06
"Santo António da Casa Branca, Minas Gerais, Brasil",1,1759-12-06,1759-12-06
"Santo António da Encruzilhada, Brasil",1,1895-10-05,1895-10-05
Santo António da Longa,1,1786-10-03,1786-10-03
"Santo António das Minas, Minas, Brasil",1,1738-10-30,1738-10-30
Santo António de Jacobina,1,1817-11-22,1817-11-22
"Santo António de Jacobino, Baía, Brasil",1,1817-10-27,1817-10-27
Santo António de Lomba,1,1816-06-17,1816-06-17
"Santo António do Mato Grosso, Brasil",1,1742-01-16,1742-01-16
"Santo António do Recife, Pernambuco, Brasil",1,1757-10-01,1757-10-01
"Santo António do Tojal, Lisboa",1,1691-03-21,1691-03-21
"Santo António dos Olivais, Coimbra",1,1898-10-12,1898-10-12
"Santo António, Alcântara",1,1799-10-02,1799-10-02
"Santo António, Arraial do Tejuco, Brasil",1,1774-12-19,1774-12-19
"Santo António, Faial",1,1754-10-22,1754-10-22
"Santo António, Ilha de São Miguel, Açores",1,1881-10-14,1881-10-14
"Santo António, Tojal",1,1799-10-30,1799-10-30
Santo Estevão Fins,1,1774-07-02,1774-07-02
Santo Estevão de Geraz,1,1749-10-01,1749-10-01
Santo Estevão de Guião,1,1709-01-03,1709-01-03
Santo Estevão de Regados,1,1766-10-01,1766-10-01
Santo Estevão de Vilar,1,1736-11-20,1736-11-20
Santo Estevão de Vilela,1,1764-10-01,1764-10-01
Santo Estevão do Gerês,1,1765-10-01,1765-10-01
Santo Estevão do Penedo,1,1785-10-17,1785-10-17
Santo Estevão do Penso,1,1874-10-14,1874-10-14
"Santo Estevão, Castelo Branco",1,1792-07-11,1792-07-11
"Santo Estevão, Chaves",1,1889-10-15,1889-10-15
"Santo Estevão, Gerês",1,1764-10-01,1764-10-01
"Santo Estevão, Gião",1,1799-10-30,1799-10-30
"Santo Estevão, Setúbal",1,1818-10-31,1818-10-31
"Santo Estevão, Tavira",1,1914-10-20,1914-10-20
Santo Evos,1,1729-10-01,1729-10-01
Santo Germain l'Herm,1,1854-10-10,1854-10-10
Santo Ildefonso,1,1897-10-12,1897-10-12
Santo Isidoro,1,1762-10-01,1762-10-01
Santo Isidoro de Musaco,1,1764-10-01,1764-10-01
"Santo Isidoro, Freixo de Espada à Cinta",1,1764-10-01,1764-10-01
Santo João de,1,1701-02-10,1701-02-10
Santo Novo,1,1705-10-27,1705-10-27
Santo Ovaia de Baixo,1,1715-10-01,1715-10-01
Santo Tecla,1,1760-10-01,1760-10-01
Santo Tirso de Prazins,1,1747-10-01,1747-10-01
"Santo Tirso, Santa Cristina",1,1725-10-01,1725-10-01
Santo Varao,1,1687-10-01,1687-10-01
Santo Zacarias,1,1812-12-11,1812-12-11
Santo de André de Poiares,1,1898-10-14,1898-10-14
"Santos Cosme e Damião, Garfé",1,1756-10-30,1756-10-30
"Santos, Rio de Janeiro, Brasil",1,1733-10-01,1733-10-01
Santos-o-Velho,1,1908-10-08,1908-10-08
Santárem,1,1695-10-01,1695-10-01
"Santão, Guimarães",1,1804-10-08,1804-10-08
"Santão, Porto",1,1825-10-03,1825-10-03
Sapardos,1,1750-01-15,1750-01-15
Sapataria,1,1766-10-01,1766-10-01
"Sapataria, Lisboa",1,1763-10-01,1763-10-01
Sapiães,1,1753-10-01,1753-10-01
Sapiões,1,1769-10-01,1769-10-01
Saragoça,1,1637-10-10,1637-10-10
Saragoçães,1,1764-10-11,1764-10-11
Sardedelo,1,1729-10-01,1729-10-01
Sardedo,1,1770-05-25,1770-05-25
Sardeiral,1,1724-10-29,1724-10-29
Sardelgas,1,1698-10-01,1698-10-01
"Sardoal, Alcaravela",1,1774-10-22,1774-10-22
"Sardoal, Portalegre",1,1910-10-12,1910-10-12
"Sardoira, Santa Maria",1,1743-10-01,1743-10-01
Sardosa,1,1707-11-15,1707-11-15
"Sardoura, Castelo de Paiva",1,1900-10-03,1900-10-03
Sardouro,1,1612-10-15,1612-10-15
Sardões,1,1730-10-01,1730-10-01
Sargaçães,1,1759-10-01,1759-10-01
Sarnadas de Rodão,1,1819-06-21,1819-06-21
Sarnades de Rodão,1,1817-10-27,1817-10-27
Sarnelhe,1,1740-11-10,1740-11-10
Sarouquela,1,1572-07-29,1572-07-29
"Sarraquinhos, Montalegre",1,1886-10-15,1886-10-15
Sarrascosa,1,1699-10-01,1699-10-01
"Sarrazela, Sátão",1,1898-10-13,1898-10-13
Sarrazelo,1,1766-10-01,1766-10-01
"Sarrazola, Cacia",1,1908-10-05,1908-10-05
Sarredo,1,1754-10-01,1754-10-01
"Sarrozela, Viseu",1,1774-12-20,1774-12-20
Sarrozola,1,1862-10-04,1862-10-04
Sarzadelo,1,1745-10-01,1745-10-01
Sarzedas ou Sousela,1,1653-10-12,1653-10-12
"Sarzedas, Castelo Branco",1,1788-10-31,1788-10-31
Sarzedela,1,1719-10-01,1719-10-01
Sarzedinho,1,1625-10-20,1625-10-20
"Sarzedo, Coimbra",1,1776-10-13,1776-10-13
Sarzedos,1,1743-10-01,1743-10-01
Sassoeiros,1,1708-10-01,1708-10-01
Savava,1,1589-03-23,1589-03-23
"Sazes, Penacova",1,1884-10-15,1884-10-15
Seara,1,1708-10-27,1708-10-27
"Seará, brasil",1,1769-10-01,1769-10-01
Sebadelha,1,1719-10-01,1719-10-01
Sebadim,1,1632-10-11,1632-10-11
Sebolido,1,1814-10-07,1814-10-07
Sebál,1,1671-10-01,1671-10-01
Sedavim,1,1820-05-15,1820-05-15
"Sedielos, Porto",1,1690-10-01,1690-10-01
"Sedim, Feira",1,1779-10-05,1779-10-05
Sefurdão,1,1742-10-01,1742-10-01
"Segadães, São Pedro do Sul",1,1904-10-03,1904-10-03
"Segadães, Viseu",1,1827-10-29,1827-10-29
"Segura, Castelo Branco",1,1869-10-02,1869-10-02
Segões,1,1719-10-01,1719-10-01
"Segões, Caria",1,1759-10-01,1759-10-01
"Seia, Algodres",1,1597-10-01,1597-10-01
"Seia, São Martinho de",1,1568-10-15,1568-10-15
Seide,1,1732-10-01,1732-10-01
Seira,1,1655-10-15,1655-10-15
Seixas de Penedono,1,1583-10-12,1583-10-12
"Seixas, Freixo de Numão",1,1784-10-30,1784-10-30
"Seixeira, Óbidos",1,1746-10-01,1746-10-01
Seixo Amarelo,1,1723-12-20,1723-12-20
Seixo de Aneiães,1,1715-10-01,1715-10-01
Seixo de Ansião,1,1897-10-13,1897-10-13
Seixo do Ervedal,1,1756-10-01,1756-10-01
"Seixo, Bragança",1,1854-10-12,1854-10-12
"Seixoeira, Tomar",1,1794-10-13,1794-10-13
"Seixoeira, Óbidos",1,1791-00-00,1791-00-00
Seixos Alvos,1,1845-10-30,1845-10-30
"Seixos Alvos, Tábua",1,1892-10-12,1892-10-12
Seixoso,1,1641-10-07,1641-10-07
Seiça,1,1722-10-01,1722-10-01
"Seiça, Ourém",1,1765-10-01,1765-10-01
"Seiça, Vila Nova de Ourém",1,1887-10-15,1887-10-15
Selmes,1,1739-10-01,1739-10-01
"Selores, Carrazedo de Ansiães",1,1765-10-01,1765-10-01
Sena,1,1684-10-01,1684-10-01
"Sendim, Braga",1,1823-10-24,1823-10-24
"Sendim, Paço de",1,1730-10-01,1730-10-01
Senhora dos Barros,1,1764-10-01,1764-10-01
Senhora dos Remédios de Parati,1,1762-10-01,1762-10-01
"Senhorinha, Sever do Vouga",1,1892-10-14,1892-10-14
"Sepães, Guimarães",1,1814-10-14,1814-10-14
"Sequeira, Braga",1,1908-10-07,1908-10-07
Sequeiros ou Vila Real,1,1641-10-10,1641-10-10
"Sequeiros, Arganil",1,1819-11-08,1819-11-08
Sequeiros-Linhares,1,1804-10-02,1804-10-02
Sequeirós,1,1902-10-17,1902-10-17
"Sequeirô de Sejães, Viseu",1,1882-10-13,1882-10-13
Sequins,1,1721-10-01,1721-10-01
Sercal,1,1734-10-01,1734-10-01
Serdeiredo de Basto,1,1743-10-01,1743-10-01
Serdenha,1,1593-10-01,1593-10-01
Sereiro,1,1769-10-01,1769-10-01
Serem,1,1764-10-01,1764-10-01
Serena,1,1824-10-16,1824-10-16
"Serenadas, Castelo Branco",1,1771-04-14,1771-04-14
Sergipe El Rei,1,1758-10-01,1758-10-01
"Sergipe d'El-Rei, Brasil",1,1817-11-08,1817-11-08
"Sergipe de El-Rei, Brasil",1,1736-01-16,1736-01-16
"Serinhem, Pernambuco, Brasil",1,1813-10-29,1813-10-29
Sermonde,1,1754-10-01,1754-10-01
Sernache do Bonjardim,1,1817-02-26,1817-02-26
Sernada,1,1890-10-14,1890-10-14
Sernadas de Rodão,1,1815-10-09,1815-10-09
Sernadas de Rolão,1,1763-10-01,1763-10-01
Sernedelo,1,1702-10-26,1702-10-26
Seroupires,1,1756-10-01,1756-10-01
Serpigeira,1,1736-10-01,1736-10-01
"Serpins, Lamego",1,1764-10-01,1764-10-01
Serra Ventosa,1,1757-10-01,1757-10-01
Serra d'El-Rei,1,1796-10-06,1796-10-06
Serra da Moura,1,1751-11-17,1751-11-17
Serra de Baixo,1,1755-10-01,1755-10-01
Serra do Bonjardim,1,1814-10-27,1814-10-27
"Serra, Abrantes",1,1763-10-01,1763-10-01
Serracosa,1,1699-04-01,1699-04-01
Serraquim,1,1715-10-01,1715-10-01
Serraquinhos,1,1877-10-15,1877-10-15
Serrascosa,1,1689-10-01,1689-10-01
Serro Frio,1,1756-01-14,1756-01-14
"Serro do Frio, Brasil",1,1755-04-26,1755-04-26
"Sertã, Cernache de Bonjardim",1,1598-04-04,1598-04-04
"Sertã, Pedrogão",1,1645-12-12,1645-12-12
"Sertã, Ribeiro da",1,1755-11-15,1755-11-15
"Serva de Cima, Vila Real",1,1847-10-18,1847-10-18
Serzadelo,1,1719-10-01,1719-10-01
Serzedelo,1,1709-01-18,1709-01-18
Serzedo,1,1794-10-04,1794-10-04
Serém,1,1702-11-14,1702-11-14
"Serém, Aveiro",1,1800-10-13,1800-10-13
Sesta Freita,1,1711-11-24,1711-11-24
Sestafreita,1,1711-10-01,1711-10-01
Sete Fontes,1,1734-12-22,1734-12-22
Sete Rios,1,1737-10-01,1737-10-01
Setúbal ou Lisboa,1,1616-10-14,1616-10-14
Setúbal ou Lourinhã,1,1623-10-10,1623-10-10
"Sever de Santa Marta, Vila Real",1,1803-10-03,1803-10-03
"Sever, Aveiro",1,1789-10-31,1789-10-31
"Sever, Vila Real",1,1855-10-08,1855-10-08
"Sevilha, Faboa",1,1764-10-01,1764-10-01
"Sevilha, Tábua",1,1762-10-01,1762-10-01
Sevilhas,1,1582-10-27,1582-10-27
Sezimbra,1,1548-01-01,1548-01-01
Sicorio,1,1845-10-27,1845-10-27
Sidielos,1,1765-10-01,1765-10-01
Silgueiro,1,1708-10-19,1708-10-19
Silgueiros Passos de,1,1712-10-01,1712-10-01
"Silgueiros, Viseu",1,1912-08-08,1912-08-08
"Silhô, Aveiro",1,1765-12-01,1765-12-01
"Silva Escura, Abergaria-a-Velha",1,1896-10-12,1896-10-12
"Silva Escura, Aveiro",1,1869-10-02,1869-10-02
"Silva Escura, Gandra",1,1749-10-01,1749-10-01
"Silva, Braga",1,1765-10-01,1765-10-01
Silvadinho,1,1847-10-16,1847-10-16
Silvados,1,1765-10-01,1765-10-01
"Silvares, Guarda",1,1817-10-31,1817-10-31
Silveira,1,1750-10-31,1750-10-31
"Silveira, Torres Novas",1,1768-10-01,1768-10-01
"Silveiro, Aveiro",1,1861-10-04,1861-10-04
Silvã,1,1719-10-01,1719-10-01
"Silvã de Cima, Lamego",1,1869-10-16,1869-10-16
"Silvã, Viseu",1,1876-06-22,1876-06-22
"Simões, Soure",1,1736-10-01,1736-10-01
"Sinde, Coimbra",1,1879-10-02,1879-10-02
"Sinde, Trancoso",1,1712-10-01,1712-10-01
