,wikidata,name,alias,bnp_id,naturalidade,placeID,longitude,latitude,birth_date,fauc_id
798,http://www.wikidata.org/entity/Q186872,Sá de Miranda,Francisco de Sá de Miranda,97300,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1491-09-06,
402,http://www.wikidata.org/entity/Q10379131,Teixeira de Queirós,Bento Moreno,46863,Arcos de Valdevez,http://www.wikidata.org/entity/Q490302,-8.4166666666667,41.85,1848-05-03,
415,http://www.wikidata.org/entity/Q10380409,Teotónio Simão Paim de Ornelas Bruges,Teotónio Paim de Ornelas Bruges,1280703,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1841-09-22,
408,http://www.wikidata.org/entity/Q1334602,Tomás António Gonzaga,Thomaz Antonio Gonzaga,21172,Miragaia,http://www.wikidata.org/entity/Q1937972,-8.62066,41.14544,1744-08-11,
469,http://www.wikidata.org/entity/Q10383090,Tomás Cabreira,Tomás António da Guarda Cabreiro,111962,Tavira,http://www.wikidata.org/entity/Q372840,-7.6506,37.13085,1865-01-23,
832,http://www.wikidata.org/entity/Q1721732,Tomás Ribeiro,,82163,Parada de Gonta,http://www.wikidata.org/entity/Q154149,-7.9972222222222,40.581666666667,1831-07-01,
198,http://www.wikidata.org/entity/Q64736124,Tomás da Encarnação da Costa e Lima,,,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1723-06-25,
766,http://www.wikidata.org/entity/Q2518410,Tomás de Almeida,"Tomás de Almeida, 1º cardeal patriarca de Lisboa",1639238,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1670-10-05,144219
499,http://www.wikidata.org/entity/Q10383143,Tomás de Sousa e Holstein Beck,,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1839-12-31,
268,http://www.wikidata.org/entity/Q467993,Toríbio de Mongrovejo,,,Mayorga,http://www.wikidata.org/entity/Q1915094,-5.2626995,42.1666301,1538-11-26,
483,http://www.wikidata.org/entity/Q1392611,Venceslau de Lima,Venceslau de Sousa Pereira de Lima,353394,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1858-11-15,
487,http://www.wikidata.org/entity/Q10390244,Vicente Ferrer Neto de Paiva,Vicente Ferrer Neto Paiva,54703,Lousã,http://www.wikidata.org/entity/Q1006413,-8.2468888888889,40.112527777778,1798-06-27,
112,http://www.wikidata.org/entity/Q719020,Victor Hugo de Azevedo Coutinho,Vitor Hugo de Azevedo Coutinho,88392,Macau,http://www.wikidata.org/entity/Q14773,113.55,22.166666666667,1871-11-12,
416,http://www.wikidata.org/entity/Q16489277,Álvaro Augusto Pegado de Sousa Pinto Barroso,,,,,,,1862-04-09,
814,http://www.wikidata.org/entity/Q17272838,Álvaro Rodrigues Azevedo,Alvaro Rodrigues d’Azevedo,54152,Vila Franca de Xira,http://www.wikidata.org/entity/Q917326,-8.9833333333333,38.95,1825-03-20,148851
806,http://www.wikidata.org/entity/Q17272838,Álvaro Rodrigues Azevedo,José Rodrigues d' Azevedo,54152,Vila Franca de Xira,http://www.wikidata.org/entity/Q917326,-8.9833333333333,38.95,1825-03-20,
293,http://www.wikidata.org/entity/Q51882966,Álvaro da Silva Sampaio,,108527,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1891-01-24,
