bnp_id,name_bn,date_bn,qualification,bnp_id,fauc_id
873980,António Correia de Meneses,1869-1919,,873980,
874003,J. d'Azevedo Albuquerque,18--,,874003,
874329,João Bernardo Heitor de Ataíde,1885,,874329,
874804,João de Vasconcelos Carneiro e Meneses,18- -,,874804,
874869,Luís Nogueira,"1620-1696,",S.J.,874869,
877104,A. Tubarão Mendes,18- -,,877104,
878117,João Francisco São José,1793,"Padre,",878117,
880279,Francisco Xavier Lopes,1814-1883,,880279,
880932,Beleza Andrade,18--,,880932,
881668,Mário Pereira Soares,18--,,881668,
881670,J. Ramos,18- -,,881670,
882780,Leonardo de Carvalho e Castro,1887-1941,,882780,
882781,Miguel Minhava,18--,,882781,
882803,Noémia Menezes,18--,,882803,
882804,António C. Salgado,18--,,882804,
883854,José Pedro de Sousa,18- -,,883854,
883986,Augusto Marques,18- -,,883986,
885366,José Rodrigues de Oliveira,1834-1901,,885366,
886770,Maria Pacheco Leitão,1869-1936,,886770,
886811,Jaime de Amorim Ferreira,18- -,,886811,
887109,Jorge Barros Capinha,18--,,887109,
887372,Flores Loureiro,18---19--,,887372,
887682,Raul de Carvalho,187- - dps 1933,,887682,
887911,António Duarte Pêga,18--,,887911,
887916,Joaquim Henriques de Almeida,18--,,887916,
887926,António José Soares,1783-1865,,887926,
888029,Manuel Heliodoro Ramalho,18- -,,888029,
888358,A. Francisco Moreira de Sá,18--,,888358,
888515,António José Antunes Navarro,1845-1902,,888515,
888521,Joaquim Martins Tavares,18--,,888521,
888528,Afonso de Macedo e Castro,18--,,888528,
888548,Bernardo M. Dermott,1820,,888548,
888583,Grácio Ramos,18--,,888583,
888588,António Manuel de Araújo,1816,,888588,
888598,Luis da Silva Coutinho,1792-1869,,888598,
888632,Filipe Emílio de Paiva,1871-,,888632,
888694,Manuel Pereira Rodrigues,18- -,,888694,
888863,Álvaro Felisberto de Oliveira,18- -,,888863,
888898,Carlos Pinto Morais,18--,,888898,
888902,Albino Pires,18- -,,888902,
888905,Justino de Vasconcelos,18--,,888905,
889006,João Guerreiro,18- -,,889006,
889013,Vicente Braga,18--,,889013,
889017,António Joaquim Costa,18 --,,889017,
889029,Simão António Dias,1820,,889029,
889038,Rodrigo José,1830,,889038,
889069,Julio da Cruz,18- -,,889069,
889075,José Maria Ribeiro,18- -,,889075,
889198,João Palha Pinto,18- -,,889198,
889203,Mário Correia Barata da Cruz,18- -,,889203,
889204,Joaquim Farinha Cardoso,18--,,889204,
889306,A. M. Barata,18- -,,889306,
889307,João Alves Ribeiro,18- -,,889307,
889308,Joaquim da Silva Neves,18- -,,889308,
889310,José Maria de Sousa Ribeiro,18- -,,889310,
889336,Tiago Miler Calvet,-1840,,889336,
889352,Fernando Pais de Figueiredo,1882-1947,,889352,
889467,António Pires Ferreira,1804,,889467,
889485,António dos Santos Andrade,18- -,,889485,
889551,Tomás Líbano,1830,,889551,
890255,João Luis de Sousa Coutinho,1801-1867,,890255,
890259,Antonio José Croner,1826-1888,,890259,
890276,António José dos Remédios,1827,,890276,
890285,Eduardo Doutel de Andrade,18- -,,890285,
890289,Miguel Forjaz,18--,,890289,
890306,José Maria Beckner Franchi,1776-1832,,890306,
890324,Luís Filipe da Mata,1853-1924,,890324,
890403,Mathias Jacob Osternold,1811-1849,,890403,
890420,Gabriel Auguste Daubrée,1814-1896,,890420,
890447,José António Gomes Pincette,1760-1840,,890447,
890485,Joaquim Rodrigues da Cunha,1840,,890485,
890487,P. A. da Cruz,1843,,890487,
890676,Duval Filho,1838,,890676,
890932,Francisco Maria de Sequeira Pinto,1821-1902,,890932,
891012,Valença,1679-1749,"2º Marquês de,",891012,
891159,Luís de Portugal da Fonseca e Melo,18- -,,891159,
891164,Manuel Luís de Sousa²,1809-1886,,891164,
891165,Santana Sebastião da Cunha,18--,,891165,
891597,Artur Alberto de Campos Henriques,1852-1922,,891597,187608
891731,Delfim de Miranda Monteiro,18- -,,891731,
891806,A. Pinto de Miranda Guedes,18- -,,891806,
891919,Fortunato Santos Silva,18--,,891919,
891927,Maurício Monteiro,1889-1986,,891927,
891955,Jacinto Marques,18- -,,891955,
891971,António Metelo,18--,,891971,
892079,Monteiro Alves,18--,,892079,
892185,Casimiro A. Baptista,18--,,892185,
892196,António Pereira Resendes,18- -,,892196,
892233,Luís Augusto,18- -,,892233,
892235,A. Alves de Carvalho,18--,,892235,
893193,César de Oliveira,18- -,,893193,
893283,António Cândido,1850-1922,,893283,
893446,Aleixo Tavano,1834?-1896,,893446,
894816,J. N. Esteves,18- -,,894816,
895410,A. Domingos Pereira,18--,,895410,
895412,M. Domingos Pereira,18- -,,895412,
895589,Manuel Rodrigues dos Santos Esnok,1812,,895589,
895603,G. F. Santos,18--,,895603,
895708,Joaquim Bacelar Faria dos Santos,18--,,895708,
895709,Constantino U. Correia Botelho,18- -,,895709,
895870,João Wager Russell Junior,1841-1908,,895870,
895872,Amaral Oliveira,18- -,,895872,
895913,Júlio S. Moniz,18- -,,895913,
896112,Frederico de Freitas,18- -,,896112,
896201,Ladislau Parreira,18--,,896201,
896338,Martins do Rego,18--,,896338,
896339,Joaquim José da Graça,18- -,,896339,
896375,António da Costa Ferreira,18- -,,896375,
896389,Jorge Pereira Chaves,18--,,896389,
896394,Cândido M. Barbosa,18--,,896394,
896697,Balsemão,1802-1862,"4º Visconde de,",896697,
896774,Francisco de Hermosilla,17--,,896774,
897530,António Lopes Leitão,1608-1662,,897530,
897823,Augusto César da Costa,18--,,897823,
900432,António Craveiro,"167- ,",O.F.M. Cap.,900432,
900698,João Florêncio Gomes,1880-1939,,900698,
900699,Laurindo Pereira,18- -,,900699,
900861,A. Feliciano de Sousa,18- -,,900861,
901797,André dos Reis,"16---1697,",O.C.D.,901797,
903905,A. da C. de T. A. e F.,178-,,903905,
904087,Adolfo P. Barroso,18- -,,904087,
904228,A. J. Sousa Cunha,18--,,904228,
904315,Inácio de Sequeira Massuelos,1791,,904315,
904629,Álvaro de Albuquerque,18--,,904629,
904747,Moreira Quintas,18--,,904747,
905347,Salomão Barros,18- -,,905347,
905669,Cristiano Frederico de Morais,1826-1894,,905669,
907078,Manuel Rodrigues Breda de Melo,18- -,,907078,
907098,José Maria Dias Guimarães,18- -,,907098,
907191,Jaime Manuel Viana Pedreira,18---19--,,907191,
907192,Inácio Monteiro de Azevedo,18---19--,,907192,
907421,Luís Filgueiras,1862-1929,,907421,
907845,Luísa Andaluz,1877-1973,,907845,
908210,Gabriel Guasp,1634-1653,"Herdeiros,",908210,
908707,Manuel de Moura Valdez,1821-1863,,908707,
908897,Baltasar J. Cardoso,18--,,908897,
908996,João António Bezerra de Lima,1737-1812,,908996,
909080,Amador António de Sousa Bermudes de Torres,1703-,,909080,
909342,Mateus Rodrigues,165--166-,,909342,
909536,João Manuel,"1676-1739,",O. Cist.,909536,
910148,Manuel Pereira,164-,,910148,
910221,Manuel Barbosa,16--,,910221,
910250,António Marques Rodrigues,18- -,,910250,
910603,Lopo Homem,1517-1565,,910603,
910661,António Gonçalves,162-,,910661,
911410,Jose Jacinto Cardoso da Silva Pinto,18--,,911410,
911412,André da Ponte do Quental,1830,,911412,
911552,Inácio de Santa Teresa,"1682-1751,",C.R.S.A.,911552,
912932,Pedro de Abreu Salgado,18--,,912932,
912969,J. M. P. Pinto,18--,,912969,
912991,F. Matos Cerqueira,18--,,912991,
912994,Bernardino de Sousa,18- -,,912994,
913028,Artur de Amorim,18- -,,913028,
913029,A. Bernardo da Silva,18--,,913029,
913318,Carolino Monteiro,18- -,,913318,
913372,J. Lima,18--,,913372,
913769,Cipriano da Rocha,"1743,",O.S.J.,913769,
913799,Saavedra,1797-1852,"Barão de,",913799,
913827,Bernardo da Costa,1702-,O.M.C.,913827,
913870,João Egas Bulhões e Sousa,1736,,913870,
913889,Luís de Moura Coutinho,1736,,913889,
1290453,Lourenço Homem da Cunha de Eça,1765-1833,,1290453,
1290618,Francisco da Apresentação de Sales,"-1733,",C.S.S.J.E.,1290618,
1291210,António de São Bernardo,"1696-?,",C.S.S.J.E.,1291210,
1291606,Faustino José de Mena Aparício,1818-1869,,1291606,
1291835,J. E. Coelho de Gusmão,18--,,1291835,
1292020,José Marques da Silva,1869-1947,,1292020,
1292057,Gregorio José dos Santos,1800,,1292057,
1292213,Joâo Veiga,1843-1881,,1292213,
1292266,"Bernardo da Silveira,  Pinto",1821,,1292266,
1292318,José Teixeira,"1729-1799,",S.J.,1292318,
1292511,João Tavares de Macarenhas,1708,,1292511,
1292687,"José Romão da Cruz, ",17--,,1292687,
1292863,José de Santo Hipólito Correia,1800,,1292863,
1293469,António Fialho de Mendonça,17--,,1293469,
1293821,José da Encarnação,"1754,",O.S.P.,1293821,
1294097,Francisco Gomes,16---17--,,1294097,
1294287,Vasco de Sousa,1584-1618,,1294287,
1294743,João da Purificação,"16---1677,",O.F.M.,1294743,
1294745,Francisco de Padilha e Miranda,1674,,1294745,
1295134,Inácio de Oliveira,1737,,1295134,
1295933,J. G. Costa,1830-1890,,1295933,
1296708,Silva,1848-ca 1876,,1296708,
1297016,Feliciano Joaquim de Sousa Nunes,1734-1808,,1297016,
1297138,Manuel Craveiro da Silva,1674,,1297138,
1298055,Francisco Antonio Monteiro,1746,,1298055,
1298376,B.,1829,,1298376,
1298377,H.,18--,,1298377,
1298382,Nicolau da Conceição,"1667-1732,",O.F.M.Cap.,1298382,
1298702,Sebastião Pacheco Varela,1671-1706,,1298702,
1298718,Domingos Ferreira Pegado,1699,,1298718,
1298823,Francisco Pereira,1686,,1298823,
1298824,António Ferreira Campos,18--,,1298824,
1298828,J. S. B.,18--,,1298828,
1299418,Inácio de Santa Maria,"16---1724,",O.F.M.,1299418,
1299443,Guilherme Dinis,1745,,1299443,
1299532,Francisco de São Tomás,"1661-1726,",C.S.S.J.E.,1299532,
1299552,João da Costa Moreira,17--,,1299552,
1299638,Domingos Ramos,"1653-1728,",S.J.,1299638,
1299651,José de Santo António,"1668-1710,",O.S.P.,1299651,
1299943,Antonio Mateus,1883,,1299943,
1300012,Nuno de Freitas Queriol,1855-1924,,1300012,
1300064,Pedro de Arvelos Spinola,1731,,1300064,
1300275,António Guedes de Brito,16---17--,,1300275,
1300522,Bento Ferrão Castelo Branco,1758,,1300522,
1300692,Inácio António da Silva,1802,,1300692,
1301091,A. E. P.,1850,,1301091,
1301304,"Filipe José de,  França",179-,,1301304,
1301364,Luís Lobo,"1676,",O.S.A.,1301364,
1301391,J. F. Parisini,1838,,1301391,
1301556,António de Deus Campos,1699-depois de 1740,,1301556,
1302302,Luís de Santa Catarina,"1671-1685,",O.F.M.,1302302,
1302366,António José da Silva Teixeira,185--187-,,1302366,
1303082,Aleixo Antonio,"1711-1754,",S.J.,1303082,
1303409,L.,18--,,1303409,
1303874,Tomás da Apresentação,17--,,1303874,
1303884,Mariana de Araújo,1875,,1303884,
1304002,Francisco de Robles,1640,,1304002,
1304204,Guilherme Ribeiro,1851-1921,,1304204,
1304239,João Augusto de Oliveira Musanty,1872-1937,,1304239,
1304466,Feliciano José da Costa Ferreira,17--,,1304466,
1304470,Estevão Gomes da Silva,17---18--,,1304470,
1304592,"Manuel Rodrigues da,  Costa",17--,,1304592,
1304810,Manuel António Vila,17--,,1304810,
1304874,Manuel de Santo Atanásio,"1624-1692,",O.F.M.,1304874,
1304918,Francisco de Figueiredo,"17--,",S.J.,1304918,
1305103,António Pereira Soares de Albergaria,175-,,1305103,
1305296,Gama Freixo,1894-1980,,1305296,
1305360,José de Mesquita,1793-1795,,1305360,
1305515,José Caetano Cabral de Mendonça,179-,,1305515,
1305660,Luís António Barbosa Leitão,1759-1821,,1305660,
1305668,António Bernardo da Silva,179-,,1305668,
1305967,Diogo de Abreu,17---18--,,1305967,
1306082,A.,1840,,1306082,
1306283,João Pereira,1646-1715,S.J.,1306283,
1306551,Sines.,1829-1852,,1306551,
1306903,Pedro Fernandes de Azevedo,1690-175-,,1306903,
1306952,Manuel Freire Batalha,-1746,,1306952,
1307022,Manuel de Pinho Cardido,1746,,1307022,
1307242,Álvaro Pereira de Castro,1713,,1307242,
1307353,Manuel Ramos da Silva,1849,,1307353,
1307538,Feliciano de Melo,"1679-?,",O.C.,1307538,
1307684,Inácio Moreira,1685-1740,,1307684,
1307964,Inácio Leão de Sá,"1709-1789,",S.J.,1307964,
1308075,David dos Reis,"1688-1758,",O.F.M.,1308075,
1308184,Francisco de São Marcos,-1750,,1308184,
1308248,E. A. G. de Bourbon,1849,,1308248,
1308258,J. Faustino,1835,,1308258,
1308261,Simão Ribeiro Riba,1702,,1308261,
1308270,João do Rosário,1726-,,1308270,
1308397,Luís Botelho do Rosário,1695-17--,,1308397,
1308436,Caetano Lopes Pereira,1721-,,1308436,
1308466,Jerónimo Velho de Araújo,1749,,1308466,
1308478,Manuel Cordeiro,16--,,1308478,
1308578,António da Madre de Deus Galrão,1749-1764,O.F.M.,1308578,
1308592,Joaquim José Florêncio Gonçalves,1792,,1308592,
1308642,José de Araújo Lima,17--,,1308642,
1308667,João Elísio de Sousa Sousa,17--,,1308667,
1308674,Fernando José dos Santos,1783-174-,,1308674,
1308715,Manuel da Encarnação,"1650-1721,",O.C.C.,1308715,
1308721,António Francisco Ribeiro,17--,,1308721,
1308722,João da Visitação,"1734,",C.S.J.E.,1308722,
1308744,Valério do Sacramento,17--,,1308744,
1308764,Paulo Martin,1788-1806,,1308764,
1308770,Manuel José Correia e Alvarenga,17--,,1308770,
1308794,Diogo de S. Tomás de Aquino,1741,,1308794,
1308810,José de Santa Ana,"16---17--,",O.C.,1308810,
1308849,Caetano Dias de Figueiredo,"1697-1735,",S.J.,1308849,
1308992,Ângelo de Sequeira,-1776,,1308992,
1309015,José do Amaro,17---18--,,1309015,
1309556,João Álvares Soares,1676-17--,,1309556,
1309561,Miguel Luís Teixeira,1717-17--,,1309561,
1309565,Diogo José de Oliveira Ferreira e Cunha,176-,,1309565,
1309643,"João Nunes da Cunha, ",1670-1750,,1309643,
1309709,Giovanni Battista Neri,1660-1726,,1309709,
1309972,Tito de Bourbon e Noronha,1861-1946,,1309972,
1310615,João Tavares Peres de Bastos,1730,,1310615,
1310636,João Inácio Farropo,1752,,1310636,
1310792,"Manuel Rodrigues Correia de Lacerda, ",1719-,,1310792,
1310885,Giovanni Kreglianovich Albinoni,1777-1838,,1310885,
1311090,Heinrich. Simon,1892-191-,,1311090,
1311130,Serafim de Santo António,"1710-17--,",O.F.M.,1311130,
1311382,"Luís Caetano da Rocha Pita,  Deus Dará",1764,,1311382,
1311468,"Filipe Benício,  Barbosa",17--,,1311468,
1311487,Amaro Pereira Paiva,17--,,1311487,
1311488,Plácido Nunes,"1699-1775,",S.J.,1311488,
1311640,Sebastião de Góis,16--,,1311640,
1311712,Nuno da Cunha e Ataíde,1664-1750,,1311712,148662
1311992,João Rodrigues Monteiro,1756,,1311992,
1312571,António Leite Pereira,1710,"Viúva de,",1312571,
1312636,Martinho Borges,"1677-1755,",S.J.,1312636,
1312668,Francisco Justiniano de Sousa Pavia,1844-,,1312668,
1312679,Lina Ramann,1833-1912,,1312679,
1312738,V. Lacerda,188-,,1312738,
1313038,Mário Alves,18--,,1313038,
1313206,Domingos de São José,"1670-17--,",O.F.M.,1313206,
1313306,Francisco Borges da Silva,1752,,1313306,
1313592,Elias da Piedade,"17--,",O.C.,1313592,
1314022,Julius Sahr,1892-1927,,1314022,
1314386,Richard John Eichberg,1855-19--,,1314386,
1314468,João Dias,16--,,1314468,
1314485,Lourenço... Paiva,17--,,1314485,
1314702,"Bernardo Bulhões de,  Araújo",17--,,1314702,
1314949,Manuel Jorge da Silva,17---18--,,1314949,
1315326,M. D.  Santos,1885,,1315326,
1315587,João Stanislau Penaguião,1822-1872,,1315587,
1315716,António José Saldanha Assunção,1850-1900,,1315716,
1315794,José Francisco de Aguiar,1757,,1315794,
1315831,"Lourenço da,  Ressurreição","16-- -1705,",O.F.M.,1315831,
1315835,Cosme do Espírito Santo,-1722,,1315835,
1316600,Martinho Mesquita,1633-,,1316600,
1316822,Hermano Neves,1884-1929,,1316822,
1316933,Joaquim Leite,18--,,1316933,
1317261,"João Luís de,  Azevedo",1746,,1317261,
1317329,"J. F. Franco, ",1836-1838,,1317329,
1317341,Inácio Rodrigues,"1701-17--,",S.J.,1317341,
1317642,Manuel Dias,18--,,1317642,
1317665,Benjamim Júlio de Mesquita,1842-1896,,1317665,
1317670,Francisco Xavier Rebelo,1845-1917,,1317670,
1318059,João Teixeira da Costa,1759,,1318059,
1318448,José da Cruz Cardoso,16---17--,,1318448,
1318621,"António Pires da Silva Ponte Leme, ",1757-1806,,1318621,
1318646,João da Costa de Ataide  Teive,1790,,1318646,
1318653,Joaquim António Nunes da Silva,1858-1915,,1318653,
1318726,A. Carvalho  Lima,1891-1974,,1318726,
1318913,Cruz Machado,"1820-1905,",Visconde do Serro Frio,1318913,
1319384,José Narciso de Magalhães de Meneses,17--,,1319384,
1319388,Silvério da Silva Rego,173-,,1319388,
1319393,Lourenço de Faria,173-,,1319393,
1319431,"Cipriano de,  S. José","17-- -1818,",O.F.M.,1319431,
1319459,"Silvestre dos Reis,  Dinis",1761,,1319459,
1319472,André de Melo,1761,,1319472,
1319956,Albano de Melo,1844-1931,,1319956,
1320019,Pedro José Rei,1798,,1320019,
1320048,José de São Bernardino Brito,17--,,1320048,
1320050,Teodoro Clemente Silva e Torres,17--,,1320050,
1320329,Frederico Perry Vidal,1810-1885,,1320329,
1322072,António Barneoud,17--,,1322072,
1323033,António José Moreira,1750-1794,,1323033,
1323220,João Junior,18--,,1323220,
1323262,Francisco Melo,"16---17--,",O.P.,1323262,
1323375,Manuel Antonio da Silva Serva,1816,,1323375,
1323386,Joaquim Feio de Serpa,17--,,1323386,
1323537,João da Madalena,"1644-1715,",O.F.M.,1323537,
1323781,António Ribeiro,"16--,",O.P.,1323781,
1324454,Baltasar Correia Pinto,16--,,1324454,
1324592,António Gomes Vitorino,1886 - 1962,,1324592,
1324800,António Xavier de Brederode,1835-1867,,1324800,
1324827,A. J. de Sousa Vasconcelos,1841,,1324827,
1324955,Luís da Encarnação,17--,,1324955,
1324981,João Boto Cavaleiro Lobo,18--,,1324981,
1325530,Caetano de Brito e Figueiredo,1670-1732,,1325530,
1325801,Antonio Capella,1509,,1325801,
1327181,João Delgado,"1553-1612,",S.J.,1327181,
1327239,Paulo Emílio Guedes,1886-1947,,1327239,
1327362,André de Santa Teresa,17---18--,,1327362,
1327636,João da Rosa Albarrã,16---17--,,1327636,
1327821,Francisco Augusto de Santa Teresa,"17--,",O.C.C.,1327821,
1327823,Martinho de Castro,17--,O.S.J.,1327823,
1328059," José Pedro Cesar, ",1780-1831,,1328059,
1328196,Manuel António,"1720-?,",O.F.M.,1328196,
1328235,Francisco Meilão,1746,,1328235,
1328910,Francisco de Saldanha da Gama,1723-1776,,1328910,
1328961,Cadaval,1799-1837,"6º Duque de,",1328961,
1329424,Povolide,1734-1792,"3º Conde,",1329424,
1329699,Arão Benjamin,1897-190-,,1329699,
1329836,Tomé de Sousa,1503-1573,,1329836,
1330045,José António Camões,1777-1827,,1330045,
1331478,F. L. Botelho,1849,,1331478,
1332214,Bernardo Maurício Xavier,1813,,1332214,
1332367,João de Melo,17--,,1332367,
1332952,Bernardino Ribeiro Ventura,17---18--,,1332952,
1333027,Manuel Curado de Andrade,17--,,1333027,
1333083,Manuel de Araújo,1674,,1333083,
1333086,André Pires de Araújo,16--,,1333086,
1333230,Gregório Figueiroa,"1651-1709,",O.S.B.,1333230,
1333987,4º Marquês de Marialva,1713-1799,,1333987,
1335635,Gregório da Cruz Guerreiro,17--,,1335635,
1336021,João Pereira Bastos,1865-1951,,1336021,
1336251,João Baptista Correia de Magalhães,1809-1852,,1336251,
1336768,José Pereira do Amaral,17--,,1336768,
1336771,João de Ataíde Castro,17---18--,,1336771,
1336799,Bento Machado,17--18--,,1336799,
1337932,Manuel do Sacramento,17--,,1337932,
1338252,Alexandre Nunes da  Costa,1655-1712,,1338252,
1338433,Xavier da Costa,1700-,S.J.,1338433,
1338445,João de Nossa Senhora da Anunciação,"1718-?,",O.S.A.,1338445,
1338480,João Rebelo de Carvalho,18--,,1338480,
1338688,Mateus Gomes,16--,,1338688,
1338722,Jerónimo de Castilho,"1674-1730,",S.J.,1338722,
1339400,F. S. L. Macedo,186-,,1339400,
1339592,Maria Joaquina Quintela,1819-1849,,1339592,
1341417,José Neves Giraldes de Menezes,17--,,1341417,
1342513,Diogo Soares,"1684-1748,",S.J.,1342513,
1342730,Maria Vitória,1889-1915,,1342730,
1342840,António de Nazaré,17--,,1342840,
1342866,Joaquim de Natividade,17--,,1342866,
1342981,Polidoro F. da Silva,186-,,1342981,
1343467,António do Nascimento Mocambo,"16---17--,",O.F.M.,1343467,
1343581,Francisco Xara,1882-1954,,1343581,
1344729,José Ferreira da Silva,18--,,1344729,
1345100,S.,1833,,1345100,
1345699,In-Mut-Too-Yah-Lat-Lat,1840-1904,,1345699,
1345850,António Joaquim,1830,,1345850,
1346229,Custódio Gomes Vilas Boas,1741-1808,,1346229,
1347203,Pedro de Gamboa,1563?-1638,,1347203,
1347482,António Costa,1740,,1347482,
1348319,Ginestal Machado,1874-1940,,1348319,
1348410,Joaquim Manuel de Sousa,1859,,1348410,
1349175,José Homem de Meneses,16--,,1349175,
1349193,Daniel Timotheo Rademaker,1822-1880,,1349193,
1349568,Agostinho dos Santos,1670-1710,,1349568,
1350725,Luís Correia da Silva,17--,,1350725,
1350978,António José da Silva,17--,,1350978,
1351754,Luísa Teresa de São José,17--,,1351754,
1352415,Paulo Mendes,"1614-1687,",S.J.,1352415,
1352628,D. G.,16---17--,,1352628,
1352640,Abel Cardoso,1877-1964,,1352640,
1352679,José Ribeiro,17---18--,,1352679,
1353190,Francisco Xavier de Carvalho,1762-1844,,1353190,
1353296,António Xavier do Vale,1808,,1353296,
1353405,"Tomás José da,  Guerra",1809-1816,,1353405,
1353549,José Maria de Aguiar,18--,,1353549,
1353732,Francisco de São Tomás,"17--,",O.S.P.,1353732,
1353993,Francisco Maria Henriques da Silva Pereira,18--,,1353993,
1354713,Alexandre de Sousa Malheiro de   Meneses,1802,,1354713,
1356130,Inácio,16--,,1356130,
1356337,Guilherme Clodomiro Gameiro,18---1912,,1356337,
1356952,António da Costa Oliveira,1811-1895,,1356952,
1356972,Teodoro António de Lima,1780-1847,,1356972,
1357051,João Evangelista Garcês,1808,,1357051,
1357112,Manuel da Cunha,17--,,1357112,
1357445,José Caldeira,1701-,,1357445,
1357553,Alfredo Mântua,18--,,1357553,
1357799,Manuel Correia,"1593-1653,",O.C.,1357799,
1357833,Filipe da Madre de Deus,"1630-dps 1687,",O. de M.,1357833,
1357842,Pedro Vaz Rego,1673-1736,,1357842,
1357847,Gonçalo Mendes Saldanha,1580-1645,,1357847,
1358169,Belchior Pereira,16--,,1358169,
1359202,José de Paiva e Sousa,17---18--,,1359202,
1359637,João da Ressurreição Arantes Braga,-1885,,1359637,
1359788,Francisco Duarte da Mata,17--,,1359788,
1359915,Fernão Gomes Correia,1505,,1359915,
1359920,António Carreira,1530-1594,"o Velho,",1359920,
1359961,Francisco de Santiago,1578-1644,O.C.,1359961,
1359970,Manuel Correia do Campo,1593-1645,,1359970,
1360181,Lourenço Justiniano,17---18--,,1360181,
1360977,João Franco Castello-Branco,1855-1929,,1360977,
1361333,Francisco Teixeira,1865-1911,,1361333,
1361381,Figueiredo,1844,,1361381,
1361479,Luís António Nogueira,1866,,1361479,
1361527,M. Lacerda Prata,18--,,1361527,
1361598,António Francisco Bastos,17--,,1361598,
1361631,António José de Miranda,17--,,1361631,
1361691,António Rodrigues Lage,1767-1769,,1361691,
1361725,António José de Araújo,17--,,1361725,
1361733,Manuel José Pereira da Silva,17--,,1361733,
1362125,João de Deus Pedro Tavares,17---18--,,1362125,
1362130,João da Mãe de Deus Clímaco,17---18--,,1362130,
1362143,Francisco do Santo Nome de Maria,17---18--,,1362143,
1362148,José Arsénio de Jesus Maria,17---18--,,1362148,
1362151,José Maria de Santa Ana,17---18--,,1362151,
1362223,Gregório Barreto,"1669-1729,",S.J.,1362223,
1362257,José Cipriano,17---18--,,1362257,
1362312,José das Dores Cavaleiro,18--,,1362312,
1362329,Manuel da Purificação,18--,,1362329,
1362475,Luís Ascêncio Tomasini,1823-1902,,1362475,
1362657,Joaquim Manuel de Santa Rita,17---18--,,1362657,
1362658,Joaquim da Anunciação Abreu,17---18--,,1362658,
1362668,João de Santa Ana,17---18--,,1362668,
1362669,Manuel da Estrela,17---18--,,1362669,
1363425,Pereira,18--,,1363425,
1363765,António do Espírito Santo Pombeiro,17---18--,,1363765,
1363771,Francisco de Santa Eugénia,17---18--,,1363771,
1363914,Manuel Pereira,15---16--,,1363914,
1364026,Eduardo Araújo,18-,,1364026,
1367524,António de Macedo,1587 (?),,1367524,
1367537,Diogo da Conceição,169-,"Frei,",1367537,
1367539,António Correia Braga,16--,,1367539,
1367544,Carlos de São José,16--,"Fr.,",1367544,
1367545,José Leite da Costa,16--,,1367545,
1367546,Agostinho da Cruz,16--,,1367546,
1367569,Luís Coutinho,16--,"Fr.,",1367569,
1367829,Constâncio José Martins,1844,,1367829,
1369047,Vitorino Rodrigues da Silva,18--,,1369047,
1369173,Manuel do Rosário Pinto,1669-1740,,1369173,
1369310,Jacinto Luís da Cunha Raposo,17--,,1369310,
1369655,Pedro Mendonça Barata de Moura,18--,,1369655,
1370704,José de Jesus Maria,"17--,",O.S.P.,1370704,
1370708,José da Costa,1750,,1370708,
1371221,L. Thompson,1819,,1371221,
1371372,Almeida Campos,1890-1956,,1371372,
1371830,Rodrigo Augusto Cerqueira,1896,,1371830,
1374423, João José Ferreira de  Sousa,1782-1855,,1374423,
1374828,Fernando Mendes,16---1724,,1374828,
1375770,Domingos Rodrigues Faia,16---17--,,1375770,
1375792,António Ribeiro dos Santos,1745-1818,,1375792,
1376757,Isaac Fernando Cardoso,1615-1680,,1376757,
1377347,Pedro Ezequiel de Castro,1650,,1377347,
1377654,Paulo de Carvalho de Mendonça,1702-1770,,1377654,
1377802,"Gonçalves,  Pinto",1879,,1377802,
1378978,Geraldo Venceslau Brancamp,1752-1828,,1378978,
1379817,António de Paiva e Pona,1665-1739,,1379817,
1380603,Henrique Galvão,17---18--,,1380603,
1381234,Manuel do Calvário,16---17--,,1381234,
1381600,Aires de Araújo Carvalho,18--,,1381600,
1381601,Hernâni Soares da Rocha,18--,,1381601,
1382482,José de Sousa Guimarães,1870-1946,,1382482,
1383237,António José de Paula,1850,,1383237,
1383259,A. Stiffélius,185-,,1383259,
1383527,Carolina Júlia Carneiro Lourenço,1876-1885,,1383527,
1383919,Andrés Piquer,1711-1772,,1383919,
1384335,Jean Antoine Huguetan,1567-1650,"[I],",1384335,
1385535,Pedro Alexandrino de Carvalho,1729-1810,,1385535,
1385612,Mariana Eduarda Marques Grácio Marçal,187-,,1385612,
1385635,Fernando Carlos da Costa,1797-1845,,1385635,
1386495,António Maria da Silva  Malheiro,18- -,,1386495,
1386544,Francisco António Raposo,1761-1835,,1386544,
1387091,J. Moreira da Costa Lima,1872-,,1387091,
1387099,M. Augusto Lisboa,189-,,1387099,
1387155,Eugénio Martins,1896,,1387155,
1387679,G.F. de Borja Araújo,1893-1903,,1387679,
1387704,José Augusto Junqueiro Junior,18-,,1387704,
1387746,A. R. Gomes,189-,,1387746,
1388285,Domingos António,"1710-depois de 1780,",S. J.,1388285,
1388287,Manuel Nunes Lopes,17--,,1388287,
1388730,Lino Augusto Santos,1892-1961,,1388730,
1389011,Jerónimo Nunes Ramires,15---16--,,1389011,
1389205,J. L. F.,18--,,1389205,
1389469,Francisco José Marques,18--,,1389469,
1389585,A. M. Costa,1867,,1389585,
1389588,Timóteo da Silveira,1854-1929,,1389588,
