bnp_id,name_bn,date_bn,qualification,bnp_id,fauc_id
1558307,M. Gonçalves,18--,,1558307,
1558343,José Ferreira Brandão,18--,,1558343,
1558622,M. Gama,18--,,1558622,
1558630,José Alves Garcia,18--,,1558630,
1558631,Manuel Vicente Moreira Junior,18--,,1558631,
1558779,Francisco Dino,18--,,1558779,
1558781,Francisco Sousa,18--,,1558781,
1558784,António Veiga,18--,,1558784,
1559731,António Leal,18--,,1559731,
1560029,José B. Pinto Roque,18__-19__,,1560029,
1560187,Ernesto Augusto,18--,,1560187,
1560224,Romão Gomes,1894,,1560224,
1560254,António Ribeiro da Silva,18--,,1560254,
1560365,Luís Coelho,"1683-?,",O.P.,1560365,
1560527,Duro da Silva,18---19--,,1560527,
1560624,João Baptista,"16---17--,",O.E.D.S.A.,1560624,
1560647,Manuel Mora,1884-1956,,1560647,
1562519,João André,"1729,",S.J.,1562519,
1564408,Francisco Menano,1888-1970,,1564408,
1565564,Jorge da Conceição,"16---1726,",O.S.A.,1565564,
1565742,António da Piedade,"16---17--,",O.E.S.A.,1565742,
1566112,F. Sieuve de Menezes e Lemos,1855-1907,,1566112,
1566144,Francisco Silva,174-,,1566144,
1566528,João de São Bernardino Justiniano da Costa,"1775,",C.S.S.J.E.,1566528,
1566839,Luís Ferreira,1898-1959,,1566839,
1566971,Adriano Lucas,1883-1950,,1566971,
1567029,Simão de Sousa Magalhães,1677,,1567029,
1567041,Manuel Francisco Afonseca,1677,,1567041,
1568529,Abel Anibal de Azevedo,1861-1913,,1568529,
1568585,Inácio Manuel de Sousa Freire Pimentel,1881-1962,,1568585,
1568620,Eucaristia,"17--,","Manuel da,",1568620,
1568912,Francisco Xavier Leitão,1667-1739,,1568912,
1570023,José Loreto,"16---1740,",O.F.M.,1570023,
1570142,Francisco da Trindade,174-,,1570142,
1570246,António Augusto Alves Teixeira,1877-1918,,1570246,
1570253,Manuel Bernardo de Almeida Topinho,1888-1954,,1570253,
1570304,Francisco Serrão Coelho de  Sampaio,18--19--,,1570304,
1570305,Filipe Augusto de Sousa Tribolet,18--19--,,1570305,
1571154,Custódio da Silva Barbosa,177-178-,,1571154,
1571157,Domingos José Fernandes Aguiar,1785,,1571157,
1571215,Tomás. Vieira,1878-1974,,1571215,
1571341,António da Piedade,"-1744,",O.F.M.,1571341,
1571603,Faustino da Conceição,"17--,",O.F.M.,1571603,
1571606,Maria Eugénia da Câmara Leme Homem de Vasconcelos de Canavial,1863-1945,,1571606,
1571614,J. J. de A. A.,17--,,1571614,
1571633,Francisco de Jesus Maria José Castelo,"17--,",O.F.M.,1571633,
1571720,Filinto Monteiro,1888-1976,,1571720,
1571821,Manuel de Santa Ana,"1761,",O.F.M.,1571821,
1571854,Simão Coelho Torresão,178-,,1571854,
1571864,Nuno da Silva Torres,1767,,1571864,
1571876,S.X. da C. C.,178-,,1571876,
1571902,António José,1777,,1571902,
1571928,F. C. P. C.,1777,,1571928,
1572149,Manuel António de Santa Clara,16--,"O.F.M.,",1572149,
1572272,João de São José,"1694,",O.S.B.,1572272,
1572276,Domingos Luís Lopes de Torres,177-,,1572276,
1572288,Francisco António Lobo de Ávila,177-,,1572288,
1572512,António da Cunha,1578-1603,,1572512,
1572696,Thomas de Pinedo,1614-1679,,1572696,
1572803,Armando Aníbal Martins,1899-1973,,1572803,
1573092,Manoel Ferreira Dias,18--,,1573092,
1573428,Miguel Braga,18--,,1573428,
1573429,Martins Manso,18--,,1573429,
1573471,"António Martins,  Anjo Júnior",18--,,1573471,
1573472,F. António Ferreira,18--,,1573472,
1573544,Gaspar da Encarnação,"165--1737,",O.S.A.,1573544,
1574018,Abílio Augusto Ribeiro da Silva,18--,,1574018,
1574044,Mário Ferro,18--,,1574044,
1574101,Jacinto de São José,"16---17--,",O.E.S.A.,1574101,
1574104,José de São Joaquim Xavier,"1698-?,",C.S.J.E.,1574104,
1574309,Louis Le Fur,1870-1943,,1574309,
1574500,Francisco de São Tomás,"1695-depois de 1759,",O.P.,1574500,
1574515,Manuel Martins Fontes da Silveira,175-,,1574515,
1574544,Manuel dos Santos,"16---17--,",O.P.,1574544,
1574771,Manuel da Assunção,"-1675,",O.SS.T.,1574771,
1575808,António Joaquim Barbosa,18--,,1575808,
1576828,Manuel de São Bernardino,"1749,",C.S.S.J.E,1576828,
1577215,João das Chagas,"-1727,",O.F.M.,1577215,
1577558,Manuel A. Braga da Cruz,1897-1982,,1577558,
1578220,Francisco do Bom Pastor,"17--,",O.F.M.,1578220,
1578246,Luís de Santo Aleixo,1750,,1578246,
1578256,António Rocha,18--,,1578256,
1578399,Artur Silva,18--,,1578399,
1578753,L. A. da Fonseca,186,,1578753,
1580867,Leonello Casucci,1885-1975,,1580867,
1581815,Francisco Lopes da Guarda,1628,,1581815,
1583462,J. R. Robles,1879-1904,,1583462,
1583532,Cabral Moncada,1859-1908,,1583532,
1583542,José de Jesus Maria,17--,,1583542,
1583548,Sebastião José Pereira,1856,,1583548,
1583589,Virgílio de Cidraes Bugalho,18---1926,,1583589,
1583948,Arnaldo Rodrigues Garcês,1885-1964,,1583948,
1583984,João da Silva,1880-1960,,1583984,
1584060,Vasco de Carvalho,1888-1961,,1584060,
1584113,Francisco do Coração de Jesus Cloots Vanzeler,17---18--,,1584113,
1584468,João Baptista Vieira Gomes,1808,,1584468,
1584501,Mário do Carmo Pacheco,1888-1962,,1584501,
1584746,João de Sousa,1785,,1584746,
1584971,Leonor de Meneses,1620-1664,,1584971,
1586116,Manuel de Albuquerque,1853-depois de 1912),,1586116,
1586388,Melo António Pereira de Vasconcelos da Rocha Lacerda e,1878-1962,,1586388,
1586556,Ruth Fuller Sasaki,1892-1967,,1586556,
1586573,António M. Borges de Araújo,18--,,1586573,
1587281,João Joaquim Salgado,1859-1915,,1587281,
1587541,Cristóvão Ferreira,"1580-1650,",S.J.,1587541,
1587841,Alberto Costa,1886-1934,,1587841,
1591442,Maria Cardoso de Sá Carneiro,18--19--,,1591442,
1592710,Filipe Nunes,15---16--,,1592710,
1592976,R. Samwell Dinis,1888-1972,,1592976,
1593093,Estevão de Santa Ana,"17--,",O.F.M.,1593093,
1593597,Francisco de Alfaro,16--,O. de M.,1593597,
1594699,Inácio Aires de Azevedo,1833-1902,,1594699,
1594829,Ricardo Júlio Ferraz,1875,,1594829,
1598689,Domingos da Veiga,16---17--,O.E.S.A.,1598689,
1598693,Manuel de Cristo,"-1742,",O.F.M.,1598693,
1598695,Pedro do Sacramento,"16---17--,",C.S.S.J.E.,1598695,
1601236,Manuel Benjamim Rodrigues Coelho,1885-1968,,1601236,
1601249,Polibio Fumagalli,1830-1900,,1601249,
1601455,Francisco de Santa Teresa Xavier,"1704-?,",O.F.M.,1601455,
1601471,Manuel Maria Gonçalves,1889-1970,O.H.,1601471,
1601887,António José Palma,1768,,1601887,
1601897,Manuel de São João Batista,"17--,",O.F.M.,1601897,
1602011,C. de Cardoso,18--,,1602011,
1602292,Manuel António de Castelo-Branco,1720-,,1602292,
1602892,Agostinho José de Ataíde,174-,,1602892,
1605160,José António de Moura Pegado,1878-1924,,1605160,
1605229,Jorge Gomes do Álamo,164-165-,,1605229,
1605803,Honoré DuCasse,1799-1880,"pseud.,",1605803,
1605892,William Garland Rogers,1896-,,1605892,
1608949,António de Gambôa e Liz,1778-1870,,1608949,
1609962,Henrique Lopes,15--,,1609962,
1609963,Jorge Pinto,15--,,1609963,
1609966,Jerónimo Ribeiro,15--,,1609966,
1610184,João Zorro,12--,,1610184,
1610238,Pero Meogo,1260-1261,,1610238,
1610242,Mendinho,12--,,1610242,
1610298,Joaquim Antunes de Azevedo,1828-1889,,1610298,
1610300,A. D. Alquim,1800-1850,,1610300,
1610327,Joseph Chiesa,1775-1825,,1610327,
1610706,Henrique-Manuel Miranda Padilla,1700-,,1610706,
1610794,Álvaro Pires de Távora,-1640,,1610794,
1611990,Francisco de Paula Ferreira Mendes,1814-1903,,1611990,
1612469,João Soares de Alarcão,1607-1669,,1612469,
1612937,J. W. H. Payne,17--18--,,1612937,
1613244,António Miguel da Costa Almeida Ferraz,1855-1916,,1613244,
1613411,José Gomes,1776,,1613411,
1614197,"Luís de Abreu Prego, ",1740,,1614197,
1614711,Diogo de Jesus,"1597-1672,",O.S.J.,1614711,
1614723,João Paulo Manuel de Meneses,1810-1890,,1614723,
1615051,Agostinho Pereira,1746-1750,,1615051,
1615294,Filipe Néri,"16---17--,",C.O.,1615294,
1615338,José de Jesus Maria,"1690-1752,",O.F.M.Cap.,1615338,
1615365,Pierre-Alexandre Monsigny,1729-1817,,1615365,
1617589,Ernestine Leite,187--189-,,1617589,
1618763,José Arnaldo Nogueira Molarinho,1828-1907,,1618763,
1619319,A. L. Leitão,1880,,1619319,
1620242,Angel Marvaud,1844-1902,,1620242,
1620339,J. P. M. Lavado,18--,,1620339,
1620418,Cristovão Augusto Rodrigues,18---19--,,1620418,
1620475,Francisco França Amado,1858-1942,,1620475,
1620538,Joan Goula i Soley,1843-1917,,1620538,
1620591,Lourenço de Sá Sotomaior,1649-1668,,1620591,
1623126,Francisco Ferreira da Silva,1888,,1623126,
1623567,Manuel Cardoso de Morais,1892-,,1623567,
1623847,Vitorino da Silva Araújo,1817-1891,,1623847,
1624177,Santa Rita Pintor,1889-1918,pseud.,1624177,
1624199,Domingos Gonçalves Carregosa,1823-1909,,1624199,
1624943,Francisco Portilho e Melo,1699-17--,,1624943,
1625091,Fernando de la Torre Farfán,1609-1677,,1625091,
1625120,Ega,1755-1827,"2º Conde da,",1625120,
1625122,Ega,1791-1855,"4º Conde da,",1625122,
1625180,Joaquim de São José Pimenta,"1707-?,",O.F.M.,1625180,
1625478,Manuel de São Tomás,"1705-?,",O.SS.T.,1625478,
1625490,António de São Tomás,"16---1751,",O.P.,1625490,
1625761,Manuel da Encarnação,"1639-1720,",O.P.,1625761,
1625891,Alexandre Cerqueira de Araujo,1744,,1625891,
1625892,Boaventura da Purificação,"16---17--,",O.F.M.Cap.,1625892,
1626041,Estevão de Coimbra,"17--,",O.F.M.Cap.,1626041,
1626530,Antonio Joaquim de Sousa Coutinho,1751,,1626530,
1626790,Manuel Garcês,"1721,",O.SS.T.,1626790,
1626792,Gonçalo Pereira de Lobato e Sousa,1688-1761,,1626792,
1627008,Ernesto Soveral Martins,1866 - dps 1889,,1627008,
1627062,José Albano Ventura da Câmara,1865-1941,,1627062,
1628197,Agostinho da Santíssima Trindade,"1676-?,",O.E.D.S.A.,1628197,
1628691,Joaquim Alves Correia de Araújo,1889-1971,,1628691,
1629277,Manuel Carlos George Nascimento,1885-1966,,1629277,
1630727,Matias de Andrade,1680-1747,,1630727,
1631833,Paul Wagner,1842-fl. 1873,,1631833,
1631967,Antonio Urceo,1446-1500,,1631967,
1632769,Gaudêncio da Cruz,18--,,1632769,
1632904,Clemente Francisco Xavier,173-,,1632904,
1632913,Georg von Ehingen,1428-1508,,1632913,
1632922,Fernando Pereira,1888-19--,,1632922,
1632969,Malcom Henry Ikin Letts,1882-19--,,1632969,
1633705,José Lopes de Mira,17---1824,,1633705,
1634448,Manuel José Pereira da Costa,17--,,1634448,
1634451,João Gualberto da Costa Amaral,17--,,1634451,
1634602,José Vieira de Sousa Coutinho,18--,,1634602,
1634729,Titus van Popma,1550-1620,,1634729,
1635396,Carlos de Sá Carneiro,1871-1952,,1635396,
1635622,Haquin Spegel,1645-1714,,1635622,
1636168,Silva Ennes,18--,,1636168,
1636792,Diogo Jacinto de Almeida,17-- - 18--,,1636792,
1637702,Guilherme Coelho Ferreira,17--,,1637702,
1638079,Marquês de Fronteira,1663-1681,,1638079,
1638219,José Correia da Silva Melo,18--,,1638219,
1638220,Manuel Joaquim Afonso Cirne,18--,,1638220,
1638891,Michel Le Boucher,1770-1791,,1638891,
1639165,António Gouveia,17--,,1639165,
1639488,Valentin Conrart,1603-1675,,1639488,
1640257,João Evangelista,17--,,1640257,
1640317, Pierre Joseph Alexis Roussel,1759-1815,,1640317,
1641063,João Ribeiro,1622-1693,,1641063,
1641368,José. Martins,1753-1754,,1641368,
1641477,Tomás António Lopes da Costa,1790,,1641477,
1641587,Tomé Joaquim da Costa Corte Real,17--1761,,1641587,
1641612,António Baptista,1745,,1641612,
1642772,Francisco de São José,"17--,",O.SS.T,1642772,
1643694,José dos Santos,17--,,1643694,
1645906,André Ribeiro Soares Silva,1720-1769,,1645906,
1646227,Henrique Pedro da Costa,18--,,1646227,
1646838,António Saúde,1875-1958,,1646838,
1647066,Joaquim da Purificação,"1835-1870,",O.F.M.,1647066,
1647423,António da Conceição,"1539-ca. 1585,",O.P.,1647423,
1647829,Gabriel Pedro,1898-1975,,1647829,
1648663,Raphaël Regius,1400-1599,,1648663,
1649607,Miguel de Amaral,"1726,",S.J.,1649607,
1649731,Domingos Costa,1867-1954,,1649731,
1650239,Cecília Schmidt Branco,1854-1898,,1650239,
1650337,1º Marquês das Minas,1610-1674,,1650337,
1650521,Francisco Xavier de Noronha,1801,,1650521,
1651072,Ricardo Espirituoso,"1846-1931,",O.F.M.,1651072,
1651250,Francisco Manuel Gravito da Veiga Lima,1776-1829,,1651250,
1651435,Manuel Augusto Ferreira,189-,,1651435,
1651596,Luís de Campos,18--,,1651596,
1651683,A. C. C. X. Holtreman,1851-1902,,1651683,
1651752,J. M. Dias Guimarães,185-,,1651752,
1653376,Bartolomeu Inácio Gorge,17---18--,,1653376,
1653958,Inácio Martins,"1530-1598,",S.J.,1653958,
1653973,Anthony Ashley Cooper Shaftesbury,1671-1713,,1653973,
1654123,José Ricalde Pereira de Castro,1715-1794,,1654123,
1654327,João Marques Bacalhau,1729,,1654327,
1654366,Salvador Correia,"17--,",O.S.H.,1654366,
1654614,João Gomes,16--,,1654614,
1655231,11º Conde de Redondo,1677-1717,,1655231,
1655579,2º Marquês de Abrantes,1695-1756,,1655579,
1655664,Carlos Santos,1884-1973,,1655664,
1655705,Henrique Velez Mouta,1892-1973,,1655705,
1655761,Cardeal da Mota,1685-1747,,1655761,
1655772,2º Marquês de Pombal,1748-1812,,1655772,
1655783,João Xavier de Proença e Silva,1759,,1655783,
1655970,Fernando de Lavre,1753,,1655970,
1656416,Manuel de Jesus e Andrade,1829,,1656416,
1656502,João Inácio Henriques,1840,,1656502,
1657204,Francisco Vaz,"1723,",C.O.,1657204,
1657964,Hipólito de Fontes Pereira do Lago,1883,,1657964,
1659925,Pedro Cyriaco da Silva,-1856,,1659925,
1660013,José de Bernardo Mondim,17--,,1660013,
1660020,António Nunes,1804,,1660020,
1660021,Lacroix,-1786,,1660021,
1660039,Domingos de São Rosa de Viterbo,17--,,1660039,
1660059,Antonio da Encarnação,17--,,1660059,
1660201,José de Santa Clara,17--,,1660201,
1660257,"Bernardino de Santo,  António",17--,,1660257,
1660297,José das Necessidades,17--,,1660297,
1660298,Manuel de Senhor  António Correia,17--,,1660298,
1660299,Manuel de Santa Gertrudes,17--,,1660299,
1660316,Atanásio de São José Cunha,17--,,1660316,
1660319,José Joaquim da Imaculada Conceição,17--,,1660319,
1660557,2º Visconde da Esperança,1841-1925,,1660557,
1660565,António de Santa Ana Freitas Triunfo,17--,,1660565,
1660872,Rui de Moura Teles,1595-1676,,1660872,
1662140,O Romano,1660,,1662140,
1662297,Rui Pessoa de Amorim,1897-1969,,1662297,
1662570,Juan Batista de Morales,1629,,1662570,
1663076,Belchior José Vaz de Carvalho,1762,,1663076,
1663156,José da Natividade,"1661-1740,",C.S.S.J.E.,1663156,
1664536,Aldegundes de Bragança,1876-,,1664536,
1665326,Manuel Maia Magalhães,1881-1932,,1665326,
1667975,Manuel Monteiro,1625,,1667975,
1669366,J. R. Batista,18--,,1669366,
1669453,Joaquim Ferreira dos Santos Firmo,18--,,1669453,
1669914,José Mesquita Falcão,176--177-,,1669914,
1669940,Custódio Marques Ferraz da Silva,1762-1782,,1669940,
1669945,Francisco Tomás Arantes,1782,,1669945,
1669955,João António Xavier,1776,,1669955,
1670079,António Guedes Pereira,1737,,1670079,
1670145,Manuel José Júlio Guerra,1844-1917,,1670145,
1670338,António Francisco dos Reis,1859-1939,,1670338,
1670360,J. J. B.,1849,,1670360,
1672107,Afonso de Portugal,1519-1579,,1672107,
1672111,Estevão Rodrigues,1714,,1672111,
1672409,Gaspar Antunes,15--,,1672409,
1672476,Lázaro Leitão Aranha,1678-1767,,1672476,
1672877,Francisco da Natividade,"17--,",O.S.B.,1672877,
1672930,Sebastião Pereira de Castro,1689-1755,,1672930,
1673122,Martins Barata,1895-1978,,1673122,
1673157,Johann Brandmüller,1678-1741,"II,",1673157,
1674044,Sebastião Ramos Chaves,1872-1906,,1674044,
1674196,João Lourenço Ursulo Machado,18--,,1674196,
1674423,Leander van der Bandt,-1644,,1674423,
1674931,Bento de Santa Joana,17--,O.S.B.,1674931,
1675302,José António Gomes das Neves,1750-18--,,1675302,
1675308,José Lopes Marçal,1820-1900,,1675308,
1675448,João António de Queirós,17--,,1675448,
1675725,Domingos Alves Machado,1882-1957,,1675725,
1675926,Francisco Maria da Ponte Horta,1818-1899,,1675926,
1676070,Antonino Josepho Rodrigues Vidal,1808-1879,,1676070,
1676928,Alberto de Sousa Leitão,18--,,1676928,
1677333,José Pereira do Couto Soares,1894-,,1677333,
1677339,José da Cunha Melo Silva,1800,,1677339,
1677365,João Maria de Magalhães,1835-1896,,1677365,
1677618,Joaquim José Gomes,1800,,1677618,
1677638,Ana Josefa de Bivar,17--,,1677638,
1677788,1º Conde de Sandomil,1670-1745,,1677788,
1678673,Madalena de Santo Agostinho,"1734,",O.S.A.,1678673,
1678674,Isabel de Madre de Deus,"1721,",O.S.A.,1678674,
1678677,Brites do Sacramento,"1734,",O.S.A.,1678677,
1678739,António Bernardo Ferrão,1877,,1678739,
1678803,"José Maria Antunes, ",1856- 1928,,1678803,
1679126,F. A. C. T. de Abranches,18--,,1679126,
1679168,Domingos João Santana de Meneses,18--,,1679168,
1679232,Luís Francisco Simões,17--,,1679232,
1679261,José de Santa Rita de Cássia,1799-1829,O.F.M.,1679261,
1679336,"Édouard-Joseph Durand, ",1832-1881,,1679336,
1679370,Caetano de Sousa e Vasconcelos,1869,,1679370,
1679616,Miguel Pereira,1584,,1679616,
1679808,José Bento Valdez,1815-,,1679808,
1679810,Antonio Rocco,1586-1653,,1679810,
1680540,José Freire da Fonseca Pego,18--,,1680540,
1680826,José Pedro da Fonseca,1743,,1680826,
1681217,Filippo Maria Bonini,1612-1680,,1681217,
1682182,Filipa da Encarnação,1657,O.P.,1682182,
1682212,José da Conceição,"17--,",O.S.B.,1682212,
1682311,Flamínio de Jesus Maria,169--1770,"C.R.S.A.,",1682311,
1682537,Arthur Júlio Machado,1867-1947,,1682537,
1682538,José Candido d'Assumpção e Souza,1856-1923,,1682538,
1682702,Bento de Santo Agostinho,"165--1743,",O.R.C.,1682702,
1683030,"Nicolau da Assunção,  Becquer",1768,O.P.,1683030,
1683139,Luís Pardo de Castilho,1652,,1683139,
1683349,Maria da Madre de Deus,1858-1865,,1683349,
1683391,Álvares Ribeiro,18--,"Viúva,",1683391,
1683567,Agostinho Machado de Morais Gama Pimentel,17--,,1683567,
1683879,José António da Silva Pedrosa Guimarães,1794-1827,,1683879,
1684077,Julio de Carvalho Vasques,1800,,1684077,
1684078,Alberto de Vasconcellos Cid,18--19--,,1684078,
1684168,Bernardino Lopes,1800,,1684168,
1684436,Manuel Luís da Conceição,17--,,1684436,
1684440,João de António,17--,,1684440,
1684465,Joaquim das Neves,1700,,1684465,
1684521,José Machado,1700,,1684521,
1684525,João de Belém Baptista,1700,,1684525,
1684549,Francisco António Ribeiro de Paiva,1700,,1684549,
1684571,Alexandre Rodrigues Ferreira,1700,,1684571,
1684581,Teotónio José Figueiredo Brandão,1700,,1684581,
1684614,Joaquim de Assunção,1700,,1684614,
1684616,Miguel Luís da Silva Ataíde Costa,1700,,1684616,
1684738,François Le Guat,1637-1735,,1684738,
1684768,João Pedro Mourão,17--,,1684768,
1684781,A. José Anastácio Lopes Cardoso,17--,,1684781,
1684806,João Pinto Palma Palma,1700,,1684806,
1684809,Teodoro das Neves,1700,,1684809,
1684825,João da Costa,1700,,1684825,
1684827,António de Nossa Senhora,1700,,1684827,
1684828,Agostinho de Jesus Maria José,1700,,1684828,
1684857,Sebastião Osório,1700,,1684857,
1684864,José da Natividade,1700,,1684864,
1684865,João da Piedade,1700,,1684865,
1684866,José da Conceição,17--,,1684866,
1684867,João de Albuquerque,1700,,1684867,
1684890,Luís António Castro,1700,,1684890,
1684893,José Bernardo Lima,1700,,1684893,
1684987,João Doutel,1700,,1684987,
1684989,Paulo Lobo,1700,,1684989,
1684991,Francisco de Assis,1700,,1684991,
1685079,Caetano de Morais Ripal,1750,,1685079,
1685081,Bartolomeu de Vasconcelos da Câmara,1750,,1685081,
1685082,Luís Borges de Carvalho,1750,,1685082,
1685130,Henrique Henriques de Almeida,16--,,1685130,
1685144,António José Vaz Velho,1750,,1685144,
1685147,António de Sousa Barroso,1750,,1685147,
1685148,Manuel José Coelho de Castro,1750,,1685148,
1685150,Francisco Xavier da Silveira Zuzarte,1750,,1685150,
1685151,Joaquina Luísa Escolástica da Gama,1750,,1685151,
1685166,Fernando Joaquim de Sousa Barroso,1750,,1685166,
1685168,Bartolomeu de Vasconcelos da Cunha,1750,,1685168,
1685172,Martinho Caetano Inácio Freire.,1750,,1685172,
1685178,Manuel Mascarenhas,1750,,1685178,
1685182,Manuel Cardoso da Silva,1750,"Lamacense,",1685182,
1685185,Boaventura de Castro,1750,"Frei,",1685185,
1685186,Diogo Manuel Monteiro de Melo,1750,,1685186,
1685188,Francisco da Cruz,1750,,1685188,
1685190,João António de Noronha,1750,,1685190,
1685192,Joaquim Ferreira de Sande,1750,,1685192,
1685198,Francisco António Pinheiro da Fonseca Vieira da Silva,1750,,1685198,
1685200,António José Fernandes,1750,,1685200,
1685202,Pedro Francisco Caneva,1750,,1685202,
1685204,João Ribeiro Pessoa,1750,,1685204,
1685215,António Correia dos Santos,1751,,1685215,
1685217,Manuel Cardoso e Silva,1751,,1685217,
1685219,José Xavier de Carvalho Martens,1751,,1685219,
1685220,João de Magalhães de Castelo Branco,1751,,1685220,
1685221,Micaela Venância de Castro,1751,,1685221,
1685222,André Boaventura Meireles,1751,,1685222,
1685223,Luís António Feio,1751,,1685223,
1685225,João Manuel da Costa Barca,1751,,1685225,
1685226,Luís Teles de Miranda e Contreras,1751,,1685226,
1685293,Luís António de Castro do Rio Furtado de Mendonça,1700,,1685293,
1685327,Simão da Graça Faria,1700,,1685327,
1685330,Bernardino Peixoto,1700,,1685330,
1685332,Félix José Coração de Jesus,1700,,1685332,
1685350,Bernardo José da Costa,17--,,1685350,
1685353,Luís da Conceição,1700,,1685353,
1685357,Francisco de Coração de Jesus,1700,,1685357,
1685373,Manuel da Piedade,1700,,1685373,
1685374,Inácio da Purificação,1700,,1685374,
1685375,Francisco de S. Anselmo,1700,,1685375,
1685422,José da Fonseca Lebre,1870-1923,,1685422,
1685599,José Marques Vieira,1700,,1685599,
1685629,Manuel da Sacra Família,1700,,1685629,
1685630,José de Deus Mateus,1700,,1685630,
1685641,João Saldanha,1700,,1685641,
1685673,Manuel da Purificação,17--,,1685673,
1685676,Francisco da Imaculada Conceição,17--,,1685676,
1685720,Luís Bernardo da Nossa Senhora das Dores,17--,,1685720,
1685728,Paulo de Coração de Jesus,17--,,1685728,
1685729,Alexandre de Nossa Senhora Mercedes,17--,,1685729,
1685730,José Pedro de Jesus Maria,1700,,1685730,
1685738,António de Santa Delfina Pádua,17--,,1685738,
1685742,António da Natividade Jesus Maria,17--,,1685742,
1685743,Vicente de Santa Clara,17--,,1685743,
1685757,Manuel José da Esperança,17--,,1685757,
1685759,Luís de Nossa Senhora da Graça,17--,,1685759,
1685795,Martim da Esperança,17--,,1685795,
1685796,José de Santa Ana,17--,,1685796,
1685798,Manuel de Santa Lúcia,17--,,1685798,
1685861,António das Donas,17--,,1685861,
1685863,José da Amieira,17--,,1685863,
1685864,Manuel do Teixoso,17--,,1685864,
1685865,Jerónimo do Barco,17--,,1685865,
1685867,Francisco de Ançã,17--,,1685867,
1685881,António da Encarnação Trindade,17--,,1685881,
1685885,Manuel da Esperança Amorim,17--,,1685885,
1685894,Manuel José de São Vicente,17--,,1685894,
1685895,António de Jesus Maria Silva,17--,,1685895,
1685899,Manuel da Encarnação,17--,,1685899,
1685905,Francisco da Conceição,17--,,1685905,
1685928,António de Senhor Joaquim,17--,,1685928,
1685930,João da Ressurreição,17--,,1685930,
1685937,Bernardo da Conceição,17--,,1685937,
1685941,José da Purificação,17--,,1685941,
1685952,José de Nossa Senhora das Necessidades,17--,,1685952,
1685960,Francisco Justiniano Pereira de Carvalho,17--,,1685960,
1685971,Bernardo de Senhor António,17--,,1685971,
1685994,João da Assunção Bemviver,17--,,1685994,
1685996,João de Santa Rita Osório,17--,,1685996,
1686013,António de Santa Doroteia,17--,,1686013,
1686019,José de Nossa Senhora da Esperança,17--,,1686019,
1686021,Ambrósio de Deus António,17--,,1686021,
1686040,Francisco de Santa Maria Madalena,17--,,1686040,
1686042,José da Nossa Senhora da Boa Morte,17--,,1686042,
1686046,Paulo de Coração de Jesus,17--,,1686046,
1686048,João Manuel da Guerra,17--,,1686048,
1686055,Manuel José Nepomuceno,17--,,1686055,
1686062,António da Nossa Senhora do Auxílio,17--,,1686062,
1686063,Leonardo de Santa Rita,17--,,1686063,
1686064,Joaquim de Santo António,17--,,1686064,
1686069,Manuel do Espírito São Minde,17--,,1686069,
1686070,António de Senhora Ana Freitas,17--,,1686070,
1686074,Francisco Bernardino Videira,17--,,1686074,
1686096,Manuel de Salvador,17--,,1686096,
1686097,Rodrigues de Santa Gertrude,17--,,1686097,
1686105,Joaquim de Deus José,17--,,1686105,
1686107,José de Santa Clara de Assis,17--,,1686107,
1686109,Diogo de Santa Catarina de Bononia,17--,,1686109,
1686110,Inácio de São José,17--,,1686110,
1686111,Manuel Cardoso da Visitação,17--,,1686111,
1686112,Mauro de Deus José,17--,,1686112,
1686116,Manuel de Nossa Senhora do Rosário,17--,,1686116,
1686117,Jacinto do Sacramento,17--,,1686117,
1686119,Valentim Sedano Bento,17--,,1686119,
1686120,Polidoro de Nossa Senhora da Lapa,17--,,1686120,
1686123,António Henriques Moreira,17--,,1686123,
1686131,José de Santa Margarida de Cortona,17--,,1686131,
1686139,Benedito de Jesus Maria,17--,,1686139,
1686144,José do Coração de Maria,17--,,1686144,
1686145,António Sebastião de Santa Bárbara,17--,,1686145,
1686151,Lawrence Oliver,1887-1977,,1686151,
1686158,Simão da Rainha Santa,17--,,1686158,
1686161,Manuel de Nossa Senhora das Dores,17--,,1686161,
1686163,António de Santa Apolónia,17--,,1686163,
1686343,Joaquim José de Matos,18--,,1686343,
1686363,O. R. Ferreira,1845,,1686363,
1686367,Francisco Xavier de Sousa,1817-1874,,1686367,
1686449,Lourenço Marques Gouveia,17--,,1686449,
1686466,José Vicente Ferreira,17--,,1686466,
1686469,João Farto Franco,17--,,1686469,
1686470,Manuel Gonçalves,17--,,1686470,
1686471,Cristóvão José Barroso,17--,,1686471,
1686473,Francisco Cândido,17--,,1686473,
1686480,Manuel Luís Frasão,17--,,1686480,
1686482,António Manuel Wenceslau,17--,,1686482,
1686483,João Martins,17--,,1686483,
1686501,Pedro Paulo,"17--,",C.O.,1686501,
1686510,Félix José Azevedo,17--,,1686510,
1686511,Manuel Caetano Avelino,17--,,1686511,
1686519,José Félix Baima Barros,17--,,1686519,
1686520,Henrique Henriques de Brito e Oliveira,17--,,1686520,
1686537,Francisco Cipriano Pinto,17--,,1686537,
1686538,José Teixeira de Figueiredo,17--,,1686538,
1686539,Patrício Ferreira de São José,17--,,1686539,
1686541,Bernardo José Marques,17--,,1686541,
1686577,António da Anunciação,17--,,1686577,
